,APXPrice,APXVolume,N2EXPrice,N2EXVolume,settlementDate,settlementPeriod
2017100442,46.79,1080.850,0.00,0.000,2017-10-04,42
2017100443,48.08,1108.150,0.00,0.000,2017-10-04,43
2017100444,44.38,1025.450,0.00,0.000,2017-10-04,44
2017100445,43.97,1229.450,0.00,0.000,2017-10-04,45
2017100446,40.95,1604.300,0.00,0.000,2017-10-04,46
2017100447,47.74,529.250,0.00,0.000,2017-10-04,47
2017100448,50.71,442.750,0.00,0.000,2017-10-04,48
2017100501,49.81,497.850,0.00,0.000,2017-10-05,1
2017100502,49.94,610.150,0.00,0.000,2017-10-05,2
2017100503,47.42,478.100,0.00,0.000,2017-10-05,3
2017100504,44.64,531.000,0.00,0.000,2017-10-05,4
2017100505,41.10,422.950,0.00,0.000,2017-10-05,5
2017100506,37.99,424.000,0.00,0.000,2017-10-05,6
2017100507,30.45,535.600,0.00,0.000,2017-10-05,7
2017100508,31.35,430.550,0.00,0.000,2017-10-05,8
2017100509,32.99,394.900,0.00,0.000,2017-10-05,9
2017100510,34.20,414.850,0.00,0.000,2017-10-05,10
2017100511,42.76,479.500,0.00,0.000,2017-10-05,11
2017100512,44.06,640.750,0.00,0.000,2017-10-05,12
2017100513,53.72,737.100,0.00,0.000,2017-10-05,13
2017100514,48.95,907.500,0.00,0.000,2017-10-05,14
2017100515,47.53,677.000,0.00,0.000,2017-10-05,15
2017100516,58.10,737.550,0.00,0.000,2017-10-05,16
2017100517,58.79,590.400,0.00,0.000,2017-10-05,17
2017100518,56.41,479.700,0.00,0.000,2017-10-05,18
2017100519,46.82,551.850,0.00,0.000,2017-10-05,19
2017100520,44.93,642.700,0.00,0.000,2017-10-05,20
2017100521,50.74,740.000,0.00,0.000,2017-10-05,21
2017100522,43.32,727.800,0.00,0.000,2017-10-05,22
2017100523,40.19,1229.000,0.00,0.000,2017-10-05,23
2017100524,39.81,1278.250,0.00,0.000,2017-10-05,24
2017100525,39.67,1115.000,0.00,0.000,2017-10-05,25
2017100526,39.45,1023.000,0.00,0.000,2017-10-05,26
2017100527,39.09,1324.500,0.00,0.000,2017-10-05,27
2017100528,38.86,1320.900,0.00,0.000,2017-10-05,28
2017100529,38.75,1531.550,0.00,0.000,2017-10-05,29
2017100530,39.03,1467.300,0.00,0.000,2017-10-05,30
2017100531,39.95,1467.800,0.00,0.000,2017-10-05,31
2017100532,40.75,1314.250,0.00,0.000,2017-10-05,32
2017100533,41.69,1462.450,0.00,0.000,2017-10-05,33
2017100534,43.00,1301.600,0.00,0.000,2017-10-05,34
2017100535,43.58,932.800,0.00,0.000,2017-10-05,35
2017100536,47.06,873.500,0.00,0.000,2017-10-05,36
2017100537,47.52,1055.150,0.00,0.000,2017-10-05,37
2017100538,60.19,1134.300,0.00,0.000,2017-10-05,38
2017100539,68.47,1246.500,0.00,0.000,2017-10-05,39
2017100540,65.74,1088.600,0.00,0.000,2017-10-05,40
2017100541,59.90,1061.300,0.00,0.000,2017-10-05,41
2017100542,52.38,1054.050,0.00,0.000,2017-10-05,42
2017100543,52.68,1876.000,0.00,0.000,2017-10-05,43
2017100544,47.01,1509.400,0.00,0.000,2017-10-05,44
2017100545,45.02,1715.350,0.00,0.000,2017-10-05,45
2017100546,42.65,2357.400,0.00,0.000,2017-10-05,46
2017100547,46.31,531.650,0.00,0.000,2017-10-05,47
2017100548,41.83,460.000,0.00,0.000,2017-10-05,48
2017100601,41.79,437.900,0.00,0.000,2017-10-06,1
2017100602,41.62,556.550,0.00,0.000,2017-10-06,2
2017100603,40.88,622.650,0.00,0.000,2017-10-06,3
2017100604,41.68,519.350,0.00,0.000,2017-10-06,4
2017100605,40.66,568.000,0.00,0.000,2017-10-06,5
2017100606,40.47,622.000,0.00,0.000,2017-10-06,6
2017100607,41.26,538.350,0.00,0.000,2017-10-06,7
2017100608,40.83,645.550,0.00,0.000,2017-10-06,8
2017100609,41.06,539.050,0.00,0.000,2017-10-06,9
2017100610,41.43,601.950,0.00,0.000,2017-10-06,10
2017100611,45.58,476.200,0.00,0.000,2017-10-06,11
2017100612,48.22,773.150,0.00,0.000,2017-10-06,12
2017100613,52.13,1126.300,0.00,0.000,2017-10-06,13
2017100614,45.91,1414.350,0.00,0.000,2017-10-06,14
2017100615,43.81,1096.450,0.00,0.000,2017-10-06,15
2017100616,55.81,958.200,0.00,0.000,2017-10-06,16
2017100617,52.14,736.400,0.00,0.000,2017-10-06,17
2017100618,47.92,780.550,0.00,0.000,2017-10-06,18
2017100619,51.31,572.300,0.00,0.000,2017-10-06,19
2017100620,51.27,715.750,0.00,0.000,2017-10-06,20
2017100621,52.69,782.350,0.00,0.000,2017-10-06,21
2017100622,50.80,826.300,0.00,0.000,2017-10-06,22
2017100623,42.99,1075.850,0.00,0.000,2017-10-06,23
2017100624,41.86,1294.350,0.00,0.000,2017-10-06,24
2017100625,41.19,1394.250,0.00,0.000,2017-10-06,25
2017100626,40.77,1406.550,0.00,0.000,2017-10-06,26
2017100627,40.69,974.150,0.00,0.000,2017-10-06,27
2017100628,40.85,956.850,0.00,0.000,2017-10-06,28
2017100629,41.08,1207.650,0.00,0.000,2017-10-06,29
2017100630,40.84,1232.150,0.00,0.000,2017-10-06,30
2017100631,39.15,1220.400,0.00,0.000,2017-10-06,31
2017100632,39.54,1015.450,0.00,0.000,2017-10-06,32
2017100633,39.25,1185.250,0.00,0.000,2017-10-06,33
2017100634,39.98,1048.650,0.00,0.000,2017-10-06,34
2017100635,47.60,498.750,0.00,0.000,2017-10-06,35
2017100636,52.02,524.450,0.00,0.000,2017-10-06,36
2017100637,55.30,566.550,0.00,0.000,2017-10-06,37
2017100638,65.26,519.400,0.00,0.000,2017-10-06,38
2017100639,67.03,628.000,0.00,0.000,2017-10-06,39
2017100640,62.60,849.000,0.00,0.000,2017-10-06,40
2017100641,63.34,765.300,0.00,0.000,2017-10-06,41
2017100642,55.26,979.000,0.00,0.000,2017-10-06,42
2017100643,48.00,1173.900,0.00,0.000,2017-10-06,43
2017100644,44.80,1109.600,0.00,0.000,2017-10-06,44
2017100645,43.94,1337.650,0.00,0.000,2017-10-06,45
2017100646,43.44,2375.150,0.00,0.000,2017-10-06,46
2017100647,46.28,732.900,0.00,0.000,2017-10-06,47
2017100648,46.72,476.050,0.00,0.000,2017-10-06,48
2017100701,47.80,525.500,0.00,0.000,2017-10-07,1
2017100702,45.57,614.000,0.00,0.000,2017-10-07,2
2017100703,45.12,536.000,0.00,0.000,2017-10-07,3
2017100704,45.37,455.000,0.00,0.000,2017-10-07,4
2017100705,46.06,495.200,0.00,0.000,2017-10-07,5
2017100706,41.84,529.600,0.00,0.000,2017-10-07,6
2017100707,36.47,584.000,0.00,0.000,2017-10-07,7
2017100708,35.48,607.800,0.00,0.000,2017-10-07,8
2017100709,35.32,649.800,0.00,0.000,2017-10-07,9
2017100710,34.48,703.500,0.00,0.000,2017-10-07,10
2017100711,35.95,734.550,0.00,0.000,2017-10-07,11
2017100712,35.05,731.350,0.00,0.000,2017-10-07,12
2017100713,38.91,708.700,0.00,0.000,2017-10-07,13
2017100714,36.43,945.550,0.00,0.000,2017-10-07,14
2017100715,38.89,833.350,0.00,0.000,2017-10-07,15
2017100716,42.69,446.200,0.00,0.000,2017-10-07,16
2017100717,42.69,481.000,0.00,0.000,2017-10-07,17
2017100718,51.40,458.750,0.00,0.000,2017-10-07,18
2017100719,50.92,657.450,0.00,0.000,2017-10-07,19
2017100720,50.57,662.800,0.00,0.000,2017-10-07,20
2017100721,44.46,499.350,0.00,0.000,2017-10-07,21
2017100722,40.76,734.000,0.00,0.000,2017-10-07,22
2017100723,37.44,740.650,0.00,0.000,2017-10-07,23
2017100724,37.29,781.150,0.00,0.000,2017-10-07,24
2017100725,37.18,867.850,0.00,0.000,2017-10-07,25
2017100726,38.16,954.950,0.00,0.000,2017-10-07,26
2017100727,37.78,1013.000,0.00,0.000,2017-10-07,27
2017100728,38.03,908.900,0.00,0.000,2017-10-07,28
2017100729,39.85,967.000,0.00,0.000,2017-10-07,29
2017100730,40.45,1123.200,0.00,0.000,2017-10-07,30
2017100731,43.12,890.900,0.00,0.000,2017-10-07,31
2017100732,43.23,987.100,0.00,0.000,2017-10-07,32
2017100733,43.03,733.550,0.00,0.000,2017-10-07,33
2017100734,44.19,717.700,0.00,0.000,2017-10-07,34
2017100735,48.73,846.100,0.00,0.000,2017-10-07,35
2017100736,56.52,766.850,0.00,0.000,2017-10-07,36
2017100737,59.88,882.200,0.00,0.000,2017-10-07,37
2017100738,68.94,1044.900,0.00,0.000,2017-10-07,38
2017100739,69.60,672.000,0.00,0.000,2017-10-07,39
2017100740,59.64,728.100,0.00,0.000,2017-10-07,40
2017100741,57.09,671.800,0.00,0.000,2017-10-07,41
2017100742,46.09,684.000,0.00,0.000,2017-10-07,42
2017100743,44.97,946.100,0.00,0.000,2017-10-07,43
2017100744,44.31,1069.050,0.00,0.000,2017-10-07,44
2017100745,44.95,993.850,0.00,0.000,2017-10-07,45
2017100746,42.60,1431.300,0.00,0.000,2017-10-07,46
2017100747,40.44,539.450,0.00,0.000,2017-10-07,47
2017100748,38.99,332.350,0.00,0.000,2017-10-07,48
2017100801,38.09,421.150,0.00,0.000,2017-10-08,1
2017100802,37.48,362.350,0.00,0.000,2017-10-08,2
2017100803,39.96,372.200,0.00,0.000,2017-10-08,3
2017100804,40.72,372.600,0.00,0.000,2017-10-08,4
2017100805,41.27,373.800,0.00,0.000,2017-10-08,5
2017100806,40.68,320.000,0.00,0.000,2017-10-08,6
2017100807,43.74,297.000,0.00,0.000,2017-10-08,7
2017100808,44.29,364.900,0.00,0.000,2017-10-08,8
2017100809,44.48,370.800,0.00,0.000,2017-10-08,9
2017100810,42.92,318.500,0.00,0.000,2017-10-08,10
2017100811,44.91,266.000,0.00,0.000,2017-10-08,11
2017100812,43.39,403.700,0.00,0.000,2017-10-08,12
2017100813,45.06,362.200,0.00,0.000,2017-10-08,13
2017100814,42.60,677.950,0.00,0.000,2017-10-08,14
2017100815,41.32,1444.350,0.00,0.000,2017-10-08,15
2017100816,41.64,1335.350,0.00,0.000,2017-10-08,16
2017100817,43.85,896.500,0.00,0.000,2017-10-08,17
2017100818,45.23,765.100,0.00,0.000,2017-10-08,18
2017100819,45.48,613.100,0.00,0.000,2017-10-08,19
2017100820,45.91,577.500,0.00,0.000,2017-10-08,20
2017100821,49.34,502.100,0.00,0.000,2017-10-08,21
2017100822,49.61,580.900,0.00,0.000,2017-10-08,22
2017100823,48.22,857.400,0.00,0.000,2017-10-08,23
2017100824,47.76,896.800,0.00,0.000,2017-10-08,24
2017100825,47.79,820.700,0.00,0.000,2017-10-08,25
2017100826,47.27,873.650,0.00,0.000,2017-10-08,26
2017100827,45.05,979.050,0.00,0.000,2017-10-08,27
2017100828,45.17,1027.600,0.00,0.000,2017-10-08,28
2017100829,45.30,1062.950,0.00,0.000,2017-10-08,29
2017100830,45.55,981.850,0.00,0.000,2017-10-08,30
2017100831,44.52,1024.400,0.00,0.000,2017-10-08,31
2017100832,45.49,1004.500,0.00,0.000,2017-10-08,32
2017100833,46.48,1012.450,0.00,0.000,2017-10-08,33
2017100834,48.40,1117.100,0.00,0.000,2017-10-08,34
2017100835,54.65,835.000,0.00,0.000,2017-10-08,35
2017100836,64.78,569.250,0.00,0.000,2017-10-08,36
2017100837,71.23,615.500,0.00,0.000,2017-10-08,37
2017100838,81.87,601.500,0.00,0.000,2017-10-08,38
2017100839,94.63,718.150,0.00,0.000,2017-10-08,39
2017100840,77.48,622.850,0.00,0.000,2017-10-08,40
2017100841,57.55,416.150,0.00,0.000,2017-10-08,41
2017100842,48.51,528.950,0.00,0.000,2017-10-08,42
2017100843,46.95,956.450,0.00,0.000,2017-10-08,43
2017100844,45.65,1209.300,0.00,0.000,2017-10-08,44
2017100845,45.04,1408.450,0.00,0.000,2017-10-08,45
2017100846,44.40,1633.750,0.00,0.000,2017-10-08,46
2017100847,42.25,462.300,0.00,0.000,2017-10-08,47
2017100848,41.67,379.100,0.00,0.000,2017-10-08,48
2017100901,41.40,123.050,0.00,0.000,2017-10-09,1
2017100902,40.07,152.400,0.00,0.000,2017-10-09,2
2017100903,41.01,140.000,0.00,0.000,2017-10-09,3
2017100904,40.72,168.000,0.00,0.000,2017-10-09,4
2017100905,40.49,177.500,0.00,0.000,2017-10-09,5
2017100906,39.87,302.500,0.00,0.000,2017-10-09,6
2017100907,40.72,378.000,0.00,0.000,2017-10-09,7
2017100908,40.94,408.950,0.00,0.000,2017-10-09,8
2017100909,40.00,590.500,0.00,0.000,2017-10-09,9
2017100910,40.75,571.150,0.00,0.000,2017-10-09,10
2017100911,45.06,557.050,0.00,0.000,2017-10-09,11
2017100912,45.28,679.800,0.00,0.000,2017-10-09,12
2017100913,48.87,920.100,0.00,0.000,2017-10-09,13
2017100914,44.82,1587.450,0.00,0.000,2017-10-09,14
2017100915,53.39,704.250,0.00,0.000,2017-10-09,15
2017100916,82.38,662.750,0.00,0.000,2017-10-09,16
2017100917,85.36,700.450,0.00,0.000,2017-10-09,17
2017100918,85.62,624.350,0.00,0.000,2017-10-09,18
2017100919,76.50,729.300,0.00,0.000,2017-10-09,19
2017100920,77.35,780.600,0.00,0.000,2017-10-09,20
2017100921,73.04,672.050,0.00,0.000,2017-10-09,21
2017100922,70.57,701.450,0.00,0.000,2017-10-09,22
2017100923,70.21,775.600,0.00,0.000,2017-10-09,23
2017100924,70.57,812.550,0.00,0.000,2017-10-09,24
2017100925,71.11,730.000,0.00,0.000,2017-10-09,25
2017100926,66.56,713.150,0.00,0.000,2017-10-09,26
2017100927,55.33,931.400,0.00,0.000,2017-10-09,27
2017100928,54.53,812.450,0.00,0.000,2017-10-09,28
2017100929,55.01,941.100,0.00,0.000,2017-10-09,29
2017100930,54.78,922.100,0.00,0.000,2017-10-09,30
2017100931,51.55,634.800,0.00,0.000,2017-10-09,31
2017100932,51.80,730.000,0.00,0.000,2017-10-09,32
2017100933,50.03,799.650,0.00,0.000,2017-10-09,33
2017100934,53.76,704.750,0.00,0.000,2017-10-09,34
2017100935,57.69,567.700,0.00,0.000,2017-10-09,35
2017100936,59.51,651.500,0.00,0.000,2017-10-09,36
2017100937,58.69,718.250,0.00,0.000,2017-10-09,37
2017100938,65.93,702.700,0.00,0.000,2017-10-09,38
2017100939,54.76,600.250,0.00,0.000,2017-10-09,39
2017100940,55.30,708.350,0.00,0.000,2017-10-09,40
2017100941,58.68,828.000,0.00,0.000,2017-10-09,41
2017100942,52.70,967.400,0.00,0.000,2017-10-09,42
2017100943,49.76,1239.350,0.00,0.000,2017-10-09,43
2017100944,48.36,1196.150,0.00,0.000,2017-10-09,44
2017100945,46.56,1321.000,0.00,0.000,2017-10-09,45
2017100946,47.00,1462.950,0.00,0.000,2017-10-09,46
2017100947,46.32,502.550,0.00,0.000,2017-10-09,47
2017100948,45.89,314.800,0.00,0.000,2017-10-09,48
2017101001,42.71,460.700,0.00,0.000,2017-10-10,1
2017101002,42.44,343.950,0.00,0.000,2017-10-10,2
2017101003,40.08,397.250,0.00,0.000,2017-10-10,3
2017101004,38.23,390.800,0.00,0.000,2017-10-10,4
2017101005,37.10,408.400,0.00,0.000,2017-10-10,5
2017101006,38.29,328.900,0.00,0.000,2017-10-10,6
2017101007,31.08,467.150,0.00,0.000,2017-10-10,7
2017101008,31.30,401.050,0.00,0.000,2017-10-10,8
2017101009,33.12,440.150,0.00,0.000,2017-10-10,9
2017101010,32.39,532.300,0.00,0.000,2017-10-10,10
2017101011,44.48,626.800,0.00,0.000,2017-10-10,11
2017101012,41.86,690.950,0.00,0.000,2017-10-10,12
2017101013,44.42,1181.650,0.00,0.000,2017-10-10,13
2017101014,43.44,1494.800,0.00,0.000,2017-10-10,14
2017101015,52.69,1449.400,0.00,0.000,2017-10-10,15
2017101016,54.88,1378.350,0.00,0.000,2017-10-10,16
2017101017,59.27,1377.050,0.00,0.000,2017-10-10,17
2017101018,58.36,1384.650,0.00,0.000,2017-10-10,18
2017101019,57.22,1160.100,0.00,0.000,2017-10-10,19
2017101020,57.18,1096.400,0.00,0.000,2017-10-10,20
2017101021,55.01,962.850,0.00,0.000,2017-10-10,21
2017101022,55.57,972.400,0.00,0.000,2017-10-10,22
2017101023,52.22,731.850,,,2017-10-10,23
2017101024,51.57,751.800,,,2017-10-10,24
2017101025,49.37,736.600,0.00,0.000,2017-10-10,25
2017101026,47.98,801.800,0.00,0.000,2017-10-10,26
2017101027,42.81,818.250,0.00,0.000,2017-10-10,27
2017101028,42.73,769.150,0.00,0.000,2017-10-10,28
2017101029,42.24,850.700,0.00,0.000,2017-10-10,29
2017101030,42.29,844.200,0.00,0.000,2017-10-10,30
2017101031,44.46,1055.750,0.00,0.000,2017-10-10,31
2017101032,43.86,1149.050,0.00,0.000,2017-10-10,32
2017101033,44.64,1147.150,0.00,0.000,2017-10-10,33
2017101034,46.02,1005.800,0.00,0.000,2017-10-10,34
2017101035,49.64,1103.700,0.00,0.000,2017-10-10,35
2017101036,48.73,1162.950,0.00,0.000,2017-10-10,36
2017101037,49.05,1234.050,0.00,0.000,2017-10-10,37
2017101038,50.62,1205.350,0.00,0.000,2017-10-10,38
2017101039,45.44,1200.700,0.00,0.000,2017-10-10,39
2017101040,44.75,1534.900,0.00,0.000,2017-10-10,40
2017101041,45.97,1219.050,0.00,0.000,2017-10-10,41
2017101042,43.73,1410.450,0.00,0.000,2017-10-10,42
2017101043,43.24,1462.800,0.00,0.000,2017-10-10,43
2017101044,43.57,1679.850,0.00,0.000,2017-10-10,44
2017101045,44.07,2250.600,0.00,0.000,2017-10-10,45
2017101046,44.54,2367.200,0.00,0.000,2017-10-10,46
2017101047,45.41,750.200,0.00,0.000,2017-10-10,47
2017101048,44.56,465.900,0.00,0.000,2017-10-10,48
2017101101,38.35,404.450,0.00,0.000,2017-10-11,1
2017101102,36.37,409.550,0.00,0.000,2017-10-11,2
2017101103,29.69,486.250,0.00,0.000,2017-10-11,3
2017101104,30.58,415.450,0.00,0.000,2017-10-11,4
2017101105,26.97,447.000,0.00,0.000,2017-10-11,5
2017101106,25.78,443.850,0.00,0.000,2017-10-11,6
2017101107,20.43,285.350,0.00,0.000,2017-10-11,7
2017101108,20.88,240.700,0.00,0.000,2017-10-11,8
2017101109,20.41,295.900,0.00,0.000,2017-10-11,9
2017101110,21.48,328.850,0.00,0.000,2017-10-11,10
2017101111,35.81,359.150,0.00,0.000,2017-10-11,11
2017101112,35.86,490.050,0.00,0.000,2017-10-11,12
2017101113,44.16,598.200,0.00,0.000,2017-10-11,13
2017101114,45.40,995.400,0.00,0.000,2017-10-11,14
2017101115,44.10,675.700,0.00,0.000,2017-10-11,15
2017101116,48.69,768.750,0.00,0.000,2017-10-11,16
2017101117,45.39,671.650,0.00,0.000,2017-10-11,17
2017101118,44.69,661.650,0.00,0.000,2017-10-11,18
2017101119,44.24,602.400,0.00,0.000,2017-10-11,19
2017101120,43.72,565.750,0.00,0.000,2017-10-11,20
2017101121,40.64,949.600,0.00,0.000,2017-10-11,21
2017101122,42.23,799.400,0.00,0.000,2017-10-11,22
2017101123,40.98,966.350,0.00,0.000,2017-10-11,23
2017101124,41.05,955.000,0.00,0.000,2017-10-11,24
2017101125,43.05,950.800,0.00,0.000,2017-10-11,25
2017101126,42.20,880.450,0.00,0.000,2017-10-11,26
2017101127,42.70,912.400,0.00,0.000,2017-10-11,27
2017101128,42.87,1045.700,0.00,0.000,2017-10-11,28
2017101129,42.74,1050.600,0.00,0.000,2017-10-11,29
2017101130,43.31,1156.400,0.00,0.000,2017-10-11,30
2017101131,44.55,885.650,0.00,0.000,2017-10-11,31
2017101132,44.77,695.950,0.00,0.000,2017-10-11,32
2017101133,44.11,608.600,0.00,0.000,2017-10-11,33
2017101134,46.49,586.750,0.00,0.000,2017-10-11,34
2017101135,44.41,466.400,0.00,0.000,2017-10-11,35
2017101136,44.15,526.700,0.00,0.000,2017-10-11,36
2017101137,43.58,496.900,0.00,0.000,2017-10-11,37
2017101138,45.52,557.200,0.00,0.000,2017-10-11,38
2017101139,44.13,384.050,0.00,0.000,2017-10-11,39
2017101140,39.47,523.300,0.00,0.000,2017-10-11,40
2017101141,44.12,674.100,0.00,0.000,2017-10-11,41
2017101142,41.76,1009.850,0.00,0.000,2017-10-11,42
2017101143,42.44,1204.350,0.00,0.000,2017-10-11,43
2017101144,42.19,1557.650,0.00,0.000,2017-10-11,44
2017101145,42.01,1575.600,0.00,0.000,2017-10-11,45
2017101146,42.78,1668.000,0.00,0.000,2017-10-11,46
2017101147,39.62,464.300,0.00,0.000,2017-10-11,47
2017101148,42.48,371.350,0.00,0.000,2017-10-11,48
2017101201,38.98,466.900,0.00,0.000,2017-10-12,1
2017101202,34.04,441.200,0.00,0.000,2017-10-12,2
2017101203,30.80,409.100,0.00,0.000,2017-10-12,3
2017101204,28.54,335.450,0.00,0.000,2017-10-12,4
2017101205,24.66,351.700,0.00,0.000,2017-10-12,5
2017101206,18.40,337.050,0.00,0.000,2017-10-12,6
2017101207,17.65,465.650,0.00,0.000,2017-10-12,7
2017101208,17.83,499.350,0.00,0.000,2017-10-12,8
2017101209,18.01,324.100,0.00,0.000,2017-10-12,9
2017101210,23.11,371.900,0.00,0.000,2017-10-12,10
2017101211,44.22,629.700,0.00,0.000,2017-10-12,11
2017101212,43.26,809.950,0.00,0.000,2017-10-12,12
2017101213,51.99,1138.900,0.00,0.000,2017-10-12,13
2017101214,47.42,1993.000,0.00,0.000,2017-10-12,14
2017101215,43.57,916.800,0.00,0.000,2017-10-12,15
2017101216,53.94,604.800,0.00,0.000,2017-10-12,16
2017101217,49.66,422.900,0.00,0.000,2017-10-12,17
2017101218,45.32,404.850,0.00,0.000,2017-10-12,18
2017101219,45.58,533.800,0.00,0.000,2017-10-12,19
2017101220,43.97,459.500,0.00,0.000,2017-10-12,20
2017101221,40.64,541.700,0.00,0.000,2017-10-12,21
2017101222,39.66,563.150,0.00,0.000,2017-10-12,22
2017101223,39.33,694.950,0.00,0.000,2017-10-12,23
2017101224,39.12,688.450,0.00,0.000,2017-10-12,24
2017101225,37.89,789.050,0.00,0.000,2017-10-12,25
2017101226,37.27,716.800,0.00,0.000,2017-10-12,26
2017101227,35.31,856.050,0.00,0.000,2017-10-12,27
2017101228,35.26,896.800,0.00,0.000,2017-10-12,28
2017101229,35.29,911.850,0.00,0.000,2017-10-12,29
2017101230,35.51,912.150,0.00,0.000,2017-10-12,30
2017101231,35.00,730.100,0.00,0.000,2017-10-12,31
2017101232,31.82,867.700,0.00,0.000,2017-10-12,32
2017101233,38.23,640.350,0.00,0.000,2017-10-12,33
2017101234,44.29,616.900,0.00,0.000,2017-10-12,34
2017101235,53.50,829.050,0.00,0.000,2017-10-12,35
2017101236,58.63,846.350,0.00,0.000,2017-10-12,36
2017101237,53.99,687.350,0.00,0.000,2017-10-12,37
2017101238,59.46,822.200,0.00,0.000,2017-10-12,38
2017101239,63.93,640.100,0.00,0.000,2017-10-12,39
2017101240,45.62,519.600,0.00,0.000,2017-10-12,40
2017101241,45.22,641.950,0.00,0.000,2017-10-12,41
2017101242,42.63,649.500,0.00,0.000,2017-10-12,42
2017101243,42.23,928.000,0.00,0.000,2017-10-12,43
2017101244,41.25,980.600,0.00,0.000,2017-10-12,44
2017101245,41.45,1512.500,0.00,0.000,2017-10-12,45
2017101246,42.42,1898.300,0.00,0.000,2017-10-12,46
2017101247,39.62,575.750,0.00,0.000,2017-10-12,47
2017101248,38.86,312.300,0.00,0.000,2017-10-12,48
2017101301,36.89,526.150,0.00,0.000,2017-10-13,1
2017101302,30.48,279.700,0.00,0.000,2017-10-13,2
2017101303,31.30,326.150,0.00,0.000,2017-10-13,3
2017101304,32.05,313.000,0.00,0.000,2017-10-13,4
2017101305,35.41,331.050,0.00,0.000,2017-10-13,5
2017101306,35.07,299.300,0.00,0.000,2017-10-13,6
2017101307,40.19,274.400,0.00,0.000,2017-10-13,7
2017101308,36.34,279.950,0.00,0.000,2017-10-13,8
2017101309,34.42,283.450,0.00,0.000,2017-10-13,9
2017101310,32.72,303.550,0.00,0.000,2017-10-13,10
2017101311,35.12,556.350,0.00,0.000,2017-10-13,11
2017101312,36.65,737.050,0.00,0.000,2017-10-13,12
2017101313,49.73,1078.500,0.00,0.000,2017-10-13,13
2017101314,46.81,1481.450,0.00,0.000,2017-10-13,14
2017101315,50.07,1346.400,0.00,0.000,2017-10-13,15
2017101316,54.44,860.150,0.00,0.000,2017-10-13,16
2017101317,56.03,787.200,0.00,0.000,2017-10-13,17
2017101318,55.59,826.300,0.00,0.000,2017-10-13,18
2017101319,57.20,739.150,0.00,0.000,2017-10-13,19
2017101320,56.08,848.650,0.00,0.000,2017-10-13,20
2017101321,52.98,884.400,0.00,0.000,2017-10-13,21
2017101322,50.45,943.000,0.00,0.000,2017-10-13,22
2017101323,37.02,969.050,0.00,0.000,2017-10-13,23
2017101324,38.52,998.900,0.00,0.000,2017-10-13,24
2017101325,38.52,970.100,0.00,0.000,2017-10-13,25
2017101326,37.22,975.850,0.00,0.000,2017-10-13,26
2017101327,36.35,1305.000,0.00,0.000,2017-10-13,27
2017101328,36.38,1294.100,0.00,0.000,2017-10-13,28
2017101329,36.60,1378.850,0.00,0.000,2017-10-13,29
2017101330,36.63,1360.250,0.00,0.000,2017-10-13,30
2017101331,40.44,825.500,0.00,0.000,2017-10-13,31
2017101332,41.50,896.500,0.00,0.000,2017-10-13,32
2017101333,42.82,1006.500,0.00,0.000,2017-10-13,33
2017101334,49.66,962.850,0.00,0.000,2017-10-13,34
2017101335,62.71,763.100,0.00,0.000,2017-10-13,35
2017101336,66.81,734.000,0.00,0.000,2017-10-13,36
2017101337,67.66,818.550,0.00,0.000,2017-10-13,37
2017101338,75.81,812.450,0.00,0.000,2017-10-13,38
2017101339,80.00,825.200,0.00,0.000,2017-10-13,39
2017101340,71.46,601.050,0.00,0.000,2017-10-13,40
2017101341,69.89,578.650,0.00,0.000,2017-10-13,41
2017101342,48.05,556.600,0.00,0.000,2017-10-13,42
2017101343,45.34,896.050,0.00,0.000,2017-10-13,43
2017101344,44.57,867.000,0.00,0.000,2017-10-13,44
2017101345,42.85,1076.150,0.00,0.000,2017-10-13,45
2017101346,41.61,1551.200,0.00,0.000,2017-10-13,46
2017101347,44.50,729.950,0.00,0.000,2017-10-13,47
2017101348,43.11,595.550,0.00,0.000,2017-10-13,48
2017101401,41.44,473.050,0.00,0.000,2017-10-14,1
2017101402,40.58,498.700,0.00,0.000,2017-10-14,2
2017101403,40.25,445.350,0.00,0.000,2017-10-14,3
2017101404,40.72,446.450,0.00,0.000,2017-10-14,4
2017101405,40.29,373.700,0.00,0.000,2017-10-14,5
2017101406,37.60,494.100,0.00,0.000,2017-10-14,6
2017101407,31.58,453.950,0.00,0.000,2017-10-14,7
2017101408,31.27,411.950,0.00,0.000,2017-10-14,8
2017101409,31.06,417.550,0.00,0.000,2017-10-14,9
2017101410,31.93,417.400,0.00,0.000,2017-10-14,10
2017101411,34.63,482.000,0.00,0.000,2017-10-14,11
2017101412,35.23,651.350,0.00,0.000,2017-10-14,12
2017101413,38.50,888.850,0.00,0.000,2017-10-14,13
2017101414,37.46,875.350,0.00,0.000,2017-10-14,14
2017101415,40.33,1129.500,0.00,0.000,2017-10-14,15
2017101416,40.63,813.500,0.00,0.000,2017-10-14,16
2017101417,40.29,692.000,0.00,0.000,2017-10-14,17
2017101418,43.14,271.950,0.00,0.000,2017-10-14,18
2017101419,47.71,524.850,0.00,0.000,2017-10-14,19
2017101420,45.06,540.600,0.00,0.000,2017-10-14,20
2017101421,44.47,563.000,0.00,0.000,2017-10-14,21
2017101422,43.02,569.150,0.00,0.000,2017-10-14,22
