,buyPriceAdjustment,indicativeNetImbalanceVolume,reserveScarcityPrice,sellPriceAdjustment,settlementDate,settlementPeriod,systemBuyPrice,systemSellPrice
2018010701,0.00,-278.6954,NULL,0.00,2018-01-07,1,38.70000,38.70000
2018010702,0.00,-344.7621,NULL,0.00,2018-01-07,2,38.64165,38.64165
2018010703,0.00,-152.3594,NULL,0.00,2018-01-07,3,38.70000,38.70000
2018010704,0.00,-84.0583,NULL,0.00,2018-01-07,4,38.13424,38.13424
2018010705,0.00,-78.4584,NULL,0.00,2018-01-07,5,34.00000,34.00000
2018010706,0.00,188.6373,NULL,0.00,2018-01-07,6,60.72022,60.72022
2018010707,0.00,97.1889,NULL,0.00,2018-01-07,7,57.24000,57.24000
2018010708,0.00,133.4117,NULL,0.00,2018-01-07,8,57.24000,57.24000
2018010709,0.00,185.1987,NULL,0.00,2018-01-07,9,59.54690,59.54690
2018010710,0.00,52.5591,NULL,0.00,2018-01-07,10,57.24000,57.24000
2018010711,0.00,-140.9508,NULL,0.00,2018-01-07,11,34.10000,34.10000
2018010712,0.00,-331.2720,NULL,0.00,2018-01-07,12,27.00000,27.00000
2018010713,0.00,-350.5832,NULL,0.00,2018-01-07,13,37.50000,37.50000
2018010714,0.00,-260.3632,NULL,0.00,2018-01-07,14,37.60000,37.60000
2018010715,0.00,-158.6129,NULL,0.00,2018-01-07,15,38.60000,38.60000
2018010716,0.00,-206.9287,NULL,0.00,2018-01-07,16,38.21634,38.21634
2018010717,0.00,-186.9464,NULL,0.00,2018-01-07,17,36.08763,36.08763
2018010718,0.00,-141.5223,NULL,0.00,2018-01-07,18,37.00000,37.00000
2018010719,0.00,-224.4373,NULL,0.00,2018-01-07,19,38.30847,38.30847
2018010720,0.00,-136.3567,NULL,0.00,2018-01-07,20,38.70000,38.70000
2018010721,0.00,45.0246,NULL,0.00,2018-01-07,21,66.17823,66.17823
2018010722,0.00,95.3779,0.00000,0.00,2018-01-07,22,66.45000,66.45000
2018010723,0.00,124.1096,0.00000,0.00,2018-01-07,23,66.45000,66.45000
2018010724,0.00,-181.5410,0.00000,0.00,2018-01-07,24,39.52185,39.52185
2018010725,0.00,-498.6265,0.00000,0.00,2018-01-07,25,38.76535,38.76535
2018010726,0.00,-850.7651,0.00000,0.00,2018-01-07,26,38.35397,38.35397
2018010727,0.00,-589.8037,0.00000,0.00,2018-01-07,27,38.86963,38.86963
2018010728,0.00,-379.0172,NULL,0.00,2018-01-07,28,39.01000,39.01000
2018010729,0.00,-309.5489,NULL,0.00,2018-01-07,29,39.20000,39.20000
2018010730,0.00,-179.8239,NULL,0.00,2018-01-07,30,39.61000,39.61000
2018010731,0.00,-72.7138,NULL,0.00,2018-01-07,31,40.56452,40.56452
2018010732,5.63,-259.1724,NULL,0.00,2018-01-07,32,40.40402,40.40402
2018010733,5.63,-162.2799,0.00000,0.00,2018-01-07,33,42.24121,42.24121
2018010734,5.63,468.5247,0.00000,0.00,2018-01-07,34,104.63000,104.63000
2018010735,5.63,578.5313,0.00000,0.00,2018-01-07,35,104.63000,104.63000
2018010736,5.63,599.6063,0.00000,0.00,2018-01-07,36,104.63000,104.63000
2018010737,5.63,249.9286,0.00000,0.00,2018-01-07,37,103.35586,103.35586
2018010738,5.63,-33.2218,0.00000,0.00,2018-01-07,38,47.50000,47.50000
2018010739,0.00,108.3855,0.00000,0.00,2018-01-07,39,70.00000,70.00000
2018010740,0.00,202.3132,NULL,0.00,2018-01-07,40,70.00000,70.00000
2018010741,0.00,447.9925,NULL,0.00,2018-01-07,41,89.00000,89.00000
2018010742,0.00,181.1285,NULL,0.00,2018-01-07,42,65.00000,65.00000
2018010743,0.00,245.8540,NULL,0.00,2018-01-07,43,65.00000,65.00000
2018010744,0.00,40.7104,NULL,0.00,2018-01-07,44,62.00000,62.00000
2018010745,0.00,-174.0084,NULL,0.00,2018-01-07,45,38.77672,38.77672
2018010746,0.00,-597.4722,NULL,0.00,2018-01-07,46,37.57778,37.57778
2018010747,0.00,-357.2961,NULL,0.00,2018-01-07,47,38.60000,38.60000
2018010748,0.00,-91.0527,NULL,0.00,2018-01-07,48,39.80000,39.80000
2018010801,0.00,154.2946,NULL,0.00,2018-01-08,1,65.00000,65.00000
2018010802,0.00,169.8748,NULL,0.00,2018-01-08,2,64.84078,64.84078
2018010803,0.00,125.5876,NULL,0.00,2018-01-08,3,60.85000,60.85000
2018010804,0.00,-162.7707,NULL,0.00,2018-01-08,4,38.70528,38.70528
2018010805,0.00,-265.0283,NULL,0.00,2018-01-08,5,38.62000,38.62000
2018010806,0.00,-410.1685,NULL,0.00,2018-01-08,6,38.44607,38.44607
2018010807,0.00,-390.6923,NULL,0.00,2018-01-08,7,38.34513,38.34513
2018010808,0.00,-197.8076,NULL,0.00,2018-01-08,8,39.00000,39.00000
2018010809,0.00,-216.7320,NULL,0.00,2018-01-08,9,38.68621,38.68621
2018010810,0.00,-282.5862,NULL,0.00,2018-01-08,10,38.11817,38.11817
2018010811,0.00,-245.9001,NULL,0.00,2018-01-08,11,36.00789,36.00789
2018010812,0.00,-367.4639,NULL,0.00,2018-01-08,12,36.01000,36.01000
2018010813,0.00,129.6357,0.00000,0.00,2018-01-08,13,67.00000,67.00000
2018010814,0.00,268.1054,0.00000,0.00,2018-01-08,14,68.50095,68.50095
2018010815,0.00,50.7863,0.00000,0.00,2018-01-08,15,67.35498,67.35498
2018010816,0.00,57.6914,0.00000,0.00,2018-01-08,16,92.30581,92.30581
2018010817,0.00,109.4331,0.00000,0.00,2018-01-08,17,44.29940,44.29940
2018010818,0.00,86.1639,0.00000,0.00,2018-01-08,18,43.00000,43.00000
2018010819,0.00,418.6173,0.00000,0.00,2018-01-08,19,98.73939,98.73939
2018010820,0.00,624.5553,0.00000,0.00,2018-01-08,20,104.90463,104.90463
2018010821,0.00,525.8861,0.00000,0.00,2018-01-08,21,75.00000,75.00000
2018010822,0.00,503.4923,0.00000,0.00,2018-01-08,22,75.00000,75.00000
2018010823,0.00,300.5863,0.00000,0.00,2018-01-08,23,72.49953,72.49953
2018010824,0.00,257.1744,0.00000,0.00,2018-01-08,24,75.00000,75.00000
2018010825,0.00,405.1582,0.00000,0.00,2018-01-08,25,99.94176,99.94176
2018010826,0.00,554.4401,0.00000,0.00,2018-01-08,26,105.00000,105.00000
2018010827,0.00,1001.5698,NULL,0.00,2018-01-08,27,121.36641,121.36641
2018010828,0.00,1056.7619,NULL,0.00,2018-01-08,28,158.00000,158.00000
2018010829,0.00,978.8259,NULL,0.00,2018-01-08,29,158.00000,158.00000
2018010830,0.00,456.8330,NULL,0.00,2018-01-08,30,125.81210,125.81210
2018010831,0.00,63.3342,NULL,0.00,2018-01-08,31,83.33496,83.33496
2018010832,0.00,93.5412,NULL,0.00,2018-01-08,32,76.27034,76.27034
2018010833,0.00,-19.0383,0.00000,0.00,2018-01-08,33,46.19418,46.19418
2018010834,0.00,-389.3604,0.00000,0.00,2018-01-08,34,39.24229,39.24229
2018010835,0.00,-822.0405,0.00000,0.00,2018-01-08,35,40.02347,40.02347
2018010836,0.00,-1132.4706,0.00000,0.00,2018-01-08,36,39.38290,39.38290
2018010837,0.00,-1119.0629,0.00000,0.00,2018-01-08,37,39.72068,39.72068
2018010838,0.00,-441.4605,0.00000,0.00,2018-01-08,38,41.88656,41.88656
2018010839,0.00,199.0786,0.00000,0.00,2018-01-08,39,93.21041,93.21041
2018010840,0.00,287.9813,0.00000,0.00,2018-01-08,40,70.21606,70.21606
2018010841,0.00,119.4279,0.00000,0.00,2018-01-08,41,65.00000,65.00000
2018010842,0.00,-232.9798,NULL,0.00,2018-01-08,42,42.51170,42.51170
2018010843,0.00,-46.2930,NULL,0.00,2018-01-08,43,42.51331,42.51331
2018010844,0.00,-116.9476,NULL,0.00,2018-01-08,44,40.79321,40.79321
2018010845,0.00,-37.7898,NULL,0.00,2018-01-08,45,40.36408,40.36408
2018010846,0.00,-168.1791,NULL,0.00,2018-01-08,46,37.21526,37.21526
2018010847,0.00,-349.9114,NULL,0.00,2018-01-08,47,31.00000,31.00000
2018010848,0.00,-152.5209,NULL,0.00,2018-01-08,48,33.67887,33.67887
2018010901,0.00,27.5271,NULL,0.00,2018-01-09,1,51.73369,51.73369
2018010902,0.00,242.9868,NULL,0.00,2018-01-09,2,59.38299,59.38299
2018010903,0.00,107.4085,NULL,0.00,2018-01-09,3,57.24000,57.24000
2018010904,0.00,9.9424,NULL,0.00,2018-01-09,4,57.24000,57.24000
2018010905,0.00,17.8101,NULL,0.00,2018-01-09,5,57.24000,57.24000
2018010906,0.00,163.5472,NULL,0.00,2018-01-09,6,57.24000,57.24000
2018010907,0.00,211.4099,NULL,0.00,2018-01-09,7,57.24000,57.24000
2018010908,0.00,300.8440,NULL,0.00,2018-01-09,8,57.10000,57.10000
2018010909,0.00,265.5616,NULL,0.00,2018-01-09,9,57.10000,57.10000
2018010910,0.00,136.2345,NULL,0.00,2018-01-09,10,56.99000,56.99000
2018010911,0.00,-3.8772,NULL,0.00,2018-01-09,11,52.50000,52.50000
2018010912,0.00,-152.0643,NULL,0.00,2018-01-09,12,30.65840,30.65840
2018010913,0.00,-174.3883,0.00000,0.00,2018-01-09,13,37.50000,37.50000
2018010914,0.00,-315.9382,0.00000,0.00,2018-01-09,14,35.72183,35.72183
2018010915,0.00,-13.8114,0.00000,0.00,2018-01-09,15,40.92320,40.92320
2018010916,0.00,-30.5783,0.00000,0.00,2018-01-09,16,40.16801,40.16801
2018010917,0.00,-14.2942,0.00000,0.00,2018-01-09,17,40.75000,40.75000
2018010918,0.00,-48.6078,0.00000,0.00,2018-01-09,18,40.78569,40.78569
2018010919,0.00,177.6012,0.00000,0.00,2018-01-09,19,74.77863,74.77863
2018010920,0.00,217.5959,0.00000,0.00,2018-01-09,20,75.00000,75.00000
2018010921,0.00,149.0287,0.00000,0.00,2018-01-09,21,75.00000,75.00000
2018010922,0.00,175.8905,0.00000,0.00,2018-01-09,22,75.00000,75.00000
2018010923,0.00,178.1894,0.00000,0.00,2018-01-09,23,90.52482,90.52482
2018010924,0.00,233.5789,0.00000,0.00,2018-01-09,24,91.24547,91.24547
2018010925,0.00,318.6554,0.00000,0.00,2018-01-09,25,92.00000,92.00000
2018010926,0.00,342.1582,0.00000,0.00,2018-01-09,26,90.62215,90.62215
2018010927,0.00,248.6043,NULL,0.00,2018-01-09,27,85.00000,85.00000
2018010928,0.00,75.7667,NULL,0.00,2018-01-09,28,75.00000,75.00000
2018010929,0.00,79.4127,NULL,0.00,2018-01-09,29,75.00000,75.00000
2018010930,0.00,-251.9182,NULL,0.00,2018-01-09,30,41.55000,41.55000
2018010931,0.00,-292.5492,NULL,0.00,2018-01-09,31,41.40824,41.40824
2018010932,0.00,-108.1066,NULL,0.00,2018-01-09,32,41.55000,41.55000
2018010933,0.00,-236.9354,0.00000,0.00,2018-01-09,33,41.55000,41.55000
2018010934,0.00,-391.6939,0.00000,0.00,2018-01-09,34,41.55000,41.55000
2018010935,0.00,-432.3490,0.00000,0.00,2018-01-09,35,41.55000,41.55000
2018010936,0.00,-403.8615,0.00000,0.00,2018-01-09,36,41.56000,41.56000
2018010937,0.00,5.3942,0.00000,0.00,2018-01-09,37,74.10000,74.10000
2018010938,0.00,125.5606,0.00000,0.00,2018-01-09,38,70.00000,70.00000
2018010939,0.00,50.1392,0.00000,0.00,2018-01-09,39,70.00000,70.00000
2018010940,0.00,358.3860,0.00000,0.00,2018-01-09,40,69.01605,69.01605
2018010941,0.00,346.7483,0.00000,0.00,2018-01-09,41,64.45000,64.45000
2018010942,0.00,107.2286,NULL,0.00,2018-01-09,42,63.95000,63.95000
2018010943,0.00,349.1032,NULL,0.00,2018-01-09,43,64.45000,64.45000
2018010944,0.00,-98.9156,NULL,0.00,2018-01-09,44,41.56000,41.56000
2018010945,0.00,-178.1762,NULL,0.00,2018-01-09,45,40.83038,40.83038
2018010946,0.00,-77.3783,NULL,0.00,2018-01-09,46,41.24496,41.24496
2018010947,0.00,-53.5932,NULL,0.00,2018-01-09,47,39.00000,39.00000
2018010948,0.00,-63.9966,NULL,0.00,2018-01-09,48,39.00000,39.00000
2018011001,0.00,-282.9062,NULL,0.00,2018-01-10,1,37.52468,37.52468
2018011002,0.00,-122.6379,NULL,0.00,2018-01-10,2,40.77194,40.77194
2018011003,0.00,-21.4687,NULL,0.00,2018-01-10,3,38.53960,38.53960
2018011004,0.00,32.8043,NULL,0.00,2018-01-10,4,57.00000,57.00000
2018011005,0.00,108.4966,NULL,0.00,2018-01-10,5,57.32162,57.32162
2018011006,0.00,25.3334,NULL,0.00,2018-01-10,6,57.00000,57.00000
2018011007,0.00,-147.8442,NULL,0.00,2018-01-10,7,37.25000,37.25000
2018011008,0.00,-63.7809,NULL,0.00,2018-01-10,8,37.87700,37.87700
2018011009,0.00,90.8772,NULL,0.00,2018-01-10,9,56.45000,56.45000
2018011010,0.00,296.7147,NULL,0.00,2018-01-10,10,56.50000,56.50000
2018011011,0.00,292.7212,NULL,0.00,2018-01-10,11,56.49257,56.49257
2018011012,0.00,29.3472,NULL,0.00,2018-01-10,12,55.05288,55.05288
2018011013,0.00,81.8564,0.00000,0.00,2018-01-10,13,56.21064,56.21064
2018011014,0.00,41.8336,0.00000,0.00,2018-01-10,14,55.78446,55.78446
2018011015,0.00,40.8386,0.00000,0.00,2018-01-10,15,58.62832,58.62832
2018011016,0.00,247.7792,0.00000,0.00,2018-01-10,16,62.90208,62.90208
2018011017,0.00,236.6449,0.00000,0.00,2018-01-10,17,63.40098,63.40098
2018011018,0.00,-235.1087,0.00000,0.00,2018-01-10,18,41.55713,41.55713
2018011019,0.00,-296.5638,0.00000,0.00,2018-01-10,19,41.26995,41.26995
2018011020,0.00,-445.8689,0.00000,0.00,2018-01-10,20,41.51155,41.51155
2018011021,0.00,-732.9325,0.00000,0.00,2018-01-10,21,39.71000,39.71000
2018011022,0.00,-671.1523,0.00000,0.00,2018-01-10,22,41.55000,41.55000
2018011023,0.00,-574.9012,0.00000,0.00,2018-01-10,23,41.56000,41.56000
2018011024,0.00,-619.1482,0.00000,0.00,2018-01-10,24,41.56000,41.56000
2018011025,0.00,-436.8601,0.00000,0.00,2018-01-10,25,41.76641,41.76641
2018011026,0.00,-245.4250,0.00000,0.00,2018-01-10,26,41.96695,41.96695
2018011027,0.00,-92.3157,NULL,0.00,2018-01-10,27,42.35369,42.35369
2018011028,0.00,-395.3091,NULL,0.00,2018-01-10,28,41.75643,41.75643
2018011029,0.00,-731.8341,NULL,0.00,2018-01-10,29,41.56000,41.56000
2018011030,0.00,-648.6687,NULL,0.00,2018-01-10,30,41.60000,41.60000
2018011031,0.00,-676.2613,NULL,0.00,2018-01-10,31,41.60000,41.60000
2018011032,30.47,-550.8928,NULL,0.00,2018-01-10,32,41.89462,41.89462
2018011033,30.47,-1099.8046,0.00000,0.00,2018-01-10,33,39.73495,39.73495
2018011034,30.47,-672.7698,0.00000,0.00,2018-01-10,34,41.63382,41.63382
2018011035,30.47,-656.3372,0.00000,0.00,2018-01-10,35,40.05000,40.05000
2018011036,30.47,-810.3468,0.00000,0.00,2018-01-10,36,40.05000,40.05000
2018011037,30.47,-694.5514,0.00000,0.00,2018-01-10,37,40.05000,40.05000
2018011038,30.47,-497.5311,0.00000,0.00,2018-01-10,38,41.74705,41.74705
2018011039,0.00,-372.6593,0.00000,0.00,2018-01-10,39,41.96502,41.96502
2018011040,0.00,-473.6270,0.00000,0.00,2018-01-10,40,39.67726,39.67726
2018011041,0.00,-54.1403,0.00000,0.00,2018-01-10,41,43.11000,43.11000
2018011042,0.00,-271.2620,NULL,0.00,2018-01-10,42,39.79618,39.79618
2018011043,0.00,-266.2173,NULL,0.00,2018-01-10,43,40.58281,40.58281
2018011044,0.00,-170.7288,NULL,0.00,2018-01-10,44,40.45985,40.45985
2018011045,0.00,-349.9810,NULL,0.00,2018-01-10,45,36.94692,36.94692
2018011046,0.00,-730.7322,NULL,0.00,2018-01-10,46,16.74676,16.74676
2018011047,0.00,-654.6695,NULL,0.00,2018-01-10,47,37.34275,37.34275
2018011048,0.00,-138.1064,NULL,0.00,2018-01-10,48,37.33000,37.33000
2018011101,0.00,-126.5000,NULL,0.00,2018-01-11,1,37.33000,37.33000
2018011102,0.00,-186.9083,NULL,0.00,2018-01-11,2,34.00231,34.00231
2018011103,0.00,-431.8415,NULL,0.00,2018-01-11,3,33.59800,33.59800
2018011104,0.00,-648.6507,NULL,0.00,2018-01-11,4,33.59800,33.59800
2018011105,0.00,-541.3593,NULL,0.00,2018-01-11,5,33.59800,33.59800
2018011106,0.00,-264.8279,NULL,0.00,2018-01-11,6,37.69445,37.69445
2018011107,0.00,-339.3830,NULL,0.00,2018-01-11,7,37.33000,37.33000
2018011108,0.00,-410.6770,NULL,0.00,2018-01-11,8,37.33000,37.33000
2018011109,0.00,-336.3502,NULL,0.00,2018-01-11,9,37.33000,37.33000
2018011110,0.00,-195.2954,NULL,0.00,2018-01-11,10,37.33000,37.33000
2018011111,0.00,-316.3727,NULL,0.00,2018-01-11,11,37.33000,37.33000
2018011112,0.00,-270.2903,NULL,0.00,2018-01-11,12,37.33000,37.33000
2018011113,0.00,-384.2299,0.00000,0.00,2018-01-11,13,35.45565,35.45565
2018011114,0.00,-274.3975,0.00000,0.00,2018-01-11,14,34.30308,34.30308
2018011115,0.00,-230.2152,0.00000,0.00,2018-01-11,15,32.78611,32.78611
2018011116,0.00,-366.2528,0.00000,0.00,2018-01-11,16,40.35752,40.35752
2018011117,0.00,-420.3385,0.00000,0.00,2018-01-11,17,40.43512,40.43512
2018011118,0.00,-277.8483,0.00000,0.00,2018-01-11,18,41.43334,41.43334
2018011119,0.00,-35.4035,0.00000,0.00,2018-01-11,19,42.75000,42.75000
2018011120,0.00,101.0584,0.00000,0.00,2018-01-11,20,64.48843,64.48843
2018011121,0.00,278.0834,0.00000,0.00,2018-01-11,21,74.07193,74.07193
2018011122,0.00,239.8251,0.00000,0.00,2018-01-11,22,64.45000,64.45000
2018011123,0.00,98.6868,0.00000,0.00,2018-01-11,23,43.00000,43.00000
2018011124,0.00,74.4416,0.00000,0.00,2018-01-11,24,42.87142,42.87142
2018011125,0.00,165.1584,0.00000,0.00,2018-01-11,25,73.87000,73.87000
2018011126,0.00,16.0692,0.00000,0.00,2018-01-11,26,43.00000,43.00000
2018011127,0.00,40.8582,NULL,0.00,2018-01-11,27,47.18773,47.18773
2018011128,0.00,40.9416,NULL,0.00,2018-01-11,28,89.76136,89.76136
2018011129,0.00,29.3575,NULL,0.00,2018-01-11,29,150.00000,150.00000
2018011130,0.00,-0.3250,NULL,0.00,2018-01-11,30,42.01000,42.01000
2018011131,0.00,8.3248,NULL,0.00,2018-01-11,31,108.00000,108.00000
2018011132,13.39,153.6027,NULL,0.00,2018-01-11,32,123.73071,123.73071
2018011133,13.39,463.5418,0.00000,0.00,2018-01-11,33,153.36934,153.36934
2018011134,13.39,291.7417,0.00180,0.00,2018-01-11,34,152.39000,152.39000
2018011135,13.39,-95.2657,0.05160,0.00,2018-01-11,35,47.02000,47.02000
2018011136,13.39,-264.4750,0.06240,0.00,2018-01-11,36,43.11368,43.11368
2018011137,13.39,-316.6536,0.23400,0.00,2018-01-11,37,42.11247,42.11247
2018011138,13.39,-57.9992,0.42060,0.00,2018-01-11,38,45.52472,45.52472
2018011139,0.00,166.2144,0.00000,0.00,2018-01-11,39,100.37632,100.37632
2018011140,0.00,364.8073,0.00000,0.00,2018-01-11,40,140.00000,140.00000
2018011141,0.00,255.9501,0.00000,0.00,2018-01-11,41,71.15907,71.15907
2018011142,0.00,-47.2436,NULL,0.00,2018-01-11,42,42.15200,42.15200
2018011143,0.00,-255.2317,NULL,0.00,2018-01-11,43,40.46401,40.46401
2018011144,0.00,-111.6684,NULL,0.00,2018-01-11,44,42.00899,42.00899
2018011145,0.00,28.0444,NULL,0.00,2018-01-11,45,55.93000,55.93000
2018011146,0.00,-476.3499,NULL,0.00,2018-01-11,46,39.76000,39.76000
2018011147,0.00,-363.0979,NULL,0.00,2018-01-11,47,39.51200,39.51200
2018011148,0.00,-339.9437,NULL,0.00,2018-01-11,48,39.45000,39.45000
2018011201,0.00,-253.5515,NULL,0.00,2018-01-12,1,39.45000,39.45000
2018011202,0.00,-104.2811,NULL,0.00,2018-01-12,2,39.61897,39.61897
2018011203,0.00,-74.4112,NULL,0.00,2018-01-12,3,39.82368,39.82368
2018011204,0.00,-251.6958,NULL,0.00,2018-01-12,4,39.54424,39.54424
2018011205,0.00,-290.2483,NULL,0.00,2018-01-12,5,39.45000,39.45000
2018011206,0.00,-323.5833,NULL,0.00,2018-01-12,6,35.28420,35.28420
2018011207,0.00,-176.0829,NULL,0.00,2018-01-12,7,36.67442,36.67442
2018011208,0.00,-258.8370,NULL,0.00,2018-01-12,8,38.93861,38.93861
2018011209,0.00,-298.0834,NULL,0.00,2018-01-12,9,38.38033,38.38033
2018011210,0.00,-381.6181,NULL,0.00,2018-01-12,10,37.33000,37.33000
2018011211,0.00,-266.2396,NULL,0.00,2018-01-12,11,37.33000,37.33000
2018011212,0.00,-254.0513,NULL,0.00,2018-01-12,12,37.37150,37.37150
2018011213,0.00,42.6841,0.00000,0.00,2018-01-12,13,55.00000,55.00000
2018011214,0.00,138.3829,0.00000,0.00,2018-01-12,14,60.00000,60.00000
2018011215,0.00,-32.3367,0.00000,0.00,2018-01-12,15,40.88936,40.88936
2018011216,0.00,29.7001,0.00000,0.00,2018-01-12,16,69.60600,69.60600
2018011217,0.00,81.4776,0.00000,0.00,2018-01-12,17,43.17374,43.17374
2018011218,0.00,-185.4332,0.00000,0.00,2018-01-12,18,41.56405,41.56405
2018011219,0.00,-374.6516,0.00000,0.00,2018-01-12,19,41.56000,41.56000
2018011220,0.00,-265.4028,0.00000,0.00,2018-01-12,20,41.00469,41.00469
2018011221,0.00,-238.4989,0.00000,0.00,2018-01-12,21,40.47164,40.47164
2018011222,0.00,-314.6633,0.00000,0.00,2018-01-12,22,40.81760,40.81760
2018011223,0.00,-303.5870,0.00000,0.00,2018-01-12,23,40.86638,40.86638
2018011224,0.00,-380.3925,0.00000,0.00,2018-01-12,24,39.81347,39.81347
2018011225,0.00,-170.6141,0.00000,0.00,2018-01-12,25,41.59582,41.59582
2018011226,0.00,-247.4750,0.00000,0.00,2018-01-12,26,41.52371,41.52371
2018011227,0.00,-163.7191,NULL,0.00,2018-01-12,27,41.52572,41.52572
2018011228,0.00,-248.8388,NULL,0.00,2018-01-12,28,39.45870,39.45870
2018011229,0.00,-383.6382,NULL,0.00,2018-01-12,29,40.59974,40.59974
2018011230,0.00,-427.8106,NULL,0.00,2018-01-12,30,39.95728,39.95728
2018011231,0.00,-634.0872,NULL,0.00,2018-01-12,31,39.95047,39.95047
2018011232,0.00,-231.9327,NULL,0.00,2018-01-12,32,40.17474,40.17474
2018011233,0.00,-207.3044,0.00000,0.00,2018-01-12,33,40.00861,40.00861
2018011234,0.00,-322.3769,0.00000,0.00,2018-01-12,34,40.02776,40.02776
2018011235,0.00,-317.2146,0.00000,0.00,2018-01-12,35,40.05000,40.05000
2018011236,0.00,-115.5051,0.00000,0.00,2018-01-12,36,41.60000,41.60000
2018011237,0.00,-8.8962,0.00000,0.00,2018-01-12,37,42.30000,42.30000
2018011238,0.00,-275.5082,0.00000,0.00,2018-01-12,38,41.29256,41.29256
2018011239,0.00,5.6797,0.00000,0.00,2018-01-12,39,62.94000,62.94000
2018011240,0.00,-283.6100,0.00000,0.00,2018-01-12,40,41.46499,41.46499
2018011241,0.00,-307.2340,0.00000,0.00,2018-01-12,41,39.25815,39.25815
2018011242,0.00,-328.8163,NULL,0.00,2018-01-12,42,39.91000,39.91000
2018011243,0.00,-524.7481,NULL,0.00,2018-01-12,43,7.11922,7.11922
2018011244,0.00,-582.9717,NULL,0.00,2018-01-12,44,28.00000,28.00000
2018011245,0.00,-391.8895,NULL,0.00,2018-01-12,45,40.10000,40.10000
2018011246,0.00,-197.5678,NULL,0.00,2018-01-12,46,40.15000,40.15000
2018011247,0.00,38.5637,NULL,0.00,2018-01-12,47,60.25000,60.25000
2018011248,0.00,29.0810,NULL,0.00,2018-01-12,48,60.25000,60.25000
2018011301,0.00,-135.3779,NULL,0.00,2018-01-13,1,40.07011,40.07011
2018011302,0.00,-203.7966,NULL,0.00,2018-01-13,2,37.82563,37.82563
2018011303,0.00,-317.4326,NULL,0.00,2018-01-13,3,38.51000,38.51000
2018011304,0.00,-331.9188,NULL,0.00,2018-01-13,4,38.51000,38.51000
2018011305,0.00,-424.3452,NULL,0.00,2018-01-13,5,38.51000,38.51000
2018011306,0.00,-335.6037,NULL,0.00,2018-01-13,6,35.00000,35.00000
2018011307,0.00,-465.7309,NULL,0.00,2018-01-13,7,35.00000,35.00000
2018011308,0.00,-394.7201,NULL,0.00,2018-01-13,8,35.00000,35.00000
2018011309,0.00,-215.4167,NULL,0.00,2018-01-13,9,39.76000,39.76000
2018011310,0.00,-194.3488,NULL,0.00,2018-01-13,10,39.76000,39.76000
2018011311,0.00,-172.5117,NULL,0.00,2018-01-13,11,35.01000,35.01000
2018011312,0.00,-192.0083,NULL,0.00,2018-01-13,12,35.01000,35.01000
2018011313,0.00,-26.1116,NULL,0.00,2018-01-13,13,38.88000,38.88000
2018011314,0.00,-102.4447,NULL,0.00,2018-01-13,14,35.01000,35.01000
2018011315,0.00,-368.1583,NULL,0.00,2018-01-13,15,35.00000,35.00000
2018011316,0.00,-695.9405,NULL,0.00,2018-01-13,16,35.00000,35.00000
2018011317,0.00,-585.6799,NULL,0.00,2018-01-13,17,39.50000,39.50000
2018011318,0.00,-331.7282,NULL,0.00,2018-01-13,18,39.50000,39.50000
2018011319,0.00,-189.9484,NULL,0.00,2018-01-13,19,35.00000,35.00000
2018011320,0.00,-148.1187,NULL,0.00,2018-01-13,20,35.00000,35.00000
2018011321,0.00,-182.5521,NULL,0.00,2018-01-13,21,35.00000,35.00000
2018011322,0.00,-146.3833,0.00000,0.00,2018-01-13,22,35.00000,35.00000
2018011323,0.00,106.2314,0.00000,0.00,2018-01-13,23,61.25000,61.25000
2018011324,0.00,348.8857,0.00000,0.00,2018-01-13,24,61.25000,61.25000
2018011325,0.00,476.4797,0.00000,0.00,2018-01-13,25,61.25000,61.25000
2018011326,0.00,363.8708,0.00000,0.00,2018-01-13,26,61.25000,61.25000
2018011327,0.00,239.0409,0.00000,0.00,2018-01-13,27,61.25000,61.25000
2018011328,0.00,65.6315,NULL,0.00,2018-01-13,28,61.25000,61.25000
2018011329,0.00,45.2960,NULL,0.00,2018-01-13,29,61.25000,61.25000
2018011330,0.00,-47.3403,NULL,0.00,2018-01-13,30,41.60000,41.60000
2018011331,0.00,-350.6081,NULL,0.00,2018-01-13,31,40.05000,40.05000
2018011332,0.00,-386.6239,NULL,0.00,2018-01-13,32,40.05000,40.05000
2018011333,0.00,-306.8000,0.00000,0.00,2018-01-13,33,36.97700,36.97700
2018011334,0.00,278.5476,0.00000,0.00,2018-01-13,34,90.58915,90.58915
2018011335,0.00,601.4600,0.00000,0.00,2018-01-13,35,116.53470,116.53470
2018011336,0.00,643.5001,0.00000,0.00,2018-01-13,36,115.79059,115.79059
2018011337,0.00,206.3273,0.00000,0.00,2018-01-13,37,49.57335,49.57335
2018011338,0.00,130.5387,0.00000,0.00,2018-01-13,38,97.51477,97.51477
2018011339,0.00,-144.4513,0.00000,0.00,2018-01-13,39,36.62920,36.62920
2018011340,0.00,-376.9916,NULL,0.00,2018-01-13,40,35.00000,35.00000
2018011341,0.00,-499.0789,NULL,0.00,2018-01-13,41,35.00000,35.00000
2018011342,0.00,-520.0500,NULL,0.00,2018-01-13,42,35.00000,35.00000
