,settlementPeriod,settlementDate,APXPrice,APXVolume
2017051903,3,5/19/2017,38.46,4280.7
2017051904,4,5/19/2017,38.46,4280.7
2017051905,5,5/19/2017,34.56,4306
2017051906,6,5/19/2017,34.56,4306
2017051907,7,5/19/2017,33.79,4316.2
2017051908,8,5/19/2017,33.79,4316.2
2017051909,9,5/19/2017,33.54,4220.1
2017051910,10,5/19/2017,33.54,4220.1
2017051911,11,5/19/2017,33.77,4305
2017051912,12,5/19/2017,33.77,4305
2017051913,13,5/19/2017,40,4669.1
2017051914,14,5/19/2017,40,4669.1
2017051915,15,5/19/2017,44.55,5652.9
2017051916,16,5/19/2017,44.55,5652.9
2017051917,17,5/19/2017,56.55,5070.8
2017051918,18,5/19/2017,56.55,5070.8
2017051919,19,5/19/2017,60.05,5027
2017051920,20,5/19/2017,60.05,5027
2017051921,21,5/19/2017,55.25,5042.4
2017051922,22,5/19/2017,55.25,5042.4
2017051923,23,5/19/2017,52.55,5069.5
2017051924,24,5/19/2017,52.55,5069.5
2017051925,25,5/19/2017,44.02,5217.5
2017051926,26,5/19/2017,44.02,5217.5
2017051927,27,5/19/2017,36.55,5272.5
2017051928,28,5/19/2017,36.55,5272.5
2017051929,29,5/19/2017,34.44,5594.3
2017051930,30,5/19/2017,34.44,5594.3
2017051931,31,5/19/2017,37.99,5265.6
2017051932,32,5/19/2017,37.99,5265.6
2017051933,33,5/19/2017,44.59,5228.3
2017051934,34,5/19/2017,44.59,5228.3
2017051935,35,5/19/2017,55.99,5324.5
2017051936,36,5/19/2017,55.99,5324.5
2017051937,37,5/19/2017,56,5505.1
2017051938,38,5/19/2017,56,5505.1
2017051939,39,5/19/2017,55.78,4563.5
2017051940,40,5/19/2017,55.78,4563.5
2017051941,41,5/19/2017,40.96,4631.1
2017051942,42,5/19/2017,40.96,4631.1
2017051943,43,5/19/2017,43.94,4768.9
2017051944,44,5/19/2017,43.94,4768.9
2017051945,45,5/19/2017,35.96,4656.4
2017051946,46,5/19/2017,35.96,4656.4
2017052047,47,5/20/2017,45.01,3911.6
2017052048,48,5/20/2017,45.01,3911.6
2017052001,1,5/20/2017,39.93,3860.7
2017052002,2,5/20/2017,39.93,3860.7
2017052003,3,5/20/2017,40,3580.4
2017052004,4,5/20/2017,40,3580.4
2017052005,5,5/20/2017,36.93,3605.5
2017052006,6,5/20/2017,36.93,3605.5
2017052007,7,5/20/2017,33.42,3980.5
2017052008,8,5/20/2017,33.42,3980.5
2017052009,9,5/20/2017,32.84,3660
2017052010,10,5/20/2017,32.84,3660
2017052011,11,5/20/2017,32.72,3530.2
2017052012,12,5/20/2017,32.72,3530.2
2017052013,13,5/20/2017,33.42,3595.5
2017052014,14,5/20/2017,33.42,3595.5
2017052015,15,5/20/2017,31.98,4051.4
2017052016,16,5/20/2017,31.98,4051.4
2017052017,17,5/20/2017,45.13,3766
2017052018,18,5/20/2017,45.13,3766
2017052019,19,5/20/2017,58,3901.7
2017052020,20,5/20/2017,58,3901.7
2017052021,21,5/20/2017,55.97,3986.7
2017052022,22,5/20/2017,55.97,3986.7
2017052023,23,5/20/2017,48.39,3900.4
2017052024,24,5/20/2017,48.39,3900.4
2017052025,25,5/20/2017,38.12,3370.2
2017052026,26,5/20/2017,38.12,3370.2
2017052027,27,5/20/2017,31.48,3598.9
2017052028,28,5/20/2017,31.48,3598.9
2017052029,29,5/20/2017,30.93,3513.7
2017052030,30,5/20/2017,30.93,3513.7
2017052031,31,5/20/2017,30.91,3296.8
2017052032,32,5/20/2017,30.91,3296.8
2017052033,33,5/20/2017,31.95,3304.4
2017052034,34,5/20/2017,31.95,3304.4
2017052035,35,5/20/2017,34,3250.4
2017052036,36,5/20/2017,34,3250.4
2017052037,37,5/20/2017,44.18,3070.5
2017052038,38,5/20/2017,44.18,3070.5
2017052039,39,5/20/2017,43.39,3308.5
2017052040,40,5/20/2017,43.39,3308.5
2017052041,41,5/20/2017,36.97,3281.3
2017052042,42,5/20/2017,36.97,3281.3
2017052043,43,5/20/2017,44.65,3570.5
2017052044,44,5/20/2017,44.65,3570.5
2017052045,45,5/20/2017,38.33,3619.8
2017052046,46,5/20/2017,38.33,3619.8
2017052147,47,5/21/2017,45.91,3575.7
2017052148,48,5/21/2017,45.91,3575.7
2017052101,1,5/21/2017,37.96,3070
2017052102,2,5/21/2017,37.96,3070
2017052103,3,5/21/2017,33.6,3245.8
2017052104,4,5/21/2017,33.6,3245.8
2017052105,5,5/21/2017,35.92,3540.2
2017052106,6,5/21/2017,35.92,3540.2
2017052107,7,5/21/2017,34.91,3664.7
2017052108,8,5/21/2017,34.91,3664.7
2017052109,9,5/21/2017,33.91,3779.3
2017052110,10,5/21/2017,33.91,3779.3
2017052111,11,5/21/2017,33.01,3782
2017052112,12,5/21/2017,33.01,3782
2017052113,13,5/21/2017,33.95,3642.7
2017052114,14,5/21/2017,33.95,3642.7
2017052115,15,5/21/2017,33.92,4398.3
2017052116,16,5/21/2017,33.92,4398.3
2017052117,17,5/21/2017,32.35,4026.7
2017052118,18,5/21/2017,32.35,4026.7
2017052119,19,5/21/2017,42.62,4048.3
2017052120,20,5/21/2017,42.62,4048.3
2017052121,21,5/21/2017,47.2,4045.3
2017052122,22,5/21/2017,47.2,4045.3
2017052123,23,5/21/2017,45,4022.7
2017052124,24,5/21/2017,45,4022.7
2017052125,25,5/21/2017,42,4020.6
2017052126,26,5/21/2017,42,4020.6
2017052127,27,5/21/2017,33.09,3982.9
2017052128,28,5/21/2017,33.09,3982.9
2017052129,29,5/21/2017,30.99,3831.3
2017052130,30,5/21/2017,30.99,3831.3
2017052131,31,5/21/2017,25.41,3638
2017052132,32,5/21/2017,25.41,3638
2017052133,33,5/21/2017,33.42,3435
2017052134,34,5/21/2017,33.42,3435
2017052135,35,5/21/2017,41.34,3311
2017052136,36,5/21/2017,41.34,3311
2017052137,37,5/21/2017,50.06,3061.8
2017052138,38,5/21/2017,50.06,3061.8
2017052139,39,5/21/2017,53.07,2892.5
2017052140,40,5/21/2017,53.07,2892.5
2017052141,41,5/21/2017,50.88,2878
2017052142,42,5/21/2017,50.88,2878
2017052143,43,5/21/2017,67.33,3090.1
2017052144,44,5/21/2017,67.33,3090.1
2017052145,45,5/21/2017,39.9,3444
2017052146,46,5/21/2017,39.9,3444
2017052247,47,5/22/2017,35.62,4183.8
2017052248,48,5/22/2017,35.62,4183.8
2017052201,1,5/22/2017,32.59,5178.7
2017052202,2,5/22/2017,32.59,5178.7
2017052203,3,5/22/2017,34.21,4874.5
2017052204,4,5/22/2017,34.21,4874.5
2017052205,5,5/22/2017,32.96,4785.1
2017052206,6,5/22/2017,32.96,4785.1
2017052207,7,5/22/2017,32,4759.9
2017052208,8,5/22/2017,32,4759.9
2017052209,9,5/22/2017,29.99,4830
2017052210,10,5/22/2017,29.99,4830
2017052211,11,5/22/2017,31.09,4837
2017052212,12,5/22/2017,31.09,4837
2017052213,13,5/22/2017,44.27,5196.1
2017052214,14,5/22/2017,44.27,5196.1
2017052215,15,5/22/2017,36.97,5319.8
2017052216,16,5/22/2017,36.97,5319.8
2017052217,17,5/22/2017,48.8,4707.4
2017052218,18,5/22/2017,48.8,4707.4
2017052219,19,5/22/2017,54.7,4778.9
2017052220,20,5/22/2017,54.7,4778.9
2017052221,21,5/22/2017,40.42,4729
2017052222,22,5/22/2017,40.42,4729
2017052223,23,5/22/2017,38,4693.5
2017052224,24,5/22/2017,38,4693.5
2017052225,25,5/22/2017,34.09,4750.5
2017052226,26,5/22/2017,34.09,4750.5
2017052227,27,5/22/2017,32.36,4680.8
2017052228,28,5/22/2017,32.36,4680.8
2017052229,29,5/22/2017,32.36,4678.5
2017052230,30,5/22/2017,32.36,4678.5
2017052231,31,5/22/2017,31.72,4396.6
2017052232,32,5/22/2017,31.72,4396.6
2017052233,33,5/22/2017,35.2,4428.1
2017052234,34,5/22/2017,35.2,4428.1
2017052235,35,5/22/2017,40.73,4658.5
2017052236,36,5/22/2017,40.73,4658.5
2017052237,37,5/22/2017,54.9,4787.3
2017052238,38,5/22/2017,54.9,4787.3
2017052239,39,5/22/2017,57.94,5139.8
2017052240,40,5/22/2017,57.94,5139.8
2017052241,41,5/22/2017,45.71,5121.4
2017052242,42,5/22/2017,45.71,5121.4
2017052243,43,5/22/2017,50.15,5172
2017052244,44,5/22/2017,50.15,5172
2017052245,45,5/22/2017,29.85,5580.6
2017052246,46,5/22/2017,29.85,5580.6
2017052347,47,5/23/2017,35.35,4599.2
2017052348,48,5/23/2017,35.35,4599.2
2017052301,1,5/23/2017,30.02,4220.8
2017052302,2,5/23/2017,30.02,4220.8
2017052303,3,5/23/2017,31.1,4190.8
2017052304,4,5/23/2017,31.1,4190.8
2017052305,5,5/23/2017,32.06,4189.7
2017052306,6,5/23/2017,32.06,4189.7
2017052307,7,5/23/2017,28.7,4135.1
2017052308,8,5/23/2017,28.7,4135.1
2017052309,9,5/23/2017,28,4211.1
2017052310,10,5/23/2017,28,4211.1
2017052311,11,5/23/2017,32.8,4200.4
2017052312,12,5/23/2017,32.8,4200.4
2017052313,13,5/23/2017,39.63,4406.8
2017052314,14,5/23/2017,39.63,4406.8
2017052315,15,5/23/2017,38.71,4695.4
2017052316,16,5/23/2017,38.71,4695.4
2017052317,17,5/23/2017,48.98,5336.8
2017052318,18,5/23/2017,48.98,5336.8
2017052319,19,5/23/2017,48.98,5424.1
2017052320,20,5/23/2017,48.98,5424.1
2017052321,21,5/23/2017,40.7,5346.5
2017052322,22,5/23/2017,40.7,5346.5
2017052323,23,5/23/2017,38.22,5361.5
2017052324,24,5/23/2017,38.22,5361.5
2017052325,25,5/23/2017,38.55,5383.8
2017052326,26,5/23/2017,38.55,5383.8
2017052327,27,5/23/2017,33.44,5382.5
2017052328,28,5/23/2017,33.44,5382.5
2017052329,29,5/23/2017,32.55,5245.2
2017052330,30,5/23/2017,32.55,5245.2
2017052331,31,5/23/2017,33.5,5148.1
2017052332,32,5/23/2017,33.5,5148.1
2017052333,33,5/23/2017,47.68,5023.7
2017052334,34,5/23/2017,47.68,5023.7
2017052335,35,5/23/2017,59.91,4789
2017052336,36,5/23/2017,59.91,4789
2017052337,37,5/23/2017,56.44,4573.7
2017052338,38,5/23/2017,56.44,4573.7
2017052339,39,5/23/2017,58.5,6440.3
2017052340,40,5/23/2017,58.5,6440.3
2017052341,41,5/23/2017,46.14,6463.1
2017052342,42,5/23/2017,46.14,6463.1
2017052343,43,5/23/2017,43.1,6292.2
2017052344,44,5/23/2017,43.1,6292.2
2017052345,45,5/23/2017,35.93,5367.8
2017052346,46,5/23/2017,35.93,5367.8
2017052447,47,5/24/2017,35.47,4204.2
2017052448,48,5/24/2017,35.47,4204.2
2017052401,1,5/24/2017,34.49,4194.4
2017052402,2,5/24/2017,34.49,4194.4
2017052403,3,5/24/2017,33.47,4191.5
2017052404,4,5/24/2017,33.47,4191.5
2017052405,5,5/24/2017,32.54,4169.9
2017052406,6,5/24/2017,32.54,4169.9
2017052407,7,5/24/2017,30.72,4216.6
2017052408,8,5/24/2017,30.72,4216.6
2017052409,9,5/24/2017,30.21,4152.8
2017052410,10,5/24/2017,30.21,4152.8
2017052411,11,5/24/2017,33.42,4235.2
2017052412,12,5/24/2017,33.42,4235.2
2017052413,13,5/24/2017,37.99,4635.9
2017052414,14,5/24/2017,37.99,4635.9
2017052415,15,5/24/2017,38.39,4433.1
2017052416,16,5/24/2017,38.39,4433.1
2017052417,17,5/24/2017,45.58,4069.3
2017052418,18,5/24/2017,45.58,4069.3
2017052419,19,5/24/2017,50,4318.4
2017052420,20,5/24/2017,50,4318.4
2017052421,21,5/24/2017,42,4288.5
2017052422,22,5/24/2017,42,4288.5
2017052423,23,5/24/2017,42.15,4318.2
2017052424,24,5/24/2017,42.15,4318.2
2017052425,25,5/24/2017,34.01,4344.4
2017052426,26,5/24/2017,34.01,4344.4
2017052427,27,5/24/2017,30.1,4357.4
2017052428,28,5/24/2017,30.1,4357.4
2017052429,29,5/24/2017,30.1,4342.2
2017052430,30,5/24/2017,30.1,4342.2
2017052431,31,5/24/2017,32.05,4013.5
2017052432,32,5/24/2017,32.05,4013.5
2017052433,33,5/24/2017,39.55,3937
2017052434,34,5/24/2017,39.55,3937
2017052435,35,5/24/2017,54.05,4090.3
2017052436,36,5/24/2017,54.05,4090.3
2017052437,37,5/24/2017,57.94,4387.9
2017052438,38,5/24/2017,57.94,4387.9
2017052439,39,5/24/2017,55.88,3877.7
2017052440,40,5/24/2017,55.88,3877.7
2017052441,41,5/24/2017,43.46,3900.1
2017052442,42,5/24/2017,43.46,3900.1
2017052443,43,5/24/2017,41.06,3974.5
2017052444,44,5/24/2017,41.06,3974.5
2017052445,45,5/24/2017,35.93,3701.6
2017052446,46,5/24/2017,35.93,3701.6
2017052547,47,5/25/2017,38.66,5653.7
2017052548,48,5/25/2017,38.66,5653.7
2017052501,1,5/25/2017,34.93,5721.1
2017052502,2,5/25/2017,34.93,5721.1
2017052503,3,5/25/2017,33.98,5690.9
2017052504,4,5/25/2017,33.98,5690.9
2017052505,5,5/25/2017,33.47,5644.7
2017052506,6,5/25/2017,33.47,5644.7
2017052507,7,5/25/2017,32.91,5583.4
2017052508,8,5/25/2017,32.91,5583.4
2017052509,9,5/25/2017,31.8,5529.3
2017052510,10,5/25/2017,31.8,5529.3
2017052511,11,5/25/2017,33.49,5638
2017052512,12,5/25/2017,33.49,5638
2017052513,13,5/25/2017,38.82,5691.7
2017052514,14,5/25/2017,38.82,5691.7
2017052515,15,5/25/2017,46,5173.7
2017052516,16,5/25/2017,46,5173.7
2017052517,17,5/25/2017,53.95,5296
2017052518,18,5/25/2017,53.95,5296
2017052519,19,5/25/2017,53.34,5270.3
2017052520,20,5/25/2017,53.34,5270.3
2017052521,21,5/25/2017,42,5198.4
2017052522,22,5/25/2017,42,5198.4
2017052523,23,5/25/2017,36.55,5415.5
2017052524,24,5/25/2017,36.55,5415.5
2017052525,25,5/25/2017,34,5406.7
2017052526,26,5/25/2017,34,5406.7
2017052527,27,5/25/2017,32.07,5381.8
2017052528,28,5/25/2017,32.07,5381.8
2017052529,29,5/25/2017,32.02,5387.2
2017052530,30,5/25/2017,32.02,5387.2
2017052531,31,5/25/2017,33,5215.4
2017052532,32,5/25/2017,33,5215.4
2017052533,33,5/25/2017,36.6,5224.8
2017052534,34,5/25/2017,36.6,5224.8
2017052535,35,5/25/2017,50.61,4905.7
2017052536,36,5/25/2017,50.61,4905.7
2017052537,37,5/25/2017,53.99,5088.2
2017052538,38,5/25/2017,53.99,5088.2
2017052539,39,5/25/2017,51,4400.8
2017052540,40,5/25/2017,51,4400.8
2017052541,41,5/25/2017,42.33,4398.2
2017052542,42,5/25/2017,42.33,4398.2
2017052543,43,5/25/2017,39.87,4523.6
2017052544,44,5/25/2017,39.87,4523.6
2017052545,45,5/25/2017,32,4884.6
2017052546,46,5/25/2017,32,4884.6
2017052647,47,5/26/2017,42.47,4809.8
2017052648,48,5/26/2017,42.47,4809.8
2017052601,1,5/26/2017,35.56,4672
2017052602,2,5/26/2017,35.56,4672
2017052603,3,5/26/2017,34.18,4709
2017052604,4,5/26/2017,34.18,4709
2017052605,5,5/26/2017,31.44,4636.2
2017052606,6,5/26/2017,31.44,4636.2
2017052607,7,5/26/2017,31.08,4717.3
2017052608,8,5/26/2017,31.08,4717.3
2017052609,9,5/26/2017,30.94,4681.2
2017052610,10,5/26/2017,30.94,4681.2
2017052611,11,5/26/2017,30.99,4715.3
2017052612,12,5/26/2017,30.99,4715.3
2017052613,13,5/26/2017,37.1,5123.7
2017052614,14,5/26/2017,37.1,5123.7
2017052615,15,5/26/2017,46.75,5210.8
2017052616,16,5/26/2017,46.75,5210.8
2017052617,17,5/26/2017,59.9,5228.1
2017052618,18,5/26/2017,59.9,5228.1
2017052619,19,5/26/2017,52.95,5269.7
2017052620,20,5/26/2017,52.95,5269.7
2017052621,21,5/26/2017,40.02,5165.2
2017052622,22,5/26/2017,40.02,5165.2
2017052623,23,5/26/2017,37.89,5169.1
2017052624,24,5/26/2017,37.89,5169.1
2017052625,25,5/26/2017,33.5,5135.7
2017052626,26,5/26/2017,33.5,5135.7
2017052627,27,5/26/2017,30.51,5109.5
2017052628,28,5/26/2017,30.51,5109.5
2017052629,29,5/26/2017,29.97,5095.5
2017052630,30,5/26/2017,29.97,5095.5
2017052631,31,5/26/2017,29.42,4331.6
2017052632,32,5/26/2017,29.42,4331.6
2017052633,33,5/26/2017,30.92,4524.4
2017052634,34,5/26/2017,30.92,4524.4
2017052635,35,5/26/2017,40.61,4306.4
2017052636,36,5/26/2017,40.61,4306.4
2017052637,37,5/26/2017,46.2,4282.8
2017052638,38,5/26/2017,46.2,4282.8
2017052639,39,5/26/2017,48.91,5113.6
2017052640,40,5/26/2017,48.91,5113.6
2017052641,41,5/26/2017,36.55,5094.9
2017052642,42,5/26/2017,36.55,5094.9
2017052643,43,5/26/2017,36.11,5013.8
2017052644,44,5/26/2017,36.11,5013.8
2017052645,45,5/26/2017,31.42,4963.6
2017052646,46,5/26/2017,31.42,4963.6
2017052747,47,5/27/2017,44.97,3906.5
2017052748,48,5/27/2017,44.97,3906.5
2017052701,1,5/27/2017,39.98,3854.4
2017052702,2,5/27/2017,39.98,3854.4
2017052703,3,5/27/2017,39.69,3827.3
2017052704,4,5/27/2017,39.69,3827.3
2017052705,5,5/27/2017,32.28,3823.3
2017052706,6,5/27/2017,32.28,3823.3
2017052707,7,5/27/2017,31.52,4076.7
2017052708,8,5/27/2017,31.52,4076.7
2017052709,9,5/27/2017,30.96,4031
2017052710,10,5/27/2017,30.96,4031
2017052711,11,5/27/2017,30.86,4029.7
2017052712,12,5/27/2017,30.86,4029.7
2017052713,13,5/27/2017,35.41,3787.8
2017052714,14,5/27/2017,35.41,3787.8
2017052715,15,5/27/2017,32.28,4677.7
2017052716,16,5/27/2017,32.28,4677.7
2017052717,17,5/27/2017,59.31,4355.9
2017052718,18,5/27/2017,59.31,4355.9
2017052719,19,5/27/2017,57.98,4394.2
2017052720,20,5/27/2017,57.98,4394.2
2017052721,21,5/27/2017,52.84,4407.3
2017052722,22,5/27/2017,52.84,4407.3
2017052723,23,5/27/2017,41.95,4261.5
2017052724,24,5/27/2017,41.95,4261.5
2017052725,25,5/27/2017,34.57,4039.6
2017052726,26,5/27/2017,34.57,4039.6
2017052727,27,5/27/2017,30.23,4118
2017052728,28,5/27/2017,30.23,4118
2017052729,29,5/27/2017,29.46,4253.2
2017052730,30,5/27/2017,29.46,4253.2
2017052731,31,5/27/2017,28.97,3950.3
2017052732,32,5/27/2017,28.97,3950.3
2017052733,33,5/27/2017,29.99,3944.1
2017052734,34,5/27/2017,29.99,3944.1
2017052735,35,5/27/2017,33.36,3734.5
2017052736,36,5/27/2017,33.36,3734.5
2017052737,37,5/27/2017,41.24,3704.1
2017052738,38,5/27/2017,41.24,3704.1
2017052739,39,5/27/2017,53.91,3360.2
2017052740,40,5/27/2017,53.91,3360.2
2017052741,41,5/27/2017,47.75,3248.7
2017052742,42,5/27/2017,47.75,3248.7
2017052743,43,5/27/2017,41,3261.7
2017052744,44,5/27/2017,41,3261.7
2017052745,45,5/27/2017,36.02,3410.3
2017052746,46,5/27/2017,36.02,3410.3
2017052847,47,5/28/2017,42.9,3758.4
2017052848,48,5/28/2017,42.9,3758.4
2017052801,1,5/28/2017,38,3719.1
2017052802,2,5/28/2017,38,3719.1
2017052803,3,5/28/2017,34.95,3541.6
2017052804,4,5/28/2017,34.95,3541.6
2017052805,5,5/28/2017,27.25,3713.5
2017052806,6,5/28/2017,27.25,3713.5
2017052807,7,5/28/2017,31,3620.7
2017052808,8,5/28/2017,31,3620.7
2017052809,9,5/28/2017,29.99,3579.4
2017052810,10,5/28/2017,29.99,3579.4
2017052811,11,5/28/2017,27.1,3626.6
2017052812,12,5/28/2017,27.1,3626.6
2017052813,13,5/28/2017,33.95,3598.7
2017052814,14,5/28/2017,33.95,3598.7
2017052815,15,5/28/2017,32.9,4320.2
2017052816,16,5/28/2017,32.9,4320.2
2017052817,17,5/28/2017,34.99,4412.7
2017052818,18,5/28/2017,34.99,4412.7
2017052819,19,5/28/2017,33.97,4497.4
2017052820,20,5/28/2017,33.97,4497.4
2017052821,21,5/28/2017,40.42,4485.7
2017052822,22,5/28/2017,40.42,4485.7
2017052823,23,5/28/2017,45.14,4428.5
2017052824,24,5/28/2017,45.14,4428.5
2017052825,25,5/28/2017,33.5,4953.7
2017052826,26,5/28/2017,33.5,4953.7
2017052827,27,5/28/2017,34.66,4726
2017052828,28,5/28/2017,34.66,4726
2017052829,29,5/28/2017,31.96,4836.7
2017052830,30,5/28/2017,31.96,4836.7
2017052831,31,5/28/2017,35,4234.4
2017052832,32,5/28/2017,35,4234.4
2017052833,33,5/28/2017,50,3736.8
2017052834,34,5/28/2017,50,3736.8
2017052835,35,5/28/2017,46.54,3631.5
2017052836,36,5/28/2017,46.54,3631.5
2017052837,37,5/28/2017,50,3625.8
2017052838,38,5/28/2017,50,3625.8
2017052839,39,5/28/2017,54.6,3458.9
2017052840,40,5/28/2017,54.6,3458.9
2017052841,41,5/28/2017,50,3401.2
2017052842,42,5/28/2017,50,3401.2
2017052843,43,5/28/2017,52.02,3148.7
2017052844,44,5/28/2017,52.02,3148.7
2017052845,45,5/28/2017,44.3,3081
2017052846,46,5/28/2017,44.3,3081
2017052947,47,5/29/2017,54.25,4430.5
2017052948,48,5/29/2017,54.25,4430.5
2017052901,1,5/29/2017,37.03,4912.5
2017052902,2,5/29/2017,37.03,4912.5
2017052903,3,5/29/2017,31.94,4765.9
2017052904,4,5/29/2017,31.94,4765.9
2017052905,5,5/29/2017,23.34,4736.9
2017052906,6,5/29/2017,23.34,4736.9
2017052907,7,5/29/2017,23.02,4647.2
2017052908,8,5/29/2017,23.02,4647.2
2017052909,9,5/29/2017,23.74,4727.7
2017052910,10,5/29/2017,23.74,4727.7
2017052911,11,5/29/2017,32.12,4689.3
2017052912,12,5/29/2017,32.12,4689.3
2017052913,13,5/29/2017,38.39,4741.2
2017052914,14,5/29/2017,38.39,4741.2
2017052915,15,5/29/2017,36.69,5321.6
2017052916,16,5/29/2017,36.69,5321.6
2017052917,17,5/29/2017,38.14,5015.8
2017052918,18,5/29/2017,38.14,5015.8
2017052919,19,5/29/2017,37.77,4917
2017052920,20,5/29/2017,37.77,4917
2017052921,21,5/29/2017,40.17,4955.8
2017052922,22,5/29/2017,40.17,4955.8
2017052923,23,5/29/2017,39.6,4999.5
2017052924,24,5/29/2017,39.6,4999.5
2017052925,25,5/29/2017,38.35,4981.3
2017052926,26,5/29/2017,38.35,4981.3
2017052927,27,5/29/2017,38.13,4995.7
2017052928,28,5/29/2017,38.13,4995.7
2017052929,29,5/29/2017,34.93,5040.5
2017052930,30,5/29/2017,34.93,5040.5
2017052931,31,5/29/2017,34.51,4769.3
2017052932,32,5/29/2017,34.51,4769.3
2017052933,33,5/29/2017,37.93,4746.5
2017052934,34,5/29/2017,37.93,4746.5
2017052935,35,5/29/2017,50.07,5143
2017052936,36,5/29/2017,50.07,5143
2017052937,37,5/29/2017,58,5030.1
2017052938,38,5/29/2017,58,5030.1
2017052939,39,5/29/2017,55.09,4261.4
2017052940,40,5/29/2017,55.09,4261.4
2017052941,41,5/29/2017,44.04,4321.6
2017052942,42,5/29/2017,44.04,4321.6
2017052943,43,5/29/2017,47.63,4454.1
2017052944,44,5/29/2017,47.63,4454.1
2017052945,45,5/29/2017,40,3907.6
2017052946,46,5/29/2017,40,3907.6
2017053047,47,5/30/2017,51.5,4461.8
2017053048,48,5/30/2017,51.5,4461.8
2017053001,1,5/30/2017,35.96,4593.9
2017053002,2,5/30/2017,35.96,4593.9
2017053003,3,5/30/2017,36.47,4293.2
2017053004,4,5/30/2017,36.47,4293.2
2017053005,5,5/30/2017,33.57,4311.9
2017053006,6,5/30/2017,33.57,4311.9
2017053007,7,5/30/2017,33.31,4497.4
2017053008,8,5/30/2017,33.31,4497.4
2017053009,9,5/30/2017,32.96,4469.2
2017053010,10,5/30/2017,32.96,4469.2
2017053011,11,5/30/2017,34.14,4278.1
2017053012,12,5/30/2017,34.14,4278.1
2017053013,13,5/30/2017,44.5,4405
2017053014,14,5/30/2017,44.5,4405
2017053015,15,5/30/2017,46.53,5098.5
2017053016,16,5/30/2017,46.53,5098.5
2017053017,17,5/30/2017,53.37,5138.8
2017053018,18,5/30/2017,53.37,5138.8
2017053019,19,5/30/2017,57.91,5066.1
2017053020,20,5/30/2017,57.91,5066.1
2017053021,21,5/30/2017,44.98,5200.4
2017053022,22,5/30/2017,44.98,5200.4
2017053023,23,5/30/2017,43.58,5043.9
2017053024,24,5/30/2017,43.58,5043.9
2017053025,25,5/30/2017,40.93,4948.5
2017053026,26,5/30/2017,40.93,4948.5
2017053027,27,5/30/2017,34.1,4898.3
2017053028,28,5/30/2017,34.1,4898.3
2017053029,29,5/30/2017,32.63,5072.6
2017053030,30,5/30/2017,32.63,5072.6
2017053031,31,5/30/2017,31.85,4786.9
2017053032,32,5/30/2017,31.85,4786.9
2017053033,33,5/30/2017,31.91,4727.2
2017053034,34,5/30/2017,31.91,4727.2
2017053035,35,5/30/2017,36.1,5046.5
2017053036,36,5/30/2017,36.1,5046.5
2017053037,37,5/30/2017,38.87,5169.8
2017053038,38,5/30/2017,38.87,5169.8
2017053039,39,5/30/2017,35.95,4515.9
2017053040,40,5/30/2017,35.95,4515.9
2017053041,41,5/30/2017,35.66,4549.8
2017053042,42,5/30/2017,35.66,4549.8
2017053043,43,5/30/2017,46.66,4129.8
2017053044,44,5/30/2017,46.66,4129.8
2017053045,45,5/30/2017,39,4133.9
2017053046,46,5/30/2017,39,4133.9
2017053147,47,5/31/2017,36.63,3980.5
2017053148,48,5/31/2017,36.63,3980.5
2017053101,1,5/31/2017,32.98,3973.2
2017053102,2,5/31/2017,32.98,3973.2
2017053103,3,5/31/2017,33.91,4076.3
2017053104,4,5/31/2017,33.91,4076.3
2017053105,5,5/31/2017,32.65,4062.7
2017053106,6,5/31/2017,32.65,4062.7
2017053107,7,5/31/2017,32.34,3974.5
2017053108,8,5/31/2017,32.34,3974.5
2017053109,9,5/31/2017,32.48,3991.2
2017053110,10,5/31/2017,32.48,3991.2
2017053111,11,5/31/2017,33.97,3889.2
2017053112,12,5/31/2017,33.97,3889.2
2017053113,13,5/31/2017,37.95,4059.3
2017053114,14,5/31/2017,37.95,4059.3
2017053115,15,5/31/2017,42.64,4941.6
2017053116,16,5/31/2017,42.64,4941.6
2017053117,17,5/31/2017,46.77,4992.3
2017053118,18,5/31/2017,46.77,4992.3
2017053119,19,5/31/2017,49,5201.5
2017053120,20,5/31/2017,49,5201.5
2017053121,21,5/31/2017,46.77,5326.4
2017053122,22,5/31/2017,46.77,5326.4
2017053123,23,5/31/2017,43.17,5266.7
2017053124,24,5/31/2017,43.17,5266.7
2017053125,25,5/31/2017,39.5,5436.5
2017053126,26,5/31/2017,39.5,5436.5
2017053127,27,5/31/2017,41.46,5538.6
2017053128,28,5/31/2017,41.46,5538.6
2017053129,29,5/31/2017,39.74,5546.2
2017053130,30,5/31/2017,39.74,5546.2
2017053131,31,5/31/2017,35.47,4651.9
2017053132,32,5/31/2017,35.47,4651.9
2017053133,33,5/31/2017,41.07,4482.5
2017053134,34,5/31/2017,41.07,4482.5
2017053135,35,5/31/2017,51.71,4260.8
2017053136,36,5/31/2017,51.71,4260.8
2017053137,37,5/31/2017,52.92,4233.2
2017053138,38,5/31/2017,52.92,4233.2
2017053139,39,5/31/2017,56.04,4556
2017053140,40,5/31/2017,56.04,4556
2017053141,41,5/31/2017,40,4434.8
2017053142,42,5/31/2017,40,4434.8
2017053143,43,5/31/2017,40.19,4334.1
