,quantity,settlementDate,settlementPeriod
2018102028,32763,2018-10-20,28
2018102027,32981,2018-10-20,27
2018102026,33441,2018-10-20,26
2018102025,33341,2018-10-20,25
2018102024,33150,2018-10-20,24
2018102023,32809,2018-10-20,23
2018102022,32329,2018-10-20,22
2018102021,31694,2018-10-20,21
2018102020,30993,2018-10-20,20
2018102019,30223,2018-10-20,19
2018102018,29445,2018-10-20,18
2018102017,28705,2018-10-20,17
2018102016,27704,2018-10-20,16
2018102015,26993,2018-10-20,15
2018102014,25883,2018-10-20,14
2018102013,24600,2018-10-20,13
2018102012,23475,2018-10-20,12
2018102011,22840,2018-10-20,11
2018102010,22497,2018-10-20,10
2018102009,22466,2018-10-20,9
2018102008,22953,2018-10-20,8
2018102007,22803,2018-10-20,7
2018102006,22995,2018-10-20,6
2018102005,23030,2018-10-20,5
2018102004,22862,2018-10-20,4
2018102003,22710,2018-10-20,3
2018102002,22494,2018-10-20,2
2018102001,20638,2018-10-20,1
2018102148,24663,2018-10-21,48
2018102147,26206,2018-10-21,47
2018102146,28677,2018-10-21,46
2018102145,29271,2018-10-21,45
2018102144,29943,2018-10-21,44
2018102143,31027,2018-10-21,43
2018102142,32130,2018-10-21,42
2018102141,31940,2018-10-21,41
2018102140,31775,2018-10-21,40
2018102139,31647,2018-10-21,39
2018102138,31661,2018-10-21,38
2018102137,31638,2018-10-21,37
2018102136,31569,2018-10-21,36
2018102135,31691,2018-10-21,35
2018102134,31281,2018-10-21,34
2018102133,31030,2018-10-21,33
2018102132,30940,2018-10-21,32
2018102131,30895,2018-10-21,31
2018102130,31545,2018-10-21,30
2018102129,31862,2018-10-21,29
2018102128,32097,2018-10-21,28
2018102127,32220,2018-10-21,27
2018102126,32231,2018-10-21,26
2018102125,32164,2018-10-21,25
2018102124,32070,2018-10-21,24
2018102123,31699,2018-10-21,23
2018102122,31265,2018-10-21,22
2018102121,30704,2018-10-21,21
2018102120,29973,2018-10-21,20
2018102119,29196,2018-10-21,19
2018102118,27925,2018-10-21,18
2018102117,26811,2018-10-21,17
2018102116,25038,2018-10-21,16
2018102115,24254,2018-10-21,15
2018102114,23441,2018-10-21,14
2018102113,22898,2018-10-21,13
2018102112,22396,2018-10-21,12
2018102111,22237,2018-10-21,11
2018102110,22040,2018-10-21,10
2018102109,21924,2018-10-21,9
2018102108,21926,2018-10-21,8
2018102107,21824,2018-10-21,7
2018102106,21735,2018-10-21,6
2018102105,21667,2018-10-21,5
2018102104,21664,2018-10-21,4
2018102103,21850,2018-10-21,3
2018102102,21595,2018-10-21,2
2018102101,21687,2018-10-21,1
2018102248,29302,2018-10-22,48
2018102247,30357,2018-10-22,47
2018102246,33993,2018-10-22,46
2018102245,34753,2018-10-22,45
2018102244,36522,2018-10-22,44
2018102243,37295,2018-10-22,43
2018102242,37755,2018-10-22,42
2018102241,38394,2018-10-22,41
2018102240,38753,2018-10-22,40
2018102239,38608,2018-10-22,39
2018102238,38482,2018-10-22,38
2018102237,38121,2018-10-22,37
2018102236,37692,2018-10-22,36
2018102235,37577,2018-10-22,35
2018102234,37742,2018-10-22,34
2018102233,37923,2018-10-22,33
2018102232,37951,2018-10-22,32
2018102231,38591,2018-10-22,31
2018102230,38946,2018-10-22,30
2018102229,39571,2018-10-22,29
2018102228,40414,2018-10-22,28
2018102227,40725,2018-10-22,27
2018102226,40997,2018-10-22,26
2018102225,41165,2018-10-22,25
2018102224,40815,2018-10-22,24
2018102223,40544,2018-10-22,23
2018102222,39974,2018-10-22,22
2018102221,39222,2018-10-22,21
2018102220,38669,2018-10-22,20
2018102219,38007,2018-10-22,19
2018102218,37439,2018-10-22,18
2018102217,36952,2018-10-22,17
2018102216,36603,2018-10-22,16
2018102215,36296,2018-10-22,15
2018102214,32400,2018-10-22,14
2018102213,28687,2018-10-22,13
2018102212,25918,2018-10-22,12
2018102211,24209,2018-10-22,11
2018102210,23429,2018-10-22,10
2018102209,23378,2018-10-22,9
2018102208,23275,2018-10-22,8
2018102207,23428,2018-10-22,7
2018102206,23596,2018-10-22,6
2018102205,23809,2018-10-22,5
2018102204,23991,2018-10-22,4
2018102203,24117,2018-10-22,3
2018102202,24010,2018-10-22,2
2018102201,23985,2018-10-22,1
2018102348,27849,2018-10-23,48
2018102347,30077,2018-10-23,47
2018102346,32637,2018-10-23,46
2018102345,33164,2018-10-23,45
2018102344,34448,2018-10-23,44
2018102343,34795,2018-10-23,43
2018102342,36074,2018-10-23,42
2018102341,37336,2018-10-23,41
2018102340,37705,2018-10-23,40
2018102339,37696,2018-10-23,39
2018102338,37758,2018-10-23,38
2018102337,37813,2018-10-23,37
2018102336,37824,2018-10-23,36
2018102335,38209,2018-10-23,35
2018102334,38115,2018-10-23,34
2018102333,37811,2018-10-23,33
2018102332,37686,2018-10-23,32
2018102331,38318,2018-10-23,31
2018102330,38826,2018-10-23,30
2018102329,39485,2018-10-23,29
2018102328,39931,2018-10-23,28
2018102327,40028,2018-10-23,27
2018102326,39965,2018-10-23,26
2018102325,39702,2018-10-23,25
2018102324,39294,2018-10-23,24
2018102323,38800,2018-10-23,23
2018102322,38346,2018-10-23,22
2018102321,37626,2018-10-23,21
2018102320,37402,2018-10-23,20
2018102319,36777,2018-10-23,19
2018102318,36340,2018-10-23,18
2018102317,35958,2018-10-23,17
2018102316,35345,2018-10-23,16
2018102315,34506,2018-10-23,15
2018102314,30736,2018-10-23,14
2018102313,27304,2018-10-23,13
2018102312,24665,2018-10-23,12
2018102311,24027,2018-10-23,11
2018102310,23658,2018-10-23,10
2018102309,23612,2018-10-23,9
2018102308,23593,2018-10-23,8
2018102307,23525,2018-10-23,7
2018102306,23457,2018-10-23,6
2018102305,23326,2018-10-23,5
2018102304,23219,2018-10-23,4
2018102303,23047,2018-10-23,3
2018102302,28322,2018-10-23,2
2018102301,28150,2018-10-23,1
2018102448,24374,2018-10-24,48
2018102447,27654,2018-10-24,47
2018102446,31105,2018-10-24,46
2018102445,31796,2018-10-24,45
2018102444,33783,2018-10-24,44
2018102443,35775,2018-10-24,43
2018102442,37348,2018-10-24,42
2018102441,37919,2018-10-24,41
2018102440,38513,2018-10-24,40
2018102439,38492,2018-10-24,39
2018102438,39500,2018-10-24,38
2018102437,39375,2018-10-24,37
2018102436,39228,2018-10-24,36
2018102435,39309,2018-10-24,35
2018102434,38771,2018-10-24,34
2018102433,38708,2018-10-24,33
2018102432,38620,2018-10-24,32
2018102431,38890,2018-10-24,31
2018102430,39231,2018-10-24,30
2018102429,39791,2018-10-24,29
2018102428,40337,2018-10-24,28
2018102427,40652,2018-10-24,27
2018102426,40841,2018-10-24,26
2018102425,40967,2018-10-24,25
2018102424,40736,2018-10-24,24
2018102423,40389,2018-10-24,23
2018102422,40046,2018-10-24,22
2018102421,39474,2018-10-24,21
2018102420,39267,2018-10-24,20
2018102419,38884,2018-10-24,19
2018102418,38566,2018-10-24,18
2018102417,38419,2018-10-24,17
2018102416,38502,2018-10-24,16
2018102415,38041,2018-10-24,15
2018102414,32313,2018-10-24,14
2018102413,27916,2018-10-24,13
2018102412,25032,2018-10-24,12
2018102411,24200,2018-10-24,11
2018102410,23240,2018-10-24,10
2018102409,23238,2018-10-24,9
2018102408,23329,2018-10-24,8
2018102407,23509,2018-10-24,7
2018102406,23717,2018-10-24,6
2018102405,23913,2018-10-24,5
2018102404,24084,2018-10-24,4
2018102403,24249,2018-10-24,3
2018102402,26886,2018-10-24,2
2018102401,27058,2018-10-24,1
2018102548,23784,2018-10-25,48
2018102547,26174,2018-10-25,47
2018102546,31830,2018-10-25,46
2018102545,34938,2018-10-25,45
2018102544,36104,2018-10-25,44
2018102543,36968,2018-10-25,43
2018102542,38660,2018-10-25,42
2018102541,39095,2018-10-25,41
2018102540,39595,2018-10-25,40
2018102539,39381,2018-10-25,39
2018102538,39231,2018-10-25,38
2018102537,38910,2018-10-25,37
2018102536,38622,2018-10-25,36
2018102535,38260,2018-10-25,35
2018102534,38157,2018-10-25,34
2018102533,38292,2018-10-25,33
2018102532,38461,2018-10-25,32
2018102531,38577,2018-10-25,31
2018102530,38721,2018-10-25,30
2018102529,39061,2018-10-25,29
2018102528,39426,2018-10-25,28
2018102527,39596,2018-10-25,27
2018102526,39647,2018-10-25,26
2018102525,39623,2018-10-25,25
2018102524,39470,2018-10-25,24
2018102523,39270,2018-10-25,23
2018102522,39001,2018-10-25,22
2018102521,38654,2018-10-25,21
2018102520,38666,2018-10-25,20
2018102519,38336,2018-10-25,19
2018102518,38105,2018-10-25,18
2018102517,38041,2018-10-25,17
2018102516,38169,2018-10-25,16
2018102515,37514,2018-10-25,15
2018102514,33962,2018-10-25,14
2018102513,30104,2018-10-25,13
2018102512,26985,2018-10-25,12
2018102511,25546,2018-10-25,11
2018102510,24198,2018-10-25,10
2018102509,23815,2018-10-25,9
2018102508,23652,2018-10-25,8
2018102507,23734,2018-10-25,7
2018102506,23879,2018-10-25,6
2018102505,24165,2018-10-25,5
2018102504,24286,2018-10-25,4
2018102503,24442,2018-10-25,3
2018102502,23287,2018-10-25,2
2018102501,23417,2018-10-25,1
2018102648,25898,2018-10-26,48
2018102647,27940,2018-10-26,47
2018102646,32007,2018-10-26,46
2018102645,33710,2018-10-26,45
2018102644,34590,2018-10-26,44
2018102643,35644,2018-10-26,43
2018102642,36964,2018-10-26,42
2018102641,37249,2018-10-26,41
2018102640,37313,2018-10-26,40
2018102639,37909,2018-10-26,39
2018102638,39060,2018-10-26,38
2018102637,39293,2018-10-26,37
2018102636,39401,2018-10-26,36
2018102635,39612,2018-10-26,35
2018102634,39473,2018-10-26,34
2018102633,40171,2018-10-26,33
2018102632,40419,2018-10-26,32
2018102631,40811,2018-10-26,31
2018102630,41249,2018-10-26,30
2018102629,41544,2018-10-26,29
2018102628,41820,2018-10-26,28
2018102627,41797,2018-10-26,27
2018102626,41544,2018-10-26,26
2018102625,41165,2018-10-26,25
2018102624,40983,2018-10-26,24
2018102623,40438,2018-10-26,23
2018102622,39962,2018-10-26,22
2018102621,39217,2018-10-26,21
2018102620,38601,2018-10-26,20
2018102619,37947,2018-10-26,19
2018102618,37263,2018-10-26,18
2018102617,36810,2018-10-26,17
2018102616,36695,2018-10-26,16
2018102615,36233,2018-10-26,15
2018102614,32632,2018-10-26,14
2018102613,28414,2018-10-26,13
2018102612,25717,2018-10-26,12
2018102611,24851,2018-10-26,11
2018102610,23506,2018-10-26,10
2018102609,23303,2018-10-26,9
2018102608,23279,2018-10-26,8
2018102607,23323,2018-10-26,7
2018102606,23370,2018-10-26,6
2018102605,23446,2018-10-26,5
2018102604,23777,2018-10-26,4
2018102603,23880,2018-10-26,3
2018102602,23516,2018-10-26,2
2018102601,23459,2018-10-26,1
2018102748,25866,2018-10-27,48
2018102747,27869,2018-10-27,47
2018102746,31633,2018-10-27,46
2018102745,33543,2018-10-27,45
2018102744,34314,2018-10-27,44
2018102743,34748,2018-10-27,43
2018102742,35295,2018-10-27,42
2018102741,35643,2018-10-27,41
2018102740,36136,2018-10-27,40
2018102739,36205,2018-10-27,39
2018102738,36183,2018-10-27,38
2018102737,36118,2018-10-27,37
2018102736,35713,2018-10-27,36
2018102735,35782,2018-10-27,35
2018102734,35802,2018-10-27,34
2018102733,35716,2018-10-27,33
2018102732,35067,2018-10-27,32
2018102731,34912,2018-10-27,31
2018102730,35157,2018-10-27,30
2018102729,35388,2018-10-27,29
2018102728,35717,2018-10-27,28
2018102727,36106,2018-10-27,27
2018102726,36414,2018-10-27,26
2018102725,36572,2018-10-27,25
2018102724,36768,2018-10-27,24
2018102723,36699,2018-10-27,23
2018102722,36691,2018-10-27,22
2018102721,36356,2018-10-27,21
2018102720,35957,2018-10-27,20
2018102719,35590,2018-10-27,19
2018102718,35001,2018-10-27,18
2018102717,34160,2018-10-27,17
2018102716,32425,2018-10-27,16
2018102715,30964,2018-10-27,15
2018102714,26892,2018-10-27,14
2018102713,24136,2018-10-27,13
2018102712,23577,2018-10-27,12
2018102711,23425,2018-10-27,11
2018102710,23349,2018-10-27,10
2018102709,23304,2018-10-27,9
2018102708,23294,2018-10-27,8
2018102707,23309,2018-10-27,7
2018102706,23325,2018-10-27,6
2018102705,23354,2018-10-27,5
2018102704,23406,2018-10-27,4
2018102703,23419,2018-10-27,3
2018102702,25102,2018-10-27,2
2018102701,25186,2018-10-27,1
2018102850,25583,2018-10-28,50
2018102849,26945,2018-10-28,49
2018102848,30246,2018-10-28,48
2018102847,31609,2018-10-28,47
2018102846,33120,2018-10-28,46
2018102845,34767,2018-10-28,45
2018102844,35772,2018-10-28,44
2018102843,36113,2018-10-28,43
2018102842,36579,2018-10-28,42
2018102841,37122,2018-10-28,41
2018102840,37652,2018-10-28,40
2018102839,37666,2018-10-28,39
2018102838,37651,2018-10-28,38
2018102837,37680,2018-10-28,37
2018102836,37153,2018-10-28,36
2018102835,37186,2018-10-28,35
2018102834,36497,2018-10-28,34
2018102833,35823,2018-10-28,33
2018102832,35293,2018-10-28,32
2018102831,34701,2018-10-28,31
2018102830,34668,2018-10-28,30
2018102829,34732,2018-10-28,29
2018102828,35073,2018-10-28,28
2018102827,35291,2018-10-28,27
2018102826,35313,2018-10-28,26
2018102825,35126,2018-10-28,25
2018102824,34885,2018-10-28,24
2018102823,34340,2018-10-28,23
2018102822,33595,2018-10-28,22
2018102821,32510,2018-10-28,21
2018102820,31103,2018-10-28,20
2018102819,29454,2018-10-28,19
2018102818,27706,2018-10-28,18
2018102817,26456,2018-10-28,17
2018102816,24404,2018-10-28,16
2018102815,23621,2018-10-28,15
2018102814,23730,2018-10-28,14
2018102813,23894,2018-10-28,13
2018102812,24070,2018-10-28,12
2018102811,24245,2018-10-28,11
2018102810,24412,2018-10-28,10
2018102809,24540,2018-10-28,9
2018102808,24633,2018-10-28,8
2018102807,24706,2018-10-28,7
2018102806,24891,2018-10-28,6
2018102805,24861,2018-10-28,5
2018102804,24808,2018-10-28,4
2018102803,24946,2018-10-28,3
2018102802,24682,2018-10-28,2
2018102801,24766,2018-10-28,1
2018102948,27523,2018-10-29,48
2018102947,30355,2018-10-29,47
2018102946,36290,2018-10-29,46
2018102945,38322,2018-10-29,45
2018102944,39552,2018-10-29,44
2018102943,40654,2018-10-29,43
2018102942,41561,2018-10-29,42
2018102941,42347,2018-10-29,41
2018102940,43566,2018-10-29,40
2018102939,44185,2018-10-29,39
2018102938,44273,2018-10-29,38
2018102937,44200,2018-10-29,37
2018102936,44091,2018-10-29,36
2018102935,44047,2018-10-29,35
2018102934,43957,2018-10-29,34
2018102933,43837,2018-10-29,33
2018102932,43195,2018-10-29,32
2018102931,42920,2018-10-29,31
2018102930,43224,2018-10-29,30
2018102929,43881,2018-10-29,29
2018102928,44507,2018-10-29,28
2018102927,45087,2018-10-29,27
2018102926,45565,2018-10-29,26
2018102925,45906,2018-10-29,25
2018102924,46177,2018-10-29,24
2018102923,46323,2018-10-29,23
2018102922,46259,2018-10-29,22
2018102921,45889,2018-10-29,21
2018102920,45448,2018-10-29,20
2018102919,44811,2018-10-29,19
2018102918,44001,2018-10-29,18
2018102917,42986,2018-10-29,17
2018102916,41904,2018-10-29,16
2018102915,40613,2018-10-29,15
2018102914,36289,2018-10-29,14
2018102913,32194,2018-10-29,13
2018102912,28750,2018-10-29,12
2018102911,27246,2018-10-29,11
2018102910,26101,2018-10-29,10
2018102909,25867,2018-10-29,9
2018102908,25805,2018-10-29,8
2018102907,25794,2018-10-29,7
2018102906,25622,2018-10-29,6
2018102905,25595,2018-10-29,5
2018102904,25648,2018-10-29,4
2018102903,25651,2018-10-29,3
2018102902,25694,2018-10-29,2
2018102901,25633,2018-10-29,1
2018103048,26063,2018-10-30,48
2018103047,28838,2018-10-30,47
2018103046,33353,2018-10-30,46
2018103045,34863,2018-10-30,45
2018103044,35870,2018-10-30,44
2018103043,37497,2018-10-30,43
2018103042,39177,2018-10-30,42
2018103041,40744,2018-10-30,41
2018103040,41859,2018-10-30,40
2018103039,42331,2018-10-30,39
2018103038,42695,2018-10-30,38
2018103037,42777,2018-10-30,37
2018103036,42844,2018-10-30,36
2018103035,42896,2018-10-30,35
2018103034,42624,2018-10-30,34
2018103033,42266,2018-10-30,33
2018103032,41834,2018-10-30,32
2018103031,41859,2018-10-30,31
2018103030,41920,2018-10-30,30
2018103029,42099,2018-10-30,29
2018103028,42425,2018-10-30,28
2018103027,42821,2018-10-30,27
2018103026,43161,2018-10-30,26
2018103025,43286,2018-10-30,25
2018103024,43286,2018-10-30,24
2018103023,43261,2018-10-30,23
2018103022,43372,2018-10-30,22
2018103021,43216,2018-10-30,21
2018103020,43088,2018-10-30,20
2018103019,42968,2018-10-30,19
2018103018,42739,2018-10-30,18
2018103017,42111,2018-10-30,17
2018103016,41306,2018-10-30,16
2018103015,40915,2018-10-30,15
2018103014,38318,2018-10-30,14
2018103013,35047,2018-10-30,13
2018103012,31267,2018-10-30,12
2018103011,29670,2018-10-30,11
2018103010,27834,2018-10-30,10
2018103009,27065,2018-10-30,9
2018103008,26577,2018-10-30,8
2018103007,26499,2018-10-30,7
2018103006,26950,2018-10-30,6
2018103005,26971,2018-10-30,5
2018103004,26667,2018-10-30,4
2018103003,26670,2018-10-30,3
2018103002,27065,2018-10-30,2
2018103001,27127,2018-10-30,1
2018103148,23560,2018-10-31,48
2018103147,27086,2018-10-31,47
2018103146,32455,2018-10-31,46
2018103145,34656,2018-10-31,45
2018103144,36370,2018-10-31,44
2018103143,38106,2018-10-31,43
2018103142,40168,2018-10-31,42
2018103141,41655,2018-10-31,41
2018103140,42793,2018-10-31,40
2018103139,43949,2018-10-31,39
2018103138,44552,2018-10-31,38
2018103137,44840,2018-10-31,37
2018103136,44947,2018-10-31,36
2018103135,44968,2018-10-31,35
2018103134,44602,2018-10-31,34
2018103133,44358,2018-10-31,33
2018103132,43964,2018-10-31,32
2018103131,43898,2018-10-31,31
2018103130,44201,2018-10-31,30
2018103129,44813,2018-10-31,29
2018103128,45314,2018-10-31,28
2018103127,45772,2018-10-31,27
2018103126,46181,2018-10-31,26
2018103125,46418,2018-10-31,25
2018103124,46602,2018-10-31,24
2018103123,46647,2018-10-31,23
2018103122,46510,2018-10-31,22
2018103121,45895,2018-10-31,21
2018103120,45086,2018-10-31,20
2018103119,44228,2018-10-31,19
2018103118,43509,2018-10-31,18
2018103117,42615,2018-10-31,17
2018103116,41692,2018-10-31,16
2018103115,40244,2018-10-31,15
2018103114,37585,2018-10-31,14
2018103113,34490,2018-10-31,13
2018103112,31949,2018-10-31,12
2018103111,30530,2018-10-31,11
2018103110,29346,2018-10-31,10
2018103109,28970,2018-10-31,9
2018103108,28315,2018-10-31,8
2018103107,28148,2018-10-31,7
2018103106,28184,2018-10-31,6
2018103105,28253,2018-10-31,5
2018103104,29158,2018-10-31,4
2018103103,29408,2018-10-31,3
2018103102,29472,2018-10-31,2
2018103101,29535,2018-10-31,1
2018110148,26970,2018-11-01,48
2018110147,29523,2018-11-01,47
2018110146,33567,2018-11-01,46
2018110145,34566,2018-11-01,45
2018110144,36012,2018-11-01,44
2018110143,38141,2018-11-01,43
2018110142,40176,2018-11-01,42
2018110141,40995,2018-11-01,41
2018110140,41661,2018-11-01,40
2018110139,42570,2018-11-01,39
2018110138,43177,2018-11-01,38
2018110137,43046,2018-11-01,37
2018110136,42765,2018-11-01,36
2018110135,42338,2018-11-01,35
2018110134,41907,2018-11-01,34
2018110133,41658,2018-11-01,33
2018110132,40301,2018-11-01,32
2018110131,39787,2018-11-01,31
2018110130,39839,2018-11-01,30
2018110129,40116,2018-11-01,29
2018110128,40342,2018-11-01,28
2018110127,40512,2018-11-01,27
2018110126,40677,2018-11-01,26
2018110125,40572,2018-11-01,25
2018110124,40392,2018-11-01,24
2018110123,40076,2018-11-01,23
2018110122,39903,2018-11-01,22
2018110121,39518,2018-11-01,21
2018110120,39121,2018-11-01,20
2018110119,38781,2018-11-01,19
2018110118,38434,2018-11-01,18
2018110117,37918,2018-11-01,17
2018110116,37166,2018-11-01,16
2018110115,36296,2018-11-01,15
2018110114,33000,2018-11-01,14
2018110113,30296,2018-11-01,13
2018110112,28712,2018-11-01,12
2018110111,28117,2018-11-01,11
2018110110,27367,2018-11-01,10
2018110109,27007,2018-11-01,9
2018110108,26914,2018-11-01,8
2018110107,27017,2018-11-01,7
2018110106,27433,2018-11-01,6
2018110105,27545,2018-11-01,5
2018110104,27672,2018-11-01,4
2018110103,27817,2018-11-01,3
2018110102,27948,2018-11-01,2
2018110101,28061,2018-11-01,1
2018110248,26016,2018-11-02,48
2018110247,29371,2018-11-02,47
2018110246,35522,2018-11-02,46
2018110245,37319,2018-11-02,45
2018110244,37882,2018-11-02,44
2018110243,38214,2018-11-02,43
2018110242,38829,2018-11-02,42
2018110241,39556,2018-11-02,41
2018110240,40439,2018-11-02,40
2018110239,40885,2018-11-02,39
2018110238,41433,2018-11-02,38
2018110237,41021,2018-11-02,37
2018110236,40428,2018-11-02,36
2018110235,39861,2018-11-02,35
2018110234,39366,2018-11-02,34
2018110233,39031,2018-11-02,33
2018110232,38809,2018-11-02,32
2018110231,39151,2018-11-02,31
2018110230,39521,2018-11-02,30
2018110229,40150,2018-11-02,29
2018110228,40884,2018-11-02,28
2018110227,41675,2018-11-02,27
2018110226,42374,2018-11-02,26
2018110225,42797,2018-11-02,25
2018110224,43047,2018-11-02,24
2018110223,43232,2018-11-02,23
2018110222,43403,2018-11-02,22
2018110221,43180,2018-11-02,21
2018110220,42799,2018-11-02,20
2018110219,42362,2018-11-02,19
2018110218,41805,2018-11-02,18
2018110217,41171,2018-11-02,17
2018110216,40510,2018-11-02,16
