,quantity,settlementDate,settlementPeriod
2017113027,50768,2017-11-30,27
2017113026,51021,2017-11-30,26
2017113025,51004,2017-11-30,25
2017113024,50984,2017-11-30,24
2017113023,50740,2017-11-30,23
2017113022,50519,2017-11-30,22
2017113021,50136,2017-11-30,21
2017113020,49745,2017-11-30,20
2017113019,49261,2017-11-30,19
2017113018,48793,2017-11-30,18
2017113017,48536,2017-11-30,17
2017113016,47665,2017-11-30,16
2017113015,45638,2017-11-30,15
2017113014,41406,2017-11-30,14
2017113013,38176,2017-11-30,13
2017113012,35684,2017-11-30,12
2017113011,34399,2017-11-30,11
2017113010,33083,2017-11-30,10
2017113009,32876,2017-11-30,9
2017113008,32938,2017-11-30,8
2017113007,32878,2017-11-30,7
2017113006,32962,2017-11-30,6
2017113005,32965,2017-11-30,5
2017113004,33651,2017-11-30,4
2017113003,33763,2017-11-30,3
2017113002,33732,2017-11-30,2
2017113001,33687,2017-11-30,1
2017120148,31409,2017-12-01,48
2017120147,34657,2017-12-01,47
2017120146,39050,2017-12-01,46
2017120145,40002,2017-12-01,45
2017120144,42115,2017-12-01,44
2017120143,43921,2017-12-01,43
2017120142,45582,2017-12-01,42
2017120141,47189,2017-12-01,41
2017120140,48129,2017-12-01,40
2017120139,48939,2017-12-01,39
2017120138,49841,2017-12-01,38
2017120137,50291,2017-12-01,37
2017120136,50451,2017-12-01,36
2017120135,50583,2017-12-01,35
2017120134,50567,2017-12-01,34
2017120133,50862,2017-12-01,33
2017120132,50707,2017-12-01,32
2017120131,50886,2017-12-01,31
2017120130,50702,2017-12-01,30
2017120129,50914,2017-12-01,29
2017120128,51127,2017-12-01,28
2017120127,51306,2017-12-01,27
2017120126,51507,2017-12-01,26
2017120125,51420,2017-12-01,25
2017120124,51396,2017-12-01,24
2017120123,51133,2017-12-01,23
2017120122,51039,2017-12-01,22
2017120121,50892,2017-12-01,21
2017120120,50657,2017-12-01,20
2017120119,50423,2017-12-01,19
2017120118,50133,2017-12-01,18
2017120117,49896,2017-12-01,17
2017120116,49339,2017-12-01,16
2017120115,47368,2017-12-01,15
2017120114,41574,2017-12-01,14
2017120113,36075,2017-12-01,13
2017120112,33603,2017-12-01,12
2017120111,32600,2017-12-01,11
2017120110,31908,2017-12-01,10
2017120109,31473,2017-12-01,9
2017120108,31609,2017-12-01,8
2017120107,31885,2017-12-01,7
2017120106,32483,2017-12-01,6
2017120105,32636,2017-12-01,5
2017120104,32956,2017-12-01,4
2017120103,33142,2017-12-01,3
2017120102,33426,2017-12-01,2
2017120101,33567,2017-12-01,1
2017120248,33621,2017-12-02,48
2017120247,34682,2017-12-02,47
2017120246,37064,2017-12-02,46
2017120245,38134,2017-12-02,45
2017120244,38815,2017-12-02,44
2017120243,39981,2017-12-02,43
2017120242,41325,2017-12-02,42
2017120241,42367,2017-12-02,41
2017120240,43225,2017-12-02,40
2017120239,44103,2017-12-02,39
2017120238,44742,2017-12-02,38
2017120237,44786,2017-12-02,37
2017120236,44658,2017-12-02,36
2017120235,44494,2017-12-02,35
2017120234,44263,2017-12-02,34
2017120233,43772,2017-12-02,33
2017120232,42853,2017-12-02,32
2017120231,42412,2017-12-02,31
2017120230,42039,2017-12-02,30
2017120229,42018,2017-12-02,29
2017120228,42099,2017-12-02,28
2017120227,42085,2017-12-02,27
2017120226,42103,2017-12-02,26
2017120225,41972,2017-12-02,25
2017120224,41847,2017-12-02,24
2017120223,41626,2017-12-02,23
2017120222,41416,2017-12-02,22
2017120221,41149,2017-12-02,21
2017120220,40918,2017-12-02,20
2017120219,40308,2017-12-02,19
2017120218,39784,2017-12-02,18
2017120217,39134,2017-12-02,17
2017120216,37503,2017-12-02,16
2017120215,36476,2017-12-02,15
2017120214,34116,2017-12-02,14
2017120213,32602,2017-12-02,13
2017120212,31865,2017-12-02,12
2017120211,31738,2017-12-02,11
2017120210,31478,2017-12-02,10
2017120209,31527,2017-12-02,9
2017120208,31713,2017-12-02,8
2017120207,31772,2017-12-02,7
2017120206,31962,2017-12-02,6
2017120205,31922,2017-12-02,5
2017120204,32111,2017-12-02,4
2017120203,32446,2017-12-02,3
2017120202,32474,2017-12-02,2
2017120201,32803,2017-12-02,1
2017120348,29987,2017-12-03,48
2017120347,31951,2017-12-03,47
2017120346,35696,2017-12-03,46
2017120345,37638,2017-12-03,45
2017120344,39009,2017-12-03,44
2017120343,39621,2017-12-03,43
2017120342,41120,2017-12-03,42
2017120341,42539,2017-12-03,41
2017120340,42884,2017-12-03,40
2017120339,42924,2017-12-03,39
2017120338,43100,2017-12-03,38
2017120337,43233,2017-12-03,37
2017120336,43264,2017-12-03,36
2017120335,43314,2017-12-03,35
2017120334,43312,2017-12-03,34
2017120333,43152,2017-12-03,33
2017120332,42358,2017-12-03,32
2017120331,41512,2017-12-03,31
2017120330,40592,2017-12-03,30
2017120329,39684,2017-12-03,29
2017120328,39705,2017-12-03,28
2017120327,39688,2017-12-03,27
2017120326,39803,2017-12-03,26
2017120325,39778,2017-12-03,25
2017120324,39776,2017-12-03,24
2017120323,39665,2017-12-03,23
2017120322,39459,2017-12-03,22
2017120321,39140,2017-12-03,21
2017120320,38768,2017-12-03,20
2017120319,37997,2017-12-03,19
2017120318,36119,2017-12-03,18
2017120317,33501,2017-12-03,17
2017120316,31719,2017-12-03,16
2017120315,31340,2017-12-03,15
2017120314,30171,2017-12-03,14
2017120313,28948,2017-12-03,13
2017120312,28351,2017-12-03,12
2017120311,28267,2017-12-03,11
2017120310,28260,2017-12-03,10
2017120309,28283,2017-12-03,9
2017120308,28313,2017-12-03,8
2017120307,28346,2017-12-03,7
2017120306,28701,2017-12-03,6
2017120305,28932,2017-12-03,5
2017120304,29416,2017-12-03,4
2017120303,29848,2017-12-03,3
2017120302,30708,2017-12-03,2
2017120301,31110,2017-12-03,1
2017120448,32096,2017-12-04,48
2017120447,34658,2017-12-04,47
2017120446,39425,2017-12-04,46
2017120445,40934,2017-12-04,45
2017120444,42665,2017-12-04,44
2017120443,43717,2017-12-04,43
2017120442,45727,2017-12-04,42
2017120441,47021,2017-12-04,41
2017120440,48290,2017-12-04,40
2017120439,49984,2017-12-04,39
2017120438,50925,2017-12-04,38
2017120437,51207,2017-12-04,37
2017120436,51359,2017-12-04,36
2017120435,51387,2017-12-04,35
2017120434,51302,2017-12-04,34
2017120433,51380,2017-12-04,33
2017120432,50706,2017-12-04,32
2017120431,49834,2017-12-04,31
2017120430,48779,2017-12-04,30
2017120429,48410,2017-12-04,29
2017120428,48494,2017-12-04,28
2017120427,48543,2017-12-04,27
2017120426,48669,2017-12-04,26
2017120425,48584,2017-12-04,25
2017120424,48492,2017-12-04,24
2017120423,48237,2017-12-04,23
2017120422,48162,2017-12-04,22
2017120421,47813,2017-12-04,21
2017120420,47273,2017-12-04,20
2017120419,46902,2017-12-04,19
2017120418,46343,2017-12-04,18
2017120417,46087,2017-12-04,17
2017120416,45535,2017-12-04,16
2017120415,43762,2017-12-04,15
2017120414,40653,2017-12-04,14
2017120413,36790,2017-12-04,13
2017120412,34239,2017-12-04,12
2017120411,32443,2017-12-04,11
2017120410,31522,2017-12-04,10
2017120409,31112,2017-12-04,9
2017120408,31310,2017-12-04,8
2017120407,31313,2017-12-04,7
2017120406,31214,2017-12-04,6
2017120405,31161,2017-12-04,5
2017120404,31608,2017-12-04,4
2017120403,31864,2017-12-04,3
2017120402,32109,2017-12-04,2
2017120401,32038,2017-12-04,1
2017120548,34091,2017-12-05,48
2017120547,36277,2017-12-05,47
2017120546,39515,2017-12-05,46
2017120545,39833,2017-12-05,45
2017120544,41084,2017-12-05,44
2017120543,42693,2017-12-05,43
2017120542,44474,2017-12-05,42
2017120541,46064,2017-12-05,41
2017120540,47869,2017-12-05,40
2017120539,49470,2017-12-05,39
2017120538,50191,2017-12-05,38
2017120537,50103,2017-12-05,37
2017120536,50107,2017-12-05,36
2017120535,49978,2017-12-05,35
2017120534,49637,2017-12-05,34
2017120533,49492,2017-12-05,33
2017120532,48653,2017-12-05,32
2017120531,47942,2017-12-05,31
2017120530,47555,2017-12-05,30
2017120529,47272,2017-12-05,29
2017120528,47308,2017-12-05,28
2017120527,47369,2017-12-05,27
2017120526,47394,2017-12-05,26
2017120525,47277,2017-12-05,25
2017120524,47350,2017-12-05,24
2017120523,47283,2017-12-05,23
2017120522,47305,2017-12-05,22
2017120521,47004,2017-12-05,21
2017120520,46621,2017-12-05,20
2017120519,46211,2017-12-05,19
2017120518,45833,2017-12-05,18
2017120517,45396,2017-12-05,17
2017120516,44175,2017-12-05,16
2017120515,42502,2017-12-05,15
2017120514,38364,2017-12-05,14
2017120513,34413,2017-12-05,13
2017120512,32360,2017-12-05,12
2017120511,30722,2017-12-05,11
2017120510,30043,2017-12-05,10
2017120509,29968,2017-12-05,9
2017120508,30238,2017-12-05,8
2017120507,30359,2017-12-05,7
2017120506,30405,2017-12-05,6
2017120505,30317,2017-12-05,5
2017120504,30540,2017-12-05,4
2017120503,31314,2017-12-05,3
2017120502,31327,2017-12-05,2
2017120501,31258,2017-12-05,1
2017120648,36409,2017-12-06,48
2017120647,38195,2017-12-06,47
2017120646,41272,2017-12-06,46
2017120645,41959,2017-12-06,45
2017120644,42241,2017-12-06,44
2017120643,42527,2017-12-06,43
2017120642,43518,2017-12-06,42
2017120641,45340,2017-12-06,41
2017120640,46552,2017-12-06,40
2017120639,47450,2017-12-06,39
2017120638,48089,2017-12-06,38
2017120637,48196,2017-12-06,37
2017120636,48198,2017-12-06,36
2017120635,48174,2017-12-06,35
2017120634,48111,2017-12-06,34
2017120633,48085,2017-12-06,33
2017120632,47417,2017-12-06,32
2017120631,46503,2017-12-06,31
2017120630,45702,2017-12-06,30
2017120629,45579,2017-12-06,29
2017120628,45713,2017-12-06,28
2017120627,45781,2017-12-06,27
2017120626,45878,2017-12-06,26
2017120625,45780,2017-12-06,25
2017120624,45611,2017-12-06,24
2017120623,45290,2017-12-06,23
2017120622,45119,2017-12-06,22
2017120621,44950,2017-12-06,21
2017120620,44728,2017-12-06,20
2017120619,44328,2017-12-06,19
2017120618,43881,2017-12-06,18
2017120617,43514,2017-12-06,17
2017120616,43066,2017-12-06,16
2017120615,42281,2017-12-06,15
2017120614,38067,2017-12-06,14
2017120613,33927,2017-12-06,13
2017120612,31733,2017-12-06,12
2017120611,31487,2017-12-06,11
2017120610,31388,2017-12-06,10
2017120609,31183,2017-12-06,9
2017120608,31257,2017-12-06,8
2017120607,31315,2017-12-06,7
2017120606,31397,2017-12-06,6
2017120605,31494,2017-12-06,5
2017120604,31589,2017-12-06,4
2017120603,31687,2017-12-06,3
2017120602,31748,2017-12-06,2
2017120601,31908,2017-12-06,1
2017120748,29455,2017-12-07,48
2017120747,30659,2017-12-07,47
2017120746,35497,2017-12-07,46
2017120745,37185,2017-12-07,45
2017120744,38888,2017-12-07,44
2017120743,41117,2017-12-07,43
2017120742,44079,2017-12-07,42
2017120741,45960,2017-12-07,41
2017120740,47249,2017-12-07,40
2017120739,48040,2017-12-07,39
2017120738,48980,2017-12-07,38
2017120737,49040,2017-12-07,37
2017120736,49130,2017-12-07,36
2017120735,49160,2017-12-07,35
2017120734,49169,2017-12-07,34
2017120733,49341,2017-12-07,33
2017120732,48080,2017-12-07,32
2017120731,46222,2017-12-07,31
2017120730,45619,2017-12-07,30
2017120729,45439,2017-12-07,29
2017120728,45685,2017-12-07,28
2017120727,45932,2017-12-07,27
2017120726,46150,2017-12-07,26
2017120725,46011,2017-12-07,25
2017120724,46134,2017-12-07,24
2017120723,46263,2017-12-07,23
2017120722,46091,2017-12-07,22
2017120721,45789,2017-12-07,21
2017120720,45365,2017-12-07,20
2017120719,44925,2017-12-07,19
2017120718,44531,2017-12-07,18
2017120717,44295,2017-12-07,17
2017120716,43693,2017-12-07,16
2017120715,41684,2017-12-07,15
2017120714,36695,2017-12-07,14
2017120713,32565,2017-12-07,13
2017120712,30712,2017-12-07,12
2017120711,29825,2017-12-07,11
2017120710,29379,2017-12-07,10
2017120709,29130,2017-12-07,9
2017120708,29022,2017-12-07,8
2017120707,28890,2017-12-07,7
2017120706,28845,2017-12-07,6
2017120705,28985,2017-12-07,5
2017120704,29156,2017-12-07,4
2017120703,29155,2017-12-07,3
2017120702,29151,2017-12-07,2
2017120701,29230,2017-12-07,1
2017120848,27601,2017-12-08,48
2017120847,30859,2017-12-08,47
2017120846,36018,2017-12-08,46
2017120845,38003,2017-12-08,45
2017120844,39355,2017-12-08,44
2017120843,40892,2017-12-08,43
2017120842,42589,2017-12-08,42
2017120841,43937,2017-12-08,41
2017120840,44969,2017-12-08,40
2017120839,45907,2017-12-08,39
2017120838,46535,2017-12-08,38
2017120837,46579,2017-12-08,37
2017120836,46624,2017-12-08,36
2017120835,46670,2017-12-08,35
2017120834,46708,2017-12-08,34
2017120833,46892,2017-12-08,33
2017120832,46609,2017-12-08,32
2017120831,46408,2017-12-08,31
2017120830,46216,2017-12-08,30
2017120829,46234,2017-12-08,29
2017120828,46488,2017-12-08,28
2017120827,46733,2017-12-08,27
2017120826,47032,2017-12-08,26
2017120825,47043,2017-12-08,25
2017120824,46840,2017-12-08,24
2017120823,46687,2017-12-08,23
2017120822,46598,2017-12-08,22
2017120821,46199,2017-12-08,21
2017120820,45803,2017-12-08,20
2017120819,45417,2017-12-08,19
2017120818,45030,2017-12-08,18
2017120817,44765,2017-12-08,17
2017120816,44051,2017-12-08,16
2017120815,42830,2017-12-08,15
2017120814,37232,2017-12-08,14
2017120813,32415,2017-12-08,13
2017120812,29520,2017-12-08,12
2017120811,28456,2017-12-08,11
2017120810,27731,2017-12-08,10
2017120809,27605,2017-12-08,9
2017120808,27635,2017-12-08,8
2017120807,27500,2017-12-08,7
2017120806,27386,2017-12-08,6
2017120805,27413,2017-12-08,5
2017120804,27567,2017-12-08,4
2017120803,27637,2017-12-08,3
2017120802,27621,2017-12-08,2
2017120801,27736,2017-12-08,1
2017120948,30122,2017-12-09,48
2017120947,32645,2017-12-09,47
2017120946,36550,2017-12-09,46
2017120945,38302,2017-12-09,45
2017120944,39562,2017-12-09,44
2017120943,40565,2017-12-09,43
2017120942,42355,2017-12-09,42
2017120941,43833,2017-12-09,41
2017120940,44421,2017-12-09,40
2017120939,44667,2017-12-09,39
2017120938,44953,2017-12-09,38
2017120937,45141,2017-12-09,37
2017120936,45321,2017-12-09,36
2017120935,45485,2017-12-09,35
2017120934,45571,2017-12-09,34
2017120933,45804,2017-12-09,33
2017120932,45525,2017-12-09,32
2017120931,45148,2017-12-09,31
2017120930,44329,2017-12-09,30
2017120929,44266,2017-12-09,29
2017120928,44621,2017-12-09,28
2017120927,44840,2017-12-09,27
2017120926,45104,2017-12-09,26
2017120925,45137,2017-12-09,25
2017120924,45370,2017-12-09,24
2017120923,45296,2017-12-09,23
2017120922,45106,2017-12-09,22
2017120921,44914,2017-12-09,21
2017120920,44714,2017-12-09,20
2017120919,44142,2017-12-09,19
2017120918,42519,2017-12-09,18
2017120917,41366,2017-12-09,17
2017120916,39088,2017-12-09,16
2017120915,38054,2017-12-09,15
2017120914,35413,2017-12-09,14
2017120913,33424,2017-12-09,13
2017120912,32477,2017-12-09,12
2017120911,32340,2017-12-09,11
2017120910,32096,2017-12-09,10
2017120909,32079,2017-12-09,9
2017120908,32322,2017-12-09,8
2017120907,32530,2017-12-09,7
2017120906,32848,2017-12-09,6
2017120905,33185,2017-12-09,5
2017120904,33664,2017-12-09,4
2017120903,33772,2017-12-09,3
2017120902,33905,2017-12-09,2
2017120901,34035,2017-12-09,1
2017121048,29863,2017-12-10,48
2017121047,32385,2017-12-10,47
2017121046,36381,2017-12-10,46
2017121045,37176,2017-12-10,45
2017121044,37949,2017-12-10,44
2017121043,38919,2017-12-10,43
2017121042,40007,2017-12-10,42
2017121041,41760,2017-12-10,41
2017121040,43373,2017-12-10,40
2017121039,44057,2017-12-10,39
2017121038,44445,2017-12-10,38
2017121037,44654,2017-12-10,37
2017121036,44798,2017-12-10,36
2017121035,44909,2017-12-10,35
2017121034,44935,2017-12-10,34
2017121033,44806,2017-12-10,33
2017121032,43483,2017-12-10,32
2017121031,42132,2017-12-10,31
2017121030,41323,2017-12-10,30
2017121029,41326,2017-12-10,29
2017121028,41690,2017-12-10,28
2017121027,41951,2017-12-10,27
2017121026,42284,2017-12-10,26
2017121025,42448,2017-12-10,25
2017121024,42452,2017-12-10,24
2017121023,41804,2017-12-10,23
2017121022,41045,2017-12-10,22
2017121021,39938,2017-12-10,21
2017121020,38777,2017-12-10,20
2017121019,37544,2017-12-10,19
2017121018,35598,2017-12-10,18
2017121017,33850,2017-12-10,17
2017121016,32015,2017-12-10,16
2017121015,30924,2017-12-10,15
2017121014,29343,2017-12-10,14
2017121013,27891,2017-12-10,13
2017121012,27112,2017-12-10,12
2017121011,26557,2017-12-10,11
2017121010,26724,2017-12-10,10
2017121009,27307,2017-12-10,9
2017121008,27854,2017-12-10,8
2017121007,27909,2017-12-10,7
2017121006,27978,2017-12-10,6
2017121005,28603,2017-12-10,5
2017121004,29221,2017-12-10,4
2017121003,29461,2017-12-10,3
2017121002,29924,2017-12-10,2
2017121001,30467,2017-12-10,1
2017121148,30222,2017-12-11,48
2017121147,33198,2017-12-11,47
2017121146,38075,2017-12-11,46
2017121145,39818,2017-12-11,45
2017121144,41320,2017-12-11,44
2017121143,42567,2017-12-11,43
2017121142,44580,2017-12-11,42
2017121141,46770,2017-12-11,41
2017121140,48702,2017-12-11,40
2017121139,49433,2017-12-11,39
2017121138,49678,2017-12-11,38
2017121137,49750,2017-12-11,37
2017121136,50178,2017-12-11,36
2017121135,50262,2017-12-11,35
2017121134,50075,2017-12-11,34
2017121133,50078,2017-12-11,33
2017121132,49836,2017-12-11,32
2017121131,49791,2017-12-11,31
2017121130,49697,2017-12-11,30
2017121129,49640,2017-12-11,29
2017121128,49640,2017-12-11,28
2017121127,49501,2017-12-11,27
2017121126,49390,2017-12-11,26
2017121125,49285,2017-12-11,25
2017121124,49180,2017-12-11,24
2017121123,48960,2017-12-11,23
2017121122,48815,2017-12-11,22
2017121121,48484,2017-12-11,21
2017121120,48064,2017-12-11,20
2017121119,47564,2017-12-11,19
2017121118,47138,2017-12-11,18
2017121117,46825,2017-12-11,17
2017121116,45624,2017-12-11,16
2017121115,43948,2017-12-11,15
2017121114,39450,2017-12-11,14
2017121113,35195,2017-12-11,13
2017121112,32159,2017-12-11,12
2017121111,30996,2017-12-11,11
2017121110,30167,2017-12-11,10
2017121109,29206,2017-12-11,9
2017121108,28859,2017-12-11,8
2017121107,28827,2017-12-11,7
2017121106,28745,2017-12-11,6
2017121105,29042,2017-12-11,5
2017121104,29662,2017-12-11,4
2017121103,29651,2017-12-11,3
2017121102,29614,2017-12-11,2
2017121101,29383,2017-12-11,1
2017121248,36433,2017-12-12,48
2017121247,39826,2017-12-12,47
2017121246,44077,2017-12-12,46
2017121245,44911,2017-12-12,45
2017121244,45563,2017-12-12,44
2017121243,47988,2017-12-12,43
2017121242,51043,2017-12-12,42
2017121241,52217,2017-12-12,41
2017121240,53013,2017-12-12,40
2017121239,53729,2017-12-12,39
2017121238,54169,2017-12-12,38
2017121237,53866,2017-12-12,37
2017121236,53493,2017-12-12,36
2017121235,53046,2017-12-12,35
2017121234,52386,2017-12-12,34
2017121233,52054,2017-12-12,33
2017121232,51120,2017-12-12,32
2017121231,50998,2017-12-12,31
2017121230,51209,2017-12-12,30
2017121229,51177,2017-12-12,29
2017121228,51173,2017-12-12,28
2017121227,51056,2017-12-12,27
2017121226,50894,2017-12-12,26
2017121225,50435,2017-12-12,25
2017121224,50178,2017-12-12,24
2017121223,49776,2017-12-12,23
2017121222,49479,2017-12-12,22
2017121221,48962,2017-12-12,21
2017121220,48489,2017-12-12,20
2017121219,48111,2017-12-12,19
2017121218,47773,2017-12-12,18
2017121217,47749,2017-12-12,17
2017121216,47490,2017-12-12,16
2017121215,46883,2017-12-12,15
2017121214,42823,2017-12-12,14
2017121213,38229,2017-12-12,13
2017121212,34958,2017-12-12,12
2017121211,33564,2017-12-12,11
2017121210,31840,2017-12-12,10
2017121209,31296,2017-12-12,9
2017121208,31345,2017-12-12,8
2017121207,31492,2017-12-12,7
2017121206,31677,2017-12-12,6
2017121205,31914,2017-12-12,5
2017121204,32088,2017-12-12,4
2017121203,32324,2017-12-12,3
2017121202,32447,2017-12-12,2
2017121201,32987,2017-12-12,1
2017121348,34612,2017-12-13,48
2017121347,37036,2017-12-13,47
2017121346,39921,2017-12-13,46
2017121345,40520,2017-12-13,45
2017121344,41427,2017-12-13,44
2017121343,42722,2017-12-13,43
2017121342,45025,2017-12-13,42
2017121341,46069,2017-12-13,41
2017121340,46801,2017-12-13,40
2017121339,47840,2017-12-13,39
2017121338,48624,2017-12-13,38
2017121337,49227,2017-12-13,37
2017121336,49605,2017-12-13,36
2017121335,49399,2017-12-13,35
2017121334,49078,2017-12-13,34
2017121333,49168,2017-12-13,33
2017121332,48745,2017-12-13,32
2017121331,48698,2017-12-13,31
2017121330,48558,2017-12-13,30
2017121329,48534,2017-12-13,29
2017121328,48535,2017-12-13,28
2017121327,48593,2017-12-13,27
2017121326,48698,2017-12-13,26
2017121325,48695,2017-12-13,25
2017121324,48528,2017-12-13,24
2017121323,48423,2017-12-13,23
2017121322,48387,2017-12-13,22
2017121321,47609,2017-12-13,21
2017121320,47442,2017-12-13,20
2017121319,47141,2017-12-13,19
2017121318,46937,2017-12-13,18
2017121317,46852,2017-12-13,17
2017121316,46154,2017-12-13,16
2017121315,44172,2017-12-13,15
2017121314,39815,2017-12-13,14
2017121313,36200,2017-12-13,13
2017121312,33802,2017-12-13,12
2017121311,32861,2017-12-13,11
2017121310,31188,2017-12-13,10
2017121309,30260,2017-12-13,9
2017121308,30351,2017-12-13,8
2017121307,30556,2017-12-13,7
2017121306,30827,2017-12-13,6
2017121305,31561,2017-12-13,5
2017121304,32446,2017-12-13,4
2017121303,32483,2017-12-13,3
2017121302,32511,2017-12-13,2
2017121301,32755,2017-12-13,1
2017121448,31095,2017-12-14,48
2017121447,34206,2017-12-14,47
2017121446,37519,2017-12-14,46
2017121445,38088,2017-12-14,45
2017121444,39501,2017-12-14,44
2017121443,41869,2017-12-14,43
2017121442,44374,2017-12-14,42
2017121441,45740,2017-12-14,41
2017121440,46770,2017-12-14,40
2017121439,46999,2017-12-14,39
2017121438,47278,2017-12-14,38
2017121437,47420,2017-12-14,37
2017121436,47598,2017-12-14,36
2017121435,47789,2017-12-14,35
2017121434,47780,2017-12-14,34
2017121433,48136,2017-12-14,33
2017121432,47605,2017-12-14,32
2017121431,47549,2017-12-14,31
2017121430,47015,2017-12-14,30
2017121429,46971,2017-12-14,29
2017121428,47362,2017-12-14,28
2017121427,47408,2017-12-14,27
2017121426,47626,2017-12-14,26
2017121425,47805,2017-12-14,25
2017121424,47998,2017-12-14,24
2017121423,47959,2017-12-14,23
2017121422,47940,2017-12-14,22
2017121421,47766,2017-12-14,21
2017121420,47643,2017-12-14,20
2017121419,47506,2017-12-14,19
2017121418,47336,2017-12-14,18
2017121417,46967,2017-12-14,17
2017121416,45955,2017-12-14,16
2017121415,43516,2017-12-14,15
2017121414,37647,2017-12-14,14
2017121413,33164,2017-12-14,13
2017121412,31215,2017-12-14,12
2017121411,30114,2017-12-14,11
2017121410,29000,2017-12-14,10
2017121409,28705,2017-12-14,9
2017121408,28702,2017-12-14,8
2017121407,28879,2017-12-14,7
2017121406,29131,2017-12-14,6
2017121405,29132,2017-12-14,5
2017121404,29142,2017-12-14,4
2017121403,29201,2017-12-14,3
2017121402,29236,2017-12-14,2
2017121401,29243,2017-12-14,1
2017121548,33920,2017-12-15,48
2017121547,36481,2017-12-15,47
2017121546,39649,2017-12-15,46
2017121545,39824,2017-12-15,45
2017121544,40245,2017-12-15,44
2017121543,41724,2017-12-15,43
2017121542,43726,2017-12-15,42
2017121541,44598,2017-12-15,41
2017121540,45779,2017-12-15,40
2017121539,47605,2017-12-15,39
2017121538,49130,2017-12-15,38
2017121537,49605,2017-12-15,37
2017121536,49756,2017-12-15,36
2017121535,49737,2017-12-15,35
2017121534,49487,2017-12-15,34
2017121533,49460,2017-12-15,33
2017121532,48930,2017-12-15,32
2017121531,48728,2017-12-15,31
2017121530,48363,2017-12-15,30
2017121529,48407,2017-12-15,29
2017121528,48602,2017-12-15,28
2017121527,48574,2017-12-15,27
2017121526,48615,2017-12-15,26
2017121525,48534,2017-12-15,25
2017121524,48474,2017-12-15,24
2017121523,48274,2017-12-15,23
2017121522,48083,2017-12-15,22
2017121521,47739,2017-12-15,21
2017121520,47467,2017-12-15,20
2017121519,47203,2017-12-15,19
2017121518,46955,2017-12-15,18
2017121517,46716,2017-12-15,17
2017121516,45933,2017-12-15,16
2017121515,44070,2017-12-15,15
2017121514,39935,2017-12-15,14
2017121513,35986,2017-12-15,13
2017121512,31894,2017-12-15,12
2017121511,30705,2017-12-15,11
2017121510,30376,2017-12-15,10
2017121509,30053,2017-12-15,9
2017121508,30357,2017-12-15,8
2017121507,30284,2017-12-15,7
2017121506,30625,2017-12-15,6
2017121505,30777,2017-12-15,5
2017121504,31186,2017-12-15,4
2017121503,31023,2017-12-15,3
2017121502,30932,2017-12-15,2
2017121501,31225,2017-12-15,1
2017121648,29536,2017-12-16,48
2017121647,31082,2017-12-16,47
2017121646,33501,2017-12-16,46
2017121645,34769,2017-12-16,45
2017121644,36429,2017-12-16,44
2017121643,37779,2017-12-16,43
2017121642,38990,2017-12-16,42
2017121641,40225,2017-12-16,41
2017121640,41399,2017-12-16,40
2017121639,42223,2017-12-16,39
2017121638,43477,2017-12-16,38
2017121637,43751,2017-12-16,37
2017121636,43838,2017-12-16,36
2017121635,43817,2017-12-16,35
2017121634,43772,2017-12-16,34
2017121633,43560,2017-12-16,33
2017121632,43045,2017-12-16,32
2017121631,42661,2017-12-16,31
2017121630,41945,2017-12-16,30
2017121629,41297,2017-12-16,29
2017121628,41017,2017-12-16,28
2017121627,40998,2017-12-16,27
2017121626,41221,2017-12-16,26
2017121625,41251,2017-12-16,25
2017121624,41418,2017-12-16,24
2017121623,41315,2017-12-16,23
2017121622,41363,2017-12-16,22
2017121621,41091,2017-12-16,21
2017121620,40821,2017-12-16,20
2017121619,40492,2017-12-16,19
2017121618,39444,2017-12-16,18
2017121617,37608,2017-12-16,17
2017121616,36531,2017-12-16,16
2017121615,35513,2017-12-16,15
2017121614,33608,2017-12-16,14
2017121613,31197,2017-12-16,13
2017121612,29918,2017-12-16,12
2017121611,29706,2017-12-16,11
2017121610,29634,2017-12-16,10
2017121609,29730,2017-12-16,9
2017121608,29913,2017-12-16,8
2017121607,30226,2017-12-16,7
2017121606,30342,2017-12-16,6
2017121605,30469,2017-12-16,5
2017121604,30612,2017-12-16,4
2017121603,30740,2017-12-16,3
2017121602,31127,2017-12-16,2
2017121601,31414,2017-12-16,1
2017121748,29023,2017-12-17,48
2017121747,30740,2017-12-17,47
2017121746,35146,2017-12-17,46
2017121745,37492,2017-12-17,45
2017121744,38313,2017-12-17,44
2017121743,39751,2017-12-17,43
2017121742,41248,2017-12-17,42
2017121741,41926,2017-12-17,41
2017121740,42451,2017-12-17,40
2017121739,43028,2017-12-17,39
2017121738,43492,2017-12-17,38
2017121737,43806,2017-12-17,37
2017121736,44160,2017-12-17,36
2017121735,44335,2017-12-17,35
2017121734,44213,2017-12-17,34
2017121733,43955,2017-12-17,33
2017121732,42870,2017-12-17,32
2017121731,41852,2017-12-17,31
2017121730,40974,2017-12-17,30
2017121729,40785,2017-12-17,29
2017121728,40637,2017-12-17,28
2017121727,40319,2017-12-17,27
2017121726,40163,2017-12-17,26
2017121725,39888,2017-12-17,25
2017121724,39691,2017-12-17,24
2017121723,39306,2017-12-17,23
2017121722,38466,2017-12-17,22
