,settlementDate,settlementPeriod,solar,wind_off,wind_on
2016101138,10/11/2016,38,131,1837.094,2935.321
2016101137,10/11/2016,37,391,1837.094,2935.321
2016101136,10/11/2016,36,651,1664.683,2885.593
2016101135,10/11/2016,35,1012,1664.683,2885.593
2016101134,10/11/2016,34,1373,1507.372,2851.922
2016101133,10/11/2016,33,1716,1507.372,2851.922
2016101132,10/11/2016,32,2058,1327.593,2755.832
2016101131,10/11/2016,31,2380,1327.593,2755.832
2016101130,10/11/2016,30,2702,1195.476,2681.996
2016101129,10/11/2016,29,2942,1195.476,2681.996
2016101128,10/11/2016,28,3181,1082.461,2598.612
2016101127,10/11/2016,27,3217,1082.461,2598.612
2016101126,10/11/2016,26,3252,1003.33,2512.69
2016101125,10/11/2016,25,3081,1003.33,2512.69
2016101124,10/11/2016,24,2909,935.132,2417.977
2016101123,10/11/2016,23,2633,935.132,2417.977
2016101122,10/11/2016,22,2356,883.863,2255.83
2016101121,10/11/2016,21,2015,883.863,2255.83
2016101120,10/11/2016,20,1674,826.419,2195.602
2016101119,10/11/2016,19,1282,826.419,2195.602
2016101118,10/11/2016,18,890,753.85,2122.133
2016101117,10/11/2016,17,561,753.85,2122.133
2016101116,10/11/2016,16,232,703.729,2003.588
2016101115,10/11/2016,15,116,703.729,2003.588
2016101114,10/11/2016,14,0,660.83,1926.518
2016101113,10/11/2016,13,0,660.83,1926.518
2016101112,10/11/2016,12,0,642.537,1843.466
2016101111,10/11/2016,11,0,642.537,1843.466
2016101110,10/11/2016,10,0,655.086,1784.242
2016101109,10/11/2016,9,0,655.086,1784.242
2016101108,10/11/2016,8,0,691.92,1714.497
2016101107,10/11/2016,7,0,691.92,1714.497
2016101106,10/11/2016,6,0,792.93,1681.005
2016101105,10/11/2016,5,0,792.93,1681.005
2016101104,10/11/2016,4,0,876.868,1657.876
2016101103,10/11/2016,3,0,876.868,1657.876
2016101102,10/11/2016,2,0,687.094,1418.475
2016101101,10/11/2016,1,0,687.094,1418.475
2016101248,10/12/2016,48,0,2714.542,2632.545
2016101247,10/12/2016,47,0,2714.542,2632.545
2016101246,10/12/2016,46,0,2821.412,2692.872
2016101245,10/12/2016,45,0,2821.412,2692.872
2016101244,10/12/2016,44,0,2839.944,2652.084
2016101243,10/12/2016,43,0,2839.944,2652.084
2016101242,10/12/2016,42,0,2856.796,2625.026
2016101241,10/12/2016,41,0,2856.796,2625.026
2016101240,10/12/2016,40,0,2913.645,2509.176
2016101239,10/12/2016,39,102,2913.645,2509.176
2016101238,10/12/2016,38,102,2807.365,2551.631
2016101237,10/12/2016,37,560,2807.365,2551.631
2016101236,10/12/2016,36,560,2696.438,2582.528
2016101235,10/12/2016,35,1222,2696.438,2582.528
2016101234,10/12/2016,34,1222,2580.808,2649.716
2016101233,10/12/2016,33,1806,2580.808,2649.716
2016101232,10/12/2016,32,1806,2483.309,2654.803
2016101231,10/12/2016,31,2292,2483.309,2654.803
2016101230,10/12/2016,30,2292,2396.515,2645.309
2016101229,10/12/2016,29,2610,2396.515,2645.309
2016101228,10/12/2016,28,2610,2264.856,2660.414
2016101227,10/12/2016,27,2560,2264.856,2660.414
2016101226,10/12/2016,26,2560,2253.368,2513.553
2016101225,10/12/2016,25,2163,2253.368,2513.553
2016101224,10/12/2016,24,2163,2255.483,2347.608
2016101223,10/12/2016,23,1640,2255.483,2347.608
2016101222,10/12/2016,22,1640,2318.968,2116.339
2016101221,10/12/2016,21,1112,2318.968,2116.339
2016101220,10/12/2016,20,1112,2225.723,2113.722
2016101219,10/12/2016,19,579,2225.723,2113.722
2016101218,10/12/2016,18,579,2178.315,2106.499
2016101217,10/12/2016,17,146,2178.315,2106.499
2016101216,10/12/2016,16,146,2051.139,2063.611
2016101215,10/12/2016,15,0,2051.139,2063.611
2016101214,10/12/2016,14,0,1969.344,2116.368
2016101213,10/12/2016,13,0,1969.344,2116.368
2016101212,10/12/2016,12,0,1876.404,2099.185
2016101211,10/12/2016,11,0,1876.404,2099.185
2016101210,10/12/2016,10,0,1786.343,2113.283
2016101209,10/12/2016,9,0,1786.343,2113.283
2016101208,10/12/2016,8,0,1717.41,2162.306
2016101207,10/12/2016,7,0,1717.41,2162.306
2016101206,10/12/2016,6,0,1658.13,2230.878
2016101205,10/12/2016,5,0,1658.13,2230.878
2016101204,10/12/2016,4,0,1614.735,2327.693
2016101203,10/12/2016,3,0,1614.735,2327.693
2016101202,10/12/2016,2,0,1780.874,2598.428
2016101201,10/12/2016,1,0,1780.874,2598.428
2016101348,10/13/2016,48,0,2801.899,3266.497
2016101347,10/13/2016,47,0,2801.899,3266.497
2016101346,10/13/2016,46,0,2988.057,3395.172
2016101345,10/13/2016,45,0,2988.057,3395.172
2016101344,10/13/2016,44,0,3107.128,3513.612
2016101343,10/13/2016,43,0,3107.128,3513.612
2016101342,10/13/2016,42,0,3215.327,3635.715
2016101341,10/13/2016,41,0,3215.327,3635.715
2016101340,10/13/2016,40,0,3289.606,3561.342
2016101339,10/13/2016,39,50,3289.606,3561.342
2016101338,10/13/2016,38,99,3278.833,3608.646
2016101337,10/13/2016,37,337,3278.833,3608.646
2016101336,10/13/2016,36,574,3266.076,3681.33
2016101335,10/13/2016,35,924,3266.076,3681.33
2016101334,10/13/2016,34,1274,3253.533,3740.493
2016101333,10/13/2016,33,1580,3253.533,3740.493
2016101332,10/13/2016,32,1886,3214.301,3707.235
2016101331,10/13/2016,31,2137,3214.301,3707.235
2016101330,10/13/2016,30,2388,3171.24,3670.565
2016101329,10/13/2016,29,2552,3171.24,3670.565
2016101328,10/13/2016,28,2715,3094.218,3589.754
2016101327,10/13/2016,27,2700,3094.218,3589.754
2016101326,10/13/2016,26,2684,3004.937,3416.809
2016101325,10/13/2016,25,2497,3004.937,3416.809
2016101324,10/13/2016,24,2309,2940.888,3211.794
2016101323,10/13/2016,23,2047,2940.888,3211.794
2016101322,10/13/2016,22,1784,2917.905,2889.855
2016101321,10/13/2016,21,1502,2917.905,2889.855
2016101320,10/13/2016,20,1219,2877.697,2742.246
2016101319,10/13/2016,19,922,2877.697,2742.246
2016101318,10/13/2016,18,624,2835.589,2607.74
2016101317,10/13/2016,17,388,2835.589,2607.74
2016101316,10/13/2016,16,151,2775.233,2442.07
2016101315,10/13/2016,15,76,2775.233,2442.07
2016101314,10/13/2016,14,0,2637.411,2374.319
2016101313,10/13/2016,13,0,2637.411,2374.319
2016101312,10/13/2016,12,0,2478.234,2278.243
2016101311,10/13/2016,11,0,2478.234,2278.243
2016101310,10/13/2016,10,0,2361.533,2233.459
2016101309,10/13/2016,9,0,2361.533,2233.459
2016101308,10/13/2016,8,0,2266.272,2251.027
2016101307,10/13/2016,7,0,2266.272,2251.027
2016101306,10/13/2016,6,0,2229.881,2271.38
2016101305,10/13/2016,5,0,2229.881,2271.38
2016101304,10/13/2016,4,0,2213.155,2265.378
2016101303,10/13/2016,3,0,2213.155,2265.378
2016101302,10/13/2016,2,0,2611.927,2577.581
2016101301,10/13/2016,1,0,2611.927,2577.581
2016101448,10/14/2016,48,0,1269.358,3311.047
2016101447,10/14/2016,47,0,1269.358,3311.047
2016101446,10/14/2016,46,0,1498.258,3393.202
2016101445,10/14/2016,45,0,1498.258,3393.202
2016101444,10/14/2016,44,0,1636.769,3439.505
2016101443,10/14/2016,43,0,1636.769,3439.505
2016101442,10/14/2016,42,0,1774.068,3474.59
2016101441,10/14/2016,41,0,1774.068,3474.59
2016101440,10/14/2016,40,0,1749.598,3285.257
2016101439,10/14/2016,39,65,1749.598,3285.257
2016101438,10/14/2016,38,65,1743.025,3246.401
2016101437,10/14/2016,37,434,1743.025,3246.401
2016101436,10/14/2016,36,434,1712.893,3227.075
2016101435,10/14/2016,35,998,1712.893,3227.075
2016101434,10/14/2016,34,998,1692.195,3223.042
2016101433,10/14/2016,33,1532,1692.195,3223.042
2016101432,10/14/2016,32,1532,1613.686,2941.119
2016101431,10/14/2016,31,2032,1613.686,2941.119
2016101430,10/14/2016,30,2032,1643.209,2969.102
2016101429,10/14/2016,29,2406,1643.209,2969.102
2016101428,10/14/2016,28,2406,1646.347,3013.169
2016101427,10/14/2016,27,2414,1646.347,3013.169
2016101426,10/14/2016,26,2414,1914.847,3355.724
2016101425,10/14/2016,25,2061,1914.847,3355.724
2016101424,10/14/2016,24,2061,2052.494,3334.031
2016101423,10/14/2016,23,1579,2052.494,3334.031
2016101422,10/14/2016,22,1579,2185.383,3162.923
2016101421,10/14/2016,21,1073,2185.383,3162.923
2016101420,10/14/2016,20,1073,2224.154,3082.071
2016101419,10/14/2016,19,549,2224.154,3082.071
2016101418,10/14/2016,18,549,2198.852,2997.484
2016101417,10/14/2016,17,132,2198.852,2997.484
2016101416,10/14/2016,16,132,2185.067,2930.22
2016101415,10/14/2016,15,0,2185.067,2930.22
2016101414,10/14/2016,14,0,2132.801,2814.104
2016101413,10/14/2016,13,0,2132.801,2814.104
2016101412,10/14/2016,12,0,2106.625,2735.553
2016101411,10/14/2016,11,0,2106.625,2735.553
2016101410,10/14/2016,10,0,2117.902,2647.251
2016101409,10/14/2016,9,0,2117.902,2647.251
2016101408,10/14/2016,8,0,2167.686,2677.41
2016101407,10/14/2016,7,0,2167.686,2677.41
2016101406,10/14/2016,6,0,2225.033,2708.886
2016101405,10/14/2016,5,0,2225.033,2708.886
2016101404,10/14/2016,4,0,2272.631,2746.237
2016101403,10/14/2016,3,0,2272.631,2746.237
2016101402,10/14/2016,2,0,2597.675,3136.238
2016101401,10/14/2016,1,0,2597.675,3136.238
2016101548,10/15/2016,48,0,2722.12,2073.7
2016101547,10/15/2016,47,0,2722.12,2073.7
2016101546,10/15/2016,46,0,2738.582,2008.931
2016101545,10/15/2016,45,0,2738.582,2008.931
2016101544,10/15/2016,44,0,2535.638,2063.445
2016101543,10/15/2016,43,0,2535.638,2063.445
2016101542,10/15/2016,42,0,2299.981,2119.378
2016101541,10/15/2016,41,0,2299.981,2119.378
2016101540,10/15/2016,40,0,1822.6,2199.406
2016101539,10/15/2016,39,22,1822.6,2199.406
2016101538,10/15/2016,38,44,1668.246,2339.165
2016101537,10/15/2016,37,244,1668.246,2339.165
2016101536,10/15/2016,36,443,1556.21,2476.192
2016101535,10/15/2016,35,776,1556.21,2476.192
2016101534,10/15/2016,34,1108,1458.534,2601.511
2016101533,10/15/2016,33,1435,1458.534,2601.511
2016101532,10/15/2016,32,1761,1445.925,2737.366
2016101531,10/15/2016,31,2082,1445.925,2737.366
2016101530,10/15/2016,30,2403,1423.929,2889.406
2016101529,10/15/2016,29,2653,1423.929,2889.406
2016101528,10/15/2016,28,2902,1349.764,3044.446
2016101527,10/15/2016,27,2910,1349.764,3044.446
2016101526,10/15/2016,26,2918,1199.537,3158.259
2016101525,10/15/2016,25,2685,1199.537,3158.259
2016101524,10/15/2016,24,2452,1050.226,3274.331
2016101523,10/15/2016,23,2144,1050.226,3274.331
2016101522,10/15/2016,22,1836,982.431,3310.801
2016101521,10/15/2016,21,1528,982.431,3310.801
2016101520,10/15/2016,20,1220,809.887,3311.171
2016101519,10/15/2016,19,914,809.887,3311.171
2016101518,10/15/2016,18,607,680.767,3305.382
2016101517,10/15/2016,17,372,680.767,3305.382
2016101516,10/15/2016,16,137,631.649,3257.666
2016101515,10/15/2016,15,69,631.649,3257.666
2016101514,10/15/2016,14,0,641.856,3172.816
2016101513,10/15/2016,13,0,641.856,3172.816
2016101512,10/15/2016,12,0,675.37,3053.934
2016101511,10/15/2016,11,0,675.37,3053.934
2016101510,10/15/2016,10,0,707.139,2953.925
2016101509,10/15/2016,9,0,707.139,2953.925
2016101508,10/15/2016,8,0,740.934,2865.026
2016101507,10/15/2016,7,0,740.934,2865.026
2016101506,10/15/2016,6,0,789.367,2843.811
2016101505,10/15/2016,5,0,789.367,2843.811
2016101504,10/15/2016,4,0,857.01,2863.08
2016101503,10/15/2016,3,0,857.01,2863.08
2016101502,10/15/2016,2,0,1059.572,3230.551
2016101501,10/15/2016,1,0,1059.572,3230.551
2016101648,10/16/2016,48,0,2454.806,4677.634
2016101647,10/16/2016,47,0,2454.806,4677.634
2016101646,10/16/2016,46,0,2599.86,4677.001
2016101645,10/16/2016,45,0,2599.86,4677.001
2016101644,10/16/2016,44,0,2810.935,4689.499
2016101643,10/16/2016,43,0,2810.935,4689.499
2016101642,10/16/2016,42,0,3019.368,4709.008
2016101641,10/16/2016,41,0,3019.368,4709.008
2016101640,10/16/2016,40,0,3142.782,4559.506
2016101639,10/16/2016,39,31,3142.782,4559.506
2016101638,10/16/2016,38,62,3287.795,4644.215
2016101637,10/16/2016,37,311,3287.795,4644.215
2016101636,10/16/2016,36,559,3403.022,4736.836
2016101635,10/16/2016,35,964,3403.022,4736.836
2016101634,10/16/2016,34,1369,3524.326,4798.778
2016101633,10/16/2016,33,1664,3524.326,4798.778
2016101632,10/16/2016,32,1959,3593.469,4779.378
2016101631,10/16/2016,31,2111,3593.469,4779.378
2016101630,10/16/2016,30,2263,3657.22,4715.734
2016101629,10/16/2016,29,2289,3657.22,4715.734
2016101628,10/16/2016,28,2315,3700.079,4645.51
2016101627,10/16/2016,27,2197,3700.079,4645.51
2016101626,10/16/2016,26,2079,3595.073,4420.28
2016101625,10/16/2016,25,1852,3595.073,4420.28
2016101624,10/16/2016,24,1624,3449.971,4102.64
2016101623,10/16/2016,23,1365,3449.971,4102.64
2016101622,10/16/2016,22,1106,3240.807,3711.71
2016101621,10/16/2016,21,895,3240.807,3711.71
2016101620,10/16/2016,20,683,2984.481,3549.999
2016101619,10/16/2016,19,507,2984.481,3549.999
2016101618,10/16/2016,18,330,2728.015,3361.419
2016101617,10/16/2016,17,200,2728.015,3361.419
2016101616,10/16/2016,16,70,2456.221,3139.18
2016101615,10/16/2016,15,35,2456.221,3139.18
2016101614,10/16/2016,14,0,2264.775,2918.98
2016101613,10/16/2016,13,0,2264.775,2918.98
2016101612,10/16/2016,12,0,2098.29,2727.939
2016101611,10/16/2016,11,0,2098.29,2727.939
2016101610,10/16/2016,10,0,1976.377,2539.665
2016101609,10/16/2016,9,0,1976.377,2539.665
2016101608,10/16/2016,8,0,2081.246,2406.707
2016101607,10/16/2016,7,0,2081.246,2406.707
2016101606,10/16/2016,6,0,2262.819,2282.041
2016101605,10/16/2016,5,0,2262.819,2282.041
2016101604,10/16/2016,4,0,2408.902,2127.281
2016101603,10/16/2016,3,0,2408.902,2127.281
2016101602,10/16/2016,2,0,2680.855,2138.266
2016101601,10/16/2016,1,0,2680.855,2138.266
2016101748,10/17/2016,48,0,2271.253,3447.782
2016101747,10/17/2016,47,0,2271.253,3447.782
2016101746,10/17/2016,46,0,2165.307,3395.948
2016101745,10/17/2016,45,0,2165.307,3395.948
2016101744,10/17/2016,44,0,2073.948,3361.187
2016101743,10/17/2016,43,0,2073.948,3361.187
2016101742,10/17/2016,42,0,1979.807,3324.17
2016101741,10/17/2016,41,0,1979.807,3324.17
2016101740,10/17/2016,40,0,1831.501,3122.979
2016101739,10/17/2016,39,21,1831.501,3122.979
2016101738,10/17/2016,38,42,1830.243,3343.879
2016101737,10/17/2016,37,288,1830.243,3343.879
2016101736,10/17/2016,36,534,1849.906,3557.484
2016101735,10/17/2016,35,957,1849.906,3557.484
2016101734,10/17/2016,34,1379,1896.942,3797.04
2016101733,10/17/2016,33,1765,1896.942,3797.04
2016101732,10/17/2016,32,2151,1973.659,3940.45
2016101731,10/17/2016,31,2491,1973.659,3940.45
2016101730,10/17/2016,30,2830,2035.905,4061.396
2016101729,10/17/2016,29,3068,2035.905,4061.396
2016101728,10/17/2016,28,3306,2081.877,4132.255
2016101727,10/17/2016,27,3323,2081.877,4132.255
2016101726,10/17/2016,26,3339,2074.896,4104.909
2016101725,10/17/2016,25,3134,2074.896,4104.909
2016101724,10/17/2016,24,2929,2065.841,3984.322
2016101723,10/17/2016,23,2619,2065.841,3984.322
2016101722,10/17/2016,22,2308,2063.875,3756.996
2016101721,10/17/2016,21,1945,2063.875,3756.996
2016101720,10/17/2016,20,1581,2075.002,3807.131
2016101719,10/17/2016,19,1174,2075.002,3807.131
2016101718,10/17/2016,18,767,2078.833,3862.405
2016101717,10/17/2016,17,465,2078.833,3862.405
2016101716,10/17/2016,16,162,2099.504,3885.278
2016101715,10/17/2016,15,81,2099.504,3885.278
2016101714,10/17/2016,14,0,2103.177,4007.44
2016101713,10/17/2016,13,0,2103.177,4007.44
2016101712,10/17/2016,12,0,2091.729,4159.478
2016101711,10/17/2016,11,0,2091.729,4159.478
2016101710,10/17/2016,10,0,2081.636,4249.405
2016101709,10/17/2016,9,0,2081.636,4249.405
2016101708,10/17/2016,8,0,2115.653,4310.427
2016101707,10/17/2016,7,0,2115.653,4310.427
2016101706,10/17/2016,6,0,2171.136,4367.338
2016101705,10/17/2016,5,0,2171.136,4367.338
2016101704,10/17/2016,4,0,2165.605,4443.004
2016101703,10/17/2016,3,0,2165.605,4443.004
2016101702,10/17/2016,2,0,2324.401,4674.255
2016101701,10/17/2016,1,0,2324.401,4674.255
2016101848,10/18/2016,48,0,3713.584,3520.336
2016101847,10/18/2016,47,0,3713.584,3520.336
2016101846,10/18/2016,46,0,3759.173,3648.767
2016101845,10/18/2016,45,0,3759.173,3648.767
2016101844,10/18/2016,44,0,3769.155,3703.844
2016101843,10/18/2016,43,0,3769.155,3703.844
2016101842,10/18/2016,42,0,3760.571,3753.383
2016101841,10/18/2016,41,0,3760.571,3753.383
2016101840,10/18/2016,40,0,3711.42,3621.405
2016101839,10/18/2016,39,17,3711.42,3621.405
2016101838,10/18/2016,38,34,3665.904,3680.196
2016101837,10/18/2016,37,272,3665.904,3680.196
2016101836,10/18/2016,36,509,3605.53,3740.303
2016101835,10/18/2016,35,927,3605.53,3740.303
2016101834,10/18/2016,34,1344,3550.935,3804.128
2016101833,10/18/2016,33,1714,3550.935,3804.128
2016101832,10/18/2016,32,2083,3566.119,3741.805
2016101831,10/18/2016,31,2385,3566.119,3741.805
2016101830,10/18/2016,30,2687,3582.933,3647.659
2016101829,10/18/2016,29,2882,3582.933,3647.659
2016101828,10/18/2016,28,3077,3582.432,3399.432
2016101827,10/18/2016,27,3031,3582.432,3399.432
2016101826,10/18/2016,26,2984,3616.25,3348.168
2016101825,10/18/2016,25,2709,3616.25,3348.168
2016101824,10/18/2016,24,2434,3616.565,3191.962
2016101823,10/18/2016,23,2093,3616.565,3191.962
2016101822,10/18/2016,22,1751,3515.294,2968.331
2016101821,10/18/2016,21,1433,3515.294,2968.331
2016101820,10/18/2016,20,1115,3417.813,3023.523
2016101819,10/18/2016,19,815,3417.813,3023.523
2016101818,10/18/2016,18,515,3253.206,3058.251
2016101817,10/18/2016,17,306,3253.206,3058.251
2016101816,10/18/2016,16,96,3033.451,3054.698
2016101815,10/18/2016,15,48,3033.451,3054.698
2016101814,10/18/2016,14,0,2852.398,3114.157
2016101813,10/18/2016,13,0,2852.398,3114.157
2016101812,10/18/2016,12,0,2712.416,3201.194
2016101811,10/18/2016,11,0,2712.416,3201.194
2016101810,10/18/2016,10,0,2632.32,3323.046
2016101809,10/18/2016,9,0,2632.32,3323.046
2016101808,10/18/2016,8,0,2573.93,3549.789
2016101807,10/18/2016,7,0,2573.93,3549.789
2016101806,10/18/2016,6,0,2536.179,3831.532
2016101805,10/18/2016,5,0,2536.179,3831.532
2016101804,10/18/2016,4,0,2445.713,3916.186
2016101803,10/18/2016,3,0,2445.713,3916.186
2016101802,10/18/2016,2,0,2365.06,3498.006
2016101801,10/18/2016,1,0,2365.06,3498.006
2016101948,10/19/2016,48,0,2096.982,934.926
2016101947,10/19/2016,47,0,2096.982,934.926
2016101946,10/19/2016,46,0,2177.845,1001.001
2016101945,10/19/2016,45,0,2177.845,1001.001
2016101944,10/19/2016,44,0,2329.222,1066.912
2016101943,10/19/2016,43,0,2329.222,1066.912
2016101942,10/19/2016,42,0,2454.11,1134.935
2016101941,10/19/2016,41,0,2454.11,1134.935
2016101940,10/19/2016,40,0,2566.013,1182.611
2016101939,10/19/2016,39,11,2566.013,1182.611
2016101938,10/19/2016,38,21,2636.732,1320.313
2016101937,10/19/2016,37,222,2636.732,1320.313
2016101936,10/19/2016,36,422,2695.824,1488.564
2016101935,10/19/2016,35,783,2695.824,1488.564
2016101934,10/19/2016,34,1144,2731.46,1676.714
2016101933,10/19/2016,33,1488,2731.46,1676.714
2016101932,10/19/2016,32,1831,2775.443,1785.915
2016101931,10/19/2016,31,2146,2775.443,1785.915
2016101930,10/19/2016,30,2460,2811.196,1892.624
2016101929,10/19/2016,29,2690,2811.196,1892.624
2016101928,10/19/2016,28,2919,2841.194,1995.796
2016101927,10/19/2016,27,2945,2841.194,1995.796
2016101926,10/19/2016,26,2971,2915.136,2072.425
2016101925,10/19/2016,25,2791,2915.136,2072.425
2016101924,10/19/2016,24,2611,3016.718,2100.287
2016101923,10/19/2016,23,2332,3016.718,2100.287
2016101922,10/19/2016,22,2053,3253.637,2163.149
2016101921,10/19/2016,21,1722,3253.637,2163.149
2016101920,10/19/2016,20,1390,3374.761,2331.626
2016101919,10/19/2016,19,1016,3374.761,2331.626
2016101918,10/19/2016,18,642,3454.426,2473.733
2016101917,10/19/2016,17,380,3454.426,2473.733
2016101916,10/19/2016,16,117,3538.588,2599.746
2016101915,10/19/2016,15,59,3538.588,2599.746
2016101914,10/19/2016,14,0,3603.677,2774.661
2016101913,10/19/2016,13,0,3603.677,2774.661
2016101912,10/19/2016,12,0,3643.252,2912.774
2016101911,10/19/2016,11,0,3643.252,2912.774
2016101910,10/19/2016,10,0,3686.736,3035.335
2016101909,10/19/2016,9,0,3686.736,3035.335
2016101908,10/19/2016,8,0,3683.617,3140.976
2016101907,10/19/2016,7,0,3683.617,3140.976
2016101906,10/19/2016,6,0,3687.224,3238.898
2016101905,10/19/2016,5,0,3687.224,3238.898
2016101904,10/19/2016,4,0,3698.214,3327.21
2016101903,10/19/2016,3,0,3698.214,3327.21
2016101902,10/19/2016,2,0,3653.424,3386.942
2016101901,10/19/2016,1,0,3653.424,3386.942
2016102048,10/20/2016,48,0,2071.501,487.759
2016102047,10/20/2016,47,0,2071.501,487.759
2016102046,10/20/2016,46,0,2153.714,489.992
2016102045,10/20/2016,45,0,2153.714,489.992
2016102044,10/20/2016,44,0,2224.954,501.351
2016102043,10/20/2016,43,0,2224.954,501.351
2016102042,10/20/2016,42,0,2288.79,506.43
2016102041,10/20/2016,41,0,2288.79,506.43
2016102040,10/20/2016,40,0,2331.419,529.013
2016102039,10/20/2016,39,16,2331.419,529.013
2016102038,10/20/2016,38,16,2337.951,557.187
2016102037,10/20/2016,37,399,2337.951,557.187
2016102036,10/20/2016,36,399,2343.293,582.659
2016102035,10/20/2016,35,1108,2343.293,582.659
2016102034,10/20/2016,34,1108,2352.579,615.154
2016102033,10/20/2016,33,1756,2352.579,615.154
2016102032,10/20/2016,32,1756,2355.299,643.223
2016102031,10/20/2016,31,2294,2355.299,643.223
2016102030,10/20/2016,30,2294,2356.568,663.839
2016102029,10/20/2016,29,2651,2356.568,663.839
2016102028,10/20/2016,28,2651,2329.359,686.462
2016102027,10/20/2016,27,2622,2329.359,686.462
2016102026,10/20/2016,26,2622,2324.45,706.579
2016102025,10/20/2016,25,2220,2324.45,706.579
2016102024,10/20/2016,24,2220,2306.752,701.537
2016102023,10/20/2016,23,1673,2306.752,701.537
2016102022,10/20/2016,22,1673,2319.746,716.199
2016102021,10/20/2016,21,1097,2319.746,716.199
2016102020,10/20/2016,20,1097,2265.909,698.114
2016102019,10/20/2016,19,498,2265.909,698.114
2016102018,10/20/2016,18,498,2219.923,690.83
2016102017,10/20/2016,17,87,2219.923,690.83
2016102016,10/20/2016,16,87,2128.085,701.908
2016102015,10/20/2016,15,0,2128.085,701.908
2016102014,10/20/2016,14,0,2063.775,719.403
2016102013,10/20/2016,13,0,2063.775,719.403
2016102012,10/20/2016,12,0,1934.347,727.963
2016102011,10/20/2016,11,0,1934.347,727.963
2016102010,10/20/2016,10,0,1905.078,755.036
2016102009,10/20/2016,9,0,1905.078,755.036
2016102008,10/20/2016,8,0,1876.22,792.647
2016102007,10/20/2016,7,0,1876.22,792.647
2016102006,10/20/2016,6,0,1822.048,804.918
2016102005,10/20/2016,5,0,1822.048,804.918
2016102004,10/20/2016,4,0,1805.036,827.97
2016102003,10/20/2016,3,0,1805.036,827.97
2016102002,10/20/2016,2,0,2021.443,875.778
2016102001,10/20/2016,1,0,2021.443,875.778
2016102148,10/21/2016,48,0,829.516,685.428
2016102147,10/21/2016,47,0,829.516,685.428
2016102146,10/21/2016,46,0,813.352,656.182
2016102145,10/21/2016,45,0,813.352,656.182
2016102144,10/21/2016,44,0,829.174,636.334
2016102143,10/21/2016,43,0,829.174,636.334
2016102142,10/21/2016,42,0,852.717,613.748
2016102141,10/21/2016,41,0,852.717,613.748
2016102140,10/21/2016,40,0,777.909,597.922
2016102139,10/21/2016,39,13,777.909,597.922
2016102138,10/21/2016,38,13,765.763,592.973
2016102137,10/21/2016,37,376,765.763,592.973
2016102136,10/21/2016,36,376,757.387,587.808
2016102135,10/21/2016,35,1057,757.387,587.808
2016102134,10/21/2016,34,1057,741.724,586.723
2016102133,10/21/2016,33,1674,741.724,586.723
2016102132,10/21/2016,32,1674,702.642,561.557
2016102131,10/21/2016,31,2173,702.642,561.557
2016102130,10/21/2016,30,2173,713.143,564.853
2016102129,10/21/2016,29,2492,713.143,564.853
2016102128,10/21/2016,28,2492,679.71,566.337
2016102127,10/21/2016,27,2448,679.71,566.337
2016102126,10/21/2016,26,2448,802.718,591.444
2016102125,10/21/2016,25,2063,802.718,591.444
2016102124,10/21/2016,24,2063,894.248,576.369
2016102123,10/21/2016,23,1541,894.248,576.369
2016102122,10/21/2016,22,1541,1073.816,623.27
2016102121,10/21/2016,21,1002,1073.816,623.27
2016102120,10/21/2016,20,1002,1177.18,582.73
2016102119,10/21/2016,19,446,1177.18,582.73
2016102118,10/21/2016,18,446,1282.721,552.416
2016102117,10/21/2016,17,72,1282.721,552.416
2016102116,10/21/2016,16,72,1412.558,549.44
2016102115,10/21/2016,15,0,1412.558,549.44
2016102114,10/21/2016,14,0,1502.005,547.254
2016102113,10/21/2016,13,0,1502.005,547.254
2016102112,10/21/2016,12,0,1543.319,539.45
2016102111,10/21/2016,11,0,1543.319,539.45
2016102110,10/21/2016,10,0,1600.515,550.508
2016102109,10/21/2016,9,0,1600.515,550.508
2016102108,10/21/2016,8,0,1693.296,553.651
2016102107,10/21/2016,7,0,1693.296,553.651
2016102106,10/21/2016,6,0,1772.764,546.39
2016102105,10/21/2016,5,0,1772.764,546.39
2016102104,10/21/2016,4,0,1907.905,548.444
2016102103,10/21/2016,3,0,1907.905,548.444
2016102102,10/21/2016,2,0,1978.668,486.025
2016102101,10/21/2016,1,0,1978.668,486.025
2016102248,10/22/2016,48,0,985.83,2025.988
2016102247,10/22/2016,47,0,985.83,2025.988
2016102246,10/22/2016,46,0,956.463,2018.545
2016102245,10/22/2016,45,0,956.463,2018.545
2016102244,10/22/2016,44,0,956.462,1969.954
2016102243,10/22/2016,43,0,956.462,1969.954
2016102242,10/22/2016,42,0,954.792,1921.311
2016102241,10/22/2016,41,0,954.792,1921.311
2016102240,10/22/2016,40,0,957.36,1727.547
2016102239,10/22/2016,39,8,957.36,1727.547
2016102238,10/22/2016,38,8,869.89,1649.912
2016102237,10/22/2016,37,376,869.89,1649.912
2016102236,10/22/2016,36,376,806.386,1580.906
2016102235,10/22/2016,35,1091,806.386,1580.906
2016102234,10/22/2016,34,1091,756.398,1543.508
2016102233,10/22/2016,33,1769,756.398,1543.508
2016102232,10/22/2016,32,1769,736.587,1478.008
2016102231,10/22/2016,31,2346,736.587,1478.008
2016102230,10/22/2016,30,2346,747.701,1425.933
