,settlementDate,settlementPeriod,solar,wind_off,wind_on
2016102229,10/22/2016,29,2736,747.701,1425.933
2016102228,10/22/2016,28,2736,771.824,1396.963
2016102227,10/22/2016,27,2712,771.824,1396.963
2016102226,10/22/2016,26,2712,818.086,1315.659
2016102225,10/22/2016,25,2287,818.086,1315.659
2016102224,10/22/2016,24,2287,886.795,1232.199
2016102223,10/22/2016,23,1709,886.795,1232.199
2016102222,10/22/2016,22,1709,931.375,1190.8
2016102221,10/22/2016,21,1106,931.375,1190.8
2016102220,10/22/2016,20,1106,897.9,1166.968
2016102219,10/22/2016,19,483,897.9,1166.968
2016102218,10/22/2016,18,483,876.679,1105.48
2016102217,10/22/2016,17,72,876.679,1105.48
2016102216,10/22/2016,16,72,905.52,1044.954
2016102215,10/22/2016,15,0,905.52,1044.954
2016102214,10/22/2016,14,0,914.397,986.223
2016102213,10/22/2016,13,0,914.397,986.223
2016102212,10/22/2016,12,0,895.007,949.595
2016102211,10/22/2016,11,0,895.007,949.595
2016102210,10/22/2016,10,0,935.109,935.412
2016102209,10/22/2016,9,0,935.109,935.412
2016102208,10/22/2016,8,0,905.624,915.609
2016102207,10/22/2016,7,0,905.624,915.609
2016102206,10/22/2016,6,0,860.097,888.098
2016102205,10/22/2016,5,0,860.097,888.098
2016102204,10/22/2016,4,0,804.584,861.152
2016102203,10/22/2016,3,0,804.584,861.152
2016102202,10/22/2016,2,0,845.077,720.235
2016102201,10/22/2016,1,0,845.077,720.235
2016102348,10/23/2016,48,0,1442.345,2457.909
2016102347,10/23/2016,47,0,1442.345,2457.909
2016102346,10/23/2016,46,0,1687.48,2628.971
2016102345,10/23/2016,45,0,1687.48,2628.971
2016102344,10/23/2016,44,0,1800.762,2725.579
2016102343,10/23/2016,43,0,1800.762,2725.579
2016102342,10/23/2016,42,0,1904.449,2825.48
2016102341,10/23/2016,41,0,1904.449,2825.48
2016102340,10/23/2016,40,0,1888.271,2803.799
2016102339,10/23/2016,39,2,1888.271,2803.799
2016102338,10/23/2016,38,4,1733.237,2830.771
2016102337,10/23/2016,37,182,1733.237,2830.771
2016102336,10/23/2016,36,359,1588.424,2870.911
2016102335,10/23/2016,35,713,1588.424,2870.911
2016102334,10/23/2016,34,1067,1467.533,2929.469
2016102333,10/23/2016,33,1403,1467.533,2929.469
2016102332,10/23/2016,32,1739,1396.077,2997.24
2016102331,10/23/2016,31,2017,1396.077,2997.24
2016102330,10/23/2016,30,2294,1330.549,3062.488
2016102329,10/23/2016,29,2477,1330.549,3062.488
2016102328,10/23/2016,28,2659,1277.337,3052.762
2016102327,10/23/2016,27,2630,1277.337,3052.762
2016102326,10/23/2016,26,2600,1341.495,2972.96
2016102325,10/23/2016,25,2372,1341.495,2972.96
2016102324,10/23/2016,24,2143,1410.057,2825.178
2016102323,10/23/2016,23,1848,1410.057,2825.178
2016102322,10/23/2016,22,1552,1398.427,2532.111
2016102321,10/23/2016,21,1264,1398.427,2532.111
2016102320,10/23/2016,20,975,1503.546,2545.179
2016102319,10/23/2016,19,692,1503.546,2545.179
2016102318,10/23/2016,18,408,1603.445,2500.685
2016102317,10/23/2016,17,229,1603.445,2500.685
2016102316,10/23/2016,16,50,1695.789,2362.557
2016102315,10/23/2016,15,25,1695.789,2362.557
2016102314,10/23/2016,14,0,1632.472,2261.396
2016102313,10/23/2016,13,0,1632.472,2261.396
2016102312,10/23/2016,12,0,1587.583,2141.875
2016102311,10/23/2016,11,0,1587.583,2141.875
2016102310,10/23/2016,10,0,1566.359,2010.963
2016102309,10/23/2016,9,0,1566.359,2010.963
2016102308,10/23/2016,8,0,1490.917,1943.475
2016102307,10/23/2016,7,0,1490.917,1943.475
2016102306,10/23/2016,6,0,1321.116,1912.972
2016102305,10/23/2016,5,0,1321.116,1912.972
2016102304,10/23/2016,4,0,1179.233,1878.283
2016102303,10/23/2016,3,0,1179.233,1878.283
2016102302,10/23/2016,2,0,1031.575,2042.945
2016102301,10/23/2016,1,0,1031.575,2042.945
2016102448,10/24/2016,48,0,300.949,587.017
2016102447,10/24/2016,47,0,300.949,587.017
2016102446,10/24/2016,46,0,328.752,627.36
2016102445,10/24/2016,45,0,328.752,627.36
2016102444,10/24/2016,44,0,360.684,677.474
2016102443,10/24/2016,43,0,360.684,677.474
2016102442,10/24/2016,42,0,396.611,734.44
2016102441,10/24/2016,41,0,396.611,734.44
2016102440,10/24/2016,40,0,415.508,795.51
2016102439,10/24/2016,39,2,415.508,795.51
2016102438,10/24/2016,38,3,410.347,852.337
2016102437,10/24/2016,37,111,410.347,852.337
2016102436,10/24/2016,36,219,402.638,914.63
2016102435,10/24/2016,35,438,402.638,914.63
2016102434,10/24/2016,34,657,393.523,994.081
2016102433,10/24/2016,33,863,393.523,994.081
2016102432,10/24/2016,32,1068,443.027,1104.8
2016102431,10/24/2016,31,1226,443.027,1104.8
2016102430,10/24/2016,30,1384,506.745,1230.503
2016102429,10/24/2016,29,1480,506.745,1230.503
2016102428,10/24/2016,28,1575,599.502,1355.905
2016102427,10/24/2016,27,1554,599.502,1355.905
2016102426,10/24/2016,26,1532,730.693,1410.286
2016102425,10/24/2016,25,1402,730.693,1410.286
2016102424,10/24/2016,24,1272,895.201,1445.11
2016102423,10/24/2016,23,1101,895.201,1445.11
2016102422,10/24/2016,22,929,1109.221,1375.103
2016102421,10/24/2016,21,756,1109.221,1375.103
2016102420,10/24/2016,20,583,1249.946,1449.797
2016102419,10/24/2016,19,408,1249.946,1449.797
2016102418,10/24/2016,18,233,1369.455,1512.175
2016102417,10/24/2016,17,128,1369.455,1512.175
2016102416,10/24/2016,16,22,1413.14,1589.437
2016102415,10/24/2016,15,11,1413.14,1589.437
2016102414,10/24/2016,14,0,1382.696,1623.007
2016102413,10/24/2016,13,0,1382.696,1623.007
2016102412,10/24/2016,12,0,1336.695,1646.17
2016102411,10/24/2016,11,0,1336.695,1646.17
2016102410,10/24/2016,10,0,1322.569,1656.082
2016102409,10/24/2016,9,0,1322.569,1656.082
2016102408,10/24/2016,8,0,1338.263,1703.493
2016102407,10/24/2016,7,0,1338.263,1703.493
2016102406,10/24/2016,6,0,1353.678,1749.184
2016102405,10/24/2016,5,0,1353.678,1749.184
2016102404,10/24/2016,4,0,1418.846,1821.4
2016102403,10/24/2016,3,0,1418.846,1821.4
2016102402,10/24/2016,2,0,1206.443,2290.571
2016102401,10/24/2016,1,0,1206.443,2290.571
2016102548,10/25/2016,48,0,424.726,2263.794
2016102547,10/25/2016,47,0,424.726,2263.794
2016102546,10/25/2016,46,0,365.534,2070.973
2016102545,10/25/2016,45,0,365.534,2070.973
2016102544,10/25/2016,44,0,321.717,1891.412
2016102543,10/25/2016,43,0,321.717,1891.412
2016102542,10/25/2016,42,0,283.185,1714.402
2016102541,10/25/2016,41,0,283.185,1714.402
2016102540,10/25/2016,40,0,270.153,1585.816
2016102539,10/25/2016,39,1,270.153,1585.816
2016102538,10/25/2016,38,2,237.038,1481.882
2016102537,10/25/2016,37,150,237.038,1481.882
2016102536,10/25/2016,36,297,209.757,1376.616
2016102535,10/25/2016,35,605,209.757,1376.616
2016102534,10/25/2016,34,913,188.096,1287.688
2016102533,10/25/2016,33,1209,188.096,1287.688
2016102532,10/25/2016,32,1504,169.566,1151.523
2016102531,10/25/2016,31,1734,169.566,1151.523
2016102530,10/25/2016,30,1964,156.134,1024.857
2016102529,10/25/2016,29,2106,156.134,1024.857
2016102528,10/25/2016,28,2247,147.917,920.578
2016102527,10/25/2016,27,2228,147.917,920.578
2016102526,10/25/2016,26,2209,145.822,814.013
2016102525,10/25/2016,25,2039,145.822,814.013
2016102524,10/25/2016,24,1869,147.991,727.345
2016102523,10/25/2016,23,1632,147.991,727.345
2016102522,10/25/2016,22,1395,161.202,697.949
2016102521,10/25/2016,21,1141,161.202,697.949
2016102520,10/25/2016,20,887,170.283,616.647
2016102519,10/25/2016,19,621,170.283,616.647
2016102518,10/25/2016,18,354,177.846,562.88
2016102517,10/25/2016,17,194,177.846,562.88
2016102516,10/25/2016,16,33,187.471,545.852
2016102515,10/25/2016,15,17,187.471,545.852
2016102514,10/25/2016,14,0,188.318,525.35
2016102513,10/25/2016,13,0,188.318,525.35
2016102512,10/25/2016,12,0,189.841,514.953
2016102511,10/25/2016,11,0,189.841,514.953
2016102510,10/25/2016,10,0,195.034,508.88
2016102509,10/25/2016,9,0,195.034,508.88
2016102508,10/25/2016,8,0,202.396,515.771
2016102507,10/25/2016,7,0,202.396,515.771
2016102506,10/25/2016,6,0,217.831,531.69
2016102505,10/25/2016,5,0,217.831,531.69
2016102504,10/25/2016,4,0,231.703,559.553
2016102503,10/25/2016,3,0,231.703,559.553
2016102502,10/25/2016,2,0,275.741,543.17
2016102501,10/25/2016,1,0,275.741,543.17
2016102648,10/26/2016,48,0,1203.764,2365.695
2016102647,10/26/2016,47,0,1203.764,2365.695
2016102646,10/26/2016,46,0,1306.149,2412.755
2016102645,10/26/2016,45,0,1306.149,2412.755
2016102644,10/26/2016,44,0,1427.73,2732.569
2016102643,10/26/2016,43,0,1427.73,2732.569
2016102642,10/26/2016,42,0,1546.855,3069.58
2016102641,10/26/2016,41,0,1546.855,3069.58
2016102640,10/26/2016,40,0,1636.368,3380.367
2016102639,10/26/2016,39,1,1636.368,3380.367
2016102638,10/26/2016,38,1,1717.046,3715.386
2016102637,10/26/2016,37,144,1717.046,3715.386
2016102636,10/26/2016,36,287,1820.787,4046.955
2016102635,10/26/2016,35,595,1820.787,4046.955
2016102634,10/26/2016,34,903,1909.339,4356.101
2016102633,10/26/2016,33,1186,1909.339,4356.101
2016102632,10/26/2016,32,1468,1885.107,4381.285
2016102631,10/26/2016,31,1657,1885.107,4381.285
2016102630,10/26/2016,30,1846,1856.455,4384.372
2016102629,10/26/2016,29,1935,1856.455,4384.372
2016102628,10/26/2016,28,2024,1781.357,4337.211
2016102627,10/26/2016,27,1954,1781.357,4337.211
2016102626,10/26/2016,26,1883,1575.091,4118.996
2016102625,10/26/2016,25,1676,1575.091,4118.996
2016102624,10/26/2016,24,1468,1359.349,3850.96
2016102623,10/26/2016,23,1227,1359.349,3850.96
2016102622,10/26/2016,22,986,1132.842,3516.046
2016102621,10/26/2016,21,781,1132.842,3516.046
2016102620,10/26/2016,20,576,1043.139,3381.909
2016102619,10/26/2016,19,400,1043.139,3381.909
2016102618,10/26/2016,18,223,938.494,3248.22
2016102617,10/26/2016,17,120,938.494,3248.22
2016102616,10/26/2016,16,17,860.455,3089.231
2016102615,10/26/2016,15,9,860.455,3089.231
2016102614,10/26/2016,14,0,828.914,2952.777
2016102613,10/26/2016,13,0,828.914,2952.777
2016102612,10/26/2016,12,0,807.474,2872.569
2016102611,10/26/2016,11,0,807.474,2872.569
2016102610,10/26/2016,10,0,781.519,2826.685
2016102609,10/26/2016,9,0,781.519,2826.685
2016102608,10/26/2016,8,0,745.605,2794.342
2016102607,10/26/2016,7,0,745.605,2794.342
2016102606,10/26/2016,6,0,697.76,2701.183
2016102605,10/26/2016,5,0,697.76,2701.183
2016102604,10/26/2016,4,0,650.502,2603.137
2016102603,10/26/2016,3,0,650.502,2603.137
2016102602,10/26/2016,2,0,486.734,2465.535
2016102601,10/26/2016,1,0,486.734,2465.535
2016102748,10/27/2016,48,0,2689.11,4058.624
2016102747,10/27/2016,47,0,2689.11,4058.624
2016102746,10/27/2016,46,0,2726.289,4269.38
2016102745,10/27/2016,45,0,2726.289,4269.38
2016102744,10/27/2016,44,0,2689.713,4411.308
2016102743,10/27/2016,43,0,2689.713,4411.308
2016102742,10/27/2016,42,0,2650.335,4545.194
2016102741,10/27/2016,41,0,2650.335,4545.194
2016102740,10/27/2016,40,0,2616.224,4653.868
2016102739,10/27/2016,39,0,2616.224,4653.868
2016102738,10/27/2016,38,0,2603.543,4794.402
2016102737,10/27/2016,37,216,2603.543,4794.402
2016102736,10/27/2016,36,216,2598.421,4942.337
2016102735,10/27/2016,35,686,2598.421,4942.337
2016102734,10/27/2016,34,686,2566.787,5081.484
2016102733,10/27/2016,33,1160,2566.787,5081.484
2016102732,10/27/2016,32,1160,2524.789,5118.314
2016102731,10/27/2016,31,1547,2524.789,5118.314
2016102730,10/27/2016,30,1547,2477.458,5167.403
2016102729,10/27/2016,29,1797,2477.458,5167.403
2016102728,10/27/2016,28,1797,2424.312,5210.351
2016102727,10/27/2016,27,1774,2424.312,5210.351
2016102726,10/27/2016,26,1774,2323.556,5126.903
2016102725,10/27/2016,25,1491,2323.556,5126.903
2016102724,10/27/2016,24,1491,2191.758,4984.931
2016102723,10/27/2016,23,1100,2191.758,4984.931
2016102722,10/27/2016,22,1100,1933.614,4610.857
2016102721,10/27/2016,21,688,1933.614,4610.857
2016102720,10/27/2016,20,688,1769.068,4421.041
2016102719,10/27/2016,19,262,1769.068,4421.041
2016102718,10/27/2016,18,262,1587.022,4276.218
2016102717,10/27/2016,17,16,1587.022,4276.218
2016102716,10/27/2016,16,16,1361.011,3982.331
2016102715,10/27/2016,15,0,1361.011,3982.331
2016102714,10/27/2016,14,0,1139.286,3793.296
2016102713,10/27/2016,13,0,1139.286,3793.296
2016102712,10/27/2016,12,0,1026.684,3656.136
2016102711,10/27/2016,11,0,1026.684,3656.136
2016102710,10/27/2016,10,0,980.619,3476.199
2016102709,10/27/2016,9,0,980.619,3476.199
2016102708,10/27/2016,8,0,936.465,3257.245
2016102707,10/27/2016,7,0,936.465,3257.245
2016102706,10/27/2016,6,0,916.448,3019.021
2016102705,10/27/2016,5,0,916.448,3019.021
2016102704,10/27/2016,4,0,902.186,2754.953
2016102703,10/27/2016,3,0,902.186,2754.953
2016102702,10/27/2016,2,0,1108.341,2319.04
2016102701,10/27/2016,1,0,1108.341,2319.04
2016102848,10/28/2016,48,0,107.425,868.285
2016102847,10/28/2016,47,0,107.425,868.285
2016102846,10/28/2016,46,0,101.095,824.427
2016102845,10/28/2016,45,0,101.095,824.427
2016102844,10/28/2016,44,0,94.871,840.685
2016102843,10/28/2016,43,0,94.871,840.685
2016102842,10/28/2016,42,0,91.146,859.157
2016102841,10/28/2016,41,0,91.146,859.157
2016102840,10/28/2016,40,0,97.708,897.089
2016102839,10/28/2016,39,0,97.708,897.089
2016102838,10/28/2016,38,0,113.515,1029.125
2016102837,10/28/2016,37,84,113.515,1029.125
2016102836,10/28/2016,36,167,134.792,1180.459
2016102835,10/28/2016,35,356,134.792,1180.459
2016102834,10/28/2016,34,545,147.067,1247.333
2016102833,10/28/2016,33,749,147.067,1247.333
2016102832,10/28/2016,32,953,196.971,1359.996
2016102831,10/28/2016,31,1129,196.971,1359.996
2016102830,10/28/2016,30,1304,264.537,1480.686
2016102829,10/28/2016,29,1426,264.537,1480.686
2016102828,10/28/2016,28,1548,357.963,1602.558
2016102827,10/28/2016,27,1538,357.963,1602.558
2016102826,10/28/2016,26,1528,519.421,1792.535
2016102825,10/28/2016,25,1391,519.421,1792.535
2016102824,10/28/2016,24,1253,674.305,1850.714
2016102823,10/28/2016,23,1074,674.305,1850.714
2016102822,10/28/2016,22,895,862.709,1976.342
2016102821,10/28/2016,21,718,862.709,1976.342
2016102820,10/28/2016,20,541,1041.517,2190.398
2016102819,10/28/2016,19,370,1041.517,2190.398
2016102818,10/28/2016,18,198,1259.739,2447.501
2016102817,10/28/2016,17,104,1259.739,2447.501
2016102816,10/28/2016,16,9,1563.414,2763.04
2016102815,10/28/2016,15,5,1563.414,2763.04
2016102814,10/28/2016,14,0,1870.625,3078.79
2016102813,10/28/2016,13,0,1870.625,3078.79
2016102812,10/28/2016,12,0,2134.675,3348.173
2016102811,10/28/2016,11,0,2134.675,3348.173
2016102810,10/28/2016,10,0,2457.859,3614.708
2016102809,10/28/2016,9,0,2457.859,3614.708
2016102808,10/28/2016,8,0,2757.079,3855.857
2016102807,10/28/2016,7,0,2757.079,3855.857
2016102806,10/28/2016,6,0,2979.958,4101.069
2016102805,10/28/2016,5,0,2979.958,4101.069
2016102804,10/28/2016,4,0,3088.581,4331.029
2016102803,10/28/2016,3,0,3088.581,4331.029
2016102802,10/28/2016,2,0,2641.466,3858.271
2016102801,10/28/2016,1,0,2641.466,3858.271
2016102948,10/29/2016,48,0,148.382,784.2
2016102947,10/29/2016,47,0,148.382,784.2
2016102946,10/29/2016,46,0,148.58,794.951
2016102945,10/29/2016,45,0,148.58,794.951
2016102944,10/29/2016,44,0,142.919,801.69
2016102943,10/29/2016,43,0,142.919,801.69
2016102942,10/29/2016,42,0,137.951,805.903
2016102941,10/29/2016,41,0,137.951,805.903
2016102940,10/29/2016,40,0,143.446,821.915
2016102939,10/29/2016,39,0,143.446,821.915
2016102938,10/29/2016,38,0,148.461,846.409
2016102937,10/29/2016,37,75,148.461,846.409
2016102936,10/29/2016,36,150,154.714,881.407
2016102935,10/29/2016,35,327,154.714,881.407
2016102934,10/29/2016,34,503,160.498,921.575
2016102933,10/29/2016,33,688,160.498,921.575
2016102932,10/29/2016,32,873,186.425,952.896
2016102931,10/29/2016,31,1018,186.425,952.896
2016102930,10/29/2016,30,1162,204.578,986.559
2016102929,10/29/2016,29,1250,204.578,986.559
2016102928,10/29/2016,28,1338,216.702,1040.871
2016102927,10/29/2016,27,1310,216.702,1040.871
2016102926,10/29/2016,26,1282,209.94,989.938
2016102925,10/29/2016,25,1149,209.94,989.938
2016102924,10/29/2016,24,1015,199.589,949.227
2016102923,10/29/2016,23,853,199.589,949.227
2016102922,10/29/2016,22,690,189.029,953.05
2016102921,10/29/2016,21,545,189.029,953.05
2016102920,10/29/2016,20,400,181.594,933.846
2016102919,10/29/2016,19,273,181.594,933.846
2016102918,10/29/2016,18,145,162.529,901.571
2016102917,10/29/2016,17,75,162.529,901.571
2016102916,10/29/2016,16,5,153.542,897.3
2016102915,10/29/2016,15,3,153.542,897.3
2016102914,10/29/2016,14,0,147.349,857.792
2016102913,10/29/2016,13,0,147.349,857.792
2016102912,10/29/2016,12,0,139.657,816.234
2016102911,10/29/2016,11,0,139.657,816.234
2016102910,10/29/2016,10,0,125.811,829.863
2016102909,10/29/2016,9,0,125.811,829.863
2016102908,10/29/2016,8,0,113.288,837.792
2016102907,10/29/2016,7,0,113.288,837.792
2016102906,10/29/2016,6,0,105.586,871.217
2016102905,10/29/2016,5,0,105.586,871.217
2016102904,10/29/2016,4,0,97.569,906.109
2016102903,10/29/2016,3,0,97.569,906.109
2016102902,10/29/2016,2,0,115.621,909.589
2016102901,10/29/2016,1,0,115.621,909.589
2016103050,10/30/2016,50,0,219.666,595.217
2016103049,10/30/2016,49,0,219.666,595.217
2016103048,10/30/2016,48,0,208.847,588.618
2016103047,10/30/2016,47,0,208.847,588.618
2016103046,10/30/2016,46,0,199.198,577.192
2016103045,10/30/2016,45,0,199.198,577.192
2016103044,10/30/2016,44,0,175.617,589.309
2016103043,10/30/2016,43,0,175.617,589.309
2016103042,10/30/2016,42,0,154.002,601.119
2016103041,10/30/2016,41,0,154.002,601.119
2016103040,10/30/2016,40,0,132.37,595.633
2016103039,10/30/2016,39,0,132.37,595.633
2016103038,10/30/2016,38,0,111.936,611.45
2016103037,10/30/2016,37,81,111.936,611.45
2016103036,10/30/2016,36,161,94.38,621.48
2016103035,10/30/2016,35,351,94.38,621.48
2016103034,10/30/2016,34,540,82.37,640.526
2016103033,10/30/2016,33,741,82.37,640.526
2016103032,10/30/2016,32,942,82.663,664.838
2016103031,10/30/2016,31,1099,82.663,664.838
2016103030,10/30/2016,30,1255,83.942,700.291
2016103029,10/30/2016,29,1352,83.942,700.291
2016103028,10/30/2016,28,1448,83.593,743.429
2016103027,10/30/2016,27,1425,83.593,743.429
2016103026,10/30/2016,26,1401,83.171,747.895
2016103025,10/30/2016,25,1265,83.171,747.895
2016103024,10/30/2016,24,1129,82.55,757.434
2016103023,10/30/2016,23,960,82.55,757.434
2016103022,10/30/2016,22,790,91.499,850.275
2016103021,10/30/2016,21,629,91.499,850.275
2016103020,10/30/2016,20,467,91.896,843.356
2016103019,10/30/2016,19,317,91.896,843.356
2016103018,10/30/2016,18,167,92.312,835.857
2016103017,10/30/2016,17,87,92.312,835.857
2016103016,10/30/2016,16,6,91.855,842.206
2016103015,10/30/2016,15,3,91.855,842.206
2016103014,10/30/2016,14,0,95.79,854.89
2016103013,10/30/2016,13,0,95.79,854.89
2016103012,10/30/2016,12,0,103.252,856.744
2016103011,10/30/2016,11,0,103.252,856.744
2016103010,10/30/2016,10,0,113.392,893.241
2016103009,10/30/2016,9,0,113.392,893.241
2016103008,10/30/2016,8,0,120.665,921.039
2016103007,10/30/2016,7,0,120.665,921.039
2016103006,10/30/2016,6,0,127.65,928.463
2016103005,10/30/2016,5,0,127.65,928.463
2016103004,10/30/2016,4,0,133.24,950.783
2016103003,10/30/2016,3,0,133.24,950.783
2016103002,10/30/2016,2,0,148.5,771.283
2016103001,10/30/2016,1,0,148.5,771.283
2016103148,10/31/2016,48,0,190.863,1090.121
2016103147,10/31/2016,47,0,190.863,1090.121
2016103146,10/31/2016,46,0,176.461,1000.792
2016103145,10/31/2016,45,0,176.461,1000.792
2016103144,10/31/2016,44,0,162.959,925.061
2016103143,10/31/2016,43,0,162.959,925.061
2016103142,10/31/2016,42,0,143.448,867.288
2016103141,10/31/2016,41,0,143.448,867.288
2016103140,10/31/2016,40,0,127.233,824.247
2016103139,10/31/2016,39,0,127.233,824.247
2016103138,10/31/2016,38,0,117.472,784.05
2016103137,10/31/2016,37,0,117.472,784.05
2016103136,10/31/2016,36,0,107.454,767.2
2016103135,10/31/2016,35,132,107.454,767.2
2016103134,10/31/2016,34,263,95.161,756.793
2016103133,10/31/2016,33,584,95.161,756.793
2016103132,10/31/2016,32,904,82.228,747.667
2016103131,10/31/2016,31,1252,82.228,747.667
2016103130,10/31/2016,30,1600,95.232,730.376
2016103129,10/31/2016,29,1877,95.232,730.376
2016103128,10/31/2016,28,2153,102.074,705.675
2016103127,10/31/2016,27,2327,102.074,705.675
2016103126,10/31/2016,26,2500,114.067,695.676
2016103125,10/31/2016,25,2471,114.067,695.676
2016103124,10/31/2016,24,2441,117.749,676.61
