,Biomass,FossilGas,FossilHardCoal,FossilOil,HydroPumpedStorage,HydroRunOfRiver,Nuclear,OffWind,OnWind,Other,Solar,settlementDate,settlementPeriod
2017031603,0,9109,1827,0,0,654,7919,1462.732,3334.817,1969,0,3/16/2017,3
2017031602,0,8941,1962,0,0,654,7922,1553.475,3279.376,1909,0,3/16/2017,2
2017031601,0,8536,2320,0,0,685,7885,1556.106,3360.098,1917,0,3/16/2017,1
2017031748,0,5041,1569,0,0,819,7058,3386.378,4847.538,1990,0,3/17/2017,48
2017031747,0,5778,1768,0,18,778,7066,3393.104,4892.705,2088,0,3/17/2017,47
2017031746,0,6670,1973,0,300,831,7055,3403.402,4944.568,2086,0,3/17/2017,46
2017031745,0,7921,2301,0,300,957,7058,3401.845,5021.772,2092,0,3/17/2017,45
2017031744,0,8972,2851,0,338,1055,7058,3401.917,5009.773,2091,0,3/17/2017,44
2017031743,0,10760,3307,0,307,1077,7056,3396.404,4958.432,2086,0,3/17/2017,43
2017031742,0,12145,3377,0,390,1244,7051,3390.689,4786.594,2090,0,3/17/2017,42
2017031741,0,13384,3606,0,305,1242,7057,3392.972,4925.548,2087,0,3/17/2017,41
2017031740,0,14119,3745,0,810,1238,7043,3392.732,4905.054,2089,0,3/17/2017,40
2017031739,0,14938,3749,0,1243,1235,7044,3393.878,4911.312,2088,0,3/17/2017,39
2017031738,0,15606,3748,0,1283,1224,7036,3393.206,4896.472,2090,0,3/17/2017,38
2017031737,0,15501,3764,0,525,1222,7051,3360.464,4906.371,2087,0,3/17/2017,37
2017031736,0,14753,3801,0,462,1191,7038,3373.785,4947.828,2091,84,3/17/2017,36
2017031735,0,14243,3776,0,387,1075,7038,3315.665,4978.387,2085,193,3/17/2017,35
2017031734,0,13572,3544,0,306,1056,7042,3253.826,5101.862,2087,362,3/17/2017,34
2017031733,0,13202,3114,0,300,1053,7033,3170.998,5139.249,2087,570,3/17/2017,33
2017031732,0,12540,3034,0,300,1017,7051,3032.084,5159.302,2060,768,3/17/2017,32
2017031731,0,11924,2960,0,427,1034,7047,3018.535,5170.046,2088,940,3/17/2017,31
2017031730,0,12427,2747,0,300,1012,7043,2971.228,5276.637,2084,1310,3/17/2017,30
2017031729,0,12495,2662,0,310,982,7046,2950.599,5196.035,2085,1720,3/17/2017,29
2017031728,0,12374,2460,0,322,979,7049,2970.58,5256.391,2086,2150,3/17/2017,28
2017031727,0,12524,2434,0,324,980,7050,2936.482,5281.757,2086,2450,3/17/2017,27
2017031726,0,12817,2436,0,327,1170,7044,2777.117,5266.386,2089,2580,3/17/2017,26
2017031725,0,12887,2643,0,330,1127,7056,2707.237,5217.514,2092,5432,3/17/2017,25
2017031724,0,12395,2657,0,444,1118,7043,2584.391,5090.297,2096,5432,3/17/2017,24
2017031723,0,12302,2663,0,399,1111,7053,2685.115,5102.209,2103,5005,3/17/2017,23
2017031722,0,12314,2667,0,501,1138,7046,2667.429,5011.554,2102,5005,3/17/2017,22
2017031721,0,12211,2657,0,495,1113,7053,2637.376,5081.211,2079,4113,3/17/2017,21
2017031720,0,12546,2665,0,860,1113,7041,2678.413,4669.828,2111,4113,3/17/2017,20
2017031719,0,12611,2663,0,836,1113,7059,2679.285,4610.957,2109,2824,3/17/2017,19
2017031718,0,12776,2660,0,829,1139,7052,2532.263,4522.973,2107,2824,3/17/2017,18
2017031717,0,12675,2558,0,800,1139,7061,2627.129,4573.07,2112,1376,3/17/2017,17
2017031716,0,12565,2611,0,694,1141,7049,2501.032,4627.174,2085,1414,3/17/2017,16
2017031715,0,11080,2169,0,350,1050,7057,2573.342,4606.889,2097,346,3/17/2017,15
2017031714,0,8682,1909,0,0,711,7063,2585.397,4707.253,2090,346,3/17/2017,14
2017031713,0,7688,1723,0,0,705,7060,2493.24,4608.396,2094,0,3/17/2017,13
2017031712,0,6740,1657,0,0,654,7050,2452.085,4579.949,2099,0,3/17/2017,12
2017031711,0,5744,1766,0,0,661,7059,2254.301,4566.54,2096,0,3/17/2017,11
2017031710,0,5475,1615,0,0,631,7057,2175.449,4455.676,2103,0,3/17/2017,10
2017031709,0,5769,1538,0,0,637,7049,2076.511,4331.005,2107,0,3/17/2017,9
2017031708,0,6210,1622,0,0,599,7041,1975.28,4367.13,2109,0,3/17/2017,8
2017031707,0,6312,1634,0,0,603,7043,2129.421,4391.122,2109,0,3/17/2017,7
2017031706,0,6485,1700,0,0,604,7035,2128.823,4382.126,2102,0,3/17/2017,6
2017031705,0,6596,1697,0,0,607,7031,2380.799,4523.694,2098,0,3/17/2017,5
2017031704,0,7155,1718,0,0,605,7026,2347.803,4667.416,2105,0,3/17/2017,4
2017031703,0,7722,1923,0,0,603,7032,2422.877,4701.199,2109,0,3/17/2017,3
2017031702,0,7210,1869,0,0,728,7036,2573.93,4691.715,2108,0,3/17/2017,2
2017031701,0,6553,2025,0,0,731,7034,2465.02,4724.819,2110,0,3/17/2017,1
2017031848,0,7590,1336,0,0,1055,7044,3194.162,4002.031,2110,0,3/18/2017,48
2017031847,0,7912,1576,0,185,921,7047,3132.427,3764.537,2099,0,3/18/2017,47
2017031846,0,8135,1446,0,278,1015,7049,3260.164,3406.312,2110,0,3/18/2017,46
2017031845,0,10160,1493,0,301,1059,7045,3063.448,3279.521,2109,0,3/18/2017,45
2017031844,0,11057,1753,0,304,1120,7051,2994.418,3020.838,2108,0,3/18/2017,44
2017031843,0,12590,1899,0,348,1144,7051,3035.466,2950.995,2112,0,3/18/2017,43
2017031842,0,13707,2246,0,800,1162,7050,2930.705,2762.629,2111,0,3/18/2017,42
2017031841,0,15240,2360,0,791,1195,7051,2635.054,2679.297,2112,0,3/18/2017,41
2017031840,0,15854,2734,0,1304,1271,7053,2344.413,2636.76,2112,0,3/18/2017,40
2017031839,0,16198,2918,0,1860,1273,7040,2248.602,2611.258,2111,0,3/18/2017,39
2017031838,0,16177,2920,0,1536,1273,7049,2347.608,2633.408,2108,0,3/18/2017,38
2017031837,0,15906,2836,0,891,1232,7044,2333.311,2663.724,2103,0,3/18/2017,37
2017031836,0,15633,2552,0,510,1154,7055,2175.549,2769.666,2112,102,3/18/2017,36
2017031835,0,14889,2135,0,369,1107,7051,2040.663,2838.625,2109,257,3/18/2017,35
2017031834,0,13628,1884,0,316,1084,7052,2084.056,3168.584,2109,470,3/18/2017,34
2017031833,0,13142,1836,0,314,1076,7057,2003.907,3229.183,2109,670,3/18/2017,33
2017031832,0,12163,1703,0,384,1109,7040,2135.841,3457.478,2098,965,3/18/2017,32
2017031831,0,11625,1653,0,317,1089,7057,2210.124,3744.775,2089,1190,3/18/2017,31
2017031830,0,11767,1642,0,421,1167,7050,2016.94,3877.639,2094,1260,3/18/2017,30
2017031829,0,11787,1640,0,373,1086,7051,2129.047,3872.743,2104,2986,3/18/2017,29
2017031828,0,11626,1640,0,398,1071,7057,2525.658,3911.875,2102,1550,3/18/2017,28
2017031827,0,11506,1638,0,305,1071,7062,2804.244,3777.247,2091,1820,3/18/2017,27
2017031826,0,11759,1641,0,364,1070,7051,2730.612,3766.561,2086,2030,3/18/2017,26
2017031825,0,11966,1639,0,317,1068,7062,2733.075,3657.245,2083,2190,3/18/2017,25
2017031824,0,12287,1641,0,343,1050,7056,2790.592,3408.622,2088,2160,3/18/2017,24
2017031823,0,12487,1641,0,304,1062,7053,2893.313,3178.737,2109,2150,3/18/2017,23
2017031822,0,12518,1641,0,316,1227,7050,2962.535,2965.156,2107,2080,3/18/2017,22
2017031821,0,12272,1589,0,574,1223,7043,2961.185,2929.664,2107,2010,3/18/2017,21
2017031820,0,11770,1641,0,1311,1195,7047,2959.802,2784.13,2104,1860,3/18/2017,20
2017031819,0,11282,1641,0,1167,1109,7052,2977.377,2713.155,2107,1570,3/18/2017,19
2017031818,0,10600,1641,0,678,1152,7047,2988.367,2732.05,2107,1220,3/18/2017,18
2017031817,0,9359,1627,0,301,1034,7056,2986.752,2808.776,2109,882,3/18/2017,17
2017031816,0,8499,1643,0,312,1034,7059,3024.645,2860.807,2108,522,3/18/2017,16
2017031815,0,7021,1823,0,148,1017,7047,3049.736,2840.811,2110,270,3/18/2017,15
2017031814,0,5963,1682,0,0,868,7056,3076.321,3019.425,2101,106,3/18/2017,14
2017031813,0,5471,1934,0,163,875,7047,3069.723,3086.52,2110,3,3/18/2017,13
2017031812,0,4676,1842,0,0,795,7055,3098.496,3359.744,2108,0,3/18/2017,12
2017031811,0,4433,1793,0,0,799,7050,3050.422,3437.981,2111,0,3/18/2017,11
2017031810,0,4133,1611,0,0,764,7046,3116.769,3632.259,2089,0,3/18/2017,10
2017031809,0,3954,1603,0,0,772,7046,3139.258,3718.981,2089,0,3/18/2017,9
2017031808,0,4123,1578,0,0,752,7047,3213.74,3978.485,2091,0,3/18/2017,8
2017031807,0,4415,1737,0,0,758,7047,3240.862,4118.743,2091,0,3/18/2017,7
2017031806,0,4443,1663,0,0,777,7049,3299.608,4239.692,2087,0,3/18/2017,6
2017031805,0,4656,1637,0,0,757,7045,3324.886,4457.407,2087,0,3/18/2017,5
2017031804,0,5334,1641,0,0,787,7061,3388.024,4245.449,2084,0,3/18/2017,4
2017031803,0,6010,1691,0,0,780,7054,3375.79,4322.377,2085,0,3/18/2017,3
2017031802,0,5776,1606,0,0,852,7051,3359.733,4588.615,2083,0,3/18/2017,2
2017031801,0,4553,1581,0,0,815,7057,3403.937,4819.928,1991,0,3/18/2017,1
2017031948,0,7191,1579,0,0,1105,6855,2187.993,3087.599,2044,0,3/19/2017,48
2017031947,0,8225,1546,0,55,1103,6840,2149.091,3299.037,2114,0,3/19/2017,47
2017031946,0,9118,1547,0,459,1126,6844,2224.502,3377.579,2112,0,3/19/2017,46
2017031945,0,10653,1638,0,539,1121,6845,2344.193,3396.418,2110,0,3/19/2017,45
2017031944,0,12032,1641,0,368,1117,6860,2468.285,3549.574,2074,0,3/19/2017,44
2017031943,0,12656,2443,0,719,1167,6838,2474.947,3689.544,2024,0,3/19/2017,43
2017031942,0,13343,2732,0,653,1284,6849,2642.074,3722.818,2029,0,3/19/2017,42
2017031941,0,13475,3056,0,1472,1285,6843,2849.787,3684.408,2031,0,3/19/2017,41
2017031940,0,13970,3266,0,1169,1274,6848,2760.624,3897.441,2037,0,3/19/2017,40
2017031939,0,14062,3293,0,1807,1279,6857,2649.455,3813.701,2036,0,3/19/2017,39
2017031938,0,13724,3087,0,1563,1318,6843,2614.296,4235.701,2036,0,3/19/2017,38
2017031937,0,13323,2697,0,412,1289,6957,2776.282,4514.506,2049,3,3/19/2017,37
2017031936,0,12745,2377,0,612,1175,6961,2607.032,4900.341,2115,143,3/19/2017,36
2017031935,0,12332,2126,0,392,867,6959,2518.196,5181.805,2121,345,3/19/2017,35
2017031934,0,10916,2139,0,374,860,6961,2750.167,5729.274,2128,634,3/19/2017,34
2017031933,0,9413,2040,0,301,854,6959,2690.311,6023.518,2135,1020,3/19/2017,33
2017031932,0,8192,1951,0,365,859,6969,2666.365,6191.289,2131,1460,3/19/2017,32
2017031931,0,7858,1778,0,335,897,6951,2662.893,6200.671,2138,1970,3/19/2017,31
2017031930,0,7371,1676,0,377,898,6964,3135.715,6066.67,2124,2250,3/19/2017,30
2017031929,0,6763,1599,0,408,901,6967,3570.639,6071.662,2133,2630,3/19/2017,29
2017031928,0,6938,1570,0,305,896,6970,3670.698,6111.361,2127,2770,3/19/2017,28
2017031927,0,7315,1638,0,302,891,6971,3610.927,6132.365,2131,2830,3/19/2017,27
2017031926,0,7289,1552,0,319,996,6976,3617.341,5959.644,2132,2800,3/19/2017,26
2017031925,0,7052,1535,0,383,1180,6966,3599.45,5831.691,2135,2950,3/19/2017,25
2017031924,0,6889,1539,0,363,1120,6958,3609.727,5627.906,2123,2950,3/19/2017,24
2017031923,0,6919,1585,0,301,1058,6968,3604.105,5533.176,2124,2730,3/19/2017,23
2017031922,0,7213,1490,0,319,1110,6967,3611.59,5230.52,2133,2480,3/19/2017,22
2017031921,0,7027,1367,0,353,1052,6965,3606.486,5191.786,2104,2130,3/19/2017,21
2017031920,0,6497,1213,0,336,981,6966,3525.639,5039.236,2111,1880,3/19/2017,20
2017031919,0,6856,1040,0,340,945,6960,3533.7,4932.308,2082,1600,3/19/2017,19
2017031917,0,6433,1008,0,0,770,6972,3493.767,4791.5,2038,913,3/19/2017,17
2017031916,0,6331,1011,0,0,785,6974,3483.153,4866.708,2103,527,3/19/2017,16
2017031915,0,5741,796,0,0,768,6973,3453.982,4922.472,2060,284,3/19/2017,15
2017031914,0,5096,768,0,0,704,6965,3461.78,5058.534,2105,117,3/19/2017,14
2017031913,0,4718,784,0,0,707,6973,3391.956,5133.158,2090,4,3/19/2017,13
2017031912,0,4528,785,0,0,712,6972,3455.063,5131.13,1786,0,3/19/2017,12
2017031911,0,4419,779,0,0,678,6972,3443.109,5192.694,1783,0,3/19/2017,11
2017031910,0,4426,805,0,0,679,6959,3455.61,5201.058,1777,0,3/19/2017,10
2017031909,0,4500,803,0,0,682,6969,3412,5219,1777,0,3/19/2017,9
2017031908,0,4644,812,0,0,677,6968,3387,5237,2109,0,3/19/2017,8
2017031907,0,5135,857,0,0,705,6979,3320.152,5273.284,2112,0,3/19/2017,7
2017031906,0,4966,1164,0,0,752,7040,3288.032,5098.083,2100,0,3/19/2017,6
2017031905,0,5363,1377,0,0,758,7043,3375.352,5038.638,2079,0,3/19/2017,5
2017031904,0,6008,1367,0,0,865,7026,3370.652,4834.262,2079,0,3/19/2017,4
2017031903,0,5849,1196,0,0,1051,7039,3383.776,4762.453,2105,0,3/19/2017,3
2017031902,0,5983,1206,0,0,1051,7047,3362.324,4535.854,2099,0,3/19/2017,2
2017031901,0,6709,1295,0,0,1020,7051,3283.352,4322.952,2103,0,3/19/2017,1
2017032048,0,6695,3036,0,0,827,6829,3305.285,5078.096,1219,0,3/20/2017,48
2017032047,0,6964,3122,0,0,885,6844,3183.232,4996.069,1348,0,3/20/2017,47
2017032046,0,8129,3002,0,333,883,6846,3111.727,5060.222,1446,0,3/20/2017,46
2017032045,0,10415,3080,0,547,884,6854,2972.662,5178.793,1448,0,3/20/2017,45
2017032044,0,12600,3444,0,543,935,6846,2684.397,5031.19,1445,0,3/20/2017,44
2017032043,0,15546,3444,0,627,892,6847,2186.033,4849.555,1445,0,3/20/2017,43
2017032042,0,16935,3633,0,597,935,6847,2000.348,4787.659,1905,0,3/20/2017,42
2017032041,0,17935,3849,0,703,1054,6851,2074.934,4897.881,2092,0,3/20/2017,41
2017032040,0,18549,3809,0,1151,1080,6847,2158.697,5029.571,2091,0,3/20/2017,40
2017032039,0,19084,3823,0,1454,1098,6847,2352.608,4992.772,2090,0,3/20/2017,39
2017032038,0,17706,3642,0,1336,1143,6823,2884.24,5124.891,2093,0,3/20/2017,38
2017032037,0,16633,3493,0,517,1204,6837,2967.326,5155.159,2041,131,3/20/2017,37
2017032036,0,15838,3119,0,318,931,6842,3252.772,5653.067,2070,442,3/20/2017,36
2017032035,0,14773,2847,0,523,789,6845,3251.34,5759.136,2072,1000,3/20/2017,35
2017032034,0,13586,2760,0,332,781,6844,3250.01,5868.62,2067,1600,3/20/2017,34
2017032033,0,12802,2572,0,301,769,6858,3241.653,6022.678,2042,2060,3/20/2017,33
2017032032,0,12227,2435,0,301,741,6846,3310.397,5862.36,2068,2580,3/20/2017,32
2017032031,0,12330,2400,0,301,746,6852,3186.711,5982.102,2063,2880,3/20/2017,31
2017032030,0,13111,2246,0,303,714,6843,3289.769,5929.478,2067,2730,3/20/2017,30
2017032029,0,13978,2132,0,302,714,6761,3190.888,6049.767,2068,2630,3/20/2017,29
2017032028,0,14197,2199,0,302,872,6648,3345.616,5879.851,2086,2330,3/20/2017,28
2017032027,0,14761,2205,0,301,883,6642,3389.141,6103.383,2091,1850,3/20/2017,27
2017032026,0,14779,2095,0,608,909,6632,3273.628,6146.013,2092,1610,3/20/2017,26
2017032025,0,14618,2206,0,301,921,6636,3165.826,6027.552,2091,1550,3/20/2017,25
2017032024,0,14745,1974,0,341,864,6640,2876.049,5990.466,2090,1520,3/20/2017,24
2017032023,0,14500,1721,0,636,768,6649,2910.43,5970.651,2101,1510,3/20/2017,23
2017032022,0,13825,1670,0,1352,771,6818,3026.772,5818.823,2094,1420,3/20/2017,22
2017032021,0,13389,2900,0,589,783,6837,3281.274,5827.423,2106,1260,3/20/2017,21
2017032020,0,13046,2905,0,544,784,6835,3560.537,5375.7,2111,1140,3/20/2017,20
2017032019,0,12888,2830,0,557,806,6842,3563.389,5386.838,2106,984,3/20/2017,19
2017032018,0,12587,2727,0,396,772,6848,3439.854,5440.101,2108,863,3/20/2017,18
2017032017,0,11893,2483,0,426,787,6845,3452.997,5560.112,2109,633,3/20/2017,17
2017032016,0,10984,2352,0,307,775,6838,3471.051,5719.875,2107,478,3/20/2017,16
2017032015,0,8856,2390,0,304,736,6844,3504.825,5537.961,2107,293,3/20/2017,15
2017032014,0,6740,2081,0,0,706,6842,3460.376,5446.307,2106,115,3/20/2017,14
2017032013,0,6301,1972,0,0,707,6850,3438.732,5130.389,1912,5,3/20/2017,13
2017032012,0,5769,1594,0,0,712,6852,3325.134,4879.337,1736,0,3/20/2017,12
2017032011,0,5305,1367,0,0,718,6850,3364.154,4718.254,1511,0,3/20/2017,11
2017032010,0,4801,1258,0,0,685,6852,3388.757,4663.482,1504,0,3/20/2017,10
2017032009,0,4864,1219,0,0,696,6852,3267.652,4436.756,1882,0,3/20/2017,9
2017032008,0,5033,1307,0,0,801,6851,3100.37,4084.241,2107,0,3/20/2017,8
2017032007,0,5211,1339,0,0,811,6850,2995.383,3977.254,2107,0,3/20/2017,7
2017032006,0,5888,1448,0,0,1014,6846,2715.198,3458.901,2070,0,3/20/2017,6
2017032005,0,6462,1536,0,0,1008,6844,2619.186,3331.044,2043,0,3/20/2017,5
2017032004,0,7676,1573,0,0,1027,6851,2326.324,3013.835,2102,0,3/20/2017,4
2017032003,0,7927,1636,0,321,1060,6846,2202.837,2875.195,2104,0,3/20/2017,3
2017032002,0,7882,1633,0,515,1063,6844,2137.76,2714.984,2106,0,3/20/2017,2
2017032001,0,6979,1543,0,112,1064,6845,2233.311,2829.369,2041,0,3/20/2017,1
2017032148,0,11590,2454,0,0,971,6957,1724.411,1748.292,1448,0,3/21/2017,48
2017032147,0,13277,2494,0,36,975,6945,1603.22,1729.749,1447,0,3/21/2017,47
2017032146,0,14615,2828,0,181,997,6953,1571.043,1854.207,1447,0,3/21/2017,46
2017032145,0,16257,3350,0,390,1012,6955,1596.963,1847.741,1446,0,3/21/2017,45
2017032144,0,18014,3477,0,314,1035,6955,1789.552,1950.595,1448,0,3/21/2017,44
2017032143,0,19775,3565,0,612,1145,6954,1801.106,1985.206,1443,0,3/21/2017,43
2017032142,0,20665,3762,0,852,1228,6949,1981.981,2071.948,1447,0,3/21/2017,42
2017032141,0,21541,3844,0,1398,1223,6939,2016.155,2205.952,1448,0,3/21/2017,41
2017032140,0,22257,3890,0,1528,1233,6926,2112.881,2353.593,1448,0,3/21/2017,40
2017032139,0,22682,3934,0,1716,1227,6887,2057.722,2495.179,1448,0,3/21/2017,39
2017032138,0,22099,3998,0,1836,1189,6842,2048.215,2792.842,1442,0,3/21/2017,38
2017032137,0,21304,3962,0,710,1192,6846,1916.789,3083.903,1449,31,3/21/2017,37
2017032136,0,20381,3654,0,503,1117,6834,1961.743,3735.231,1447,257,3/21/2017,36
2017032135,0,18836,3676,0,352,1137,6849,2350.361,4166.677,1445,751,3/21/2017,35
2017032134,0,17969,3484,0,347,967,6844,2438.802,4788.373,1446,1350,3/21/2017,34
2017032133,0,16672,3315,0,491,1002,6831,2266.153,4920.07,1446,1920,3/21/2017,33
2017032132,0,16200,3141,0,413,671,6831,2431.015,5099.03,1447,2530,3/21/2017,32
2017032131,0,14720,2981,0,624,647,6827,2500.96,5346.043,1444,3070,3/21/2017,31
2017032130,0,14839,2921,0,423,631,6831,2704.543,5792.321,1443,3860,3/21/2017,30
2017032129,0,13941,2847,0,630,648,6716,2793.054,5946.817,1442,4560,3/21/2017,29
2017032128,0,13621,2826,0,629,605,6634,2858.899,6185.95,1370,5180,3/21/2017,28
2017032127,0,13273,2525,0,301,728,6639,3025.994,6138.381,1445,5670,3/21/2017,27
2017032126,0,13210,2463,0,358,729,6645,3128.83,6082.69,1447,5960,3/21/2017,26
2017032125,0,12973,2404,0,459,876,6638,3203.386,6242.89,1446,6140,3/21/2017,25
2017032124,0,11928,2935,0,456,917,6658,3251.036,6323.361,1445,6460,3/21/2017,24
2017032123,0,12016,2992,0,368,936,6835,3370.214,6151.847,1446,6190,3/21/2017,23
2017032122,0,12514,2921,0,393,1096,6841,3420.406,5966.843,1441,6140,3/21/2017,22
2017032121,0,12408,2973,0,345,1097,6850,3494.256,5917.686,1448,5850,3/21/2017,21
2017032120,0,12400,2940,0,374,1094,6848,3495.37,5760.867,1449,5430,3/21/2017,20
2017032119,0,12897,2807,0,479,1079,6838,3469.95,5796.853,1447,4850,3/21/2017,19
2017032118,0,12955,2999,0,342,1045,6842,3504.561,5613.382,1360,3950,3/21/2017,18
2017032117,0,13787,3042,0,410,1045,6843,3531.65,5568.067,1445,2042,3/21/2017,17
2017032116,0,13557,3166,0,609,1092,6843,3530.258,5359.445,1446,2090,3/21/2017,16
2017032115,0,11846,2849,0,621,935,6840,3506.124,5371.77,1447,1300,3/21/2017,15
2017032114,0,8807,2750,0,0,848,6834,3515.731,5316.24,1447,565,3/21/2017,14
2017032113,0,7259,2989,0,0,829,6847,3539.967,5161.602,1245,136,3/21/2017,13
2017032112,0,5894,2865,0,0,713,6848,3555.951,5130.511,1222,0,3/21/2017,12
2017032111,0,5026,2666,0,0,709,6849,3568.952,5204.217,1221,0,3/21/2017,11
2017032110,0,5023,2554,0,0,670,6849,3573.4,5095.083,1223,0,3/21/2017,10
2017032109,0,4730,2542,0,0,672,6857,3517.029,5139.406,1128,0,3/21/2017,9
2017032108,0,4684,2490,0,0,672,6837,3466.966,5172.089,1220,0,3/21/2017,8
2017032107,0,4753,2665,0,0,686,6827,3420.221,5112.513,1125,0,3/21/2017,7
2017032106,0,5074,2673,0,0,699,6711,3262.595,5146.75,1170,0,3/21/2017,6
2017032105,0,5432,2764,0,0,710,6645,3227.217,5108.108,1220,0,3/21/2017,5
2017032103,0,6264,3098,0,0,741,6638,3230.431,5161.174,1220,0,3/21/2017,3
2017032102,0,6135,2981,0,0,772,6640,3197.901,5349.338,1221,0,3/21/2017,2
2017032101,0,6210,2937,0,0,820,6637,3229.117,5259.064,1222,0,3/21/2017,1
2017032248,0,11790,1392,0,0,718,7280,1034.029,3555.312,2093,0,3/22/2017,48
2017032247,0,13383,1459,0,0,750,7285,1012.711,3611.934,2091,0,3/22/2017,47
2017032246,0,15122,2388,0,328,849,7283,850.341,3628.425,2093,0,3/22/2017,46
2017032245,0,16337,2612,0,292,822,7278,872.179,3804.192,2091,0,3/22/2017,45
2017032244,0,17678,2555,0,351,881,7282,944.869,3779.423,2095,0,3/22/2017,44
2017032243,0,19133,2687,0,895,977,7263,1187.239,3746.296,2082,0,3/22/2017,43
2017032242,0,20783,3046,0,452,1129,7218,1317.562,3870.272,2091,0,3/22/2017,42
2017032241,0,21761,3358,0,480,1144,7185,1563.313,3823.109,2092,0,3/22/2017,41
2017032240,0,22347,3460,0,724,1253,7184,1560.126,3950.618,2089,0,3/22/2017,40
2017032239,0,22145,3498,0,1412,1225,7180,1664.986,3902.111,2089,0,3/22/2017,39
2017032238,0,21867,3462,0,1032,1227,7172,1979.483,4005.611,2088,0,3/22/2017,38
2017032237,0,20559,3363,0,458,1227,7168,2091.318,3946.403,2080,275,3/22/2017,37
2017032236,0,20386,2956,0,454,1017,7161,2311.285,4031.019,2077,477,3/22/2017,36
2017032235,0,19090,3155,0,502,1004,7153,2514.641,4079.664,2088,880,3/22/2017,35
2017032234,0,18091,2870,0,303,964,7158,3006.357,4190.153,2085,1340,3/22/2017,34
2017032233,0,17779,2835,0,302,922,7166,2775.822,4082.059,1908,1750,3/22/2017,33
2017032232,0,16969,2764,0,307,883,7166,2553.254,4088.912,1820,2200,3/22/2017,32
2017032231,0,16645,2757,0,330,860,7153,2674.958,4052.236,1668,2360,3/22/2017,31
2017032230,0,17050,2758,0,302,910,7168,2971.209,4089.322,1568,2410,3/22/2017,30
2017032229,0,17154,2774,0,307,902,7164,2927.453,3998.899,1537,2420,3/22/2017,29
2017032228,0,17574,2776,0,306,864,7143,2932.543,4030.603,1501,2650,3/22/2017,28
2017032227,0,17911,2818,0,309,864,7096,2889,3945,1478,2750,3/22/2017,27
2017032226,0,18367,2888,0,387,978,7063,2846.63,3861.592,1452,2690,3/22/2017,26
2017032225,0,18518,2887,0,302,985,7062,3004.566,3792.647,1447,2470,3/22/2017,25
2017032224,0,18500,2826,0,302,1036,7062,3316.17,3650.049,1447,2130,3/22/2017,24
2017032223,0,18548,2862,0,437,1052,7074,3173.138,3684.943,1448,1960,3/22/2017,23
2017032222,0,18420,3103,0,345,1118,7068,3060,3492,1446,1790,3/22/2017,22
2017032221,0,18659,3104,0,336,1122,6995,2947.611,3298.684,1444,1560,3/22/2017,21
2017032220,0,18713,3081,0,745,1146,6899,2836.858,2989.848,1447,1360,3/22/2017,20
2017032219,0,18677,3112,0,548,1150,6848,2945.253,2910.816,1448,1180,3/22/2017,19
2017032218,0,18710,3107,0,568,1148,6823,2830.751,2652.959,1447,894,3/22/2017,18
2017032217,0,18491,3089,0,302,1177,6837,3054.082,2526.524,1448,769,3/22/2017,17
2017032216,0,17560,3140,0,355,1068,6833,3146.816,2292.273,1448,516,3/22/2017,16
2017032215,0,15284,3001,0,302,1066,6835,3197.625,2225.429,1447,326,3/22/2017,15
2017032214,0,13168,2481,0,0,910,6831,3303.245,2045.523,1448,175,3/22/2017,14
2017032213,0,11642,2459,0,0,910,6837,3213.91,1910.439,1448,79,3/22/2017,13
2017032212,0,10184,2465,0,0,916,6835,3233.365,1883.907,1447,2,3/22/2017,12
2017032211,0,9092,2458,0,0,904,6827,3230.448,1854.312,1447,0,3/22/2017,11
2017032210,0,9121,2466,0,0,845,6764,3203.12,1739.785,1450,0,3/22/2017,10
2017032209,0,8910,2452,0,0,846,6762,3174.99,1609.43,1443,0,3/22/2017,9
2017032208,0,9177,2478,0,0,848,6762,3121.541,1488.805,1448,0,3/22/2017,8
2017032207,0,9990,2494,0,0,849,6758,2840.417,1525.88,1450,0,3/22/2017,7
2017032206,0,10375,2498,0,0,849,6757,2690.809,1605.067,1449,0,3/22/2017,6
2017032205,0,10613,2527,0,0,849,6752,2439.329,1663.569,1447,0,3/22/2017,5
2017032204,0,11228,2504,0,0,848,6748,2358.962,1712.033,1447,0,3/22/2017,4
2017032203,0,11822,2453,0,0,850,6754,2182.499,1719.299,1445,0,3/22/2017,3
2017032202,0,11065,2481,0,0,937,6778,1893.004,1718.015,1448,0,3/22/2017,2
2017032201,0,11333,2504,0,0,934,6814,1645.406,1626.424,1447,0,3/22/2017,1
2017032348,0,10763,1744,0,0,817,7407,3012.999,2115.98,2092,0,3/23/2017,48
2017032347,0,11864,1763,0,0,840,7405,3020.393,2191.486,2093,0,3/23/2017,47
2017032346,0,12627,2021,0,389,882,7402,3001.404,2265.948,2089,0,3/23/2017,46
2017032345,0,14761,2094,0,319,859,7408,3073.355,2259.126,2077,0,3/23/2017,45
2017032344,0,16404,2293,0,375,908,7396,3134.435,2292.705,2095,0,3/23/2017,44
2017032343,0,18123,2771,0,331,908,7402,3282.081,2395.196,2094,0,3/23/2017,43
2017032342,0,18928,3006,0,582,1272,7403,3290.435,2418.538,2094,0,3/23/2017,42
2017032341,0,19487,3126,0,1440,1289,7401,3304.926,2423.703,2092,0,3/23/2017,41
