,drm2HourForecast,lolp1HourForecast,settlementDate,settlementPeriod
2017012922,9713.9420000,0.000000000,2017-01-29,22
2017012923,10059.9090000,0.000000000,2017-01-29,23
2017012924,10045.4790000,0.000000000,2017-01-29,24
2017012925,10312.0300000,0.000000000,2017-01-29,25
2017012926,9615.6200000,0.000000000,2017-01-29,26
2017012927,9926.1310000,0.000000000,2017-01-29,27
2017012928,10264.6630000,0.000000000,2017-01-29,28
2017012929,9853.3670000,0.000000000,2017-01-29,29
2017012930,9785.9160000,0.000000000,2017-01-29,30
2017012931,9393.1380000,0.000000000,2017-01-29,31
2017012932,8125.3174000,0.000000000,2017-01-29,32
2017012933,7804.0356000,0.000000000,2017-01-29,33
2017012934,5628.8594000,0.000000000,2017-01-29,34
2017012935,4214.7656000,0.000000000,2017-01-29,35
2017012936,3939.0269000,0.000000000,2017-01-29,36
2017012937,3951.4268000,0.000000000,2017-01-29,37
2017012938,4797.8340000,0.000000000,2017-01-29,38
2017012939,5570.9087000,0.000000000,2017-01-29,39
2017012940,6702.3877000,0.000000000,2017-01-29,40
2017012941,7935.4910000,0.000000000,2017-01-29,41
2017012942,7748.3096000,0.000000000,2017-01-29,42
2017012943,8614.3470000,0.000000000,2017-01-29,43
2017012944,9491.4030000,0.000000000,2017-01-29,44
2017012945,11208.9410000,0.000000000,2017-01-29,45
2017012946,13840.3220000,0.000000000,2017-01-29,46
2017012947,16448.7230000,0.000000000,2017-01-29,47
2017012948,18789.8520000,0.000000000,2017-01-29,48
2017013001,20146.8550000,0.000000000,2017-01-30,1
2017013002,19909.9790000,0.000000000,2017-01-30,2
2017013003,20533.6580000,0.000000000,2017-01-30,3
2017013004,21132.2190000,0.000000000,2017-01-30,4
2017013005,21427.2250000,0.000000000,2017-01-30,5
2017013006,21379.5700000,0.000000000,2017-01-30,6
2017013007,21493.2900000,0.000000000,2017-01-30,7
2017013008,21934.9920000,0.000000000,2017-01-30,8
2017013009,22049.1390000,0.000000000,2017-01-30,9
2017013010,22107.8540000,0.000000000,2017-01-30,10
2017013011,21207.6910000,0.000000000,2017-01-30,11
2017013012,19494.1370000,0.000000000,2017-01-30,12
2017013013,15227.9630000,0.000000000,2017-01-30,13
2017013014,12730.9950000,0.000000000,2017-01-30,14
2017013015,7989.2930000,0.000000000,2017-01-30,15
2017013016,5604.3604000,0.000000000,2017-01-30,16
2017013017,5192.1070000,0.000000000,2017-01-30,17
2017013018,5182.1553000,0.000000000,2017-01-30,18
2017013019,4774.4194000,0.000000000,2017-01-30,19
2017013020,4567.1930000,0.000000000,2017-01-30,20
2017013021,5385.0890000,0.000000000,2017-01-30,21
2017013022,5293.3647000,0.000000000,2017-01-30,22
2017013023,5452.0440000,0.000000000,2017-01-30,23
2017013024,5612.8560000,0.000000000,2017-01-30,24
2017013025,6038.9800000,0.000000000,2017-01-30,25
2017013026,6603.3623000,0.000000000,2017-01-30,26
2017013027,6408.6780000,0.000000000,2017-01-30,27
2017013028,6286.7440000,0.000000000,2017-01-30,28
2017013029,6855.0960000,0.000000000,2017-01-30,29
2017013030,6944.1826000,0.000000000,2017-01-30,30
2017013031,7732.6370000,0.000000000,2017-01-30,31
2017013032,6498.3560000,0.000000000,2017-01-30,32
2017013033,5584.7314000,0.000000000,2017-01-30,33
2017013034,3573.8442000,0.000000300,2017-01-30,34
2017013035,3794.2854000,0.000000100,2017-01-30,35
2017013036,4005.0303000,0.000000000,2017-01-30,36
2017013037,3959.4800000,0.000000000,2017-01-30,37
2017013038,4428.1670000,0.000000000,2017-01-30,38
2017013039,4803.4355000,0.000000000,2017-01-30,39
2017013040,6635.8965000,0.000000000,2017-01-30,40
2017013041,8239.8890000,0.000000000,2017-01-30,41
2017013042,9846.7790000,0.000000000,2017-01-30,42
2017013043,11499.1720000,0.000000000,2017-01-30,43
2017013044,13893.8780000,0.000000000,2017-01-30,44
2017013045,15134.9795000,0.000000000,2017-01-30,45
2017013046,17026.5960000,0.000000000,2017-01-30,46
2017013047,19863.6290000,0.000000000,2017-01-30,47
2017013048,21269.8870000,0.000000000,2017-01-30,48
2017013101,21814.2050000,0.000000000,2017-01-31,1
2017013102,21504.8280000,0.000000000,2017-01-31,2
2017013103,21974.6680000,0.000000000,2017-01-31,3
2017013104,22711.3790000,0.000000000,2017-01-31,4
2017013105,23965.5100000,0.000000000,2017-01-31,5
2017013106,24123.1040000,0.000000000,2017-01-31,6
2017013107,24205.8030000,0.000000000,2017-01-31,7
2017013108,24901.9470000,0.000000000,2017-01-31,8
2017013109,25225.0920000,0.000000000,2017-01-31,9
2017013110,25258.8710000,0.000000000,2017-01-31,10
2017013111,24019.7070000,0.000000000,2017-01-31,11
2017013112,23204.1760000,0.000000000,2017-01-31,12
2017013113,19361.4670000,0.000000000,2017-01-31,13
2017013114,16364.6290000,0.000000000,2017-01-31,14
2017013115,12540.6460000,0.000000000,2017-01-31,15
2017013116,10446.5580000,0.000000000,2017-01-31,16
2017013117,9623.4740000,0.000000000,2017-01-31,17
2017013118,9629.5470000,0.000000000,2017-01-31,18
2017013119,8931.9000000,0.000000000,2017-01-31,19
2017013120,8723.0900000,0.000000000,2017-01-31,20
2017013121,8233.6410000,0.000000000,2017-01-31,21
2017013122,7775.8213000,0.000000000,2017-01-31,22
2017013123,7674.7646000,0.000000000,2017-01-31,23
2017013124,7800.5470000,0.000000000,2017-01-31,24
2017013125,7571.0970000,0.000000000,2017-01-31,25
2017013126,7806.7246000,0.000000000,2017-01-31,26
2017013127,7755.1514000,0.000000000,2017-01-31,27
2017013128,8380.7950000,0.000000000,2017-01-31,28
2017013129,7841.1610000,0.000000000,2017-01-31,29
2017013130,7175.2026000,0.000000000,2017-01-31,30
2017013131,7487.9510000,0.000000000,2017-01-31,31
2017013132,6442.9224000,0.000000000,2017-01-31,32
2017013133,5839.9307000,0.000000000,2017-01-31,33
2017013134,4053.8570000,0.000000000,2017-01-31,34
2017013135,2704.7996000,0.000188500,2017-01-31,35
2017013136,2642.4817000,0.000071500,2017-01-31,36
2017013137,2904.2468000,0.000062600,2017-01-31,37
2017013138,3253.8774000,0.000033000,2017-01-31,38
2017013139,3900.0012000,0.000000000,2017-01-31,39
2017013140,4781.4260000,0.000000000,2017-01-31,40
2017013141,6468.3296000,0.000000000,2017-01-31,41
2017013142,7695.5090000,0.000000000,2017-01-31,42
2017013143,9371.8950000,0.000000000,2017-01-31,43
2017013144,11009.0260000,0.000000000,2017-01-31,44
2017013145,13833.3820000,0.000000000,2017-01-31,45
2017013146,16174.3580000,0.000000000,2017-01-31,46
2017013147,18714.5120000,0.000000000,2017-01-31,47
2017013148,20097.6070000,0.000000000,2017-01-31,48
2017020101,21249.9800000,0.000000000,2017-02-01,1
2017020102,20958.2380000,0.000000000,2017-02-01,2
2017020103,21472.9900000,0.000000000,2017-02-01,3
2017020104,22312.9900000,0.000000000,2017-02-01,4
2017020105,22840.5430000,0.000000000,2017-02-01,5
2017020106,23010.8790000,0.000000000,2017-02-01,6
2017020107,23462.7710000,0.000000000,2017-02-01,7
2017020108,23931.9450000,0.000000000,2017-02-01,8
2017020109,22798.6020000,0.000000000,2017-02-01,9
2017020110,22915.8320000,0.000000000,2017-02-01,10
2017020111,22510.6740000,0.000000000,2017-02-01,11
2017020112,21060.4800000,0.000000000,2017-02-01,12
2017020113,17509.0080000,0.000000000,2017-02-01,13
2017020114,15149.6530000,0.000000000,2017-02-01,14
2017020115,11577.8290000,0.000000000,2017-02-01,15
2017020116,9421.6030000,0.000000000,2017-02-01,16
2017020117,9083.9520000,0.000000000,2017-02-01,17
2017020118,8832.7220000,0.000000000,2017-02-01,18
2017020119,8381.4430000,0.000000000,2017-02-01,19
2017020120,8337.8290000,0.000000000,2017-02-01,20
2017020121,8293.2380000,0.000000000,2017-02-01,21
2017020122,8362.3955000,0.000000000,2017-02-01,22
2017020123,8497.7500000,0.000000000,2017-02-01,23
2017020124,8769.6480000,0.000000000,2017-02-01,24
2017020125,9030.5930000,0.000000000,2017-02-01,25
2017020126,9354.0450000,0.000000000,2017-02-01,26
2017020127,9921.3030000,0.000000000,2017-02-01,27
2017020128,9480.9840000,0.000000000,2017-02-01,28
2017020129,9781.0300000,0.000000000,2017-02-01,29
2017020130,9445.6120000,0.000000000,2017-02-01,30
2017020131,10273.8800000,0.000000000,2017-02-01,31
2017020132,9339.3070000,0.000000000,2017-02-01,32
2017020133,10068.5780000,0.000000000,2017-02-01,33
2017020134,8055.3300000,0.000000000,2017-02-01,34
2017020135,7627.7983000,0.000000000,2017-02-01,35
2017020136,7673.8687000,0.000000000,2017-02-01,36
2017020137,7742.4930000,0.000000000,2017-02-01,37
2017020138,8078.9033000,0.000000000,2017-02-01,38
2017020139,8797.0360000,0.000000000,2017-02-01,39
2017020140,9522.2040000,0.000000000,2017-02-01,40
2017020141,10723.2110000,0.000000000,2017-02-01,41
2017020142,12648.1160000,0.000000000,2017-02-01,42
2017020143,14038.6720000,0.000000000,2017-02-01,43
2017020144,16397.7660000,0.000000000,2017-02-01,44
2017020145,18512.4840000,0.000000000,2017-02-01,45
2017020146,20619.1900000,0.000000000,2017-02-01,46
2017020147,23260.3160000,0.000000000,2017-02-01,47
2017020148,24114.9500000,0.000000000,2017-02-01,48
2017020201,24815.3770000,0.000000000,2017-02-02,1
2017020202,24569.9410000,0.000000000,2017-02-02,2
2017020203,24240.7560000,0.000000000,2017-02-02,3
2017020204,25539.6170000,0.000000000,2017-02-02,4
2017020205,25653.1270000,0.000000000,2017-02-02,5
2017020206,25773.3630000,0.000000000,2017-02-02,6
2017020207,26131.4220000,0.000000000,2017-02-02,7
2017020208,26001.1580000,0.000000000,2017-02-02,8
2017020209,26315.7300000,0.000000000,2017-02-02,9
2017020210,26617.6780000,0.000000000,2017-02-02,10
2017020211,25006.6050000,0.000000000,2017-02-02,11
2017020212,23668.9980000,0.000000000,2017-02-02,12
2017020213,19666.6350000,0.000000000,2017-02-02,13
2017020214,16890.3650000,0.000000000,2017-02-02,14
2017020215,14100.6690000,0.000000000,2017-02-02,15
2017020216,11970.8130000,0.000000000,2017-02-02,16
2017020217,11933.8060000,0.000000000,2017-02-02,17
2017020218,12036.9770000,0.000000000,2017-02-02,18
2017020219,11412.6900000,0.000000000,2017-02-02,19
2017020220,10579.6330000,0.000000000,2017-02-02,20
2017020221,10828.0030000,0.000000000,2017-02-02,21
2017020222,11012.9230000,0.000000000,2017-02-02,22
2017020223,10881.3160000,0.000000000,2017-02-02,23
2017020224,10843.1970000,0.000000000,2017-02-02,24
2017020225,10776.7100000,0.000000000,2017-02-02,25
2017020226,10631.5520000,0.000000000,2017-02-02,26
2017020227,11396.8210000,0.000000000,2017-02-02,27
2017020228,9875.2470000,0.000000000,2017-02-02,28
2017020229,13133.9380000,0.000000000,2017-02-02,29
2017020230,13791.9170000,0.000000000,2017-02-02,30
2017020231,14277.9910000,0.000000000,2017-02-02,31
2017020232,12962.3940000,0.000000000,2017-02-02,32
2017020233,11548.5610000,0.000000000,2017-02-02,33
2017020234,9075.6310000,0.000000000,2017-02-02,34
2017020235,7303.7340000,0.000000000,2017-02-02,35
2017020236,6532.9624000,0.000000000,2017-02-02,36
2017020237,6893.5320000,0.000000000,2017-02-02,37
2017020238,7727.8237000,0.000000000,2017-02-02,38
2017020239,8418.5660000,0.000000000,2017-02-02,39
2017020240,10095.8080000,0.000000000,2017-02-02,40
2017020241,11116.4190000,0.000000000,2017-02-02,41
2017020242,11486.5380000,0.000000000,2017-02-02,42
2017020243,12382.5730000,0.000000000,2017-02-02,43
2017020244,13464.4060000,0.000000000,2017-02-02,44
2017020245,15818.6770000,0.000000000,2017-02-02,45
2017020246,18713.6900000,0.000000000,2017-02-02,46
2017020247,20867.9800000,0.000000000,2017-02-02,47
2017020248,21937.2460000,0.000000000,2017-02-02,48
2017020301,22928.1520000,0.000000000,2017-02-03,1
2017020302,23224.6020000,0.000000000,2017-02-03,2
2017020303,23517.7090000,0.000000000,2017-02-03,3
2017020304,24181.3360000,0.000000000,2017-02-03,4
2017020305,24909.8710000,0.000000000,2017-02-03,5
2017020306,25527.6110000,0.000000000,2017-02-03,6
2017020307,26134.2620000,0.000000000,2017-02-03,7
2017020308,26576.8400000,0.000000000,2017-02-03,8
2017020309,27209.7130000,0.000000000,2017-02-03,9
2017020310,27218.9980000,0.000000000,2017-02-03,10
2017020311,26481.2380000,0.000000000,2017-02-03,11
2017020312,25764.0980000,0.000000000,2017-02-03,12
2017020313,23111.4020000,0.000000000,2017-02-03,13
2017020314,20221.5900000,0.000000000,2017-02-03,14
2017020315,16452.3000000,0.000000000,2017-02-03,15
2017020316,14904.3400000,0.000000000,2017-02-03,16
2017020317,14024.1160000,0.000000000,2017-02-03,17
2017020318,14159.1530000,0.000000000,2017-02-03,18
2017020319,13943.5090000,0.000000000,2017-02-03,19
2017020320,13557.2620000,0.000000000,2017-02-03,20
2017020321,13775.0950000,0.000000000,2017-02-03,21
2017020322,12888.3670000,0.000000000,2017-02-03,22
2017020323,11930.1670000,0.000000000,2017-02-03,23
2017020324,12116.4260000,0.000000000,2017-02-03,24
2017020325,12342.5850000,0.000000000,2017-02-03,25
2017020326,11822.3180000,0.000000000,2017-02-03,26
2017020327,11318.4660000,0.000000000,2017-02-03,27
2017020328,10969.4320000,0.000000000,2017-02-03,28
2017020329,10973.6090000,0.000000000,2017-02-03,29
2017020330,11634.3400000,0.000000000,2017-02-03,30
2017020331,12150.8160000,0.000000000,2017-02-03,31
2017020332,11940.6890000,0.000000000,2017-02-03,32
2017020333,11077.6510000,0.000000000,2017-02-03,33
2017020334,9130.5270000,0.000000000,2017-02-03,34
2017020335,7836.4840000,0.000000000,2017-02-03,35
2017020336,6983.7060000,0.000000000,2017-02-03,36
2017020337,7196.9824000,0.000000000,2017-02-03,37
2017020338,7853.8570000,0.000000000,2017-02-03,38
2017020339,9720.0850000,0.000000000,2017-02-03,39
2017020340,10932.7220000,0.000000000,2017-02-03,40
2017020341,12419.5380000,0.000000000,2017-02-03,41
2017020342,12893.6770000,0.000000000,2017-02-03,42
2017020343,13871.7260000,0.000000000,2017-02-03,43
2017020344,15685.5220000,0.000000000,2017-02-03,44
2017020345,15747.0530000,0.000000000,2017-02-03,45
2017020346,17520.8240000,0.000000000,2017-02-03,46
2017020347,19454.9510000,0.000000000,2017-02-03,47
2017020348,20748.8240000,0.000000000,2017-02-03,48
2017020401,20876.5620000,0.000000000,2017-02-04,1
2017020402,20268.2290000,0.000000000,2017-02-04,2
2017020403,20841.9730000,0.000000000,2017-02-04,3
2017020404,21745.0900000,0.000000000,2017-02-04,4
2017020405,22262.1430000,0.000000000,2017-02-04,5
2017020406,22660.9600000,0.000000000,2017-02-04,6
2017020407,22852.9600000,0.000000000,2017-02-04,7
2017020408,23521.4020000,0.000000000,2017-02-04,8
2017020409,23592.8050000,0.000000000,2017-02-04,9
2017020410,23372.6660000,0.000000000,2017-02-04,10
2017020411,22770.7560000,0.000000000,2017-02-04,11
2017020412,22733.8750000,0.000000000,2017-02-04,12
2017020413,20613.3750000,0.000000000,2017-02-04,13
2017020414,19708.4410000,0.000000000,2017-02-04,14
2017020415,19042.7050000,0.000000000,2017-02-04,15
2017020416,17845.5780000,0.000000000,2017-02-04,16
2017020417,15532.3570000,0.000000000,2017-02-04,17
2017020418,13460.0910000,0.000000000,2017-02-04,18
2017020419,12140.8120000,0.000000000,2017-02-04,19
2017020420,12362.7000000,0.000000000,2017-02-04,20
2017020421,12323.5550000,0.000000000,2017-02-04,21
2017020422,12325.3620000,0.000000000,2017-02-04,22
2017020423,11443.0450000,0.000000000,2017-02-04,23
2017020424,12227.7540000,0.000000000,2017-02-04,24
2017020425,12913.9350000,0.000000000,2017-02-04,25
2017020426,12706.4190000,0.000000000,2017-02-04,26
2017020427,12838.9210000,0.000000000,2017-02-04,27
2017020428,12504.5930000,0.000000000,2017-02-04,28
2017020429,13012.2670000,0.000000000,2017-02-04,29
2017020430,12563.8360000,0.000000000,2017-02-04,30
2017020431,11769.7940000,0.000000000,2017-02-04,31
2017020432,11353.7580000,0.000000000,2017-02-04,32
2017020433,10245.7720000,0.000000000,2017-02-04,33
2017020434,8408.3810000,0.000000000,2017-02-04,34
2017020435,5630.4307000,0.000000000,2017-02-04,35
2017020436,4675.8965000,0.000000000,2017-02-04,36
2017020437,5174.6567000,0.000000000,2017-02-04,37
2017020438,6010.4680000,0.000000000,2017-02-04,38
2017020439,6983.3440000,0.000000000,2017-02-04,39
2017020440,7281.8564000,0.000000000,2017-02-04,40
2017020441,8151.0000000,0.000000000,2017-02-04,41
2017020442,8432.8860000,0.000000000,2017-02-04,42
2017020443,8348.8120000,0.000000000,2017-02-04,43
2017020444,8329.5480000,0.000000000,2017-02-04,44
2017020445,11036.0780000,0.000000000,2017-02-04,45
2017020446,13121.4080000,0.000000000,2017-02-04,46
2017020447,15330.8440000,0.000000000,2017-02-04,47
2017020448,16624.8550000,0.000000000,2017-02-04,48
2017020501,16846.2100000,0.000000000,2017-02-05,1
2017020502,16963.7870000,0.000000000,2017-02-05,2
2017020503,17003.5590000,0.000000000,2017-02-05,3
2017020504,17883.2420000,0.000000000,2017-02-05,4
2017020505,18334.3070000,0.000000000,2017-02-05,5
2017020506,18681.9880000,0.000000000,2017-02-05,6
2017020507,19203.1480000,0.000000000,2017-02-05,7
2017020508,20310.7500000,0.000000000,2017-02-05,8
2017020509,20553.1390000,0.000000000,2017-02-05,9
2017020510,20673.7660000,0.000000000,2017-02-05,10
2017020511,20434.9000000,0.000000000,2017-02-05,11
2017020512,20250.0980000,0.000000000,2017-02-05,12
2017020513,19495.7680000,0.000000000,2017-02-05,13
2017020514,18587.7270000,0.000000000,2017-02-05,14
2017020515,17396.5680000,0.000000000,2017-02-05,15
2017020516,17157.2480000,0.000000000,2017-02-05,16
2017020517,15049.5190000,0.000000000,2017-02-05,17
2017020518,14581.1420000,0.000000000,2017-02-05,18
2017020519,13556.8140000,0.000000000,2017-02-05,19
2017020520,12876.2470000,0.000000000,2017-02-05,20
2017020521,11624.6710000,0.000000000,2017-02-05,21
2017020522,12240.4920000,0.000000000,2017-02-05,22
2017020523,12130.6280000,0.000000000,2017-02-05,23
2017020524,12318.2070000,0.000000000,2017-02-05,24
2017020525,11816.0460000,0.000000000,2017-02-05,25
2017020526,11805.9350000,0.000000000,2017-02-05,26
2017020527,11467.4160000,0.000000000,2017-02-05,27
2017020528,11764.9470000,0.000000000,2017-02-05,28
2017020529,11113.9860000,0.000000000,2017-02-05,29
2017020530,10126.4140000,0.000000000,2017-02-05,30
2017020531,9713.1870000,0.000000000,2017-02-05,31
2017020532,8971.8125000,0.000000000,2017-02-05,32
2017020533,7711.3813000,0.000000000,2017-02-05,33
2017020534,6057.0870000,0.000000000,2017-02-05,34
2017020535,4277.9956000,0.000000000,2017-02-05,35
2017020536,4084.2412000,0.000000000,2017-02-05,36
2017020537,4459.5830000,0.000000000,2017-02-05,37
2017020538,5276.7790000,0.000000000,2017-02-05,38
2017020539,5508.6480000,0.000000000,2017-02-05,39
2017020540,7647.5864000,0.000000000,2017-02-05,40
2017020541,7679.1484000,0.000000000,2017-02-05,41
2017020542,11180.3630000,0.000000000,2017-02-05,42
2017020543,11131.0720000,0.000000000,2017-02-05,43
2017020544,13365.1770000,0.000000000,2017-02-05,44
2017020545,15257.8660000,0.000000000,2017-02-05,45
2017020546,17062.4380000,0.000000000,2017-02-05,46
2017020547,19955.4100000,0.000000000,2017-02-05,47
2017020548,21283.2480000,0.000000000,2017-02-05,48
2017020601,21945.7150000,0.000000000,2017-02-06,1
2017020602,21208.5550000,0.000000000,2017-02-06,2
2017020603,21299.8220000,0.000000000,2017-02-06,3
2017020604,21910.9080000,0.000000000,2017-02-06,4
2017020605,23391.2850000,0.000000000,2017-02-06,5
2017020606,23425.5920000,0.000000000,2017-02-06,6
2017020607,23938.6740000,0.000000000,2017-02-06,7
2017020608,24047.7150000,0.000000000,2017-02-06,8
2017020609,24236.3570000,0.000000000,2017-02-06,9
2017020610,24301.9140000,0.000000000,2017-02-06,10
2017020611,22389.5900000,0.000000000,2017-02-06,11
2017020612,20635.4510000,0.000000000,2017-02-06,12
2017020613,15583.6170000,0.000000000,2017-02-06,13
2017020614,13142.6350000,0.000000000,2017-02-06,14
2017020615,9660.2680000,0.000000000,2017-02-06,15
2017020616,7997.2680000,0.000000000,2017-02-06,16
2017020617,8275.5620000,0.000000000,2017-02-06,17
2017020618,8441.8010000,0.000000000,2017-02-06,18
2017020619,8269.4030000,0.000000000,2017-02-06,19
2017020620,8205.3160000,0.000000000,2017-02-06,20
2017020621,8523.7390000,0.000000000,2017-02-06,21
2017020622,8825.7290000,0.000000000,2017-02-06,22
2017020623,8805.9940000,0.000000000,2017-02-06,23
2017020624,8251.7660000,0.000000000,2017-02-06,24
2017020625,9047.8890000,0.000000000,2017-02-06,25
2017020626,9311.3590000,0.000000000,2017-02-06,26
2017020627,10224.2770000,0.000000000,2017-02-06,27
2017020628,9998.0860000,0.000000000,2017-02-06,28
2017020629,10138.9700000,0.000000000,2017-02-06,29
2017020630,10942.2430000,0.000000000,2017-02-06,30
2017020631,11621.3270000,0.000000000,2017-02-06,31
2017020632,10229.5610000,0.000000000,2017-02-06,32
2017020633,9545.3140000,0.000000000,2017-02-06,33
2017020634,8360.2640000,0.000000000,2017-02-06,34
2017020635,8236.8230000,0.000000000,2017-02-06,35
2017020636,6706.7773000,0.000000000,2017-02-06,36
2017020637,7433.3680000,0.000000000,2017-02-06,37
2017020638,7750.4930000,0.000000000,2017-02-06,38
2017020639,9779.4900000,0.000000000,2017-02-06,39
2017020640,11009.3830000,0.000000000,2017-02-06,40
2017020641,12289.4370000,0.000000000,2017-02-06,41
2017020642,14069.7260000,0.000000000,2017-02-06,42
2017020643,15970.5310000,0.000000000,2017-02-06,43
2017020644,18094.9770000,0.000000000,2017-02-06,44
2017020645,20335.1370000,0.000000000,2017-02-06,45
2017020646,22151.5940000,0.000000000,2017-02-06,46
2017020647,25054.3160000,0.000000000,2017-02-06,47
2017020648,26658.0370000,0.000000000,2017-02-06,48
2017020701,27422.8090000,0.000000000,2017-02-07,1
2017020702,26751.5200000,0.000000000,2017-02-07,2
2017020703,26615.0760000,0.000000000,2017-02-07,3
2017020704,27138.7660000,0.000000000,2017-02-07,4
2017020705,26947.2150000,0.000000000,2017-02-07,5
2017020706,26962.6200000,0.000000000,2017-02-07,6
2017020707,26929.4240000,0.000000000,2017-02-07,7
2017020708,27339.1250000,0.000000000,2017-02-07,8
2017020709,27028.0620000,0.000000000,2017-02-07,9
2017020710,26875.6270000,0.000000000,2017-02-07,10
2017020711,25198.2810000,0.000000000,2017-02-07,11
2017020712,23512.2710000,0.000000000,2017-02-07,12
2017020713,18973.3380000,0.000000000,2017-02-07,13
2017020714,15996.9280000,0.000000000,2017-02-07,14
2017020715,11336.1380000,0.000000000,2017-02-07,15
2017020716,10079.6875000,0.000000000,2017-02-07,16
2017020717,9069.1875000,0.000000000,2017-02-07,17
2017020718,9075.8080000,0.000000000,2017-02-07,18
2017020719,8625.7860000,0.000000000,2017-02-07,19
2017020720,7842.6090000,0.000000000,2017-02-07,20
2017020721,8060.9300000,0.000000000,2017-02-07,21
2017020722,8565.0200000,0.000000000,2017-02-07,22
2017020723,8354.5580000,0.000000000,2017-02-07,23
2017020724,8696.4280000,0.000000000,2017-02-07,24
2017020725,8527.5790000,0.000000000,2017-02-07,25
2017020726,8908.0590000,0.000000000,2017-02-07,26
2017020727,9302.7570000,0.000000000,2017-02-07,27
2017020728,8486.4540000,0.000000000,2017-02-07,28
2017020729,8360.9040000,0.000000000,2017-02-07,29
2017020730,8090.8470000,0.000000000,2017-02-07,30
2017020731,7260.0750000,0.000000000,2017-02-07,31
2017020732,6520.1660000,0.000000000,2017-02-07,32
2017020733,6008.6280000,0.000000000,2017-02-07,33
2017020734,4654.5405000,0.000000000,2017-02-07,34
2017020735,4289.1953000,0.000000000,2017-02-07,35
2017020736,2892.7861000,0.000019200,2017-02-07,36
2017020737,2743.1116000,0.000057000,2017-02-07,37
2017020738,3399.0593000,0.000004800,2017-02-07,38
2017020739,3332.2495000,0.000001000,2017-02-07,39
2017020740,4635.7300000,0.000000000,2017-02-07,40
2017020741,6309.0044000,0.000000000,2017-02-07,41
2017020742,7574.8555000,0.000000000,2017-02-07,42
2017020743,7660.0513000,0.000000000,2017-02-07,43
2017020744,9271.6650000,0.000000000,2017-02-07,44
2017020745,10920.9770000,0.000000000,2017-02-07,45
2017020746,14781.3125000,0.000000000,2017-02-07,46
2017020747,19065.5640000,0.000000000,2017-02-07,47
2017020748,20226.8420000,0.000000000,2017-02-07,48
2017020801,19861.2830000,0.000000000,2017-02-08,1
2017020802,20153.2010000,0.000000000,2017-02-08,2
2017020803,20237.9470000,0.000000000,2017-02-08,3
2017020804,20750.0820000,0.000000000,2017-02-08,4
2017020805,21308.7560000,0.000000000,2017-02-08,5
2017020806,21771.9940000,0.000000000,2017-02-08,6
2017020807,21981.6560000,0.000000000,2017-02-08,7
2017020808,22580.9240000,0.000000000,2017-02-08,8
2017020809,23022.1250000,0.000000000,2017-02-08,9
2017020810,22914.4280000,0.000000000,2017-02-08,10
2017020811,21540.4590000,0.000000000,2017-02-08,11
2017020812,19556.8100000,0.000000000,2017-02-08,12
2017020813,14489.1050000,0.000000000,2017-02-08,13
2017020814,11823.6260000,0.000000000,2017-02-08,14
2017020815,7685.5723000,0.000000000,2017-02-08,15
2017020816,5783.9000000,0.000000000,2017-02-08,16
2017020817,5755.8403000,0.000000000,2017-02-08,17
2017020818,6680.4000000,0.000000000,2017-02-08,18
2017020819,6919.6190000,0.000000000,2017-02-08,19
2017020820,6913.6567000,0.000000000,2017-02-08,20
2017020821,7304.6626000,0.000000000,2017-02-08,21
2017020822,7684.9840000,0.000000000,2017-02-08,22
2017020823,7918.7524000,0.000000000,2017-02-08,23
2017020824,8243.4810000,0.000000000,2017-02-08,24
2017020825,8204.4770000,0.000000000,2017-02-08,25
2017020826,8540.4320000,0.000000000,2017-02-08,26
2017020827,8094.6230000,0.000000000,2017-02-08,27
2017020828,7747.5693000,0.000000000,2017-02-08,28
2017020829,7804.6220000,0.000000000,2017-02-08,29
2017020830,7564.2790000,0.000000000,2017-02-08,30
2017020831,8138.0510000,0.000000000,2017-02-08,31
2017020832,6538.7140000,0.000000000,2017-02-08,32
2017020833,6434.2334000,0.000000000,2017-02-08,33
2017020834,5099.4253000,0.000000000,2017-02-08,34
2017020835,5706.6924000,0.000000000,2017-02-08,35
2017020836,4448.5180000,0.000000000,2017-02-08,36
2017020837,5063.9680000,0.000000000,2017-02-08,37
2017020838,5648.5815000,0.000000000,2017-02-08,38
2017020839,5722.7427000,0.000000000,2017-02-08,39
2017020840,6309.8086000,0.000000000,2017-02-08,40
2017020841,8919.7370000,0.000000000,2017-02-08,41
2017020842,11244.2660000,0.000000000,2017-02-08,42
2017020843,12320.7540000,0.000000000,2017-02-08,43
2017020844,14039.8680000,0.000000000,2017-02-08,44
2017020845,16351.2060000,0.000000000,2017-02-08,45
2017020846,18195.3280000,0.000000000,2017-02-08,46
2017020847,21897.0270000,0.000000000,2017-02-08,47
2017020848,23802.6150000,0.000000000,2017-02-08,48
2017020901,25313.8960000,0.000000000,2017-02-09,1
2017020902,25357.8160000,0.000000000,2017-02-09,2
2017020903,25748.7360000,0.000000000,2017-02-09,3
2017020904,26401.2520000,0.000000000,2017-02-09,4
2017020905,26929.5800000,0.000000000,2017-02-09,5
2017020906,26842.6230000,0.000000000,2017-02-09,6
2017020907,27224.7660000,0.000000000,2017-02-09,7
2017020908,27703.2900000,0.000000000,2017-02-09,8
2017020909,27579.2750000,0.000000000,2017-02-09,9
2017020910,27510.1800000,0.000000000,2017-02-09,10
