,TSDF,settlementDate,settlementPeriod
2018070436,33896,7/4/2018,36
2018070437,33880,7/4/2018,37
2018070438,33846,7/4/2018,38
2018070439,33810,7/4/2018,39
2018070440,33784,7/4/2018,40
2018070441,33485,7/4/2018,41
2018070442,33110,7/4/2018,42
2018070443,32410,7/4/2018,43
2018070444,32050,7/4/2018,44
2018070445,31380,7/4/2018,45
2018070446,29777,7/4/2018,46
2018070447,27650,7/4/2018,47
2018070448,25800,7/4/2018,48
2018070501,24600,7/5/2018,1
2018070502,23728,7/5/2018,2
2018070503,23185,7/5/2018,3
2018070504,22783,7/5/2018,4
2018070505,22313,7/5/2018,5
2018070506,22005,7/5/2018,6
2018070507,21853,7/5/2018,7
2018070508,21826,7/5/2018,8
2018070509,21819,7/5/2018,9
2018070510,21638,7/5/2018,10
2018070511,21882,7/5/2018,11
2018070512,22334,7/5/2018,12
2018070513,24320,7/5/2018,13
2018070514,26539,7/5/2018,14
2018070515,29085,7/5/2018,15
2018070516,30494,7/5/2018,16
2018070517,31319,7/5/2018,17
2018070518,31679,7/5/2018,18
2018070519,31847,7/5/2018,19
2018070520,31754,7/5/2018,20
2018070521,31423,7/5/2018,21
2018070522,31120,7/5/2018,22
2018070523,30954,7/5/2018,23
2018070524,30797,7/5/2018,24
2018070525,30622,7/5/2018,25
2018070526,30208,7/5/2018,26
2018070527,29873,7/5/2018,27
2018070528,29727,7/5/2018,28
2018070529,30538,7/5/2018,29
2018070530,30679,7/5/2018,30
2018070531,30913,7/5/2018,31
2018070532,31492,7/5/2018,32
2018070533,32279,7/5/2018,33
2018070534,32952,7/5/2018,34
2018070535,33382,7/5/2018,35
2018070536,33389,7/5/2018,36
2018070537,33211,7/5/2018,37
2018070538,32997,7/5/2018,38
2018070539,32808,7/5/2018,39
2018070540,32504,7/5/2018,40
2018070541,32102,7/5/2018,41
2018070542,31891,7/5/2018,42
2018070543,31909,7/5/2018,43
2018070544,31536,7/5/2018,44
2018070545,30990,7/5/2018,45
2018070546,29371,7/5/2018,46
2018070547,27458,7/5/2018,47
2018070548,25754,7/5/2018,48
2018070601,25693,7/6/2018,1
2018070602,24772,7/6/2018,2
2018070603,24455,7/6/2018,3
2018070604,24358,7/6/2018,4
2018070605,24042,7/6/2018,5
2018070606,23943,7/6/2018,6
2018070607,23683,7/6/2018,7
2018070608,23620,7/6/2018,8
2018070609,23583,7/6/2018,9
2018070610,23322,7/6/2018,10
2018070611,23519,7/6/2018,11
2018070612,23643,7/6/2018,12
2018070613,24648,7/6/2018,13
2018070614,26718,7/6/2018,14
2018070615,29025,7/6/2018,15
2018070616,30513,7/6/2018,16
2018070617,31333,7/6/2018,17
2018070618,31218,7/6/2018,18
2018070619,31288,7/6/2018,19
2018070620,31103,7/6/2018,20
2018070621,30819,7/6/2018,21
2018070622,30580,7/6/2018,22
2018070623,30509,7/6/2018,23
2018070624,30272,7/6/2018,24
2018070625,29705,7/6/2018,25
2018070626,29519,7/6/2018,26
2018070627,29016,7/6/2018,27
2018070628,28806,7/6/2018,28
2018070629,28680,7/6/2018,29
2018070630,28891,7/6/2018,30
2018070631,29183,7/6/2018,31
2018070632,29543,7/6/2018,32
2018070633,30126,7/6/2018,33
2018070634,30858,7/6/2018,34
2018070635,31460,7/6/2018,35
2018070636,31775,7/6/2018,36
2018070637,31721,7/6/2018,37
2018070638,31616,7/6/2018,38
2018070639,31364,7/6/2018,39
2018070640,31148,7/6/2018,40
2018070641,30772,7/6/2018,41
2018070642,30351,7/6/2018,42
2018070643,30458,7/6/2018,43
2018070644,30365,7/6/2018,44
2018070645,30074,7/6/2018,45
2018070646,28984,7/6/2018,46
2018070647,27428,7/6/2018,47
2018070648,26055,7/6/2018,48
2018070701,24891,7/7/2018,1
2018070702,24095,7/7/2018,2
2018070703,23646,7/7/2018,3
2018070704,23220,7/7/2018,4
2018070705,22996,7/7/2018,5
2018070706,22827,7/7/2018,6
2018070707,22389,7/7/2018,7
2018070708,22164,7/7/2018,8
2018070709,22422,7/7/2018,9
2018070710,22280,7/7/2018,10
2018070711,21895,7/7/2018,11
2018070712,22415,7/7/2018,12
2018070713,22690,7/7/2018,13
2018070714,22897,7/7/2018,14
2018070715,24104,7/7/2018,15
2018070716,24580,7/7/2018,16
2018070717,25604,7/7/2018,17
2018070718,26209,7/7/2018,18
2018070719,26181,7/7/2018,19
2018070720,25869,7/7/2018,20
2018070721,25683,7/7/2018,21
2018070722,25436,7/7/2018,22
2018070723,24765,7/7/2018,23
2018070724,24999,7/7/2018,24
2018070725,24557,7/7/2018,25
2018070726,24186,7/7/2018,26
2018070727,23982,7/7/2018,27
2018070728,23444,7/7/2018,28
2018070729,23321,7/7/2018,29
2018070730,23329,7/7/2018,30
2018070731,23326,7/7/2018,31
2018070732,23548,7/7/2018,32
2018070733,24203,7/7/2018,33
2018070734,24977,7/7/2018,34
2018070735,26207,7/7/2018,35
2018070736,26849,7/7/2018,36
2018070737,27386,7/7/2018,37
2018070738,27739,7/7/2018,38
2018070739,27935,7/7/2018,39
2018070740,28000,7/7/2018,40
2018070741,28021,7/7/2018,41
2018070742,27900,7/7/2018,42
2018070743,27800,7/7/2018,43
2018070744,27798,7/7/2018,44
2018070745,27752,7/7/2018,45
2018070746,27126,7/7/2018,46
2018070747,26204,7/7/2018,47
2018070748,25300,7/7/2018,48
2018070801,23900,7/8/2018,1
2018070802,23190,7/8/2018,2
2018070803,22625,7/8/2018,3
2018070804,22155,7/8/2018,4
2018070805,21881,7/8/2018,5
2018070806,21864,7/8/2018,6
2018070807,22023,7/8/2018,7
2018070808,21805,7/8/2018,8
2018070809,21946,7/8/2018,9
2018070810,21457,7/8/2018,10
2018070811,21316,7/8/2018,11
2018070812,21283,7/8/2018,12
2018070813,21715,7/8/2018,13
2018070814,22023,7/8/2018,14
2018070815,22020,7/8/2018,15
2018070816,21465,7/8/2018,16
2018070817,21972,7/8/2018,17
2018070818,22500,7/8/2018,18
2018070819,23437,7/8/2018,19
2018070820,24086,7/8/2018,20
2018070821,24486,7/8/2018,21
2018070822,24769,7/8/2018,22
2018070823,24877,7/8/2018,23
2018070824,24973,7/8/2018,24
2018070825,25132,7/8/2018,25
2018070826,24256,7/8/2018,26
2018070827,24216,7/8/2018,27
2018070828,24041,7/8/2018,28
2018070829,24167,7/8/2018,29
2018070830,24300,7/8/2018,30
2018070831,24604,7/8/2018,31
2018070832,25017,7/8/2018,32
2018070833,25509,7/8/2018,33
2018070834,26256,7/8/2018,34
2018070835,26895,7/8/2018,35
2018070836,27419,7/8/2018,36
2018070837,28194,7/8/2018,37
2018070838,28415,7/8/2018,38
2018070839,28725,7/8/2018,39
2018070840,28900,7/8/2018,40
2018070841,29013,7/8/2018,41
2018070842,28900,7/8/2018,42
2018070843,28880,7/8/2018,43
2018070844,28667,7/8/2018,44
2018070845,28900,7/8/2018,45
2018070846,27615,7/8/2018,46
2018070847,26020,7/8/2018,47
2018070848,24700,7/8/2018,48
2018070901,23106,7/9/2018,1
2018070902,22632,7/9/2018,2
2018070903,22409,7/9/2018,3
2018070904,22191,7/9/2018,4
2018070905,22495,7/9/2018,5
2018070906,22160,7/9/2018,6
2018070907,22105,7/9/2018,7
2018070908,22111,7/9/2018,8
2018070909,22192,7/9/2018,9
2018070910,22017,7/9/2018,10
2018070911,22688,7/9/2018,11
2018070912,22964,7/9/2018,12
2018070913,24396,7/9/2018,13
2018070914,26816,7/9/2018,14
2018070915,29366,7/9/2018,15
2018070916,30624,7/9/2018,16
2018070917,31427,7/9/2018,17
2018070918,31531,7/9/2018,18
2018070919,31807,7/9/2018,19
2018070920,31881,7/9/2018,20
2018070921,31477,7/9/2018,21
2018070922,31531,7/9/2018,22
2018070923,31462,7/9/2018,23
2018070924,31510,7/9/2018,24
2018070925,31536,7/9/2018,25
2018070926,31595,7/9/2018,26
2018070927,31624,7/9/2018,27
2018070928,31545,7/9/2018,28
2018070929,31466,7/9/2018,29
2018070930,31559,7/9/2018,30
2018070931,31599,7/9/2018,31
2018070932,32021,7/9/2018,32
2018070933,32498,7/9/2018,33
2018070934,33045,7/9/2018,34
2018070935,33725,7/9/2018,35
2018070936,33818,7/9/2018,36
2018070937,33825,7/9/2018,37
2018070938,33879,7/9/2018,38
2018070939,33931,7/9/2018,39
2018070940,33281,7/9/2018,40
2018070941,32903,7/9/2018,41
2018070942,32300,7/9/2018,42
2018070943,32100,7/9/2018,43
2018070944,31687,7/9/2018,44
2018070945,31231,7/9/2018,45
2018070946,29573,7/9/2018,46
2018070947,27373,7/9/2018,47
2018070948,25800,7/9/2018,48
2018071001,24490,7/10/2018,1
2018071002,24312,7/10/2018,2
2018071003,23403,7/10/2018,3
2018071004,23301,7/10/2018,4
2018071005,23022,7/10/2018,5
2018071006,22824,7/10/2018,6
2018071007,22849,7/10/2018,7
2018071008,23101,7/10/2018,8
2018071009,23025,7/10/2018,9
2018071010,22727,7/10/2018,10
2018071011,23239,7/10/2018,11
2018071012,23780,7/10/2018,12
2018071013,25175,7/10/2018,13
2018071014,27236,7/10/2018,14
2018071015,29972,7/10/2018,15
2018071016,31547,7/10/2018,16
2018071017,32515,7/10/2018,17
2018071018,32736,7/10/2018,18
2018071019,33065,7/10/2018,19
2018071020,32770,7/10/2018,20
2018071021,32348,7/10/2018,21
2018071022,32158,7/10/2018,22
2018071023,32019,7/10/2018,23
2018071024,31933,7/10/2018,24
2018071025,31851,7/10/2018,25
2018071026,31639,7/10/2018,26
2018071027,31268,7/10/2018,27
2018071028,30249,7/10/2018,28
2018071029,30167,7/10/2018,29
2018071030,30131,7/10/2018,30
2018071031,30448,7/10/2018,31
2018071032,31121,7/10/2018,32
2018071033,31774,7/10/2018,33
2018071034,32561,7/10/2018,34
2018071035,33073,7/10/2018,35
2018071036,33245,7/10/2018,36
2018071037,33263,7/10/2018,37
2018071038,33347,7/10/2018,38
2018071039,33300,7/10/2018,39
2018071040,32856,7/10/2018,40
2018071041,32164,7/10/2018,41
2018071042,31555,7/10/2018,42
2018071043,31500,7/10/2018,43
2018071044,31141,7/10/2018,44
2018071045,30558,7/10/2018,45
2018071046,29174,7/10/2018,46
2018071047,27139,7/10/2018,47
2018071048,25200,7/10/2018,48
2018071101,24200,7/11/2018,1
2018071102,23800,7/11/2018,2
2018071103,23666,7/11/2018,3
2018071104,23639,7/11/2018,4
2018071105,23589,7/11/2018,5
2018071106,23297,7/11/2018,6
2018071107,23456,7/11/2018,7
2018071108,23437,7/11/2018,8
2018071109,23526,7/11/2018,9
2018071110,23196,7/11/2018,10
2018071111,23095,7/11/2018,11
2018071112,23936,7/11/2018,12
2018071113,26090,7/11/2018,13
2018071114,28438,7/11/2018,14
2018071115,30780,7/11/2018,15
2018071116,31870,7/11/2018,16
2018071117,32300,7/11/2018,17
2018071118,32326,7/11/2018,18
2018071119,32512,7/11/2018,19
2018071120,32175,7/11/2018,20
2018071121,31595,7/11/2018,21
2018071122,31581,7/11/2018,22
2018071123,31524,7/11/2018,23
2018071124,31477,7/11/2018,24
2018071125,31481,7/11/2018,25
2018071126,30744,7/11/2018,26
2018071127,30291,7/11/2018,27
2018071128,30039,7/11/2018,28
2018071129,30176,7/11/2018,29
2018071130,30344,7/11/2018,30
2018071131,30199,7/11/2018,31
2018071132,30934,7/11/2018,32
2018071133,31487,7/11/2018,33
2018071134,32367,7/11/2018,34
2018071135,33490,7/11/2018,35
2018071136,33825,7/11/2018,36
2018071137,33885,7/11/2018,37
2018071138,33782,7/11/2018,38
2018071139,33198,7/11/2018,39
2018071140,32926,7/11/2018,40
2018071141,32487,7/11/2018,41
2018071142,31286,7/11/2018,42
2018071143,31322,7/11/2018,43
2018071144,30467,7/11/2018,44
2018071145,31062,7/11/2018,45
2018071146,29714,7/11/2018,46
2018071147,27606,7/11/2018,47
2018071148,25605,7/11/2018,48
2018071201,24660,7/12/2018,1
2018071202,24293,7/12/2018,2
2018071203,23959,7/12/2018,3
2018071204,23798,7/12/2018,4
2018071205,23485,7/12/2018,5
2018071206,23456,7/12/2018,6
2018071207,23234,7/12/2018,7
2018071208,23163,7/12/2018,8
2018071209,23482,7/12/2018,9
2018071210,23206,7/12/2018,10
2018071211,23233,7/12/2018,11
2018071212,23744,7/12/2018,12
2018071213,25288,7/12/2018,13
2018071214,27678,7/12/2018,14
2018071215,30440,7/12/2018,15
2018071216,32028,7/12/2018,16
2018071217,32821,7/12/2018,17
2018071218,33000,7/12/2018,18
2018071219,33200,7/12/2018,19
2018071220,32929,7/12/2018,20
2018071221,32527,7/12/2018,21
2018071222,32024,7/12/2018,22
2018071223,31898,7/12/2018,23
2018071224,31732,7/12/2018,24
2018071225,31352,7/12/2018,25
2018071226,30766,7/12/2018,26
2018071227,30135,7/12/2018,27
2018071228,30082,7/12/2018,28
2018071229,29998,7/12/2018,29
2018071230,30311,7/12/2018,30
2018071231,30698,7/12/2018,31
2018071232,31366,7/12/2018,32
2018071233,32315,7/12/2018,33
2018071234,33269,7/12/2018,34
2018071235,33841,7/12/2018,35
2018071236,34004,7/12/2018,36
2018071237,34148,7/12/2018,37
2018071238,34232,7/12/2018,38
2018071239,34025,7/12/2018,39
2018071240,33643,7/12/2018,40
2018071241,33168,7/12/2018,41
2018071242,32500,7/12/2018,42
2018071243,32300,7/12/2018,43
2018071244,31790,7/12/2018,44
2018071245,31077,7/12/2018,45
2018071246,29519,7/12/2018,46
2018071247,27284,7/12/2018,47
2018071248,25800,7/12/2018,48
2018071301,24716,7/13/2018,1
2018071302,24268,7/13/2018,2
2018071303,24181,7/13/2018,3
2018071304,23950,7/13/2018,4
2018071305,23833,7/13/2018,5
2018071306,23617,7/13/2018,6
2018071307,23551,7/13/2018,7
2018071308,23578,7/13/2018,8
2018071309,23626,7/13/2018,9
2018071310,23447,7/13/2018,10
2018071311,23558,7/13/2018,11
2018071312,24093,7/13/2018,12
2018071313,25455,7/13/2018,13
2018071314,27558,7/13/2018,14
2018071315,30212,7/13/2018,15
2018071316,31788,7/13/2018,16
2018071317,32617,7/13/2018,17
2018071318,32638,7/13/2018,18
2018071319,32977,7/13/2018,19
2018071320,32630,7/13/2018,20
2018071321,32183,7/13/2018,21
2018071322,31938,7/13/2018,22
2018071323,31841,7/13/2018,23
2018071324,31594,7/13/2018,24
2018071325,31449,7/13/2018,25
2018071326,31187,7/13/2018,26
2018071327,30613,7/13/2018,27
2018071328,30377,7/13/2018,28
2018071329,30335,7/13/2018,29
2018071330,30463,7/13/2018,30
2018071331,30639,7/13/2018,31
2018071332,30829,7/13/2018,32
2018071333,31333,7/13/2018,33
2018071334,32030,7/13/2018,34
2018071335,32624,7/13/2018,35
2018071336,32950,7/13/2018,36
2018071337,32676,7/13/2018,37
2018071338,32227,7/13/2018,38
2018071339,31769,7/13/2018,39
2018071340,31381,7/13/2018,40
2018071341,30797,7/13/2018,41
2018071342,30095,7/13/2018,42
2018071343,30055,7/13/2018,43
2018071344,29845,7/13/2018,44
2018071345,29642,7/13/2018,45
2018071346,28504,7/13/2018,46
2018071347,26917,7/13/2018,47
2018071348,25692,7/13/2018,48
2018071401,24662,7/14/2018,1
2018071402,24011,7/14/2018,2
2018071403,23431,7/14/2018,3
2018071404,23156,7/14/2018,4
2018071405,22957,7/14/2018,5
2018071406,22508,7/14/2018,6
2018071407,22824,7/14/2018,7
2018071408,22892,7/14/2018,8
2018071409,22559,7/14/2018,9
2018071410,22035,7/14/2018,10
2018071411,21899,7/14/2018,11
2018071412,21997,7/14/2018,12
2018071413,22697,7/14/2018,13
2018071414,23114,7/14/2018,14
2018071415,23494,7/14/2018,15
2018071416,24426,7/14/2018,16
2018071417,25316,7/14/2018,17
2018071418,25732,7/14/2018,18
2018071419,26356,7/14/2018,19
2018071420,26290,7/14/2018,20
2018071421,25994,7/14/2018,21
2018071422,25692,7/14/2018,22
2018071423,25178,7/14/2018,23
2018071424,24848,7/14/2018,24
2018071425,24501,7/14/2018,25
2018071426,24818,7/14/2018,26
2018071427,24384,7/14/2018,27
2018071428,24079,7/14/2018,28
2018071429,23963,7/14/2018,29
2018071430,23976,7/14/2018,30
2018071431,23936,7/14/2018,31
2018071432,24445,7/14/2018,32
2018071433,24473,7/14/2018,33
2018071434,24639,7/14/2018,34
2018071435,26299,7/14/2018,35
2018071436,27196,7/14/2018,36
2018071437,27424,7/14/2018,37
2018071438,27767,7/14/2018,38
2018071439,28100,7/14/2018,39
2018071440,27920,7/14/2018,40
2018071441,27557,7/14/2018,41
2018071442,27000,7/14/2018,42
2018071443,27025,7/14/2018,43
2018071444,27300,7/14/2018,44
2018071445,27474,7/14/2018,45
2018071446,26685,7/14/2018,46
2018071447,25465,7/14/2018,47
2018071448,24300,7/14/2018,48
2018071501,23200,7/15/2018,1
2018071502,22525,7/15/2018,2
2018071503,22619,7/15/2018,3
2018071504,22633,7/15/2018,4
2018071505,22161,7/15/2018,5
2018071506,21692,7/15/2018,6
2018071507,21566,7/15/2018,7
2018071508,21348,7/15/2018,8
2018071509,21247,7/15/2018,9
2018071510,21019,7/15/2018,10
2018071511,20868,7/15/2018,11
2018071512,20625,7/15/2018,12
2018071513,21045,7/15/2018,13
2018071514,21453,7/15/2018,14
2018071515,21818,7/15/2018,15
2018071516,22250,7/15/2018,16
2018071517,22527,7/15/2018,17
2018071518,22900,7/15/2018,18
2018071519,23479,7/15/2018,19
2018071520,23658,7/15/2018,20
2018071521,23800,7/15/2018,21
2018071522,23659,7/15/2018,22
2018071523,23694,7/15/2018,23
2018071524,23769,7/15/2018,24
2018071525,24000,7/15/2018,25
2018071526,23669,7/15/2018,26
2018071527,23472,7/15/2018,27
2018071528,23189,7/15/2018,28
2018071529,23165,7/15/2018,29
2018071530,23060,7/15/2018,30
2018071531,23455,7/15/2018,31
2018071532,23753,7/15/2018,32
2018071533,24418,7/15/2018,33
2018071534,25237,7/15/2018,34
2018071535,26033,7/15/2018,35
2018071536,26697,7/15/2018,36
2018071537,27569,7/15/2018,37
2018071538,28339,7/15/2018,38
2018071539,28900,7/15/2018,39
2018071540,28882,7/15/2018,40
2018071541,28799,7/15/2018,41
2018071542,28500,7/15/2018,42
2018071543,28700,7/15/2018,43
2018071544,28594,7/15/2018,44
2018071545,28449,7/15/2018,45
2018071546,27326,7/15/2018,46
2018071547,25741,7/15/2018,47
2018071548,24300,7/15/2018,48
2018071601,23295,7/16/2018,1
2018071602,22859,7/16/2018,2
2018071603,22914,7/16/2018,3
2018071604,22698,7/16/2018,4
2018071605,22447,7/16/2018,5
2018071606,22257,7/16/2018,6
2018071607,22342,7/16/2018,7
2018071608,22408,7/16/2018,8
2018071609,22373,7/16/2018,9
2018071610,22193,7/16/2018,10
2018071611,22253,7/16/2018,11
2018071612,23037,7/16/2018,12
2018071613,24434,7/16/2018,13
2018071614,26810,7/16/2018,14
2018071615,29364,7/16/2018,15
2018071616,31009,7/16/2018,16
2018071617,32119,7/16/2018,17
2018071618,32522,7/16/2018,18
2018071619,32863,7/16/2018,19
2018071620,32821,7/16/2018,20
2018071621,32433,7/16/2018,21
2018071622,32538,7/16/2018,22
2018071623,32389,7/16/2018,23
2018071624,32446,7/16/2018,24
2018071625,32971,7/16/2018,25
2018071626,31815,7/16/2018,26
2018071627,31824,7/16/2018,27
2018071628,31649,7/16/2018,28
2018071629,31444,7/16/2018,29
2018071630,31352,7/16/2018,30
2018071631,31236,7/16/2018,31
2018071632,31993,7/16/2018,32
2018071633,32644,7/16/2018,33
2018071634,33377,7/16/2018,34
2018071635,34011,7/16/2018,35
2018071636,34280,7/16/2018,36
2018071637,34184,7/16/2018,37
2018071638,34343,7/16/2018,38
2018071639,33963,7/16/2018,39
2018071640,33528,7/16/2018,40
2018071641,32985,7/16/2018,41
2018071642,32300,7/16/2018,42
2018071643,32200,7/16/2018,43
2018071644,31662,7/16/2018,44
2018071645,30943,7/16/2018,45
2018071646,29343,7/16/2018,46
2018071647,27141,7/16/2018,47
2018071648,25614,7/16/2018,48
2018071701,24627,7/17/2018,1
2018071702,23736,7/17/2018,2
2018071703,23864,7/17/2018,3
2018071704,23719,7/17/2018,4
2018071705,23755,7/17/2018,5
2018071706,23609,7/17/2018,6
2018071707,23389,7/17/2018,7
2018071708,23391,7/17/2018,8
2018071709,23650,7/17/2018,9
2018071710,23460,7/17/2018,10
2018071711,23381,7/17/2018,11
2018071712,23979,7/17/2018,12
2018071713,24882,7/17/2018,13
2018071714,26930,7/17/2018,14
2018071715,29248,7/17/2018,15
2018071716,30495,7/17/2018,16
2018071717,31313,7/17/2018,17
2018071718,31704,7/17/2018,18
2018071719,32035,7/17/2018,19
2018071720,31998,7/17/2018,20
2018071721,32215,7/17/2018,21
2018071722,32314,7/17/2018,22
2018071723,32146,7/17/2018,23
2018071724,32550,7/17/2018,24
2018071725,32512,7/17/2018,25
2018071726,32295,7/17/2018,26
2018071727,32169,7/17/2018,27
2018071728,32196,7/17/2018,28
2018071729,32168,7/17/2018,29
2018071730,32240,7/17/2018,30
2018071731,32291,7/17/2018,31
2018071732,32578,7/17/2018,32
2018071733,33083,7/17/2018,33
2018071734,33623,7/17/2018,34
2018071735,33955,7/17/2018,35
2018071736,33659,7/17/2018,36
2018071737,33530,7/17/2018,37
2018071738,33725,7/17/2018,38
2018071739,33486,7/17/2018,39
2018071740,33433,7/17/2018,40
2018071741,32807,7/17/2018,41
2018071742,32288,7/17/2018,42
2018071743,31790,7/17/2018,43
2018071744,31284,7/17/2018,44
2018071745,30460,7/17/2018,45
2018071746,28952,7/17/2018,46
2018071747,27053,7/17/2018,47
2018071748,25400,7/17/2018,48
2018071801,24821,7/18/2018,1
2018071802,24437,7/18/2018,2
2018071803,24044,7/18/2018,3
2018071804,24080,7/18/2018,4
2018071805,23869,7/18/2018,5
2018071806,23727,7/18/2018,6
2018071807,23519,7/18/2018,7
2018071808,23401,7/18/2018,8
2018071809,23529,7/18/2018,9
2018071810,23393,7/18/2018,10
2018071811,23253,7/18/2018,11
2018071812,23585,7/18/2018,12
2018071813,24903,7/18/2018,13
2018071814,26988,7/18/2018,14
2018071815,29490,7/18/2018,15
2018071816,30804,7/18/2018,16
