,TSDF,settlementDate,settlementPeriod
2017041836,35252,4/18/2017,36
2017041837,35716,4/18/2017,37
2017041838,36316,4/18/2017,38
2017041839,36483,4/18/2017,39
2017041840,36952,4/18/2017,40
2017041841,37861,4/18/2017,41
2017041842,37119,4/18/2017,42
2017041843,35860,4/18/2017,43
2017041844,34043,4/18/2017,44
2017041845,32358,4/18/2017,45
2017041846,30124,4/18/2017,46
2017041847,28123,4/18/2017,47
2017041848,26763,4/18/2017,48
2017041901,26663,4/19/2017,1
2017041902,26345,4/19/2017,2
2017041903,26601,4/19/2017,3
2017041904,27002,4/19/2017,4
2017041905,26658,4/19/2017,5
2017041906,26258,4/19/2017,6
2017041907,25962,4/19/2017,7
2017041908,25754,4/19/2017,8
2017041909,25597,4/19/2017,9
2017041910,25598,4/19/2017,10
2017041911,26374,4/19/2017,11
2017041912,26944,4/19/2017,12
2017041913,28066,4/19/2017,13
2017041914,30603,4/19/2017,14
2017041915,33592,4/19/2017,15
2017041916,35063,4/19/2017,16
2017041917,35601,4/19/2017,17
2017041918,35033,4/19/2017,18
2017041919,34779,4/19/2017,19
2017041920,34097,4/19/2017,20
2017041921,33587,4/19/2017,21
2017041922,33150,4/19/2017,22
2017041923,32853,4/19/2017,23
2017041924,32819,4/19/2017,24
2017041925,32907,4/19/2017,25
2017041926,32683,4/19/2017,26
2017041927,32095,4/19/2017,27
2017041928,31898,4/19/2017,28
2017041929,32047,4/19/2017,29
2017041930,31905,4/19/2017,30
2017041931,31957,4/19/2017,31
2017041932,32439,4/19/2017,32
2017041933,33405,4/19/2017,33
2017041934,34282,4/19/2017,34
2017041935,35200,4/19/2017,35
2017041936,35744,4/19/2017,36
2017041937,35972,4/19/2017,37
2017041938,36144,4/19/2017,38
2017041939,36269,4/19/2017,39
2017041940,36451,4/19/2017,40
2017041941,37061,4/19/2017,41
2017041942,37337,4/19/2017,42
2017041943,36395,4/19/2017,43
2017041944,34616,4/19/2017,44
2017041945,32492,4/19/2017,45
2017041946,30251,4/19/2017,46
2017041947,28418,4/19/2017,47
2017041948,27336,4/19/2017,48
2017042001,25858,4/20/2017,1
2017042002,25452,4/20/2017,2
2017042003,25993,4/20/2017,3
2017042004,26452,4/20/2017,4
2017042005,26159,4/20/2017,5
2017042006,25820,4/20/2017,6
2017042007,25577,4/20/2017,7
2017042008,25408,4/20/2017,8
2017042009,25307,4/20/2017,9
2017042010,25299,4/20/2017,10
2017042011,25856,4/20/2017,11
2017042012,26863,4/20/2017,12
2017042013,28084,4/20/2017,13
2017042014,30164,4/20/2017,14
2017042015,33017,4/20/2017,15
2017042016,34548,4/20/2017,16
2017042017,35200,4/20/2017,17
2017042018,35041,4/20/2017,18
2017042019,35363,4/20/2017,19
2017042020,35199,4/20/2017,20
2017042021,34800,4/20/2017,21
2017042022,34546,4/20/2017,22
2017042023,34254,4/20/2017,23
2017042024,33892,4/20/2017,24
2017042025,33705,4/20/2017,25
2017042026,33489,4/20/2017,26
2017042027,33363,4/20/2017,27
2017042028,33029,4/20/2017,28
2017042029,32960,4/20/2017,29
2017042030,33017,4/20/2017,30
2017042031,32840,4/20/2017,31
2017042032,33139,4/20/2017,32
2017042033,33868,4/20/2017,33
2017042034,34651,4/20/2017,34
2017042035,35064,4/20/2017,35
2017042036,35131,4/20/2017,36
2017042037,35433,4/20/2017,37
2017042038,35334,4/20/2017,38
2017042039,35406,4/20/2017,39
2017042040,35351,4/20/2017,40
2017042041,36478,4/20/2017,41
2017042042,37023,4/20/2017,42
2017042043,35920,4/20/2017,43
2017042044,34165,4/20/2017,44
2017042045,32044,4/20/2017,45
2017042046,29885,4/20/2017,46
2017042047,27858,4/20/2017,47
2017042048,26707,4/20/2017,48
2017042101,25739,4/21/2017,1
2017042102,24997,4/21/2017,2
2017042103,25848,4/21/2017,3
2017042104,25827,4/21/2017,4
2017042105,25569,4/21/2017,5
2017042106,25262,4/21/2017,6
2017042107,24942,4/21/2017,7
2017042108,24824,4/21/2017,8
2017042109,24647,4/21/2017,9
2017042110,24572,4/21/2017,10
2017042111,25107,4/21/2017,11
2017042112,25912,4/21/2017,12
2017042113,27724,4/21/2017,13
2017042114,29400,4/21/2017,14
2017042115,31742,4/21/2017,15
2017042116,33261,4/21/2017,16
2017042117,34282,4/21/2017,17
2017042118,34143,4/21/2017,18
2017042119,34174,4/21/2017,19
2017042120,34070,4/21/2017,20
2017042121,33339,4/21/2017,21
2017042122,33050,4/21/2017,22
2017042123,32637,4/21/2017,23
2017042124,32411,4/21/2017,24
2017042125,32227,4/21/2017,25
2017042126,31825,4/21/2017,26
2017042127,32273,4/21/2017,27
2017042128,32098,4/21/2017,28
2017042129,31791,4/21/2017,29
2017042130,31464,4/21/2017,30
2017042131,31311,4/21/2017,31
2017042132,31492,4/21/2017,32
2017042133,32092,4/21/2017,33
2017042134,32621,4/21/2017,34
2017042135,33892,4/21/2017,35
2017042136,34249,4/21/2017,36
2017042137,34518,4/21/2017,37
2017042138,34602,4/21/2017,38
2017042139,34514,4/21/2017,39
2017042140,34514,4/21/2017,40
2017042141,34612,4/21/2017,41
2017042142,34792,4/21/2017,42
2017042143,34121,4/21/2017,43
2017042144,32760,4/21/2017,44
2017042145,31151,4/21/2017,45
2017042146,29517,4/21/2017,46
2017042147,27568,4/21/2017,47
2017042148,25900,4/21/2017,48
2017042201,25384,4/22/2017,1
2017042202,25633,4/22/2017,2
2017042203,25704,4/22/2017,3
2017042204,25718,4/22/2017,4
2017042205,25230,4/22/2017,5
2017042206,24881,4/22/2017,6
2017042207,24439,4/22/2017,7
2017042208,24122,4/22/2017,8
2017042209,23862,4/22/2017,9
2017042210,23691,4/22/2017,10
2017042211,23815,4/22/2017,11
2017042212,24013,4/22/2017,12
2017042213,24580,4/22/2017,13
2017042214,24534,4/22/2017,14
2017042215,26034,4/22/2017,15
2017042216,27200,4/22/2017,16
2017042217,28383,4/22/2017,17
2017042218,28735,4/22/2017,18
2017042219,30134,4/22/2017,19
2017042220,29709,4/22/2017,20
2017042221,29279,4/22/2017,21
2017042222,28550,4/22/2017,22
2017042223,28132,4/22/2017,23
2017042224,27755,4/22/2017,24
2017042225,27378,4/22/2017,25
2017042226,27726,4/22/2017,26
2017042227,27100,4/22/2017,27
2017042228,26580,4/22/2017,28
2017042229,26125,4/22/2017,29
2017042230,25805,4/22/2017,30
2017042231,25750,4/22/2017,31
2017042232,25870,4/22/2017,32
2017042233,26448,4/22/2017,33
2017042234,27446,4/22/2017,34
2017042235,28718,4/22/2017,35
2017042236,29544,4/22/2017,36
2017042237,30568,4/22/2017,37
2017042238,31334,4/22/2017,38
2017042239,31395,4/22/2017,39
2017042240,31513,4/22/2017,40
2017042241,32085,4/22/2017,41
2017042242,32700,4/22/2017,42
2017042243,32274,4/22/2017,43
2017042244,31268,4/22/2017,44
2017042245,30148,4/22/2017,45
2017042246,28609,4/22/2017,46
2017042247,26874,4/22/2017,47
2017042248,25500,4/22/2017,48
2017042301,24570,4/23/2017,1
2017042302,24307,4/23/2017,2
2017042303,24828,4/23/2017,3
2017042304,25240,4/23/2017,4
2017042305,25069,4/23/2017,5
2017042306,24691,4/23/2017,6
2017042307,24450,4/23/2017,7
2017042308,24113,4/23/2017,8
2017042309,23779,4/23/2017,9
2017042310,23467,4/23/2017,10
2017042311,23281,4/23/2017,11
2017042312,23193,4/23/2017,12
2017042313,23603,4/23/2017,13
2017042314,23315,4/23/2017,14
2017042315,24074,4/23/2017,15
2017042316,24794,4/23/2017,16
2017042317,25614,4/23/2017,17
2017042318,25907,4/23/2017,18
2017042319,26567,4/23/2017,19
2017042320,27002,4/23/2017,20
2017042321,27459,4/23/2017,21
2017042322,26597,4/23/2017,22
2017042323,26550,4/23/2017,23
2017042324,26513,4/23/2017,24
2017042325,26570,4/23/2017,25
2017042326,25962,4/23/2017,26
2017042327,25064,4/23/2017,27
2017042328,24177,4/23/2017,28
2017042329,23418,4/23/2017,29
2017042330,22896,4/23/2017,30
2017042331,23230,4/23/2017,31
2017042332,23813,4/23/2017,32
2017042333,24424,4/23/2017,33
2017042334,25307,4/23/2017,34
2017042335,26354,4/23/2017,35
2017042336,27330,4/23/2017,36
2017042337,28822,4/23/2017,37
2017042338,30374,4/23/2017,38
2017042339,30597,4/23/2017,39
2017042340,30670,4/23/2017,40
2017042341,31397,4/23/2017,41
2017042342,31930,4/23/2017,42
2017042343,31425,4/23/2017,43
2017042344,29906,4/23/2017,44
2017042345,28061,4/23/2017,45
2017042346,26123,4/23/2017,46
2017042347,24072,4/23/2017,47
2017042348,22500,4/23/2017,48
2017042401,22056,4/24/2017,1
2017042402,21692,4/24/2017,2
2017042403,21789,4/24/2017,3
2017042404,22609,4/24/2017,4
2017042405,23160,4/24/2017,5
2017042406,23102,4/24/2017,6
2017042407,23048,4/24/2017,7
2017042408,22906,4/24/2017,8
2017042409,22885,4/24/2017,9
2017042410,22903,4/24/2017,10
2017042411,23505,4/24/2017,11
2017042412,24233,4/24/2017,12
2017042413,26081,4/24/2017,13
2017042414,28295,4/24/2017,14
2017042415,31757,4/24/2017,15
2017042416,33826,4/24/2017,16
2017042417,34635,4/24/2017,17
2017042418,34124,4/24/2017,18
2017042419,34167,4/24/2017,19
2017042420,34206,4/24/2017,20
2017042421,33896,4/24/2017,21
2017042422,33750,4/24/2017,22
2017042423,33490,4/24/2017,23
2017042424,33294,4/24/2017,24
2017042425,33247,4/24/2017,25
2017042426,32729,4/24/2017,26
2017042427,32416,4/24/2017,27
2017042428,32020,4/24/2017,28
2017042429,32465,4/24/2017,29
2017042430,32390,4/24/2017,30
2017042431,32249,4/24/2017,31
2017042432,32808,4/24/2017,32
2017042433,33686,4/24/2017,33
2017042434,34384,4/24/2017,34
2017042435,34601,4/24/2017,35
2017042436,34608,4/24/2017,36
2017042437,34843,4/24/2017,37
2017042438,35071,4/24/2017,38
2017042439,34900,4/24/2017,39
2017042440,34926,4/24/2017,40
2017042441,35392,4/24/2017,41
2017042442,36200,4/24/2017,42
2017042443,35651,4/24/2017,43
2017042444,33458,4/24/2017,44
2017042445,31280,4/24/2017,45
2017042446,29072,4/24/2017,46
2017042447,26759,4/24/2017,47
2017042448,25055,4/24/2017,48
2017042501,23959,4/25/2017,1
2017042502,24133,4/25/2017,2
2017042503,25396,4/25/2017,3
2017042504,25787,4/25/2017,4
2017042505,25531,4/25/2017,5
2017042506,25298,4/25/2017,6
2017042507,24968,4/25/2017,7
2017042508,24736,4/25/2017,8
2017042509,24548,4/25/2017,9
2017042510,24754,4/25/2017,10
2017042511,24914,4/25/2017,11
2017042512,25594,4/25/2017,12
2017042513,27514,4/25/2017,13
2017042514,29465,4/25/2017,14
2017042515,32305,4/25/2017,15
2017042516,33686,4/25/2017,16
2017042517,34252,4/25/2017,17
2017042518,33034,4/25/2017,18
2017042519,31856,4/25/2017,19
2017042520,31108,4/25/2017,20
2017042521,30603,4/25/2017,21
2017042522,30050,4/25/2017,22
2017042523,29813,4/25/2017,23
2017042524,29812,4/25/2017,24
2017042525,30771,4/25/2017,25
2017042526,30356,4/25/2017,26
2017042527,31620,4/25/2017,27
2017042528,31081,4/25/2017,28
2017042529,30718,4/25/2017,29
2017042530,30299,4/25/2017,30
2017042531,30305,4/25/2017,31
2017042532,30749,4/25/2017,32
2017042533,31697,4/25/2017,33
2017042534,32951,4/25/2017,34
2017042535,33911,4/25/2017,35
2017042536,34741,4/25/2017,36
2017042537,35671,4/25/2017,37
2017042538,36624,4/25/2017,38
2017042539,36757,4/25/2017,39
2017042540,37225,4/25/2017,40
2017042541,38128,4/25/2017,41
2017042542,37622,4/25/2017,42
2017042543,36334,4/25/2017,43
2017042544,34345,4/25/2017,44
2017042545,32710,4/25/2017,45
2017042546,30341,4/25/2017,46
2017042547,28240,4/25/2017,47
2017042548,27150,4/25/2017,48
2017042601,25728,4/26/2017,1
2017042602,25259,4/26/2017,2
2017042603,26161,4/26/2017,3
2017042604,26723,4/26/2017,4
2017042605,26611,4/26/2017,5
2017042606,26522,4/26/2017,6
2017042607,26421,4/26/2017,7
2017042608,26328,4/26/2017,8
2017042609,26023,4/26/2017,9
2017042610,25939,4/26/2017,10
2017042611,26718,4/26/2017,11
2017042612,27497,4/26/2017,12
2017042613,29441,4/26/2017,13
2017042614,31671,4/26/2017,14
2017042615,34841,4/26/2017,15
2017042616,36040,4/26/2017,16
2017042617,35934,4/26/2017,17
2017042618,34643,4/26/2017,18
2017042619,34347,4/26/2017,19
2017042620,33639,4/26/2017,20
2017042621,32966,4/26/2017,21
2017042622,32597,4/26/2017,22
2017042623,32636,4/26/2017,23
2017042624,33005,4/26/2017,24
2017042625,34522,4/26/2017,25
2017042626,33957,4/26/2017,26
2017042627,34072,4/26/2017,27
2017042628,33886,4/26/2017,28
2017042629,32705,4/26/2017,29
2017042630,33533,4/26/2017,30
2017042631,33188,4/26/2017,31
2017042632,34025,4/26/2017,32
2017042633,34880,4/26/2017,33
2017042634,35932,4/26/2017,34
2017042635,36502,4/26/2017,35
2017042636,36650,4/26/2017,36
2017042637,37128,4/26/2017,37
2017042638,37873,4/26/2017,38
2017042639,37909,4/26/2017,39
2017042640,38142,4/26/2017,40
2017042641,38360,4/26/2017,41
2017042642,38648,4/26/2017,42
2017042643,38440,4/26/2017,43
2017042644,36558,4/26/2017,44
2017042645,34519,4/26/2017,45
2017042646,32246,4/26/2017,46
2017042647,30053,4/26/2017,47
2017042648,28591,4/26/2017,48
2017042701,26778,4/27/2017,1
2017042702,26325,4/27/2017,2
2017042703,26305,4/27/2017,3
2017042704,27096,4/27/2017,4
2017042705,27163,4/27/2017,5
2017042706,26965,4/27/2017,6
2017042707,26884,4/27/2017,7
2017042708,26580,4/27/2017,8
2017042709,26498,4/27/2017,9
2017042710,26590,4/27/2017,10
2017042711,27303,4/27/2017,11
2017042712,28088,4/27/2017,12
2017042713,30009,4/27/2017,13
2017042714,32409,4/27/2017,14
2017042715,35429,4/27/2017,15
2017042716,36840,4/27/2017,16
2017042717,36997,4/27/2017,17
2017042718,35948,4/27/2017,18
2017042719,35550,4/27/2017,19
2017042720,35159,4/27/2017,20
2017042721,34855,4/27/2017,21
2017042722,34688,4/27/2017,22
2017042723,34257,4/27/2017,23
2017042724,34044,4/27/2017,24
2017042725,34526,4/27/2017,25
2017042726,34690,4/27/2017,26
2017042727,34427,4/27/2017,27
2017042728,34227,4/27/2017,28
2017042729,34065,4/27/2017,29
2017042730,33891,4/27/2017,30
2017042731,33885,4/27/2017,31
2017042732,34575,4/27/2017,32
2017042733,35551,4/27/2017,33
2017042734,36457,4/27/2017,34
2017042735,37051,4/27/2017,35
2017042736,37350,4/27/2017,36
2017042737,37481,4/27/2017,37
2017042738,37366,4/27/2017,38
2017042739,37550,4/27/2017,39
2017042740,37673,4/27/2017,40
2017042741,38060,4/27/2017,41
2017042742,37883,4/27/2017,42
2017042743,37520,4/27/2017,43
2017042744,35832,4/27/2017,44
2017042745,34249,4/27/2017,45
2017042746,31940,4/27/2017,46
2017042747,30072,4/27/2017,47
2017042748,28731,4/27/2017,48
2017042801,28054,4/28/2017,1
2017042802,27115,4/28/2017,2
2017042803,27182,4/28/2017,3
2017042804,27760,4/28/2017,4
2017042805,27741,4/28/2017,5
2017042806,27555,4/28/2017,6
2017042807,27263,4/28/2017,7
2017042808,27115,4/28/2017,8
2017042809,26902,4/28/2017,9
2017042810,26817,4/28/2017,10
2017042811,27077,4/28/2017,11
2017042812,27723,4/28/2017,12
2017042813,29625,4/28/2017,13
2017042814,32017,4/28/2017,14
2017042815,35474,4/28/2017,15
2017042816,37009,4/28/2017,16
2017042817,37628,4/28/2017,17
2017042818,37018,4/28/2017,18
2017042819,37150,4/28/2017,19
2017042820,36333,4/28/2017,20
2017042821,35349,4/28/2017,21
2017042822,35133,4/28/2017,22
2017042823,35250,4/28/2017,23
2017042824,34904,4/28/2017,24
2017042825,35478,4/28/2017,25
2017042826,34956,4/28/2017,26
2017042827,34398,4/28/2017,27
2017042828,34016,4/28/2017,28
2017042829,34512,4/28/2017,29
2017042830,34140,4/28/2017,30
2017042831,33750,4/28/2017,31
2017042832,33941,4/28/2017,32
2017042833,34662,4/28/2017,33
2017042834,35152,4/28/2017,34
2017042835,35699,4/28/2017,35
2017042836,35797,4/28/2017,36
2017042837,35813,4/28/2017,37
2017042838,35803,4/28/2017,38
2017042839,35855,4/28/2017,39
2017042840,35782,4/28/2017,40
2017042841,35742,4/28/2017,41
2017042842,35890,4/28/2017,42
2017042843,36030,4/28/2017,43
2017042844,34631,4/28/2017,44
2017042845,33240,4/28/2017,45
2017042846,31431,4/28/2017,46
2017042847,29467,4/28/2017,47
2017042848,27853,4/28/2017,48
2017042901,25784,4/29/2017,1
2017042902,25707,4/29/2017,2
2017042903,25851,4/29/2017,3
2017042904,25908,4/29/2017,4
2017042905,26039,4/29/2017,5
2017042906,25900,4/29/2017,6
2017042907,25789,4/29/2017,7
2017042908,25679,4/29/2017,8
2017042909,25390,4/29/2017,9
2017042910,25085,4/29/2017,10
2017042911,24964,4/29/2017,11
2017042912,23969,4/29/2017,12
2017042913,24508,4/29/2017,13
2017042914,25707,4/29/2017,14
2017042915,27401,4/29/2017,15
2017042916,28552,4/29/2017,16
2017042917,29787,4/29/2017,17
2017042918,30300,4/29/2017,18
2017042919,30200,4/29/2017,19
2017042920,29764,4/29/2017,20
2017042921,29370,4/29/2017,21
2017042922,29000,4/29/2017,22
2017042923,28584,4/29/2017,23
2017042924,28150,4/29/2017,24
2017042925,27880,4/29/2017,25
2017042926,27160,4/29/2017,26
2017042927,26696,4/29/2017,27
2017042928,26203,4/29/2017,28
2017042929,25887,4/29/2017,29
2017042930,25255,4/29/2017,30
2017042931,25467,4/29/2017,31
2017042932,25517,4/29/2017,32
2017042933,26088,4/29/2017,33
2017042934,27057,4/29/2017,34
2017042935,29107,4/29/2017,35
2017042936,29810,4/29/2017,36
2017042937,30289,4/29/2017,37
2017042938,30954,4/29/2017,38
2017042939,31051,4/29/2017,39
2017042940,30878,4/29/2017,40
2017042941,30915,4/29/2017,41
2017042942,31168,4/29/2017,42
2017042943,31309,4/29/2017,43
2017042944,30199,4/29/2017,44
2017042945,28679,4/29/2017,45
2017042946,27062,4/29/2017,46
2017042947,25317,4/29/2017,47
2017042948,23636,4/29/2017,48
2017043001,23041,4/30/2017,1
2017043002,22443,4/30/2017,2
2017043003,22709,4/30/2017,3
2017043004,22702,4/30/2017,4
2017043005,22771,4/30/2017,5
2017043006,22650,4/30/2017,6
2017043007,22685,4/30/2017,7
2017043008,22417,4/30/2017,8
2017043009,22088,4/30/2017,9
2017043010,21882,4/30/2017,10
2017043011,21748,4/30/2017,11
2017043012,21287,4/30/2017,12
2017043013,21792,4/30/2017,13
2017043014,22180,4/30/2017,14
2017043015,22549,4/30/2017,15
2017043016,22158,4/30/2017,16
2017043017,22237,4/30/2017,17
2017043018,22700,4/30/2017,18
2017043019,23478,4/30/2017,19
2017043020,23934,4/30/2017,20
2017043021,24418,4/30/2017,21
2017043022,24595,4/30/2017,22
2017043023,24818,4/30/2017,23
2017043024,24741,4/30/2017,24
2017043025,24785,4/30/2017,25
2017043026,24616,4/30/2017,26
2017043027,24249,4/30/2017,27
2017043028,23811,4/30/2017,28
2017043029,23833,4/30/2017,29
2017043030,23698,4/30/2017,30
2017043031,24146,4/30/2017,31
2017043032,24708,4/30/2017,32
2017043033,25965,4/30/2017,33
2017043034,27197,4/30/2017,34
2017043035,28160,4/30/2017,35
2017043036,28900,4/30/2017,36
2017043037,29078,4/30/2017,37
2017043038,29130,4/30/2017,38
2017043039,29142,4/30/2017,39
2017043040,28930,4/30/2017,40
2017043041,29050,4/30/2017,41
2017043042,29322,4/30/2017,42
2017043043,29400,4/30/2017,43
2017043044,28345,4/30/2017,44
2017043045,27523,4/30/2017,45
2017043046,26331,4/30/2017,46
2017043047,25028,4/30/2017,47
2017043048,24279,4/30/2017,48
2017050101,23077,5/1/2017,1
2017050102,22376,5/1/2017,2
2017050103,22798,5/1/2017,3
2017050104,23277,5/1/2017,4
2017050105,23156,5/1/2017,5
2017050106,22826,5/1/2017,6
2017050107,22658,5/1/2017,7
2017050108,22449,5/1/2017,8
2017050109,22343,5/1/2017,9
2017050110,22307,5/1/2017,10
2017050111,22330,5/1/2017,11
2017050112,22280,5/1/2017,12
2017050113,23286,5/1/2017,13
2017050114,24007,5/1/2017,14
2017050115,24661,5/1/2017,15
2017050116,25188,5/1/2017,16
2017050117,26413,5/1/2017,17
2017050118,27200,5/1/2017,18
2017050119,28052,5/1/2017,19
2017050120,28540,5/1/2017,20
2017050121,28789,5/1/2017,21
2017050122,27811,5/1/2017,22
2017050123,27619,5/1/2017,23
2017050124,27452,5/1/2017,24
2017050125,27504,5/1/2017,25
2017050126,29014,5/1/2017,26
2017050127,28333,5/1/2017,27
2017050128,27750,5/1/2017,28
2017050129,27332,5/1/2017,29
2017050130,26742,5/1/2017,30
2017050131,26491,5/1/2017,31
2017050132,26843,5/1/2017,32
2017050133,27517,5/1/2017,33
2017050134,28741,5/1/2017,34
2017050135,29925,5/1/2017,35
2017050136,30984,5/1/2017,36
2017050137,31245,5/1/2017,37
2017050138,31631,5/1/2017,38
2017050139,31682,5/1/2017,39
2017050140,31620,5/1/2017,40
2017050141,31633,5/1/2017,41
2017050142,32804,5/1/2017,42
2017050143,33500,5/1/2017,43
2017050144,32175,5/1/2017,44
2017050145,30672,5/1/2017,45
2017050146,28518,5/1/2017,46
2017050147,26330,5/1/2017,47
2017050148,24875,5/1/2017,48
2017050201,24695,5/2/2017,1
2017050202,24775,5/2/2017,2
2017050203,25138,5/2/2017,3
2017050204,25903,5/2/2017,4
2017050205,25863,5/2/2017,5
2017050206,25593,5/2/2017,6
2017050207,25406,5/2/2017,7
2017050208,25113,5/2/2017,8
2017050209,25069,5/2/2017,9
2017050210,25118,5/2/2017,10
2017050211,25320,5/2/2017,11
2017050212,25866,5/2/2017,12
2017050213,28456,5/2/2017,13
2017050214,30650,5/2/2017,14
2017050215,33727,5/2/2017,15
2017050216,34887,5/2/2017,16
2017050217,34945,5/2/2017,17
2017050218,34316,5/2/2017,18
2017050219,34250,5/2/2017,19
2017050220,33533,5/2/2017,20
2017050221,32801,5/2/2017,21
2017050222,32422,5/2/2017,22
2017050223,32277,5/2/2017,23
2017050224,32014,5/2/2017,24
2017050225,32119,5/2/2017,25
2017050226,31805,5/2/2017,26
2017050227,31543,5/2/2017,27
2017050228,31402,5/2/2017,28
2017050229,31387,5/2/2017,29
2017050230,31062,5/2/2017,30
2017050231,30900,5/2/2017,31
2017050232,31518,5/2/2017,32
2017050233,32389,5/2/2017,33
2017050234,33405,5/2/2017,34
2017050235,33978,5/2/2017,35
2017050236,34223,5/2/2017,36
2017050237,34600,5/2/2017,37
2017050238,35105,5/2/2017,38
2017050239,35122,5/2/2017,39
2017050240,35244,5/2/2017,40
2017050241,35308,5/2/2017,41
2017050242,35644,5/2/2017,42
2017050243,36217,5/2/2017,43
2017050244,34694,5/2/2017,44
2017050245,32681,5/2/2017,45
2017050246,30377,5/2/2017,46
2017050247,28144,5/2/2017,47
2017050248,26427,5/2/2017,48
2017050301,25876,5/3/2017,1
2017050302,25503,5/3/2017,2
2017050303,25503,5/3/2017,3
2017050304,25898,5/3/2017,4
2017050305,25631,5/3/2017,5
2017050306,25237,5/3/2017,6
2017050307,25030,5/3/2017,7
2017050308,24778,5/3/2017,8
2017050309,24533,5/3/2017,9
2017050310,24570,5/3/2017,10
2017050311,25003,5/3/2017,11
2017050312,25873,5/3/2017,12
2017050313,27766,5/3/2017,13
2017050314,30057,5/3/2017,14
2017050315,33193,5/3/2017,15
2017050316,34642,5/3/2017,16
2017050317,34834,5/3/2017,17
2017050318,33986,5/3/2017,18
2017050319,33551,5/3/2017,19
2017050320,32830,5/3/2017,20
2017050321,32014,5/3/2017,21
2017050322,31629,5/3/2017,22
2017050323,31511,5/3/2017,23
2017050324,32555,5/3/2017,24
2017050325,33000,5/3/2017,25
2017050326,32326,5/3/2017,26
2017050327,32332,5/3/2017,27
2017050328,32953,5/3/2017,28
2017050329,33102,5/3/2017,29
2017050330,32983,5/3/2017,30
2017050331,32577,5/3/2017,31
2017050332,33232,5/3/2017,32
2017050333,33926,5/3/2017,33
2017050334,34628,5/3/2017,34
2017050335,34974,5/3/2017,35
2017050336,35196,5/3/2017,36
2017050337,35561,5/3/2017,37
2017050338,35861,5/3/2017,38
2017050339,35973,5/3/2017,39
2017050340,35878,5/3/2017,40
2017050341,36015,5/3/2017,41
2017050342,35711,5/3/2017,42
2017050343,35455,5/3/2017,43
2017050344,34125,5/3/2017,44
2017050345,32631,5/3/2017,45
2017050346,30199,5/3/2017,46
2017050347,27384,5/3/2017,47
2017050348,25900,5/3/2017,48
2017050401,25077,5/4/2017,1
2017050402,24492,5/4/2017,2
2017050403,25220,5/4/2017,3
2017050404,25579,5/4/2017,4
2017050405,25369,5/4/2017,5
2017050406,25015,5/4/2017,6
2017050407,24645,5/4/2017,7
2017050408,24232,5/4/2017,8
2017050409,24094,5/4/2017,9
2017050410,24252,5/4/2017,10
2017050411,24581,5/4/2017,11
2017050412,25331,5/4/2017,12
2017050413,27282,5/4/2017,13
2017050414,29503,5/4/2017,14
2017050415,32669,5/4/2017,15
2017050416,34085,5/4/2017,16
2017050417,34710,5/4/2017,17
2017050418,34070,5/4/2017,18
2017050419,33677,5/4/2017,19
2017050420,33175,5/4/2017,20
2017050421,32632,5/4/2017,21
2017050422,32287,5/4/2017,22
2017050423,32237,5/4/2017,23
2017050424,30082,5/4/2017,24
2017050425,30404,5/4/2017,25
2017050426,30312,5/4/2017,26
2017050427,30851,5/4/2017,27
2017050428,29573,5/4/2017,28
2017050429,29594,5/4/2017,29
2017050430,29315,5/4/2017,30
2017050431,29449,5/4/2017,31
2017050432,30385,5/4/2017,32
2017050433,31580,5/4/2017,33
2017050434,32815,5/4/2017,34
2017050435,34160,5/4/2017,35
2017050436,34972,5/4/2017,36
2017050437,35166,5/4/2017,37
2017050438,35271,5/4/2017,38
2017050439,35232,5/4/2017,39
2017050440,35274,5/4/2017,40
2017050441,35141,5/4/2017,41
2017050442,35000,5/4/2017,42
2017050443,34771,5/4/2017,43
2017050444,33362,5/4/2017,44
2017050445,31684,5/4/2017,45
2017050446,29393,5/4/2017,46
2017050447,27417,5/4/2017,47
2017050448,25784,5/4/2017,48
2017050501,24561,5/5/2017,1
2017050502,24241,5/5/2017,2
2017050503,24216,5/5/2017,3
2017050504,24612,5/5/2017,4
2017050505,24508,5/5/2017,5
2017050506,24336,5/5/2017,6
2017050507,24140,5/5/2017,7
2017050508,23910,5/5/2017,8
2017050509,23814,5/5/2017,9
2017050510,23915,5/5/2017,10
2017050511,23998,5/5/2017,11
2017050512,24504,5/5/2017,12
2017050513,26144,5/5/2017,13
2017050514,28139,5/5/2017,14
2017050515,31098,5/5/2017,15
2017050516,32769,5/5/2017,16
2017050517,33300,5/5/2017,17
2017050518,32341,5/5/2017,18
2017050519,31750,5/5/2017,19
2017050520,30975,5/5/2017,20
2017050521,30007,5/5/2017,21
2017050522,29180,5/5/2017,22
2017050523,29012,5/5/2017,23
2017050524,28831,5/5/2017,24
2017050525,28584,5/5/2017,25
2017050526,28172,5/5/2017,26
2017050527,27985,5/5/2017,27
2017050528,27898,5/5/2017,28
2017050529,27811,5/5/2017,29
2017050530,27779,5/5/2017,30
2017050531,27705,5/5/2017,31
2017050532,28484,5/5/2017,32
2017050533,29439,5/5/2017,33
2017050534,30371,5/5/2017,34
2017050535,31112,5/5/2017,35
2017050536,31555,5/5/2017,36
2017050537,31913,5/5/2017,37
2017050538,32071,5/5/2017,38
2017050539,31823,5/5/2017,39
2017050540,31700,5/5/2017,40
2017050541,31778,5/5/2017,41
