,ITSDO,settlementDate,settlementPeriod
2018042742,36040,2018-04-27,42
2018042743,35383,2018-04-27,43
2018042744,33929,2018-04-27,44
2018042745,32173,2018-04-27,45
2018042746,30178,2018-04-27,46
2018042747,28181,2018-04-27,47
2018042748,26643,2018-04-27,48
2018042801,26101,2018-04-28,1
2018042802,25923,2018-04-28,2
2018042803,25650,2018-04-28,3
2018042804,25925,2018-04-28,4
2018042805,25715,2018-04-28,5
2018042806,25410,2018-04-28,6
2018042807,24952,2018-04-28,7
2018042808,24777,2018-04-28,8
2018042809,24617,2018-04-28,9
2018042810,24571,2018-04-28,10
2018042811,24739,2018-04-28,11
2018042812,24862,2018-04-28,12
2018042813,25096,2018-04-28,13
2018042814,25632,2018-04-28,14
2018042815,27435,2018-04-28,15
2018042816,28995,2018-04-28,16
2018042817,30732,2018-04-28,17
2018042818,31758,2018-04-28,18
2018042819,32712,2018-04-28,19
2018042820,32899,2018-04-28,20
2018042821,33312,2018-04-28,21
2018042822,33284,2018-04-28,22
2018042823,33110,2018-04-28,23
2018042824,32954,2018-04-28,24
2018042825,33016,2018-04-28,25
2018042826,32717,2018-04-28,26
2018042827,32285,2018-04-28,27
2018042828,31717,2018-04-28,28
2018042829,31418,2018-04-28,29
2018042830,31057,2018-04-28,30
2018042831,31022,2018-04-28,31
2018042832,31251,2018-04-28,32
2018042833,31589,2018-04-28,33
2018042834,32176,2018-04-28,34
2018042835,33048,2018-04-28,35
2018042836,33659,2018-04-28,36
2018042837,33915,2018-04-28,37
2018042838,34007,2018-04-28,38
2018042839,33866,2018-04-28,39
2018042840,33625,2018-04-28,40
2018042841,33304,2018-04-28,41
2018042842,33295,2018-04-28,42
2018042843,33170,2018-04-28,43
2018042844,32186,2018-04-28,44
2018042845,30727,2018-04-28,45
2018042846,29095,2018-04-28,46
2018042847,27389,2018-04-28,47
2018042848,26023,2018-04-28,48
2018042901,25622,2018-04-29,1
2018042902,25456,2018-04-29,2
2018042903,25340,2018-04-29,3
2018042904,25613,2018-04-29,4
2018042905,25368,2018-04-29,5
2018042906,24941,2018-04-29,6
2018042907,24635,2018-04-29,7
2018042908,24345,2018-04-29,8
2018042909,23989,2018-04-29,9
2018042910,23766,2018-04-29,10
2018042911,23747,2018-04-29,11
2018042912,23538,2018-04-29,12
2018042913,23708,2018-04-29,13
2018042914,23792,2018-04-29,14
2018042915,24861,2018-04-29,15
2018042916,25909,2018-04-29,16
2018042917,26971,2018-04-29,17
2018042918,27733,2018-04-29,18
2018042919,29081,2018-04-29,19
2018042920,29794,2018-04-29,20
2018042921,30506,2018-04-29,21
2018042922,30959,2018-04-29,22
2018042923,31291,2018-04-29,23
2018042924,31452,2018-04-29,24
2018042925,31507,2018-04-29,25
2018042926,31650,2018-04-29,26
2018042927,31622,2018-04-29,27
2018042928,31365,2018-04-29,28
2018042929,31300,2018-04-29,29
2018042930,31319,2018-04-29,30
2018042931,31445,2018-04-29,31
2018042932,31689,2018-04-29,32
2018042933,32217,2018-04-29,33
2018042934,32956,2018-04-29,34
2018042935,33555,2018-04-29,35
2018042936,34017,2018-04-29,36
2018042937,34043,2018-04-29,37
2018042938,33995,2018-04-29,38
2018042939,34000,2018-04-29,39
2018042940,33656,2018-04-29,40
2018042941,33550,2018-04-29,41
2018042942,33246,2018-04-29,42
2018042943,32951,2018-04-29,43
2018042944,31747,2018-04-29,44
2018042945,30147,2018-04-29,45
2018042946,27825,2018-04-29,46
2018042947,25597,2018-04-29,47
2018042948,24567,2018-04-29,48
2018043001,24354,2018-04-30,1
2018043002,23994,2018-04-30,2
2018043003,24134,2018-04-30,3
2018043004,24531,2018-04-30,4
2018043005,24577,2018-04-30,5
2018043006,24424,2018-04-30,6
2018043007,24103,2018-04-30,7
2018043008,23987,2018-04-30,8
2018043009,24247,2018-04-30,9
2018043010,24352,2018-04-30,10
2018043011,24965,2018-04-30,11
2018043012,25778,2018-04-30,12
2018043013,27447,2018-04-30,13
2018043014,30099,2018-04-30,14
2018043015,33833,2018-04-30,15
2018043016,35964,2018-04-30,16
2018043017,36863,2018-04-30,17
2018043018,36688,2018-04-30,18
2018043019,36791,2018-04-30,19
2018043020,36708,2018-04-30,20
2018043021,36418,2018-04-30,21
2018043022,36217,2018-04-30,22
2018043023,35836,2018-04-30,23
2018043024,35663,2018-04-30,24
2018043025,35352,2018-04-30,25
2018043026,35002,2018-04-30,26
2018043027,34739,2018-04-30,27
2018043028,34359,2018-04-30,28
2018043029,34158,2018-04-30,29
2018043030,33927,2018-04-30,30
2018043031,33843,2018-04-30,31
2018043032,34426,2018-04-30,32
2018043033,35197,2018-04-30,33
2018043034,35984,2018-04-30,34
2018043035,36409,2018-04-30,35
2018043036,36732,2018-04-30,36
2018043037,36932,2018-04-30,37
2018043038,37157,2018-04-30,38
2018043039,37055,2018-04-30,39
2018043040,36913,2018-04-30,40
2018043041,36569,2018-04-30,41
2018043042,36861,2018-04-30,42
2018043043,36899,2018-04-30,43
2018043044,35189,2018-04-30,44
2018043045,33157,2018-04-30,45
2018043046,30745,2018-04-30,46
2018043047,28217,2018-04-30,47
2018043048,26551,2018-04-30,48
2018050101,26210,2018-05-01,1
2018050102,26231,2018-05-01,2
2018050103,26222,2018-05-01,3
2018050104,26603,2018-05-01,4
2018050105,26465,2018-05-01,5
2018050106,26287,2018-05-01,6
2018050107,26218,2018-05-01,7
2018050108,26081,2018-05-01,8
2018050109,26308,2018-05-01,9
2018050110,26510,2018-05-01,10
2018050111,26864,2018-05-01,11
2018050112,27610,2018-05-01,12
2018050113,29323,2018-05-01,13
2018050114,31476,2018-05-01,14
2018050115,33853,2018-05-01,15
2018050116,34699,2018-05-01,16
2018050117,34879,2018-05-01,17
2018050118,34018,2018-05-01,18
2018050119,33459,2018-05-01,19
2018050120,32443,2018-05-01,20
2018050121,31432,2018-05-01,21
2018050122,30802,2018-05-01,22
2018050123,30266,2018-05-01,23
2018050124,30112,2018-05-01,24
2018050125,30836,2018-05-01,25
2018050126,30856,2018-05-01,26
2018050127,30390,2018-05-01,27
2018050128,30312,2018-05-01,28
2018050129,30120,2018-05-01,29
2018050130,30161,2018-05-01,30
2018050131,30156,2018-05-01,31
2018050132,30777,2018-05-01,32
2018050133,31969,2018-05-01,33
2018050134,33085,2018-05-01,34
2018050135,33927,2018-05-01,35
2018050136,34386,2018-05-01,36
2018050137,34787,2018-05-01,37
2018050138,35209,2018-05-01,38
2018050139,35333,2018-05-01,39
2018050140,35021,2018-05-01,40
2018050141,34835,2018-05-01,41
2018050142,34880,2018-05-01,42
2018050143,34277,2018-05-01,43
2018050144,32232,2018-05-01,44
2018050145,30511,2018-05-01,45
2018050146,28363,2018-05-01,46
2018050147,26106,2018-05-01,47
2018050148,25229,2018-05-01,48
2018050201,24179,2018-05-02,1
2018050202,23383,2018-05-02,2
2018050203,23434,2018-05-02,3
2018050204,23928,2018-05-02,4
2018050205,23987,2018-05-02,5
2018050206,23611,2018-05-02,6
2018050207,23427,2018-05-02,7
2018050208,23070,2018-05-02,8
2018050209,23052,2018-05-02,9
2018050210,23319,2018-05-02,10
2018050211,23891,2018-05-02,11
2018050212,24787,2018-05-02,12
2018050213,27055,2018-05-02,13
2018050214,29526,2018-05-02,14
2018050215,33036,2018-05-02,15
2018050216,34869,2018-05-02,16
2018050217,35731,2018-05-02,17
2018050218,35563,2018-05-02,18
2018050219,36038,2018-05-02,19
2018050220,36023,2018-05-02,20
2018050221,35725,2018-05-02,21
2018050222,35469,2018-05-02,22
2018050223,35049,2018-05-02,23
2018050224,34642,2018-05-02,24
2018050225,34373,2018-05-02,25
2018050226,33755,2018-05-02,26
2018050227,33092,2018-05-02,27
2018050228,32296,2018-05-02,28
2018050229,31812,2018-05-02,29
2018050230,31444,2018-05-02,30
2018050231,30982,2018-05-02,31
2018050232,31358,2018-05-02,32
2018050233,31882,2018-05-02,33
2018050234,32800,2018-05-02,34
2018050235,33460,2018-05-02,35
2018050236,33733,2018-05-02,36
2018050237,34135,2018-05-02,37
2018050238,34638,2018-05-02,38
2018050239,34866,2018-05-02,39
2018050240,34689,2018-05-02,40
2018050241,34613,2018-05-02,41
2018050242,34902,2018-05-02,42
2018050243,34896,2018-05-02,43
2018050244,33360,2018-05-02,44
2018050245,31840,2018-05-02,45
2018050246,29991,2018-05-02,46
2018050247,28444,2018-05-02,47
2018050248,26894,2018-05-02,48
2018050301,25482,2018-05-03,1
2018050302,24846,2018-05-03,2
2018050303,24970,2018-05-03,3
2018050304,25481,2018-05-03,4
2018050305,25304,2018-05-03,5
2018050306,24957,2018-05-03,6
2018050307,24761,2018-05-03,7
2018050308,24884,2018-05-03,8
2018050309,24827,2018-05-03,9
2018050310,25001,2018-05-03,10
2018050311,25616,2018-05-03,11
2018050312,26506,2018-05-03,12
2018050313,28948,2018-05-03,13
2018050314,31098,2018-05-03,14
2018050315,33655,2018-05-03,15
2018050316,34440,2018-05-03,16
2018050317,34715,2018-05-03,17
2018050318,34030,2018-05-03,18
2018050319,33815,2018-05-03,19
2018050320,32913,2018-05-03,20
2018050321,32068,2018-05-03,21
2018050322,31667,2018-05-03,22
2018050323,31637,2018-05-03,23
2018050324,31438,2018-05-03,24
2018050325,31583,2018-05-03,25
2018050326,31288,2018-05-03,26
2018050327,30937,2018-05-03,27
2018050328,30587,2018-05-03,28
2018050329,30333,2018-05-03,29
2018050330,30087,2018-05-03,30
2018050331,30084,2018-05-03,31
2018050332,31004,2018-05-03,32
2018050333,32303,2018-05-03,33
2018050334,33589,2018-05-03,34
2018050335,34439,2018-05-03,35
2018050336,34951,2018-05-03,36
2018050337,35395,2018-05-03,37
2018050338,35674,2018-05-03,38
2018050339,35504,2018-05-03,39
2018050340,35576,2018-05-03,40
2018050341,35549,2018-05-03,41
2018050342,35293,2018-05-03,42
2018050343,34988,2018-05-03,43
2018050344,33530,2018-05-03,44
2018050345,31641,2018-05-03,45
2018050346,29284,2018-05-03,46
2018050347,27412,2018-05-03,47
2018050348,26882,2018-05-03,48
2018050401,25786,2018-05-04,1
2018050402,25171,2018-05-04,2
2018050403,25094,2018-05-04,3
2018050404,25610,2018-05-04,4
2018050405,25445,2018-05-04,5
2018050406,25150,2018-05-04,6
2018050407,24743,2018-05-04,7
2018050408,24657,2018-05-04,8
2018050409,24668,2018-05-04,9
2018050410,24785,2018-05-04,10
2018050411,25092,2018-05-04,11
2018050412,25961,2018-05-04,12
2018050413,27909,2018-05-04,13
2018050414,29882,2018-05-04,14
2018050415,32706,2018-05-04,15
2018050416,34061,2018-05-04,16
2018050417,34372,2018-05-04,17
2018050418,33800,2018-05-04,18
2018050419,33637,2018-05-04,19
2018050420,33235,2018-05-04,20
2018050421,32811,2018-05-04,21
2018050422,32725,2018-05-04,22
2018050423,32740,2018-05-04,23
2018050424,32559,2018-05-04,24
2018050425,32582,2018-05-04,25
2018050426,32094,2018-05-04,26
2018050427,31720,2018-05-04,27
2018050428,31391,2018-05-04,28
2018050429,31265,2018-05-04,29
2018050430,31027,2018-05-04,30
2018050431,30411,2018-05-04,31
2018050432,30748,2018-05-04,32
2018050433,31347,2018-05-04,33
2018050434,32066,2018-05-04,34
2018050435,32600,2018-05-04,35
2018050436,32832,2018-05-04,36
2018050437,33233,2018-05-04,37
2018050438,33377,2018-05-04,38
2018050439,33301,2018-05-04,39
2018050440,33227,2018-05-04,40
2018050441,32990,2018-05-04,41
2018050442,32834,2018-05-04,42
2018050443,33087,2018-05-04,43
2018050444,31937,2018-05-04,44
2018050445,30756,2018-05-04,45
2018050446,28943,2018-05-04,46
2018050447,27113,2018-05-04,47
2018050448,25738,2018-05-04,48
2018050501,25046,2018-05-05,1
2018050502,24404,2018-05-05,2
2018050503,24369,2018-05-05,3
2018050504,24628,2018-05-05,4
2018050505,24463,2018-05-05,5
2018050506,23967,2018-05-05,6
2018050507,23593,2018-05-05,7
2018050508,23397,2018-05-05,8
2018050509,23254,2018-05-05,9
2018050510,23107,2018-05-05,10
2018050511,23211,2018-05-05,11
2018050512,23048,2018-05-05,12
2018050513,23890,2018-05-05,13
2018050514,24251,2018-05-05,14
2018050515,24984,2018-05-05,15
2018050516,25725,2018-05-05,16
2018050517,26523,2018-05-05,17
2018050518,26585,2018-05-05,18
2018050519,26567,2018-05-05,19
2018050520,25897,2018-05-05,20
2018050521,25221,2018-05-05,21
2018050522,24641,2018-05-05,22
2018050523,23829,2018-05-05,23
2018050524,23283,2018-05-05,24
2018050525,22939,2018-05-05,25
2018050526,22620,2018-05-05,26
2018050527,22063,2018-05-05,27
2018050528,21644,2018-05-05,28
2018050529,21383,2018-05-05,29
2018050530,21285,2018-05-05,30
2018050531,21572,2018-05-05,31
2018050532,22000,2018-05-05,32
2018050533,23168,2018-05-05,33
2018050534,24361,2018-05-05,34
2018050535,26060,2018-05-05,35
2018050536,26993,2018-05-05,36
2018050537,27878,2018-05-05,37
2018050538,28231,2018-05-05,38
2018050539,28418,2018-05-05,39
2018050540,28496,2018-05-05,40
2018050541,28451,2018-05-05,41
2018050542,28831,2018-05-05,42
2018050543,29543,2018-05-05,43
2018050544,29118,2018-05-05,44
2018050545,28308,2018-05-05,45
2018050546,27065,2018-05-05,46
2018050547,25510,2018-05-05,47
2018050548,24122,2018-05-05,48
2018050601,23087,2018-05-06,1
2018050602,22360,2018-05-06,2
2018050603,22209,2018-05-06,3
2018050604,22326,2018-05-06,4
2018050605,22533,2018-05-06,5
2018050606,22231,2018-05-06,6
2018050607,22068,2018-05-06,7
2018050608,22094,2018-05-06,8
2018050609,21921,2018-05-06,9
2018050610,21726,2018-05-06,10
2018050611,21612,2018-05-06,11
2018050612,21559,2018-05-06,12
2018050613,22000,2018-05-06,13
2018050614,22201,2018-05-06,14
2018050615,22309,2018-05-06,15
2018050616,22299,2018-05-06,16
2018050617,23026,2018-05-06,17
2018050618,23437,2018-05-06,18
2018050619,23752,2018-05-06,19
2018050620,23630,2018-05-06,20
2018050621,23411,2018-05-06,21
2018050622,22930,2018-05-06,22
2018050623,22447,2018-05-06,23
2018050624,22183,2018-05-06,24
2018050625,21957,2018-05-06,25
2018050626,21724,2018-05-06,26
2018050627,21438,2018-05-06,27
2018050628,21149,2018-05-06,28
2018050629,20726,2018-05-06,29
2018050630,20713,2018-05-06,30
2018050631,21161,2018-05-06,31
2018050632,21572,2018-05-06,32
2018050633,22381,2018-05-06,33
2018050634,23214,2018-05-06,34
2018050635,24232,2018-05-06,35
2018050636,25217,2018-05-06,36
2018050637,26079,2018-05-06,37
2018050638,26817,2018-05-06,38
2018050639,27305,2018-05-06,39
2018050640,27531,2018-05-06,40
2018050641,27693,2018-05-06,41
2018050642,28178,2018-05-06,42
2018050643,28933,2018-05-06,43
2018050644,28494,2018-05-06,44
2018050645,27768,2018-05-06,45
2018050646,26435,2018-05-06,46
2018050647,24744,2018-05-06,47
2018050648,23435,2018-05-06,48
2018050701,22531,2018-05-07,1
2018050702,22176,2018-05-07,2
2018050703,22237,2018-05-07,3
2018050704,22253,2018-05-07,4
2018050705,22117,2018-05-07,5
2018050706,21985,2018-05-07,6
2018050707,22013,2018-05-07,7
2018050708,22049,2018-05-07,8
2018050709,22044,2018-05-07,9
2018050710,21965,2018-05-07,10
2018050711,21970,2018-05-07,11
2018050712,22157,2018-05-07,12
2018050713,22773,2018-05-07,13
2018050714,23470,2018-05-07,14
2018050715,24198,2018-05-07,15
2018050716,24371,2018-05-07,16
2018050717,24724,2018-05-07,17
2018050718,25304,2018-05-07,18
2018050719,25782,2018-05-07,19
2018050720,25702,2018-05-07,20
2018050721,25590,2018-05-07,21
2018050722,24991,2018-05-07,22
2018050723,24628,2018-05-07,23
2018050724,24196,2018-05-07,24
2018050725,24002,2018-05-07,25
2018050726,23615,2018-05-07,26
2018050727,23318,2018-05-07,27
2018050728,23054,2018-05-07,28
2018050729,23030,2018-05-07,29
2018050730,23053,2018-05-07,30
2018050731,23365,2018-05-07,31
2018050732,23728,2018-05-07,32
2018050733,24545,2018-05-07,33
2018050734,25431,2018-05-07,34
2018050735,26761,2018-05-07,35
2018050736,27820,2018-05-07,36
2018050737,28689,2018-05-07,37
2018050738,29237,2018-05-07,38
2018050739,29730,2018-05-07,39
2018050740,29875,2018-05-07,40
2018050741,29950,2018-05-07,41
2018050742,30092,2018-05-07,42
2018050743,30664,2018-05-07,43
2018050744,29758,2018-05-07,44
2018050745,28744,2018-05-07,45
2018050746,27117,2018-05-07,46
2018050747,25282,2018-05-07,47
2018050748,24336,2018-05-07,48
2018050801,23913,2018-05-08,1
2018050802,23387,2018-05-08,2
2018050803,23029,2018-05-08,3
2018050804,22979,2018-05-08,4
2018050805,22676,2018-05-08,5
2018050806,22281,2018-05-08,6
2018050807,22232,2018-05-08,7
2018050808,22170,2018-05-08,8
2018050809,22202,2018-05-08,9
2018050810,22273,2018-05-08,10
2018050811,22421,2018-05-08,11
2018050812,22897,2018-05-08,12
2018050813,24776,2018-05-08,13
2018050814,27216,2018-05-08,14
2018050815,30030,2018-05-08,15
2018050816,31401,2018-05-08,16
2018050817,31928,2018-05-08,17
2018050818,31544,2018-05-08,18
2018050819,31585,2018-05-08,19
2018050820,31299,2018-05-08,20
2018050821,30739,2018-05-08,21
2018050822,30019,2018-05-08,22
2018050823,29822,2018-05-08,23
2018050824,29542,2018-05-08,24
2018050825,29515,2018-05-08,25
2018050826,29092,2018-05-08,26
2018050827,29109,2018-05-08,27
2018050828,28968,2018-05-08,28
2018050829,29134,2018-05-08,29
2018050830,29430,2018-05-08,30
2018050831,29575,2018-05-08,31
2018050832,30253,2018-05-08,32
2018050833,31242,2018-05-08,33
2018050834,32225,2018-05-08,34
2018050835,32865,2018-05-08,35
2018050836,33138,2018-05-08,36
2018050837,33329,2018-05-08,37
2018050838,33504,2018-05-08,38
2018050839,33509,2018-05-08,39
2018050840,33360,2018-05-08,40
2018050841,33142,2018-05-08,41
2018050842,33007,2018-05-08,42
2018050843,33244,2018-05-08,43
2018050844,32119,2018-05-08,44
2018050845,30463,2018-05-08,45
2018050846,28405,2018-05-08,46
2018050847,26479,2018-05-08,47
2018050848,25612,2018-05-08,48
2018050901,24563,2018-05-09,1
2018050902,23913,2018-05-09,2
2018050903,23610,2018-05-09,3
2018050904,23499,2018-05-09,4
2018050905,23224,2018-05-09,5
2018050906,23002,2018-05-09,6
2018050907,22862,2018-05-09,7
2018050908,22849,2018-05-09,8
2018050909,22913,2018-05-09,9
2018050910,22983,2018-05-09,10
2018050911,23287,2018-05-09,11
2018050912,23942,2018-05-09,12
2018050913,25710,2018-05-09,13
2018050914,27648,2018-05-09,14
2018050915,30285,2018-05-09,15
2018050916,31430,2018-05-09,16
2018050917,31646,2018-05-09,17
2018050918,30946,2018-05-09,18
2018050919,30548,2018-05-09,19
2018050920,29741,2018-05-09,20
2018050921,29187,2018-05-09,21
2018050922,29073,2018-05-09,22
2018050923,29019,2018-05-09,23
2018050924,29042,2018-05-09,24
2018050925,29053,2018-05-09,25
2018050926,28876,2018-05-09,26
2018050927,28827,2018-05-09,27
2018050928,28633,2018-05-09,28
2018050929,28769,2018-05-09,29
2018050930,29038,2018-05-09,30
2018050931,29472,2018-05-09,31
2018050932,30772,2018-05-09,32
2018050933,31821,2018-05-09,33
2018050934,32777,2018-05-09,34
2018050935,33478,2018-05-09,35
2018050936,33821,2018-05-09,36
2018050937,34014,2018-05-09,37
2018050938,34012,2018-05-09,38
2018050939,33898,2018-05-09,39
2018050940,33453,2018-05-09,40
2018050941,33179,2018-05-09,41
2018050942,33271,2018-05-09,42
2018050943,32943,2018-05-09,43
2018050944,31621,2018-05-09,44
2018050945,29830,2018-05-09,45
2018050946,27635,2018-05-09,46
2018050947,26259,2018-05-09,47
2018050948,25232,2018-05-09,48
2018051001,24220,2018-05-10,1
2018051002,23502,2018-05-10,2
2018051003,23169,2018-05-10,3
2018051004,23215,2018-05-10,4
2018051005,23041,2018-05-10,5
2018051006,22611,2018-05-10,6
2018051007,22435,2018-05-10,7
2018051008,22286,2018-05-10,8
2018051009,22348,2018-05-10,9
2018051010,22657,2018-05-10,10
2018051011,22744,2018-05-10,11
2018051012,23417,2018-05-10,12
2018051013,25404,2018-05-10,13
2018051014,27649,2018-05-10,14
2018051015,30203,2018-05-10,15
2018051016,31211,2018-05-10,16
2018051017,31183,2018-05-10,17
2018051018,30485,2018-05-10,18
2018051019,30053,2018-05-10,19
2018051020,29517,2018-05-10,20
2018051021,28957,2018-05-10,21
2018051022,28786,2018-05-10,22
2018051023,28726,2018-05-10,23
2018051024,28601,2018-05-10,24
2018051025,28354,2018-05-10,25
2018051026,28166,2018-05-10,26
2018051027,27784,2018-05-10,27
2018051028,27672,2018-05-10,28
2018051029,27617,2018-05-10,29
2018051030,27471,2018-05-10,30
2018051031,27650,2018-05-10,31
2018051032,28548,2018-05-10,32
2018051033,29502,2018-05-10,33
2018051034,30464,2018-05-10,34
2018051035,31601,2018-05-10,35
2018051036,32306,2018-05-10,36
2018051037,32886,2018-05-10,37
2018051038,33296,2018-05-10,38
2018051039,33420,2018-05-10,39
2018051040,33526,2018-05-10,40
2018051041,33285,2018-05-10,41
2018051042,33310,2018-05-10,42
2018051043,33308,2018-05-10,43
2018051044,32273,2018-05-10,44
2018051045,30786,2018-05-10,45
2018051046,28847,2018-05-10,46
2018051047,26842,2018-05-10,47
2018051048,25822,2018-05-10,48
2018051101,24849,2018-05-11,1
2018051102,23829,2018-05-11,2
2018051103,23382,2018-05-11,3
2018051104,23373,2018-05-11,4
2018051105,22789,2018-05-11,5
2018051106,22509,2018-05-11,6
2018051107,22317,2018-05-11,7
2018051108,22130,2018-05-11,8
