,ITSDO,settlementDate,settlementPeriod
2017072745,28665,2017-07-27,45
2017072746,26822,2017-07-27,46
2017072747,24858,2017-07-27,47
2017072748,23411,2017-07-27,48
2017072801,22431,2017-07-28,1
2017072802,22093,2017-07-28,2
2017072803,22051,2017-07-28,3
2017072804,21889,2017-07-28,4
2017072805,21614,2017-07-28,5
2017072806,21342,2017-07-28,6
2017072807,21012,2017-07-28,7
2017072808,21066,2017-07-28,8
2017072809,21090,2017-07-28,9
2017072810,21102,2017-07-28,10
2017072811,21298,2017-07-28,11
2017072812,21766,2017-07-28,12
2017072813,23065,2017-07-28,13
2017072814,23878,2017-07-28,14
2017072815,25943,2017-07-28,15
2017072816,27417,2017-07-28,16
2017072817,28756,2017-07-28,17
2017072818,29184,2017-07-28,18
2017072819,29284,2017-07-28,19
2017072820,28992,2017-07-28,20
2017072821,28799,2017-07-28,21
2017072822,28883,2017-07-28,22
2017072823,29039,2017-07-28,23
2017072824,29214,2017-07-28,24
2017072825,29185,2017-07-28,25
2017072826,29455,2017-07-28,26
2017072827,29509,2017-07-28,27
2017072828,29560,2017-07-28,28
2017072829,29567,2017-07-28,29
2017072830,29763,2017-07-28,30
2017072831,30006,2017-07-28,31
2017072832,30154,2017-07-28,32
2017072833,30306,2017-07-28,33
2017072834,30831,2017-07-28,34
2017072835,31378,2017-07-28,35
2017072836,31638,2017-07-28,36
2017072837,31676,2017-07-28,37
2017072838,31699,2017-07-28,38
2017072839,31342,2017-07-28,39
2017072840,30895,2017-07-28,40
2017072841,30250,2017-07-28,41
2017072842,29597,2017-07-28,42
2017072843,29353,2017-07-28,43
2017072844,28572,2017-07-28,44
2017072845,27338,2017-07-28,45
2017072846,25833,2017-07-28,46
2017072847,24169,2017-07-28,47
2017072848,22747,2017-07-28,48
2017072901,21975,2017-07-29,1
2017072902,21649,2017-07-29,2
2017072903,21548,2017-07-29,3
2017072904,21451,2017-07-29,4
2017072905,20909,2017-07-29,5
2017072906,20914,2017-07-29,6
2017072907,20841,2017-07-29,7
2017072908,20746,2017-07-29,8
2017072909,20680,2017-07-29,9
2017072910,20530,2017-07-29,10
2017072911,20303,2017-07-29,11
2017072912,20298,2017-07-29,12
2017072913,20984,2017-07-29,13
2017072914,21554,2017-07-29,14
2017072915,22148,2017-07-29,15
2017072916,23117,2017-07-29,16
2017072917,24281,2017-07-29,17
2017072918,24931,2017-07-29,18
2017072919,25749,2017-07-29,19
2017072920,25982,2017-07-29,20
2017072921,26155,2017-07-29,21
2017072922,26259,2017-07-29,22
2017072923,26129,2017-07-29,23
2017072924,25817,2017-07-29,24
2017072925,25868,2017-07-29,25
2017072926,25776,2017-07-29,26
2017072927,25368,2017-07-29,27
2017072928,25067,2017-07-29,28
2017072929,25036,2017-07-29,29
2017072930,25058,2017-07-29,30
2017072931,25319,2017-07-29,31
2017072932,25813,2017-07-29,32
2017072933,26217,2017-07-29,33
2017072934,27130,2017-07-29,34
2017072935,28297,2017-07-29,35
2017072936,28927,2017-07-29,36
2017072937,29394,2017-07-29,37
2017072938,29391,2017-07-29,38
2017072939,29334,2017-07-29,39
2017072940,29049,2017-07-29,40
2017072941,28822,2017-07-29,41
2017072942,28610,2017-07-29,42
2017072943,28764,2017-07-29,43
2017072944,28317,2017-07-29,44
2017072945,27481,2017-07-29,45
2017072946,26201,2017-07-29,46
2017072947,24701,2017-07-29,47
2017072948,23959,2017-07-29,48
2017073001,23020,2017-07-30,1
2017073002,22477,2017-07-30,2
2017073003,21898,2017-07-30,3
2017073004,21759,2017-07-30,4
2017073005,21797,2017-07-30,5
2017073006,21662,2017-07-30,6
2017073007,21373,2017-07-30,7
2017073008,21136,2017-07-30,8
2017073009,21165,2017-07-30,9
2017073010,20962,2017-07-30,10
2017073011,20824,2017-07-30,11
2017073012,20791,2017-07-30,12
2017073013,20874,2017-07-30,13
2017073014,21327,2017-07-30,14
2017073015,21657,2017-07-30,15
2017073016,21590,2017-07-30,16
2017073017,21908,2017-07-30,17
2017073018,22408,2017-07-30,18
2017073019,22955,2017-07-30,19
2017073020,23124,2017-07-30,20
2017073021,23468,2017-07-30,21
2017073022,23578,2017-07-30,22
2017073023,23757,2017-07-30,23
2017073024,24006,2017-07-30,24
2017073025,24197,2017-07-30,25
2017073026,24284,2017-07-30,26
2017073027,23870,2017-07-30,27
2017073028,23441,2017-07-30,28
2017073029,23089,2017-07-30,29
2017073030,22840,2017-07-30,30
2017073031,23043,2017-07-30,31
2017073032,23236,2017-07-30,32
2017073033,24101,2017-07-30,33
2017073034,24902,2017-07-30,34
2017073035,25598,2017-07-30,35
2017073036,26219,2017-07-30,36
2017073037,26702,2017-07-30,37
2017073038,27048,2017-07-30,38
2017073039,27255,2017-07-30,39
2017073040,27196,2017-07-30,40
2017073041,27407,2017-07-30,41
2017073042,27567,2017-07-30,42
2017073043,27833,2017-07-30,43
2017073044,27465,2017-07-30,44
2017073045,26752,2017-07-30,45
2017073046,25307,2017-07-30,46
2017073047,23504,2017-07-30,47
2017073048,22103,2017-07-30,48
2017073101,21628,2017-07-31,1
2017073102,21356,2017-07-31,2
2017073103,21110,2017-07-31,3
2017073104,21009,2017-07-31,4
2017073105,20869,2017-07-31,5
2017073106,20635,2017-07-31,6
2017073107,20604,2017-07-31,7
2017073108,20769,2017-07-31,8
2017073109,21069,2017-07-31,9
2017073110,21156,2017-07-31,10
2017073111,21256,2017-07-31,11
2017073112,21644,2017-07-31,12
2017073113,23028,2017-07-31,13
2017073114,24440,2017-07-31,14
2017073115,26392,2017-07-31,15
2017073116,27638,2017-07-31,16
2017073117,28734,2017-07-31,17
2017073118,29032,2017-07-31,18
2017073119,29181,2017-07-31,19
2017073120,28901,2017-07-31,20
2017073121,28730,2017-07-31,21
2017073122,28440,2017-07-31,22
2017073123,28734,2017-07-31,23
2017073124,28942,2017-07-31,24
2017073125,29157,2017-07-31,25
2017073126,28855,2017-07-31,26
2017073127,28784,2017-07-31,27
2017073128,28644,2017-07-31,28
2017073129,28462,2017-07-31,29
2017073130,28365,2017-07-31,30
2017073131,28471,2017-07-31,31
2017073132,28830,2017-07-31,32
2017073133,29325,2017-07-31,33
2017073134,30302,2017-07-31,34
2017073135,31001,2017-07-31,35
2017073136,31612,2017-07-31,36
2017073137,31915,2017-07-31,37
2017073138,32132,2017-07-31,38
2017073139,31903,2017-07-31,39
2017073140,31585,2017-07-31,40
2017073141,31289,2017-07-31,41
2017073142,30974,2017-07-31,42
2017073143,31055,2017-07-31,43
2017073144,30477,2017-07-31,44
2017073145,29349,2017-07-31,45
2017073146,27484,2017-07-31,46
2017073147,25433,2017-07-31,47
2017073148,23881,2017-07-31,48
2017080101,23198,2017-08-01,1
2017080102,22700,2017-08-01,2
2017080103,22112,2017-08-01,3
2017080104,22123,2017-08-01,4
2017080105,22120,2017-08-01,5
2017080106,21917,2017-08-01,6
2017080107,21807,2017-08-01,7
2017080108,21753,2017-08-01,8
2017080109,21670,2017-08-01,9
2017080110,21723,2017-08-01,10
2017080111,21207,2017-08-01,11
2017080112,21660,2017-08-01,12
2017080113,23412,2017-08-01,13
2017080114,25398,2017-08-01,14
2017080115,27508,2017-08-01,15
2017080116,28800,2017-08-01,16
2017080117,29841,2017-08-01,17
2017080118,30466,2017-08-01,18
2017080119,30697,2017-08-01,19
2017080120,30487,2017-08-01,20
2017080121,30060,2017-08-01,21
2017080122,29716,2017-08-01,22
2017080123,29455,2017-08-01,23
2017080124,29605,2017-08-01,24
2017080125,29663,2017-08-01,25
2017080126,29494,2017-08-01,26
2017080127,29385,2017-08-01,27
2017080128,29149,2017-08-01,28
2017080129,28989,2017-08-01,29
2017080130,29035,2017-08-01,30
2017080131,29193,2017-08-01,31
2017080132,29478,2017-08-01,32
2017080133,30217,2017-08-01,33
2017080134,31130,2017-08-01,34
2017080135,32041,2017-08-01,35
2017080136,32604,2017-08-01,36
2017080137,32796,2017-08-01,37
2017080138,32757,2017-08-01,38
2017080139,32335,2017-08-01,39
2017080140,31991,2017-08-01,40
2017080141,31696,2017-08-01,41
2017080142,31417,2017-08-01,42
2017080143,31568,2017-08-01,43
2017080144,30988,2017-08-01,44
2017080145,29612,2017-08-01,45
2017080146,27388,2017-08-01,46
2017080147,25366,2017-08-01,47
2017080148,23797,2017-08-01,48
2017080201,22437,2017-08-02,1
2017080202,21571,2017-08-02,2
2017080203,21442,2017-08-02,3
2017080204,21502,2017-08-02,4
2017080205,21141,2017-08-02,5
2017080206,21016,2017-08-02,6
2017080207,20785,2017-08-02,7
2017080208,20762,2017-08-02,8
2017080209,21033,2017-08-02,9
2017080210,21166,2017-08-02,10
2017080211,21615,2017-08-02,11
2017080212,22060,2017-08-02,12
2017080213,23325,2017-08-02,13
2017080214,25093,2017-08-02,14
2017080215,27506,2017-08-02,15
2017080216,29237,2017-08-02,16
2017080217,30775,2017-08-02,17
2017080218,31747,2017-08-02,18
2017080219,32695,2017-08-02,19
2017080220,32669,2017-08-02,20
2017080221,32584,2017-08-02,21
2017080222,32602,2017-08-02,22
2017080223,32718,2017-08-02,23
2017080224,32847,2017-08-02,24
2017080225,32894,2017-08-02,25
2017080226,32616,2017-08-02,26
2017080227,32331,2017-08-02,27
2017080228,31960,2017-08-02,28
2017080229,31973,2017-08-02,29
2017080230,31746,2017-08-02,30
2017080231,31656,2017-08-02,31
2017080232,31956,2017-08-02,32
2017080233,32475,2017-08-02,33
2017080234,33256,2017-08-02,34
2017080235,33787,2017-08-02,35
2017080236,33945,2017-08-02,36
2017080237,33953,2017-08-02,37
2017080238,33790,2017-08-02,38
2017080239,33098,2017-08-02,39
2017080240,32434,2017-08-02,40
2017080241,32020,2017-08-02,41
2017080242,31238,2017-08-02,42
2017080243,30814,2017-08-02,43
2017080244,30101,2017-08-02,44
2017080245,28614,2017-08-02,45
2017080246,26624,2017-08-02,46
2017080247,24676,2017-08-02,47
2017080248,23189,2017-08-02,48
2017080301,22292,2017-08-03,1
2017080302,21658,2017-08-03,2
2017080303,21413,2017-08-03,3
2017080304,21267,2017-08-03,4
2017080305,21142,2017-08-03,5
2017080306,21018,2017-08-03,6
2017080307,21091,2017-08-03,7
2017080308,21027,2017-08-03,8
2017080309,20947,2017-08-03,9
2017080310,21028,2017-08-03,10
2017080311,21445,2017-08-03,11
2017080312,21866,2017-08-03,12
2017080313,22757,2017-08-03,13
2017080314,24006,2017-08-03,14
2017080315,26305,2017-08-03,15
2017080316,27875,2017-08-03,16
2017080317,29058,2017-08-03,17
2017080318,29579,2017-08-03,18
2017080319,29802,2017-08-03,19
2017080320,29706,2017-08-03,20
2017080321,29620,2017-08-03,21
2017080322,29487,2017-08-03,22
2017080323,29619,2017-08-03,23
2017080324,29499,2017-08-03,24
2017080325,29600,2017-08-03,25
2017080326,29172,2017-08-03,26
2017080327,28677,2017-08-03,27
2017080328,28415,2017-08-03,28
2017080329,28274,2017-08-03,29
2017080330,28377,2017-08-03,30
2017080331,28426,2017-08-03,31
2017080332,28623,2017-08-03,32
2017080333,29013,2017-08-03,33
2017080334,29922,2017-08-03,34
2017080335,30518,2017-08-03,35
2017080336,30874,2017-08-03,36
2017080337,31087,2017-08-03,37
2017080338,30869,2017-08-03,38
2017080339,30335,2017-08-03,39
2017080340,30164,2017-08-03,40
2017080341,29775,2017-08-03,41
2017080342,29775,2017-08-03,42
2017080343,29890,2017-08-03,43
2017080344,29241,2017-08-03,44
2017080345,27971,2017-08-03,45
2017080346,26297,2017-08-03,46
2017080347,24362,2017-08-03,47
2017080348,22688,2017-08-03,48
2017080401,21616,2017-08-04,1
2017080402,20919,2017-08-04,2
2017080403,20632,2017-08-04,3
2017080404,20944,2017-08-04,4
2017080405,20887,2017-08-04,5
2017080406,20783,2017-08-04,6
2017080407,20705,2017-08-04,7
2017080408,20685,2017-08-04,8
2017080409,20665,2017-08-04,9
2017080410,20716,2017-08-04,10
2017080411,21061,2017-08-04,11
2017080412,21290,2017-08-04,12
2017080413,22404,2017-08-04,13
2017080414,24013,2017-08-04,14
2017080415,26142,2017-08-04,15
2017080416,27086,2017-08-04,16
2017080417,28102,2017-08-04,17
2017080418,28475,2017-08-04,18
2017080419,28574,2017-08-04,19
2017080420,28261,2017-08-04,20
2017080421,28079,2017-08-04,21
2017080422,28017,2017-08-04,22
2017080423,28130,2017-08-04,23
2017080424,28183,2017-08-04,24
2017080425,28344,2017-08-04,25
2017080426,28155,2017-08-04,26
2017080427,28043,2017-08-04,27
2017080428,27821,2017-08-04,28
2017080429,27532,2017-08-04,29
2017080430,27266,2017-08-04,30
2017080431,27255,2017-08-04,31
2017080432,27414,2017-08-04,32
2017080433,27776,2017-08-04,33
2017080434,28416,2017-08-04,34
2017080435,28961,2017-08-04,35
2017080436,29449,2017-08-04,36
2017080437,29835,2017-08-04,37
2017080438,29954,2017-08-04,38
2017080439,30110,2017-08-04,39
2017080440,30001,2017-08-04,40
2017080441,29845,2017-08-04,41
2017080442,29748,2017-08-04,42
2017080443,30163,2017-08-04,43
2017080444,29696,2017-08-04,44
2017080445,28553,2017-08-04,45
2017080446,26837,2017-08-04,46
2017080447,25347,2017-08-04,47
2017080448,24022,2017-08-04,48
2017080501,22626,2017-08-05,1
2017080502,21787,2017-08-05,2
2017080503,21474,2017-08-05,3
2017080504,21430,2017-08-05,4
2017080505,21494,2017-08-05,5
2017080506,21355,2017-08-05,6
2017080507,21674,2017-08-05,7
2017080508,21625,2017-08-05,8
2017080509,21547,2017-08-05,9
2017080510,21560,2017-08-05,10
2017080511,21558,2017-08-05,11
2017080512,21402,2017-08-05,12
2017080513,21845,2017-08-05,13
2017080514,21778,2017-08-05,14
2017080515,22674,2017-08-05,15
2017080516,23649,2017-08-05,16
2017080517,24760,2017-08-05,17
2017080518,25325,2017-08-05,18
2017080519,25876,2017-08-05,19
2017080520,25776,2017-08-05,20
2017080521,25628,2017-08-05,21
2017080522,25476,2017-08-05,22
2017080523,25347,2017-08-05,23
2017080524,25250,2017-08-05,24
2017080525,25087,2017-08-05,25
2017080526,25046,2017-08-05,26
2017080527,24726,2017-08-05,27
2017080528,24157,2017-08-05,28
2017080529,23683,2017-08-05,29
2017080530,23093,2017-08-05,30
2017080531,22583,2017-08-05,31
2017080532,22630,2017-08-05,32
2017080533,23076,2017-08-05,33
2017080534,23788,2017-08-05,34
2017080535,24842,2017-08-05,35
2017080536,25735,2017-08-05,36
2017080537,26268,2017-08-05,37
2017080538,26914,2017-08-05,38
2017080539,27196,2017-08-05,39
2017080540,27307,2017-08-05,40
2017080541,27358,2017-08-05,41
2017080542,27348,2017-08-05,42
2017080543,27993,2017-08-05,43
2017080544,27636,2017-08-05,44
2017080545,26811,2017-08-05,45
2017080546,25543,2017-08-05,46
2017080547,24058,2017-08-05,47
2017080548,22780,2017-08-05,48
2017080601,21670,2017-08-06,1
2017080602,20910,2017-08-06,2
2017080603,20492,2017-08-06,3
2017080604,20385,2017-08-06,4
2017080605,20136,2017-08-06,5
2017080606,19843,2017-08-06,6
2017080607,19968,2017-08-06,7
2017080608,19954,2017-08-06,8
2017080609,19996,2017-08-06,9
2017080610,19877,2017-08-06,10
2017080611,19803,2017-08-06,11
2017080612,19623,2017-08-06,12
2017080613,19879,2017-08-06,13
2017080614,20271,2017-08-06,14
2017080615,20923,2017-08-06,15
2017080616,20901,2017-08-06,16
2017080617,21222,2017-08-06,17
2017080618,21663,2017-08-06,18
2017080619,22357,2017-08-06,19
2017080620,22811,2017-08-06,20
2017080621,23082,2017-08-06,21
2017080622,23298,2017-08-06,22
2017080623,23471,2017-08-06,23
2017080624,23575,2017-08-06,24
2017080625,23704,2017-08-06,25
2017080626,23599,2017-08-06,26
2017080627,23363,2017-08-06,27
2017080628,22899,2017-08-06,28
2017080629,22864,2017-08-06,29
2017080630,22958,2017-08-06,30
2017080631,23536,2017-08-06,31
2017080632,23998,2017-08-06,32
2017080633,24636,2017-08-06,33
2017080634,25440,2017-08-06,34
2017080635,26465,2017-08-06,35
2017080636,27224,2017-08-06,36
2017080637,27357,2017-08-06,37
2017080638,27469,2017-08-06,38
2017080639,27587,2017-08-06,39
2017080640,27613,2017-08-06,40
2017080641,27582,2017-08-06,41
2017080642,27827,2017-08-06,42
2017080643,28173,2017-08-06,43
2017080644,27442,2017-08-06,44
2017080645,26502,2017-08-06,45
2017080646,24920,2017-08-06,46
2017080647,23238,2017-08-06,47
2017080648,21959,2017-08-06,48
2017080701,21283,2017-08-07,1
2017080702,20547,2017-08-07,2
2017080703,20819,2017-08-07,3
2017080704,20905,2017-08-07,4
2017080705,20704,2017-08-07,5
2017080706,20618,2017-08-07,6
2017080707,20529,2017-08-07,7
2017080708,20378,2017-08-07,8
2017080709,20505,2017-08-07,9
2017080710,20772,2017-08-07,10
2017080711,21066,2017-08-07,11
2017080712,21382,2017-08-07,12
2017080713,22853,2017-08-07,13
2017080714,24887,2017-08-07,14
2017080715,26856,2017-08-07,15
2017080716,28494,2017-08-07,16
2017080717,30131,2017-08-07,17
2017080718,31035,2017-08-07,18
2017080719,31576,2017-08-07,19
2017080720,31479,2017-08-07,20
2017080721,31543,2017-08-07,21
2017080722,31478,2017-08-07,22
2017080723,31583,2017-08-07,23
2017080724,31541,2017-08-07,24
2017080725,31480,2017-08-07,25
2017080726,31121,2017-08-07,26
2017080727,30720,2017-08-07,27
2017080728,30302,2017-08-07,28
2017080729,30177,2017-08-07,29
2017080730,29950,2017-08-07,30
2017080731,30094,2017-08-07,31
2017080732,30572,2017-08-07,32
2017080733,31330,2017-08-07,33
2017080734,32082,2017-08-07,34
2017080735,32867,2017-08-07,35
2017080736,33409,2017-08-07,36
2017080737,33706,2017-08-07,37
2017080738,33588,2017-08-07,38
2017080739,33458,2017-08-07,39
2017080740,33082,2017-08-07,40
2017080741,32623,2017-08-07,41
2017080742,32412,2017-08-07,42
2017080743,32433,2017-08-07,43
2017080744,31379,2017-08-07,44
2017080745,29808,2017-08-07,45
2017080746,28089,2017-08-07,46
2017080747,26118,2017-08-07,47
2017080748,24671,2017-08-07,48
2017080801,23969,2017-08-08,1
2017080802,23195,2017-08-08,2
2017080803,22822,2017-08-08,3
2017080804,22762,2017-08-08,4
2017080805,22671,2017-08-08,5
2017080806,22412,2017-08-08,6
2017080807,22373,2017-08-08,7
2017080808,22367,2017-08-08,8
2017080809,22358,2017-08-08,9
2017080810,22513,2017-08-08,10
2017080811,22722,2017-08-08,11
2017080812,23196,2017-08-08,12
2017080813,24398,2017-08-08,13
2017080814,26308,2017-08-08,14
2017080815,28690,2017-08-08,15
2017080816,30407,2017-08-08,16
2017080817,31985,2017-08-08,17
2017080818,32651,2017-08-08,18
2017080819,33244,2017-08-08,19
2017080820,33354,2017-08-08,20
2017080821,33333,2017-08-08,21
2017080822,33023,2017-08-08,22
2017080823,32814,2017-08-08,23
2017080824,32816,2017-08-08,24
2017080825,32841,2017-08-08,25
2017080826,32763,2017-08-08,26
2017080827,32766,2017-08-08,27
2017080828,32320,2017-08-08,28
2017080829,32072,2017-08-08,29
2017080830,31927,2017-08-08,30
2017080831,31769,2017-08-08,31
2017080832,31929,2017-08-08,32
2017080833,32496,2017-08-08,33
2017080834,33203,2017-08-08,34
2017080835,33925,2017-08-08,35
2017080836,34181,2017-08-08,36
2017080837,34158,2017-08-08,37
2017080838,33735,2017-08-08,38
2017080839,33388,2017-08-08,39
2017080840,32827,2017-08-08,40
2017080841,32437,2017-08-08,41
2017080842,32296,2017-08-08,42
2017080843,32031,2017-08-08,43
2017080844,30598,2017-08-08,44
2017080845,29170,2017-08-08,45
2017080846,27298,2017-08-08,46
2017080847,25341,2017-08-08,47
2017080848,23735,2017-08-08,48
2017080901,22567,2017-08-09,1
2017080902,22080,2017-08-09,2
2017080903,22015,2017-08-09,3
2017080904,21901,2017-08-09,4
2017080905,21647,2017-08-09,5
2017080906,21243,2017-08-09,6
2017080907,21139,2017-08-09,7
2017080908,21174,2017-08-09,8
2017080909,20948,2017-08-09,9
2017080910,20952,2017-08-09,10
2017080911,21069,2017-08-09,11
2017080912,21747,2017-08-09,12
2017080913,23366,2017-08-09,13
2017080914,24860,2017-08-09,14
2017080915,27345,2017-08-09,15
2017080916,29143,2017-08-09,16
2017080917,30785,2017-08-09,17
2017080918,31385,2017-08-09,18
2017080919,32138,2017-08-09,19
2017080920,32101,2017-08-09,20
2017080921,32044,2017-08-09,21
2017080922,32084,2017-08-09,22
2017080923,31976,2017-08-09,23
2017080924,32118,2017-08-09,24
2017080925,32348,2017-08-09,25
2017080926,32126,2017-08-09,26
2017080927,31737,2017-08-09,27
2017080928,31228,2017-08-09,28
2017080929,31153,2017-08-09,29
2017080930,30902,2017-08-09,30
2017080931,30926,2017-08-09,31
2017080932,31190,2017-08-09,32
2017080933,31269,2017-08-09,33
2017080934,31957,2017-08-09,34
2017080935,32548,2017-08-09,35
2017080936,32755,2017-08-09,36
2017080937,32909,2017-08-09,37
2017080938,33023,2017-08-09,38
2017080939,32795,2017-08-09,39
2017080940,32362,2017-08-09,40
2017080941,32047,2017-08-09,41
2017080942,31843,2017-08-09,42
2017080943,31953,2017-08-09,43
2017080944,31073,2017-08-09,44
2017080945,29427,2017-08-09,45
2017080946,27473,2017-08-09,46
2017080947,25572,2017-08-09,47
2017080948,24087,2017-08-09,48
2017081001,23178,2017-08-10,1
2017081002,22574,2017-08-10,2
2017081003,22621,2017-08-10,3
2017081004,22519,2017-08-10,4
2017081005,22425,2017-08-10,5
2017081006,22309,2017-08-10,6
2017081007,22263,2017-08-10,7
2017081008,22109,2017-08-10,8
2017081009,22100,2017-08-10,9
2017081010,22124,2017-08-10,10
2017081011,22260,2017-08-10,11
2017081012,22854,2017-08-10,12
2017081013,24212,2017-08-10,13
2017081014,25830,2017-08-10,14
2017081015,28135,2017-08-10,15
2017081016,29441,2017-08-10,16
2017081017,30507,2017-08-10,17
2017081018,30721,2017-08-10,18
2017081019,30900,2017-08-10,19
2017081020,30701,2017-08-10,20
2017081021,30321,2017-08-10,21
2017081022,30006,2017-08-10,22
2017081023,29944,2017-08-10,23
2017081024,29784,2017-08-10,24
2017081025,29707,2017-08-10,25
2017081026,29480,2017-08-10,26
2017081027,29348,2017-08-10,27
2017081028,29259,2017-08-10,28
2017081029,29050,2017-08-10,29
2017081030,28678,2017-08-10,30
2017081031,28530,2017-08-10,31
2017081032,28780,2017-08-10,32
2017081033,29318,2017-08-10,33
2017081034,30210,2017-08-10,34
2017081035,30993,2017-08-10,35
2017081036,31499,2017-08-10,36
2017081037,31634,2017-08-10,37
2017081038,31642,2017-08-10,38
2017081039,31651,2017-08-10,39
2017081040,31536,2017-08-10,40
2017081041,31289,2017-08-10,41
2017081042,31424,2017-08-10,42
2017081043,31577,2017-08-10,43
2017081044,30602,2017-08-10,44
2017081045,29467,2017-08-10,45
2017081046,27617,2017-08-10,46
2017081047,25724,2017-08-10,47
2017081048,24242,2017-08-10,48
2017081101,23184,2017-08-11,1
2017081102,22484,2017-08-11,2
2017081103,22323,2017-08-11,3
2017081104,22278,2017-08-11,4
2017081105,22150,2017-08-11,5
2017081106,22015,2017-08-11,6
2017081107,21936,2017-08-11,7
2017081108,21916,2017-08-11,8
2017081109,21724,2017-08-11,9
2017081110,21568,2017-08-11,10
2017081111,21602,2017-08-11,11
2017081112,22195,2017-08-11,12
2017081113,23350,2017-08-11,13
2017081114,25039,2017-08-11,14
2017081115,27107,2017-08-11,15
2017081116,28264,2017-08-11,16
2017081117,29209,2017-08-11,17
2017081118,29357,2017-08-11,18
2017081119,29312,2017-08-11,19
2017081120,28961,2017-08-11,20
2017081121,28940,2017-08-11,21
2017081122,29058,2017-08-11,22
2017081123,29251,2017-08-11,23
2017081124,29085,2017-08-11,24
2017081125,29022,2017-08-11,25
2017081126,28726,2017-08-11,26
2017081127,28411,2017-08-11,27
2017081128,28329,2017-08-11,28
2017081129,28466,2017-08-11,29
2017081130,28671,2017-08-11,30
2017081131,29036,2017-08-11,31
2017081132,29359,2017-08-11,32
2017081133,29911,2017-08-11,33
2017081134,30594,2017-08-11,34
2017081135,31316,2017-08-11,35
2017081136,31578,2017-08-11,36
2017081137,31497,2017-08-11,37
2017081138,31472,2017-08-11,38
2017081139,31070,2017-08-11,39
2017081140,30752,2017-08-11,40
2017081141,30335,2017-08-11,41
2017081142,30256,2017-08-11,42
2017081143,30014,2017-08-11,43
2017081144,29057,2017-08-11,44
2017081145,27675,2017-08-11,45
2017081146,26211,2017-08-11,46
2017081147,24640,2017-08-11,47
2017081148,23292,2017-08-11,48
2017081201,22594,2017-08-12,1
2017081202,21999,2017-08-12,2
2017081203,21474,2017-08-12,3
2017081204,21110,2017-08-12,4
2017081205,21010,2017-08-12,5
2017081206,20545,2017-08-12,6
2017081207,20271,2017-08-12,7
2017081208,20172,2017-08-12,8
2017081209,20150,2017-08-12,9
2017081210,20251,2017-08-12,10
2017081211,20558,2017-08-12,11
2017081212,20392,2017-08-12,12
2017081213,20860,2017-08-12,13
2017081214,21599,2017-08-12,14
2017081215,22899,2017-08-12,15
2017081216,24063,2017-08-12,16
2017081217,25499,2017-08-12,17
2017081218,26323,2017-08-12,18
2017081219,26956,2017-08-12,19
2017081220,27000,2017-08-12,20
2017081221,27146,2017-08-12,21
2017081222,26934,2017-08-12,22
2017081223,26823,2017-08-12,23
2017081224,26502,2017-08-12,24
2017081225,26048,2017-08-12,25
2017081226,25465,2017-08-12,26
2017081227,25048,2017-08-12,27
2017081228,24549,2017-08-12,28
2017081229,24082,2017-08-12,29
2017081230,23789,2017-08-12,30
2017081231,23738,2017-08-12,31
2017081232,23821,2017-08-12,32
2017081233,24424,2017-08-12,33
2017081234,25323,2017-08-12,34
2017081235,26439,2017-08-12,35
2017081236,27537,2017-08-12,36
2017081237,27945,2017-08-12,37
2017081238,28276,2017-08-12,38
2017081239,28378,2017-08-12,39
2017081240,28318,2017-08-12,40
2017081241,28230,2017-08-12,41
2017081242,28519,2017-08-12,42
2017081243,29079,2017-08-12,43
2017081244,28320,2017-08-12,44
2017081245,27254,2017-08-12,45
2017081246,26217,2017-08-12,46
2017081247,24728,2017-08-12,47
2017081248,23439,2017-08-12,48
2017081301,22492,2017-08-13,1
2017081302,21537,2017-08-13,2
2017081303,21204,2017-08-13,3
2017081304,21057,2017-08-13,4
2017081305,20628,2017-08-13,5
2017081306,20234,2017-08-13,6
2017081307,20393,2017-08-13,7
2017081308,20475,2017-08-13,8
2017081309,20399,2017-08-13,9
2017081310,20370,2017-08-13,10
2017081311,20608,2017-08-13,11
2017081312,20483,2017-08-13,12
2017081313,20766,2017-08-13,13
2017081314,21272,2017-08-13,14
2017081315,21618,2017-08-13,15
2017081316,21859,2017-08-13,16
2017081317,21773,2017-08-13,17
2017081318,22160,2017-08-13,18
2017081319,22722,2017-08-13,19
2017081320,22993,2017-08-13,20
2017081321,23287,2017-08-13,21
2017081322,23364,2017-08-13,22
2017081323,23575,2017-08-13,23
2017081324,23775,2017-08-13,24
2017081325,24308,2017-08-13,25
2017081326,24551,2017-08-13,26
2017081327,24254,2017-08-13,27
2017081328,23925,2017-08-13,28
2017081329,23669,2017-08-13,29
2017081330,23559,2017-08-13,30
2017081331,23577,2017-08-13,31
2017081332,24279,2017-08-13,32
2017081333,25050,2017-08-13,33
2017081334,26156,2017-08-13,34
2017081335,27151,2017-08-13,35
2017081336,27839,2017-08-13,36
2017081337,28471,2017-08-13,37
2017081338,28767,2017-08-13,38
2017081339,28913,2017-08-13,39
2017081340,28813,2017-08-13,40
2017081341,29041,2017-08-13,41
2017081342,29301,2017-08-13,42
2017081343,29557,2017-08-13,43
2017081344,28833,2017-08-13,44
2017081345,27665,2017-08-13,45
2017081346,25843,2017-08-13,46
2017081347,24045,2017-08-13,47
2017081348,22818,2017-08-13,48
2017081401,21880,2017-08-14,1
2017081402,21570,2017-08-14,2
